bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d7c9213b-2f20-4a72-b785-08df266cb0e4,1,,,3754095,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 9539, 'name': 'Vito Mannone'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 13846, 'name': 'Jan Kirchhoff'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 16457, 'name': 'Jeremain Lens'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 10783, 'name': 'Lee Cattermole'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 7171, 'name': 'Fabio Borini'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 9}, {'player': {'id': 3337, 'name': 'Jermain Defoe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Sunderland,41,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5009eca1-c447-4d95-96cb-9081de0bf10f,2,,,3754095,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 30}, {'player': {'id': 19288, 'name': 'Martín Gastón Demichelis'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 20302, 'name': 'Gaël Clichy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 42}, {'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 15}, {'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 3708, 'name': 'Kelechi Promise Iheanacho'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 72}, {'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Manchester City,36,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a7777b98-583e-4ee4-bff5-f571085b0eba,3,,,3754095,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,['075994c2-4970-4844-bc9a-79acdbdf7889'],0,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,075994c2-4970-4844-bc9a-79acdbdf7889,4,,,3754095,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,['a7777b98-583e-4ee4-bff5-f571085b0eba'],0,,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,dad871d9-467a-4b58-9ee5-85785c1fe555,1682,,,3754095,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,89,Manchester City,36,['0173a046-a737-4464-b977-c948c9c77cc5'],0,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0173a046-a737-4464-b977-c948c9c77cc5,1683,,,3754095,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,89,Manchester City,36,['dad871d9-467a-4b58-9ee5-85785c1fe555'],0,,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.469298,,,,,,,,,,,,a8b10582-30d8-430c-9af1-c00800ef6773,5,,"[61.0, 40.1]",3754095,0,,,,-1.19029,,Left Foot,,,"[62.4, 36.6]",Ground Pass,,3.7696154,,,,Sergio Leonel Agüero del Castillo,3237.0,,,,,Kick Off,1,From Kick Off,Kelechi Promise Iheanacho,3708.0,Right Center Forward,2,Manchester City,36,['d726685c-db30-486d-9b38-25f1dd8ae96a'],0,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.323,Pass,
,,,,,,,,,,,,,,,,,,,0.954213,,,,,,,,,,,,175fed19-d57e-461d-8fde-2f41a3d65c03,8,,"[59.6, 40.1]",3754095,0,,,,2.797902,,Right Foot,,,"[50.1, 43.5]",Ground Pass,,10.090095,,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,From Kick Off,Sergio Leonel Agüero del Castillo,3237.0,Left Center Forward,2,Manchester City,36,['b107aebc-cd7c-4b62-890c-6f42386f4b16'],1,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:01.453,Pass,
,,,,,,,,,,,,,,,,,,,1.26716,,,,,,,,,,,,80a4f7c7-5d6a-458d-9297-214f3663796a,12,,"[48.0, 42.8]",3754095,0,,,,-2.9483812,,Right Foot,,,"[34.2, 40.1]",Ground Pass,,14.06165,,,,Martín Gastón Demichelis,19288.0,,,,,,1,From Kick Off,Gnégnéri Yaya Touré,3087.0,Left Defensive Midfield,2,Manchester City,36,"['c045fc53-1f60-443e-b59b-5d4a179ebf4f', 'f42eee00-00a6-4b22-9e58-9d8f7e52aabd']",2,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:02.883,Pass,True
,,,,,,,,,,,,,,,,,,,1.815341,,,,,,,,,,,,53b31686-fd53-4b07-870d-4e8fac853820,15,,"[34.4, 38.2]",3754095,0,,,,-1.404581,,Right Foot,,,"[39.5, 7.8]",Ground Pass,,30.824827,,,,Gaël Clichy,20302.0,,,,,,1,From Kick Off,Martín Gastón Demichelis,19288.0,Left Center Back,2,Manchester City,36,['83286352-ef6a-46b1-8aa9-f1d48b6831cd'],5,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:05.030,Pass,
