bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d7a3e92d-de29-49a8-b94b-fb3061583d37,1,,,3754130,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 9014, 'name': 'Declan Rudd'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 16334, 'name': 'Graham Dorrans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 22}, {'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Norwich City,56,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,42daa095-5a8f-4189-be2d-d025c399aecb,2,,,3754130,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3041, 'name': 'Ciaran Clark'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 42701, 'name': 'Kieran Richardson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Aston Villa,59,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,852b11a9-b6df-4932-82fc-cf4964300b63,3,,,3754130,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,['4df7ece7-925e-4034-b18b-eb293bbb3149'],0,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4df7ece7-925e-4034-b18b-eb293bbb3149,4,,,3754130,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,['852b11a9-b6df-4932-82fc-cf4964300b63'],0,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e2967d5f-98f1-4a87-9a7c-86f94e9c9f53,1498,,,3754130,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,77,Aston Villa,59,['067a929d-fc87-4284-9b98-976688ae26ed'],0,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,067a929d-fc87-4284-9b98-976688ae26ed,1499,,,3754130,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,77,Aston Villa,59,['e2967d5f-98f1-4a87-9a7c-86f94e9c9f53'],0,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.170928,,,,,,,,,,,,,0c2e8433-41af-4e84-846d-73cf0e45c096,5,,"[60.0, 40.0]",3754130,0,,,,,-1.6475682,,Right Foot,,,"[59.9, 38.7]",,Ground Pass,,1.3038405,,,,Wes Hoolahan,10966.0,,,,,,Kick Off,1,From Kick Off,Jonathan Howson,9578.0,Right Midfield,2,Norwich City,56,['baaa6941-3f8a-489e-8adf-4631d179e6c5'],0,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.771,Pass,
,,,,,,,,,,,,,,1.346093,,,,,,,,,,,,,3adaef89-89c9-453e-a6ac-3e6cfa7f4077,8,,"[60.3, 37.8]",3754130,0,,,,,2.4227626,,Left Foot,,,"[53.9, 43.4]",,Ground Pass,,8.504117,,,,Graham Dorrans,16334.0,,,,,,,1,From Kick Off,Wes Hoolahan,10966.0,Center Attacking Midfield,2,Norwich City,56,['c4f889da-4353-4f8c-a409-4483c447f5d3'],1,,,,,,,,,,,,,,,,,Norwich City,56,00:00:01.029,Pass,
,,,,,,,,,,,,,,1.66028,,,,,,,,,,,,,23ca74ae-8f1f-45c9-aacb-6baa336c8efb,12,,"[52.9, 44.2]",3754130,0,,,,,-0.7443955,,Right Foot,,,"[73.2, 25.5]",,Low Pass,,27.600363,,Incomplete,,,,,,,,,,1,From Kick Off,Graham Dorrans,16334.0,Left Defensive Midfield,2,Norwich City,56,"['279aaeea-a10f-4e55-9663-75034cc2190f', '3c8b1787-ca71-401e-b187-79f33e1aeeda']",2,,,,,,,,,,,,,,,,,Norwich City,56,00:00:02.470,Pass,True
,,,,,,,,,,,,,,0.494931,,,,,,,,,,,,,3c8b1787-ca71-401e-b187-79f33e1aeeda,13,,"[46.9, 54.6]",3754130,0,,,,,-1.152572,,Left Foot,,,"[48.1, 51.9]",,Ground Pass,,2.9546573,,,,Idrissa Gana Gueye,3436.0,,,,,,Recovery,1,Regular Play,Scott Sinclair,11117.0,Right Wing,3,Aston Villa,59,"['23ca74ae-8f1f-45c9-aacb-6baa336c8efb', 'c239fa3b-01e9-4112-a8c1-66ba946eb6d3']",4,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:04.130,Pass,
