50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.991386,,,,,,,,,,,,c0a5faa1-a88a-419a-a2f3-ce5fe3b17aa0,65,,,"[47.6, 44.0]",3754279,0,,,,-0.7853982,,Head,,,,"[68.7, 22.9]",High Pass,,29.839907,,Incomplete,,,,,,Recovery,1,Regular Play,Federico Fernández,3290.0,Right Center Back,3,West Bromwich Albion,27,"['8ebe1761-503f-4aea-9fa8-022143c83685', 'a8c137c3-a3d2-4964-9634-c5dcbfe77d8a']",54,,,,,,,,,,,,,,,,Swansea City,26,00:00:54.076,Pass,
,,,,,,,,,,,,,,,1.999999,,,,,,,,,,,,130f9dba-e944-4dff-853e-2e3d4f73900b,69,,,"[48.6, 53.2]",3754279,0,,,,3.1055722,,Right Foot,,,,"[26.4, 54.0]",Ground Pass,,22.214409,,,Gareth McAuley,3596.0,,,,,1,Regular Play,Darren Fletcher,4022.0,Right Center Midfield,3,West Bromwich Albion,27,['c05be7d9-7517-481e-9650-13fa2f5d7a43'],58,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:58.808,Pass,
,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,841fb55e-cef5-4213-a173-e9aecd7bb5c7,72,,,"[24.9, 57.0]",3754279,1,,,,-2.326963,,Right Foot,,,,"[8.3, 39.4]",Ground Pass,,24.193388,,,Glyn Oliver Myhill,5108.0,,,,,1,Regular Play,Gareth McAuley,3596.0,Right Center Back,3,West Bromwich Albion,27,['63a6ce2d-e1f7-46b1-ad54-270c778aed92'],1,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:01.397,Pass,
,,,,,,,,,,,,,,,2.971836,,,,,,,,,,,,53db3830-f5e4-44ab-b91b-e27fde2caf2d,76,,,"[8.0, 30.3]",3754279,1,,,,-0.15960637,,Left Foot,,,,"[49.0, 23.7]",High Pass,,41.52782,,Incomplete,,,,,,,1,Regular Play,Glyn Oliver Myhill,5108.0,Goalkeeper,3,West Bromwich Albion,27,['5bc8aae9-1d51-45f9-8f16-1240507a10d4'],4,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:04.862,Pass,
,,,,,,,,,,,,,,,4.006249,,,,,,,,,,,,5bc8aae9-1d51-45f9-8f16-1240507a10d4,77,,,"[71.1, 56.4]",3754279,1,,,,0.09801131,,Head,,,,"[118.9, 61.1]",High Pass,,48.03051,,Incomplete,André Ayew Pelé,3347.0,,,,Recovery,1,Regular Play,Àngel Rangel Zaragoza,3973.0,Right Back,3,West Bromwich Albion,27,"['1df914db-e665-4dbf-8bb5-03ac49e09efa', '53db3830-f5e4-44ab-b91b-e27fde2caf2d', 'edb31a00-6af4-4090-ad39-507075bcffba']",7,,,,,,,,,,,,,,,,Swansea City,26,00:01:07.833,Pass,
,,,,,,,,,,,,,,,3.461737,,,,,,,,,,,,32b56191-9e7d-4cca-a590-deaebd1c4c47,81,,,"[10.0, 43.0]",3754279,1,,,,0.3330495,,Right Foot,,,,"[62.9, 61.3]",High Pass,,55.975887,,,Craig Dawson,3523.0,,,,,1,Regular Play,Glyn Oliver Myhill,5108.0,Goalkeeper,3,West Bromwich Albion,27,['9a196db3-f718-4a6a-98f9-23d4273527c9'],24,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:24.483,Pass,
,,,,,,,,,,,,,,,1.908048,,,,,,,,,,,,9e3bfbb5-902e-4198-abdd-486b347a3d48,84,,,"[62.9, 61.3]",3754279,1,,,True,-0.981635,,,,,,"[76.2, 41.4]",High Pass,,23.93533,,,Rickie Lambert,40124.0,,,,,1,Regular Play,Craig Dawson,3523.0,Right Back,3,West Bromwich Albion,27,"['02219f5b-4ce2-4dd5-95bd-f20f70497f47', '9bee7efd-7bab-404b-aec4-680792b1ebc8']",27,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:27.945,Pass,True
,,,,,,,,,,,,,,,2.056206,,,,,,,,,,,,a210cdc3-d164-488e-92cf-3354706b3fea,87,,,"[76.5, 33.2]",3754279,1,,,,-1.5540615,,Right Foot,,,,"[76.9, 9.3]",Ground Pass,,23.903347,,,Chris Brunt,3541.0,,,,,1,Regular Play,Rickie Lambert,40124.0,Center Forward,3,West Bromwich Albion,27,['4c6ecd6f-da62-4cd1-8654-5c08dfc1bf06'],31,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:31.767,Pass,
,,,,,,,,,,,,,,,1.561172,,,,,,,,,,,,0536a7a5-c9e8-4c12-83b4-b1bbf420a319,89,,,"[78.7, 10.2]",3754279,1,,,,2.1086318,,Right Foot,,,,"[75.3, 15.9]",Ground Pass,,6.6370173,,,James Morrison,3490.0,,,,,1,Regular Play,Chris Brunt,3541.0,Left Wing,3,West Bromwich Albion,27,['5071d5e3-dd5d-4f62-b672-a8b3573995ed'],33,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:33.823,Pass,
,,,,,,,,,,,,,,,1.392042,,,,,,,,,,,,70e1abac-2ef0-4f3b-9afc-a69586d003b8,92,,,"[80.7, 12.7]",3754279,1,,,,-0.9890567,,Right Foot,,,,"[88.0, 1.6]",Ground Pass,,13.28533,,,Chris Brunt,3541.0,,,,,1,Regular Play,James Morrison,3490.0,Center Attacking Midfield,3,West Bromwich Albion,27,['121ae297-b00e-47d0-a45f-33e443fbf532'],36,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:36.193,Pass,
,,,,,,,,,,,,,,,1.650547,,,,,,,,,,,,f0820581-6755-4418-865b-928eb76272eb,99,,,"[57.6, 58.7]",3754279,1,,,,-0.19610022,,Right Foot,,,,"[87.3, 52.8]",Ground Pass,,30.280357,,Incomplete,André Ayew Pelé,3347.0,,,,,1,Regular Play,Wayne Routledge,3449.0,Right Wing,4,Swansea City,26,"['30b2fddc-a7fb-4d0d-a351-4d08601627a0', '54ee41ad-091c-4021-bf18-12f03c8c8088']",44,,,,,,,,,,,,,,,,Swansea City,26,00:01:44.155,Pass,
,,,,,,,,,,,,,,,1.483886,,,,,,,,,,,,e22b6b66-056a-47b1-95f4-91d3c6a3e548,102,,,"[63.6, 80.0]",3754279,2,,,,-0.9759367,,,,,,"[77.2, 59.9]",High Pass,,24.268703,,,Gylfi Þór Sigurðsson,3944.0,,,,Throw-in,1,From Throw In,Àngel Rangel Zaragoza,3973.0,Right Back,5,Swansea City,26,['193a3774-d16c-4a37-9d0e-3e448ea7e57a'],23,,,,,,,,,,,,,,,,Swansea City,26,00:02:23.888,Pass,
,,,,,,,,,,,,,,,1.429536,,,,,,,,,,,,9c0ab5c3-eddb-4569-ab78-e64aceb367ad,105,,,"[76.8, 60.1]",3754279,2,,,,1.7257931,,Other,,,,"[75.3, 69.7]",Low Pass,,9.716481,,,André Ayew Pelé,3347.0,,,,,1,From Throw In,Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,5,Swansea City,26,"['669f5b38-a1c0-4dfa-853f-90555a8693c0', 'ce37ee23-cefe-4713-aaa9-f1d7efb71518']",25,,,,,,,,,,,,,,,,Swansea City,26,00:02:25.372,Pass,True
,,,,,,,,,,,,,,,1.730831,,,,,,,,,,,,d06e090c-8b0c-414b-94cf-db076795a5c2,108,,,"[74.6, 69.7]",3754279,2,,,,2.6011732,,Left Foot,,,,"[63.6, 76.3]",Low Pass,,12.8280945,,,Àngel Rangel Zaragoza,3973.0,,,,,1,From Throw In,André Ayew Pelé,3347.0,Center Forward,5,Swansea City,26,['9fee36d3-2000-44c6-9c33-27003dac97a6'],26,,,,,,,,,,,,,,,,Swansea City,26,00:02:26.802,Pass,
,,,,,,,,,,,,,,,1.237917,,,,,,,,,,,,72bee7ec-cdb2-41ab-9ef3-ff7fb80c59ea,111,,,"[63.6, 76.3]",3754279,2,,,,-0.5039716,,Right Foot,,,,"[77.2, 68.8]",Ground Pass,,15.530937,,,André Ayew Pelé,3347.0,,,,,1,From Throw In,Àngel Rangel Zaragoza,3973.0,Right Back,5,Swansea City,26,['d3181224-e5d6-48a8-b212-d68f03071a24'],29,,,,,,,,,,,,,,,,Swansea City,26,00:02:29.444,Pass,
,,,,,,,,,,,,,,,2.931146,,,,,,,,,,,,770051c0-7e26-4a41-a803-9fe395d5639c,118,,,"[50.3, 7.1]",3754279,2,,,,1.0607748,,Right Foot,,,,"[64.9, 33.2]",Ground Pass,,29.90602,,Incomplete,Craig Gardner,9485.0,,,,,1,From Throw In,James Morrison,3490.0,Center Attacking Midfield,5,Swansea City,26,"['1d919921-c016-4b30-84af-4e2b25173b47', '93da5918-94c3-4d67-9210-2d33c42b62dc']",33,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:33.042,Pass,
,,,,,,,,,,,,,,,1.598233,,,,,,,,,,,,d0a5453e-8f19-4f52-a472-91473d27219c,122,,,"[57.0, 44.2]",3754279,2,,,,-1.2769889,,Right Foot,,,,"[62.9, 24.7]",Ground Pass,,20.373022,,,Neil Taylor,9627.0,,,,,1,From Throw In,Sung-Yeung Ki,3605.0,Left Center Midfield,5,Swansea City,26,['a6a488ff-6b03-4474-ba00-91951bd4f245'],37,,,,,,,,,,,,,,,,Swansea City,26,00:02:37.643,Pass,
,,,,,,,,,,,,,,,0.820311,,,,,,,,,,,,463550fe-85c9-4fba-b9ca-6eb60f2db808,125,,,"[69.5, 21.7]",3754279,2,,,,-1.26412,,Right Foot,,,,"[73.3, 9.7]",Ground Pass,,12.587296,,,Jefferson Antonio Montero Vite,7063.0,,,,,1,From Throw In,Neil Taylor,9627.0,Left Back,5,Swansea City,26,['f783f204-70ba-4964-a2a8-33fcb4c73831'],41,,,,,,,,,,,,,,,,Swansea City,26,00:02:41.205,Pass,
