50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c3646652-4067-4828-877d-ed8154b4f668,1,,,,3754279,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3973, 'name': 'Àngel Rangel Zaragoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 4631, 'name': 'Leon Britton'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3449, 'name': 'Wayne Routledge'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 7063, 'name': 'Jefferson Antonio Montero Vite'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Swansea City,26,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f47ded6c-e288-498a-94a5-2cae1470e61c,2,,,,3754279,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 3490, 'name': 'James Morrison'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 40124, 'name': 'Rickie Lambert'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",West Bromwich Albion,27,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4dcb7f8e-f158-4be0-96c4-edc6b421e769,3,,,,3754279,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,['a9bcf039-4281-43d7-9654-0bde47dd1492'],0,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a9bcf039-4281-43d7-9654-0bde47dd1492,4,,,,3754279,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,['4dcb7f8e-f158-4be0-96c4-edc6b421e769'],0,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,cbdda59e-5f32-4ffa-9ce3-c50488bde1eb,1519,,,,3754279,45,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,90,West Bromwich Albion,27,['72ef7fc7-a3a2-420e-85ac-1176c9af5699'],0,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,72ef7fc7-a3a2-420e-85ac-1176c9af5699,1520,,,,3754279,45,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,90,West Bromwich Albion,27,['cbdda59e-5f32-4ffa-9ce3-c50488bde1eb'],0,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.61064,,,,,,,,,,,,d77c8ebc-e082-4a79-a9f3-be29901552ea,5,,,"[61.0, 40.1]",3754279,0,,,,1.8925469,,Left Foot,,,,"[60.2, 42.5]",Ground Pass,,2.529822,,,Gylfi Þór Sigurðsson,3944.0,,,,Kick Off,1,From Kick Off,André Ayew Pelé,3347.0,Center Forward,2,Swansea City,26,['2822926f-f1ca-48dd-a77f-8341a40a8a84'],0,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.666,Pass,
,,,,,,,,,,,,,,,0.782868,,,,,,,,,,,,00950789-2b15-4f80-8190-b0e1a5c54ee0,8,,,"[60.8, 42.7]",3754279,0,,,,3.0659795,,Right Foot,,,,"[47.6, 43.7]",Ground Pass,,13.237824,,,Leon Britton,4631.0,,,,,1,From Kick Off,Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,2,Swansea City,26,['903dbfd7-91a8-4c6e-97fe-e19cb341c858'],1,,,,,,,,,,,,,,,,Swansea City,26,00:00:01.360,Pass,
,,,,,,,,,,,,,,,1.898016,,,,,,,,,,,,b5d6fe39-05ac-48ba-96af-99e7bd3e9f42,11,,,"[47.6, 49.6]",3754279,0,,,,1.5528771,,Right Foot,,,,"[48.1, 77.5]",Ground Pass,,27.90448,,,Àngel Rangel Zaragoza,3973.0,,,,,1,From Kick Off,Leon Britton,4631.0,Right Center Midfield,2,Swansea City,26,['6e068d9c-c067-4eb9-84d2-a521c963b6f1'],3,,,,,,,,,,,,,,,,Swansea City,26,00:00:03.278,Pass,
,,,,,,,,,,,,,,,1.007406,,,,,,,,,,,,ca0893de-5509-49df-9255-4e66fa66653b,14,,,"[48.3, 73.4]",3754279,0,,,,-0.9663246,,Right Foot,,,,"[55.0, 63.7]",Ground Pass,,11.788978,,,Gylfi Þór Sigurðsson,3944.0,,,,,1,From Kick Off,Àngel Rangel Zaragoza,3973.0,Right Back,2,Swansea City,26,['57ec48e5-e323-48f0-a861-43090bf5f1ab'],6,,,,,,,,,,,,,,,,Swansea City,26,00:00:06.136,Pass,
,,,,,,,,,,,,,,,0.69519,,,,,,,,,,,,13a01be3-115c-44a2-bf82-3e8adc1ea783,16,,,"[55.0, 63.7]",3754279,0,,,,2.4477744,,Left Foot,,,,"[44.3, 72.6]",Ground Pass,,13.917615,,,Àngel Rangel Zaragoza,3973.0,,,,,1,From Kick Off,Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,2,Swansea City,26,['c5a5aa62-9593-4cfe-9198-20ea3149ca66'],7,,,,,,,,,,,,,,,,Swansea City,26,00:00:07.143,Pass,
,,,,,,,,,,,,,,,0.870315,,,,,,,,,,,,a17da5ea-c117-443a-a242-7b346d4adb45,19,,,"[54.9, 69.4]",3754279,0,,,,-1.1615504,,Right Foot,,,,"[58.5, 61.1]",Ground Pass,,9.047099,,,Gylfi Þór Sigurðsson,3944.0,,,,,1,From Kick Off,Àngel Rangel Zaragoza,3973.0,Right Back,2,Swansea City,26,['20fe4572-839b-4589-b964-c9de669df472'],10,,,,,,,,,,,,,,,,Swansea City,26,00:00:10.749,Pass,
,,,,,,,,,,,,,,,0.861593,,,,,,,,,,,,01a7d671-d2e6-4cbd-b4cb-a56dc0dc6590,21,,,"[58.5, 61.1]",3754279,0,,,,1.8987197,,Left Foot,,,,"[55.2, 70.8]",Ground Pass,,10.245975,,,Àngel Rangel Zaragoza,3973.0,,,,,1,From Kick Off,Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,2,Swansea City,26,['b0277dbe-0862-4846-8d8c-a92bb759dfdf'],11,,,,,,,,,,,,,,,,Swansea City,26,00:00:11.619,Pass,
,,,,,,,,,,,,,,,0.733133,,,,,,,,,,,,a55b1b8e-1a1b-4973-b33d-fa6cb941da7d,24,,,"[55.8, 67.7]",3754279,0,,,,-0.8318763,,Right Foot,,,,"[64.0, 58.7]",Ground Pass,,12.175385,,,Gylfi Þór Sigurðsson,3944.0,,,,,1,From Kick Off,Àngel Rangel Zaragoza,3973.0,Right Back,2,Swansea City,26,['25d9a375-91fa-451f-8be7-af1df20ddbc3'],13,,,,,,,,,,,,,,,,Swansea City,26,00:00:13.049,Pass,
,,,,,,,,,,,,,,,0.886814,,,,,,,,,,,,72181ea5-f46c-4a94-a48c-614b7e6ce25d,27,,,"[62.4, 59.5]",3754279,0,,,,2.173473,,Right Foot,,,,"[54.9, 70.4]",Ground Pass,,13.231024,,,Àngel Rangel Zaragoza,3973.0,,,,,1,From Kick Off,Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,2,Swansea City,26,['6598201c-c557-41cc-b5e0-0b277a2a954d'],14,,,,,,,,,,,,,,,,Swansea City,26,00:00:14.415,Pass,
,,,,,,,,,,,,,,,1.817916,,,,,,,,,,,,3e02968c-43f4-4e6e-a5cd-4799e50fc8ab,31,,,"[54.7, 62.1]",3754279,0,,,,-3.0918825,,Right Foot,,,,"[34.6, 61.1]",Ground Pass,,20.12486,,,Federico Fernández,3290.0,,,,,1,From Kick Off,Àngel Rangel Zaragoza,3973.0,Right Back,2,Swansea City,26,"['577c77d7-2de1-4e36-a6cd-73daef38355b', 'd1828f8f-eaf6-4d0b-8ea9-818245617a0a']",18,,,,,,,,,,,,,,,,Swansea City,26,00:00:18.717,Pass,True
,,,,,,,,,,,,,,,1.399287,,,,,,,,,,,,7d4535a9-98a6-46c0-b970-3d7ff32ec40b,34,,,"[55.6, 64.6]",3754279,0,,,,1.2041587,,Right Foot,,,,"[60.4, 77.1]",Ground Pass,,13.389921,,,Àngel Rangel Zaragoza,3973.0,,,,,1,From Kick Off,Federico Fernández,3290.0,Right Center Back,2,Swansea City,26,['57f48b6a-906b-45a6-a8bd-3db61bd9769b'],26,,,,,,,,,,,,,,,,Swansea City,26,00:00:26.759,Pass,
,,,,,,,,,,,,,,,0.939506,,,,,,,,,,,,82907c90-af47-40ab-9f58-cb950afb5dba,37,,,"[56.5, 72.6]",3754279,0,,,,-1.8406454,,Right Foot,,,,"[51.3, 53.8]",Low Pass,,19.505896,,Incomplete,Neil Taylor,9627.0,,,,,1,From Kick Off,Àngel Rangel Zaragoza,3973.0,Right Back,2,Swansea City,26,"['4db610fa-91b8-4286-b34e-fa4c87b3486e', 'aaeb9f50-69db-4782-9353-5e035630ccc2']",29,,,,,,,,,,,,,,,,Swansea City,26,00:00:29.700,Pass,
,,,,,,,,,,,,,,,2.825985,,,,,,,,,,,,ed1068ce-e680-4fd4-8a09-e21b23f5af0d,42,,,"[67.2, 28.3]",3754279,0,,,,1.6680496,,Right Foot,,,,"[65.6, 44.7]",Low Pass,,16.477863,,Incomplete,,,,,,,1,From Kick Off,Rickie Lambert,40124.0,Center Forward,2,Swansea City,26,"['04120465-7445-47e9-b7de-62e2eaea7a1c', '319a6d09-7c2a-4219-85d0-5c180d9d6f8d']",31,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:31.165,Pass,True
,,,,,,,,,,,,,,,1.400844,,,,,,,,,,,,319a6d09-7c2a-4219-85d0-5c180d9d6f8d,44,,,"[54.5, 35.4]",3754279,0,,,,-0.47938058,,Right Foot,,,,"[77.2, 23.6]",Ground Pass,,25.583784,,Incomplete,Jefferson Antonio Montero Vite,7063.0,,,,Recovery,1,From Kick Off,Ashley Williams,3644.0,Left Center Back,2,Swansea City,26,"['002824ed-9aec-4839-aeb9-3b1e621ef70d', '80860848-09e1-48b8-956e-797b8ca89ab0', 'ed1068ce-e680-4fd4-8a09-e21b23f5af0d']",33,,,,,,,,,,,,,,,,Swansea City,26,00:00:33.991,Pass,
,,,,,,,,,,,,,,,1.158886,,,,,,,,,,,,91df504d-1450-442a-84b2-0bb0b6516b05,50,,,"[78.6, 8.1]",3754279,0,,,,-0.5424316,,Right Foot,,,,"[85.9, 3.7]",Ground Pass,,8.523497,,,Jefferson Antonio Montero Vite,7063.0,,,,,1,From Kick Off,Ashley Williams,3644.0,Left Center Back,2,Swansea City,26,"['29250317-6fe4-401d-ae61-2867fb8f683d', '96d0e50d-e77c-4f62-910c-e802e91f883a']",39,,,,,,,,,,,,,,,,Swansea City,26,00:00:39.221,Pass,True
,,,,,,,,,,,,,,,0.768534,,,,,,,,,,,,8be489cb-2fb1-4024-b47f-e722d55fb442,53,,,"[77.8, 3.9]",3754279,0,,,,0.8169666,,Right Foot,,,,"[82.4, 8.8]",Ground Pass,,6.720863,,,André Ayew Pelé,3347.0,,,,,1,From Kick Off,Jefferson Antonio Montero Vite,7063.0,Left Wing,2,Swansea City,26,['2902f052-6e08-48e4-b106-2e4f1c07aa11'],42,,,,,,,,,,,,,,,,Swansea City,26,00:00:42.064,Pass,
,,,,,,,,,,,,,,,1.325595,,,,,,,,,,,,51df2edd-a23c-466d-aacb-622550465620,56,,,"[82.4, 8.8]",3754279,0,,,,-2.9312668,,Left Foot,,,,"[73.5, 6.9]",Ground Pass,,9.10055,,,Jefferson Antonio Montero Vite,7063.0,,,,,1,From Kick Off,André Ayew Pelé,3347.0,Center Forward,2,Swansea City,26,['68e04126-f90c-402f-a3ca-64e69831b6a3'],42,,,,,,,,,,,,,,,,Swansea City,26,00:00:42.873,Pass,
,,,,,,,,,,,,,,,2.163489,,,,,,,,,,,,dd29fbf1-6af8-4bbf-9f4b-e0851a5302cf,59,,,"[78.8, 17.6]",3754279,0,,,,0.91026807,,Right Foot,,,,"[99.7, 44.5]",High Pass,,34.064938,,Incomplete,Wayne Routledge,3449.0,,,,,1,From Kick Off,Jefferson Antonio Montero Vite,7063.0,Left Wing,2,Swansea City,26,"['4d69a678-2f31-418f-bd7d-b9dff9dbb799', 'e754e83b-bbf6-47fe-a8f9-48f52c79c44e']",47,,,,,,,,,,,,,,,,Swansea City,26,00:00:47.839,Pass,
,,,,,,,,,,,,,,,2.737677,,,,,,,,,,,,a8c137c3-a3d2-4964-9634-c5dcbfe77d8a,64,,,"[26.6, 27.7]",3754279,0,,,,0.18100359,,Left Foot,,,,"[72.5, 36.1]",High Pass,,46.662296,,Incomplete,,,,,,,1,Regular Play,Jonathan Grant Evans,11012.0,Left Back,3,West Bromwich Albion,27,"['a72d8f54-153c-45ab-9f27-11a38b1ba797', 'c0a5faa1-a88a-419a-a2f3-ce5fe3b17aa0']",51,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:51.338,Pass,True
