50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8b1b6eae-e582-4c9a-8afc-77e44d789a48,1,,,3754263,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 3520, 'name': 'Jeffrey Schlupp'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 15}, {'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 26}, {'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Leicester City,22,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c7fbcfd6-1ab8-48fd-8edc-d8a854621451,2,,,3754263,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3488, 'name': 'Wayne Hennessey'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3731, 'name': 'Adrian Mariappa'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 43695, 'name': 'Brede Hangeland'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 3448, 'name': 'Martin Kelly'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 34}, {'player': {'id': 3277, 'name': 'Yohan Cabaye'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3469, 'name': 'Bakary Sako'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 26}, {'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 42}, {'player': {'id': 3589, 'name': 'Yannick Bolasie Yala'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 9641, 'name': 'Fraizer Campbell'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Crystal Palace,31,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8b55a1d1-48d0-41fa-ab02-c793ff003703,3,,,3754263,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,['91d60856-a3fc-49e7-9172-2906125854af'],0,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,91d60856-a3fc-49e7-9172-2906125854af,4,,,3754263,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,['8b55a1d1-48d0-41fa-ab02-c793ff003703'],0,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,971d6832-0d13-4260-961b-ed2106cb2fe6,1767,,,3754263,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,94,Leicester City,22,['d947daed-87a7-4f81-ac79-cb87953d2f4a'],0,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d947daed-87a7-4f81-ac79-cb87953d2f4a,1768,,,3754263,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,94,Leicester City,22,['971d6832-0d13-4260-961b-ed2106cb2fe6'],0,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.429179,,,,,,,,,,,,ed14c989-b701-44b2-923e-381f9bc1a7c0,5,,"[61.0, 40.1]",3754263,0,,,,,1.9655875,,Right Foot,,"[60.5, 41.3]",,Ground Pass,,1.3,,,Jason Puncheon,19688.0,,,,,Kick Off,1,From Kick Off,James McArthur,3464.0,Left Defensive Midfield,2,Crystal Palace,31,['02407106-9f15-4974-9b02-d38a7caadf23'],0,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.339,Pass,
,,,,,,,,,,,,,,,2.215679,,,,,,,,,,,,5256322f-c3aa-442b-9308-da97cf138d8e,8,,"[60.6, 37.8]",3754263,0,,,,,-1.6990198,,Left Foot,,"[56.5, 6.0]",,Ground Pass,,32.063217,,,Bakary Sako,3469.0,,,,,,1,From Kick Off,Jason Puncheon,19688.0,Center Attacking Midfield,2,Crystal Palace,31,['8d18aabe-4b38-4c81-842a-96a24d4bf081'],1,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:01.965,Pass,
,,,,,,,,,,,,,,,1.689735,,,,,,,,,,,,960b5bbd-8073-493b-a52a-4900ae17059e,10,,"[56.5, 6.7]",3754263,0,,,,,2.9109242,,Left Foot,,"[43.3, 9.8]",,Ground Pass,,13.55913,,,Martin Kelly,3448.0,,,,,,1,From Kick Off,Bakary Sako,3469.0,Right Wing,2,Crystal Palace,31,['2e482fa3-3b99-4d80-89c6-043449c129a3'],4,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:04.181,Pass,
,,,,,,,,,,,,,,,1.597501,,,,,,,,,,,,bb62217a-e3c9-4648-96a7-1733ab0a20e2,13,,"[43.6, 9.8]",3754263,0,,,,,1.9390038,,Right Foot,,"[31.1, 42.2]",,Low Pass,,34.727654,,,Brede Hangeland,43695.0,,,,,,1,From Kick Off,Martin Kelly,3448.0,Left Back,2,Crystal Palace,31,['564d94fe-7bba-4366-af9b-3681a15d276a'],6,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:06.280,Pass,
