ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.331258,,,,,,,,,,,,,,a1b41325-01c1-4baf-9e6f-1b43c27afab0,18,,"[84.9, 7.4]",3754014,0,,,,,1.0892134,,Right Foot,True,,,"[108.0, 51.6]",,Low Pass,,49.872337,,,,Juan Manuel Mata García,3294.0,,True,,,,1,From Throw In,Ander Herrera Agüera,3606.0,Left Center Midfield,3,Manchester United,39,"['05a1cb83-1771-49f3-95df-b2cc335780b4', '07e323e4-9039-4a68-be7a-7ab021dc72dc']",19,,,,,,,,,,,,,,,,,Manchester United,39,00:00:19.697,Pass,True
,,,,,,,,,,,,,,,,,2.955051,,,,,,,,,,,,,,d9a942fc-adec-499c-81a2-9320ca536723,21,,"[13.6, 25.3]",3754014,0,,,,,-0.3810819,,Right Foot,,,,"[73.5, 1.3]",,High Pass,,64.529144,,,,Marko Arnautović,3325.0,,,,,Free Kick,1,From Free Kick,Jack Butland,3537.0,Goalkeeper,4,Stoke City,30,['e45d17bb-c7a7-4640-a380-f6d9fd24c3c6'],48,,,,,,,,,,,,,,,,,Stoke City,30,00:00:48.708,Pass,
,,,,,,,,,,,,,,,,,1.50619,,,,,,,,,,,,,,6c9f72ad-6521-4e50-bbd9-d49d41cfac1e,23,,"[73.5, 1.3]",3754014,0,,,,,0.280199,,Head,,,,"[87.4, 5.3]",,High Pass,,14.464093,,Incomplete,,Bojan Krkíc Pérez,4913.0,,,,,,1,From Free Kick,Marko Arnautović,3325.0,Left Wing,4,Stoke City,30,"['41898580-8776-4efc-830d-b4048dc8e195', 'f963bdbd-0044-4e7a-bcc5-247785d7a6d7']",51,,,,,,,,,,,,,,,,,Stoke City,30,00:00:51.663,Pass,
,,,,,,,,,,,,,,,,,1.268004,,,,,,,,,,,,,,41898580-8776-4efc-830d-b4048dc8e195,25,,"[32.7, 74.8]",3754014,0,,,,,0.45983082,,Head,,,,"[43.2, 80.0]",,High Pass,,11.717082,,Out,,Ashley Young,3612.0,,,,,Recovery,1,From Free Kick,Phil Jones,3314.0,Right Center Back,4,Stoke City,30,"['0e5624b8-213a-4995-b3e8-bf16bc08f890', '6c9f72ad-6521-4e50-bbd9-d49d41cfac1e']",53,,,,,,,,,,,,,,,,,Manchester United,39,00:00:53.169,Pass,
,,,,,,,,,,,,,,,,,1.184072,,,,,,,,,,,,,,bf62c779-55ad-4a36-a550-ee4a4c87e223,27,,"[85.3, 0.1]",3754014,1,,,,,1.5951817,,,,,,"[85.0, 12.4]",,Low Pass,,12.303658,,,,Bojan Krkíc Pérez,4913.0,,,,,Throw-in,1,From Throw In,Erik Pieters,3467.0,Left Back,5,Stoke City,30,['4fa200eb-77fb-497d-9710-189b6d2c721f'],4,,,,,,,,,,,,,,,,,Stoke City,30,00:01:04.161,Pass,
,,,,,,,,,,,,,,,,,0.717292,,,,,,,,,,,,,,b3624bd5-4420-4ee9-a404-1d960002a9b0,31,,"[79.7, 9.3]",3754014,1,,,,,-2.4530334,,Right Foot,,,,"[70.1, 1.4]",,Ground Pass,,12.432618,,,,Erik Pieters,3467.0,,,,,,1,From Throw In,Bojan Krkíc Pérez,4913.0,Center Forward,5,Stoke City,30,"['925d88f0-1634-4500-88d5-75f7cc5c7eea', 'ac5d96f0-0bd6-4f60-badb-909e359af436']",6,,,,,,,,,,,,,,,,,Stoke City,30,00:01:06.923,Pass,True
,,,,,,,,,,,,,,,,,1.776838,,,,,,,,,,,,,,513c4b9e-5a26-4858-a4d2-12f13b2542ad,34,,"[67.3, 2.3]",3754014,1,,,,,3.111184,,Left Foot,,,,"[41.0, 3.1]",,Ground Pass,,26.312164,,,,Philipp Wollscheid,40121.0,,,,,,1,From Throw In,Erik Pieters,3467.0,Left Back,5,Stoke City,30,['a44dfe1a-e807-4683-b99e-0ac6e1e14664'],8,,,,,,,,,,,,,,,,,Stoke City,30,00:01:08.593,Pass,
,,,,,,,,,,,,,,,,,1.165825,,,,,,,,,,,,,,962cde0f-4295-4272-a11c-863a59272170,38,,"[47.8, 14.2]",3754014,1,,,,,-0.30161905,,Right Foot,,,,"[70.3, 7.2]",,Ground Pass,,23.563744,,Incomplete,,Marko Arnautović,3325.0,,,,,,1,From Throw In,Philipp Wollscheid,40121.0,Left Center Back,5,Stoke City,30,"['1b926d77-4877-45e4-81cf-58e84c196157', 'a2f778ff-9ccb-451d-a80f-57a26b47e6ff']",14,,,,,,,,,,,,,,,,,Stoke City,30,00:01:14.102,Pass,
,,,,,,,,,,,,,,,,,0.633127,,,,,,,,,,,,,,1b926d77-4877-45e4-81cf-58e84c196157,40,,"[49.8, 72.9]",3754014,1,,,,,0.05675716,,Right Foot,,,,"[58.6, 73.4]",,Ground Pass,,8.814193,,,,Juan Manuel Mata García,3294.0,,,,,Recovery,1,Regular Play,Ashley Young,3612.0,Right Back,6,Manchester United,39,"['962cde0f-4295-4272-a11c-863a59272170', 'e9a9a077-4daa-4d24-bfa0-3a5c60044a81']",15,,,,,,,,,,,,,,,,,Manchester United,39,00:01:15.268,Pass,
,,,,,,,,,,,,,,,,,0.785027,,,,,,,,,,,,,,672631bd-fe34-4fe6-ae80-c18350b1a41c,43,,"[57.1, 73.4]",3754014,1,,,,,-1.5313431,,Left Foot,,,,"[57.4, 65.8]",,Ground Pass,,7.605919,,,,Ander Herrera Agüera,3606.0,,,,,,1,Regular Play,Juan Manuel Mata García,3294.0,Right Wing,6,Manchester United,39,['56eb332c-8b03-4eab-b797-7325729135a8'],15,,,,,,,,,,,,,,,,,Manchester United,39,00:01:15.985,Pass,
,,,,,,,,,,,,,,,,,0.609945,,,,,,,,,,,,,,d69ab7e2-d368-40f0-9fc0-19b758378f99,47,,"[55.4, 65.1]",3754014,1,,,,,-1.8131295,,Right Foot,,,,"[53.2, 56.2]",,Ground Pass,,9.167879,,,,Michael Carrick,4751.0,,,,,,1,Regular Play,Ander Herrera Agüera,3606.0,Left Center Midfield,6,Manchester United,39,['5b8625ae-6f8f-4dd2-907c-48cbee589dce'],17,,,,,,,,,,,,,,,,,Manchester United,39,00:01:17.687,Pass,
,,,,,,,,,,,,,,,,,0.910608,,,,,,,,,,,,,,bd6328ec-5ed5-4f52-80d5-766567b88e26,49,,"[53.2, 56.2]",3754014,1,,,,,-0.18416382,,Left Foot,,,,"[63.4, 54.3]",,Ground Pass,,10.375452,,Incomplete,,Marouane Fellaini-Bakkioui,3296.0,,,,,,1,Regular Play,Michael Carrick,4751.0,Right Center Midfield,6,Manchester United,39,"['0cd33d99-b15c-417c-ae66-e9d7377d3d82', '4410249b-1f00-4dc9-94b8-35b8e5893b02']",18,,,,,,,,,,,,,,,,,Manchester United,39,00:01:18.297,Pass,
,,,,,,,,,,,,,,,,,0.773836,,,,,,,,,,,,,,3f6779dc-5163-402b-97f7-5f4cdc96a06a,54,,"[54.9, 14.8]",3754014,1,,,,,1.95809,,Right Foot,,,,"[48.7, 30.0]",,Ground Pass,,16.415846,,,,Glenn Whelan,9625.0,,,,,,1,Regular Play,Ibrahim Afellay,4891.0,Center Attacking Midfield,7,Stoke City,30,"['0a429499-ffaa-4ede-8cb1-a9f183a99d83', '81d8045d-a9a7-4f0c-8c2f-196bf5c25b04']",22,,,,,,,,,,,,,,,,,Stoke City,30,00:01:22.198,Pass,True
,,,,,,,,,,,,,,,,,1.381682,,,,,,,,,,,,,,6084f28d-3d5d-4ea5-8b8e-74144ec0e325,57,,"[45.9, 30.5]",3754014,1,,,,,1.6851884,,Right Foot,,,,"[43.2, 54.0]",,Ground Pass,,23.654598,,,,Ryan Shawcross,4035.0,,,,,,1,Regular Play,Glenn Whelan,9625.0,Left Center Midfield,7,Stoke City,30,['dfbeb200-5381-43ef-9497-637621aca9c8'],24,,,,,,,,,,,,,,,,,Stoke City,30,00:01:24.958,Pass,
,,,,,,,,,,,,,,,,,1.35429,,,,,,,,,,,,,,f58e5415-7100-4eb3-a393-20e97f58c190,60,,"[44.0, 59.2]",3754014,1,,,,,0.7227739,,Right Foot,,,,"[60.1, 73.4]",,Ground Pass,,21.467417,,,,Glen Johnson,4724.0,,,,,,1,Regular Play,Ryan Shawcross,4035.0,Right Center Back,7,Stoke City,30,['9c55304f-9c7c-42ef-bf42-a767ec713460'],27,,,,,,,,,,,,,,,,,Stoke City,30,00:01:27.076,Pass,
,,,,,,,,,,,,,,,,,2.216505,,,,,,,,,,,,,,7665dfe1-e355-41a5-8b4a-760085af3306,63,,"[56.7, 74.1]",3754014,1,,,,,-2.6732502,,Right Foot,,,,"[39.7, 65.5]",,Ground Pass,,19.05151,,,,Ryan Shawcross,4035.0,,,,,,1,Regular Play,Glen Johnson,4724.0,Right Back,7,Stoke City,30,['b4b5eac2-6e43-4bce-b1a1-eda997b9cb61'],30,,,,,,,,,,,,,,,,,Stoke City,30,00:01:30.611,Pass,
,,,,,,,,,,,,,,,,,0.940537,,,,,,,,,,,,,,2456d635-f5ee-46d9-9ea0-a77f539610a8,66,,"[40.4, 64.8]",3754014,1,,,,,-1.4635174,,Right Foot,,,,"[41.8, 51.8]",,Ground Pass,,13.075168,,,,Glenn Whelan,9625.0,,,,,,1,Regular Play,Ryan Shawcross,4035.0,Right Center Back,7,Stoke City,30,['97c47759-8d63-4668-be66-8c21adf949ae'],33,,,,,,,,,,,,,,,,,Stoke City,30,00:01:33.778,Pass,
,,,,,,,,,,,,,,,,,2.920651,,,,,,,,,,,,,,bd8d70a0-041e-4983-a599-7f39c2efaac6,69,,"[42.2, 51.9]",3754014,1,,,,,1.8231914,,Right Foot,,,,"[37.3, 70.9]",,Ground Pass,,19.621672,,,,Ryan Shawcross,4035.0,,,,,,1,Regular Play,Glenn Whelan,9625.0,Left Center Midfield,7,Stoke City,30,['afdefd64-76b4-44ce-9838-24610d59b0e9'],35,,,,,,,,,,,,,,,,,Stoke City,30,00:01:35.121,Pass,
,,,,,,,,,,,,,,,,,5.19213,,,,,,,,,,,,,,ceb136c8-0fdc-4000-9f90-d0052c302db4,71,,"[37.6, 71.3]",3754014,1,,,,,-0.39509848,,Right Foot,,,,"[106.9, 42.4]",,High Pass,,75.08462,,Incomplete,,,,,,,,,1,Regular Play,Ryan Shawcross,4035.0,Right Center Back,7,Stoke City,30,['03b9aa97-2898-46a0-907a-aebabffba90a'],38,,,,,,,,,,,,,,,,,Stoke City,30,00:01:38.041,Pass,
,,,,,,,,,,,,,,,,,3.266379,,,,,,,,,,,,,,9e0c94da-b17e-461b-bf6d-e529270ef304,74,,"[16.2, 39.4]",3754014,1,,,,,-0.22557516,,Drop Kick,,,,"[75.9, 25.7]",,High Pass,,61.251774,,Incomplete,,Marouane Fellaini-Bakkioui,3296.0,,,,,,1,Regular Play,David de Gea Quintana,3333.0,Goalkeeper,7,Stoke City,30,"['0ded90e4-dff3-4590-be72-efe3343cb2b2', '51b1f18b-dc98-406b-bfb1-655e17ff29c6']",52,,,,,,,,,,,,,,,,,Manchester United,39,00:01:52.302,Pass,
,,,,,,,,,,,,,,,,,4.201413,,,,,,,,,,,,,,e57774b5-69b5-4447-beba-3860b558e844,78,,"[54.2, 52.6]",3754014,1,,,,,-0.31526765,,Head,,,,"[91.3, 40.5]",,High Pass,,39.023327,,Incomplete,,Marouane Fellaini-Bakkioui,3296.0,,,,,Recovery,1,Regular Play,Ashley Young,3612.0,Right Back,7,Stoke City,30,"['76f72079-d170-4fbb-b37a-ec71db4612c9', 'be1c527d-df06-4abe-8c5e-785f7bf05459']",57,,,,,,,,,,,,,,,,,Manchester United,39,00:01:57.683,Pass,
,,,,,,,,,,,,,,,,,1.696677,,,,,,,,,,,,,,3b21918c-e67c-412d-805e-7aaceab93e8b,81,,"[64.3, 46.0]",3754014,2,,,,,-0.38831872,,Head,,,,"[75.3, 41.5]",,High Pass,,11.884864,,Incomplete,,Ander Herrera Agüera,3606.0,,,,,Recovery,1,Regular Play,Michael Carrick,4751.0,Right Center Midfield,7,Stoke City,30,"['7fd49012-5706-47d9-bce7-9f075a93077a', 'bffaaf8d-6e18-47e4-8860-88d62becbce6']",5,,,,,,,,,,,,,,,,,Manchester United,39,00:02:05.739,Pass,
,,,,,,,,,,,,,,,,,1.566097,,,,,,,,,,,,,,bffaaf8d-6e18-47e4-8860-88d62becbce6,83,,"[44.8, 38.6]",3754014,2,,,,,-1.5898416,,Head,,,,"[44.6, 28.1]",,Low Pass,,10.5019045,,,,Ibrahim Afellay,4891.0,,,,,Recovery,1,Regular Play,Geoff Cameron,3480.0,Right Center Midfield,7,Stoke City,30,"['3b21918c-e67c-412d-805e-7aaceab93e8b', '6a18ae01-0855-4806-92fe-61aaf051b986']",7,,,,,,,,,,,,,,,,,Stoke City,30,00:02:07.436,Pass,
,,,,,,,,,,,,,,,,,0.796772,,,,,,,,,,,,,,fc140f56-7816-463d-91b0-ded1bfe72412,85,,"[44.5, 28.1]",3754014,2,,,,,2.7768579,,Right Foot,,,,"[33.5, 32.3]",,Ground Pass,,11.774549,,,,Glenn Whelan,9625.0,,,,,,1,Regular Play,Ibrahim Afellay,4891.0,Center Attacking Midfield,7,Stoke City,30,['ab9340d6-8f58-47b1-b0c3-c3393afb2a3d'],9,,,,,,,,,,,,,,,,,Stoke City,30,00:02:09.002,Pass,
,,,,,,,,,,,,,,,,,0.670476,,,,,,,,,,,,,,3d4ad369-3ea8-4412-9a33-af25bb65ca06,87,,"[33.5, 32.3]",3754014,2,,,,,-0.03634762,,Right Foot,,,,"[44.5, 31.9]",,Ground Pass,,11.00727,,,,Ibrahim Afellay,4891.0,,,,,,1,Regular Play,Glenn Whelan,9625.0,Left Center Midfield,7,Stoke City,30,['2a233a57-e111-43c5-a623-1cd69c10272b'],9,,,,,,,,,,,,,,,,,Stoke City,30,00:02:09.799,Pass,
,,,,,,,,,,,,,,,,,1.101998,,,,,,,,,,,,,,48cf81ca-c4cb-4ce4-9b5d-245c59dd4d74,90,,"[38.2, 23.4]",3754014,2,,,,,-1.370474,,Right Foot,,,,"[42.2, 3.7]",,Ground Pass,,20.10199,,,,Erik Pieters,3467.0,,,,,,1,Regular Play,Ibrahim Afellay,4891.0,Center Attacking Midfield,7,Stoke City,30,['89362d49-5341-472e-9802-bc52ff05d076'],12,,,,,,,,,,,,,,,,,Stoke City,30,00:02:12.288,Pass,
,,,,,,,,,,,,,,,,,0.847878,,,,,,,,,,,,,,7f70bd05-e418-4120-934e-ec453e3e0a72,93,,"[42.0, 11.4]",3754014,2,,,,,0.41206297,,Left Foot,,,,"[57.1, 18.0]",,Ground Pass,,16.479382,,,,Xherdan Shaqiri,3533.0,,,,,,1,Regular Play,Erik Pieters,3467.0,Left Back,7,Stoke City,30,['1f4aee69-0ef1-4c8f-a19b-0e423911f5f5'],15,,,,,,,,,,,,,,,,,Stoke City,30,00:02:15.770,Pass,
,,,,,,,,,,,,,,,,,4.233073,,,,,,,,,,,,,,225bb6fb-8bbd-4ec8-9b58-99afc5a02b06,97,,"[56.1, 15.7]",3754014,2,,,,,-0.1291786,,Left Foot,,,,"[96.9, 10.4]",,High Pass,,41.1428,,,,Marko Arnautović,3325.0,,,,,,1,Regular Play,Xherdan Shaqiri,3533.0,Right Wing,7,Stoke City,30,"['21e7ad03-bb5a-4eaf-87bd-0a4b66d67d53', 'ff75888d-420c-4d61-8ca1-9a1c7c7f87ff']",17,,,,,,,,,,,,,,,,,Stoke City,30,00:02:17.677,Pass,True
,,,,,,,,,,,,,,,,,1.06102,,,,,,,,,,,,,,72822cd8-18ea-4a8f-b5af-b0d862bd4335,106,,"[98.7, 19.4]",3754014,2,,,,,0.26299474,,Right Foot,,,,"[109.1, 22.2]",,Ground Pass,,10.770329,,,,Xherdan Shaqiri,3533.0,,,,,,1,Regular Play,Marko Arnautović,3325.0,Left Wing,7,Stoke City,30,"['0ab48b57-8405-4ae0-b62e-81a2b7a76ff5', 'f4fa7205-db83-419f-81d0-6745a33b57f7']",27,,,,,,,,,,,,,,,,,Stoke City,30,00:02:27.857,Pass,True
,,,,,,,,,,,,,,,,,4.950372,,,,,,,,,,,,,,cee3ff68-8697-48ed-b66b-6e9d2b895d5c,110,,"[112.6, 19.8]",3754014,2,,,,,1.7493416,,Left Foot,True,,,"[104.1, 66.9]",,Low Pass,,47.86084,,,,Ibrahim Afellay,4891.0,,True,,,,1,Regular Play,Xherdan Shaqiri,3533.0,Right Wing,7,Stoke City,30,"['b46748c7-0c0f-4f5d-8b0d-ee3ec8f8a88a', 'd07261e6-ffc5-4bc6-aabd-53ef3942a23f']",29,,,,,,,,,,,,,,,,,Stoke City,30,00:02:29.945,Pass,True
,,,,,,,,,,,,,,,,,1.194533,,,,,,,,,,,,,,dc606f01-bf10-4a35-acff-dc6070454d8f,113,,"[104.5, 67.1]",3754014,2,,,,,-3.0055094,,Left Foot,,,,"[80.4, 63.8]",,Ground Pass,,24.324884,,,,Glen Johnson,4724.0,,,,,,1,Regular Play,Ibrahim Afellay,4891.0,Center Attacking Midfield,7,Stoke City,30,['cf601da7-a942-4abf-9cf6-5a58a9b72e60'],34,,,,,,,,,,,,,,,,,Stoke City,30,00:02:34.935,Pass,
,,,,,,,,,,,,,,,,,0.199767,,,,,,,,,,,,,,916b91bc-f976-4607-bf49-8f04ec1e9957,117,,"[83.6, 72.7]",3754014,2,,,,,1.4909663,,Right Foot,,,,"[84.0, 77.7]",,Ground Pass,,5.0159745,,,,Ibrahim Afellay,4891.0,,,,,,1,Regular Play,Glen Johnson,4724.0,Right Back,7,Stoke City,30,"['48e5f2aa-cc88-4044-8a52-051fda8a3bb1', '4c2b29af-17d8-430d-87ea-a9e88216ab36']",38,,,,,,,,,,,,,,,,,Stoke City,30,00:02:38.967,Pass,True
