50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,586c5b7d-f200-44d0-992b-9b2232f08594,1,,,3754285,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 24380, 'name': 'Tetchi Jores Charlemagne Ulrich Okore'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 19362, 'name': 'Rudy Gestede'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 39}, {'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Aston Villa,59,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,66b028f5-e5a0-425b-a06d-4e09a0993c08,2,,,3754285,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 3482, 'name': 'James Collins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 3843, 'name': 'Angelo Obinze Ogbonna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3897, 'name': 'Pedro Mba Obiang Avomo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3349, 'name': 'Michail Antonio'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 30}, {'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 16}, {'player': {'id': 27853, 'name': 'Mauro Matías Zárate'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 28559, 'name': 'Enner Remberto Valencia Lastra'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",West Ham United,40,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,ca3e2b05-b3c9-41d5-9d73-d15cbc7ae71e,3,,,3754285,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,['bfc34e9d-240a-4a15-aa31-7782430f3e07'],0,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,bfc34e9d-240a-4a15-aa31-7782430f3e07,4,,,3754285,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,['ca3e2b05-b3c9-41d5-9d73-d15cbc7ae71e'],0,,,,,,,,,,,,,,,,,West Ham United,40,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,74d16c36-bcc1-4d93-b76f-f55feb0926a7,1529,,,3754285,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,103,West Ham United,40,['a7a2948f-c463-425e-8641-e8568960fd78'],0,,,,,,,,,,,,,,,,,West Ham United,40,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,a7a2948f-c463-425e-8641-e8568960fd78,1530,,,3754285,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,103,West Ham United,40,['74d16c36-bcc1-4d93-b76f-f55feb0926a7'],0,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.322711,,,,,,,,,,,,,,,,e498db61-d585-4a66-a753-84b82b1a163c,5,,"[60.0, 40.0]",3754285,0,,,,,1.5323538,,Right Foot,,,"[60.1, 42.6]",,Ground Pass,,2.6019223,,,Idrissa Gana Gueye,3436.0,,,,,Kick Off,1,From Kick Off,Jordan Veretout,7153.0,Center Attacking Midfield,2,Aston Villa,59,['5f45074b-2034-489f-9367-bb0d01303560'],0,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.629,Pass,
,,,,,,,,,,,,,,,,1.328013,,,,,,,,,,,,,,,,3c33ab9a-a835-460c-b07a-e962a4fbb32e,7,,"[59.3, 40.7]",3754285,0,,,,,-2.9594243,,Right Foot,,,"[47.9, 38.6]",,Ground Pass,,11.591807,,,Carlos Alberto Sánchez Moreno,5685.0,,,,,,1,From Kick Off,Idrissa Gana Gueye,3436.0,Left Center Midfield,2,Aston Villa,59,['0b26283c-c1e0-4dbc-8bb0-3029c5e990e9'],0,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.951,Pass,
,,,,,,,,,,,,,,,,2.777784,,,,,,,,,,,,,,,,f1630289-c32a-4065-adc4-e9212e01b87f,12,,"[46.9, 43.4]",3754285,0,,,,,0.5722476,,Right Foot,,,"[91.3, 72.0]",,High Pass,,52.814014,,,Rudy Gestede,19362.0,,,,,,1,From Kick Off,Carlos Alberto Sánchez Moreno,5685.0,Center Defensive Midfield,2,Aston Villa,59,"['8e3bff36-658b-46e8-bbbf-ff5757e2cbad', '945a21ab-b0f4-4eed-ad1b-ac3db5761527', 'dbad2a32-d782-4eb6-a08b-bbab63caafbc']",3,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:03.363,Pass,True
,,,,,,,,,,,,,,,,1.120118,,,,,,,,,,,,,,,,a0bd7d60-fd15-4889-9317-0830a677eee8,15,,"[91.3, 72.0]",3754285,0,,,,True,-2.7301364,,,,,"[85.8, 69.6]",,High Pass,,6.0008335,,,Jordan Ayew,3450.0,,,,,,1,From Kick Off,Rudy Gestede,19362.0,Right Center Forward,2,Aston Villa,59,"['67f1b998-4164-4b2f-a1f7-0d890f0ff7ff', 'ad6bebb9-f7bd-4e30-9800-b5bc2efa2b2e']",6,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:06.141,Pass,True
