50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,53c5a68c-e005-41dd-88ef-c91b836cdc4d,1,,,3753974,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Newcastle United,37,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 21}, {'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 16072, 'name': 'Vurnon Anita'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 5}, {'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 45}]}",Newcastle United,37,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,646dd054-e937-4a59-b780-689c09641ff5,2,,,3753974,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Newcastle United,37,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 24}, {'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4629, 'name': 'José Ramiro Funes Mori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 12}, {'player': {'id': 4317, 'name': 'Kevin Mirallas'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Everton,29,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7eb877fc-b5f0-4631-b557-35e94f2548ba,3,,,3753974,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Newcastle United,37,['9d355018-d8f2-408d-9301-4b190837a197'],0,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9d355018-d8f2-408d-9301-4b190837a197,4,,,3753974,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Newcastle United,37,['7eb877fc-b5f0-4631-b557-35e94f2548ba'],0,,,,,,,,,,,,,,,,,Everton,29,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,33afe8dd-91f5-43f3-bf03-d6bf0c5f36bc,1760,,,3753974,45,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,80,Newcastle United,37,['7512520d-270b-4485-94f1-a1cacfe1aacb'],0,,,,,,,,,,,,,,,,,Everton,29,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7512520d-270b-4485-94f1-a1cacfe1aacb,1761,,,3753974,45,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,80,Newcastle United,37,['33afe8dd-91f5-43f3-bf03-d6bf0c5f36bc'],0,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.828777,,,,,,,,,,,,7c2f6c90-b301-4b4a-acd0-48239a91faff,5,,"[61.0, 40.1]",3753974,0,,,,,1.5308176,,Left Foot,,,"[61.1, 42.6]",Ground Pass,,2.5019991,,,Ross Barkley,4275.0,,,,,Kick Off,1,From Kick Off,Romelu Lukaku Menama,3289.0,Center Forward,2,Everton,29,['abc9922e-9b61-4edd-900b-6f6806400664'],2,,,,,,,,,,,,,,,,,Everton,29,00:00:02.843,Pass,
,,,,,,,,,,,,,,,,,2.543308,,,,,,,,,,,,e9753610-01b8-4f08-801f-84c45a8e2e8f,7,,"[62.0, 43.1]",3753974,0,,,,,-1.5134269,,Right Foot,,,"[63.7, 13.5]",Ground Pass,,29.648777,,,Kevin Mirallas,4317.0,,,,,,1,From Kick Off,Ross Barkley,4275.0,Right Center Midfield,2,Everton,29,['56c9e74f-1a8a-42b4-bd63-8e9df3cca8dc'],3,,,,,,,,,,,,,,,,,Everton,29,00:00:03.671,Pass,
,,,,,,,,,,,,,,,,,1.84252,,,,,,,,,,,,4e3f2ea4-f3bf-4163-aa65-061e5a3dd03e,10,,"[63.7, 13.5]",3753974,0,,,,,3.0771658,,Right Foot,,,"[38.9, 15.1]",Ground Pass,,24.851559,,,Leighton Baines,3518.0,,,,,,1,From Kick Off,Kevin Mirallas,4317.0,Left Wing,2,Everton,29,['a0f9aa06-afc0-49ce-aa6e-d1b20ec53938'],6,,,,,,,,,,,,,,,,,Everton,29,00:00:06.954,Pass,
,,,,,,,,,,,,,,,,,1.308888,,,,,,,,,,,,3c22ff95-aca6-421c-8cc6-ee1cfa3c53f9,12,,"[38.9, 15.1]",3753974,0,,,,,2.7247858,,Left Foot,,,"[25.8, 20.9]",Ground Pass,,14.326549,,,José Ramiro Funes Mori,4629.0,,,,,,1,From Kick Off,Leighton Baines,3518.0,Left Back,2,Everton,29,['8c9660a4-8557-44c0-9a89-f098ad002d2a'],8,,,,,,,,,,,,,,,,,Everton,29,00:00:08.796,Pass,
,,,,,,,,,,,,,,,,,2.116326,,,,,,,,,,,,71e67fa4-7065-4e06-b575-d9795ab482af,15,,"[22.0, 23.5]",3753974,0,,,,,2.158799,,Left Foot,,,"[7.6, 45.1]",Ground Pass,,25.959969,,,Tim Howard,13042.0,,,,,,1,From Kick Off,José Ramiro Funes Mori,4629.0,Left Center Back,2,Everton,29,['f4f1f615-0723-44f5-b667-0c9272f931ab'],11,,,,,,,,,,,,,,,,,Everton,29,00:00:11.768,Pass,
,,,,,,,,,,,,,,,,,6.25923,,,,,,,,,,,,7acb52f0-ce1b-41f1-ba04-17b57b0d58bc,19,,"[9.0, 47.1]",3753974,0,,,,,0.3686448,,Right Foot,,,"[86.4, 77.0]",High Pass,,82.97452,,,Romelu Lukaku Menama,3289.0,,,,,,1,From Kick Off,Tim Howard,13042.0,Goalkeeper,2,Everton,29,"['42f6c84f-d849-4033-81e9-e3ed1f1323ca', 'ff1afca5-c165-491b-89c3-4ff7b8184135']",15,,,,,,,,,,,,,,,,,Everton,29,00:00:15.254,Pass,True
,,,,,,,,,,,,,,,,,1.765041,,,,,,,,,,,,339e970e-83df-4d4c-8430-47cb20c3cef5,25,,"[86.9, 77.7]",3753974,0,,,,,-0.88109106,,Right Foot,True,,"[112.8, 46.3]",High Pass,,40.703438,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Ross Barkley,4275.0,Right Center Midfield,3,Everton,29,['a998fc4a-1599-4bad-a2ea-ff8fcac98b4e'],58,,,,,,,,,,,,,,,,,Everton,29,00:00:58.029,Pass,
,,,,,,,,,,,,,,,,,2.0031,,,,,,,,,,,,bd06b42b-5577-42ec-8465-1f5e466f0272,30,,"[99.7, 23.5]",3753974,1,,,,,-0.9944211,,Left Foot,,,"[106.2, 13.5]",Ground Pass,,11.926861,,,Leighton Baines,3518.0,,,,,,1,From Free Kick,Kevin Mirallas,4317.0,Left Wing,3,Everton,29,['f4539616-f2d1-4e4e-9754-9d027389ccb5'],4,,,,,,,,,,,,,,,,,Everton,29,00:01:04.726,Pass,
,,,,,,,,,,,,,,,,,1.027812,,,,,,,,,,,,e8167058-14bb-4140-9cad-4013fe0613df,36,,"[110.1, 0.1]",3753974,1,,,,,1.8131295,,,,,"[107.9, 9.0]",Low Pass,,9.167879,,,Tom Cleverley,3683.0,,,,,Throw-in,1,From Throw In,Leighton Baines,3518.0,Left Back,4,Everton,29,['0e513d3b-22b2-4c6b-b816-6051db6287be'],21,,,,,,,,,,,,,,,,,Everton,29,00:01:21.098,Pass,
,,,,,,,,,,,,,,,,,1.171997,,,,,,,,,,,,0e84d30e-f663-4883-ab46-6cb40cb6320c,42,,"[96.2, 8.4]",3753974,1,,,,,1.0277073,,Left Foot,True,,"[112.8, 35.9]",High Pass,,32.1218,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Leighton Baines,3518.0,Left Back,5,Everton,29,['3a030649-3dc8-42dc-8dde-02b8bb30a2cf'],56,,,,,,,,,,,,,,,,,Everton,29,00:01:56.894,Pass,
,,,,,,,,,,,,,,,,,2.604969,,,,,,,,,,,,5bacf811-a352-4110-88a3-1f35e62dc346,48,,"[27.5, 38.8]",3753974,2,,,,,0.5415142,,Left Foot,,,"[81.2, 71.1]",High Pass,,62.66562,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Aleksandar Mitrović,4269.0,Center Forward,6,Newcastle United,37,['6df8e5c3-f34b-4a15-b3e5-2944c2ba3d0b'],29,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:29.256,Pass,
