50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4d3bac3c-3f6c-443a-bf43-b438a4c08f20,1,,,,3754224,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3973, 'name': 'Àngel Rangel Zaragoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 33}, {'player': {'id': 9629, 'name': 'Stephen Kingsley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 35}, {'player': {'id': 3462, 'name': 'Jack Frank Porteous Cork'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 9536, 'name': 'Modou Barrow'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 58}, {'player': {'id': 4045, 'name': 'Leroy Fer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 20521, 'name': 'Bafétimbi Gomis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Swansea City,26,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d3d544c5-9808-488d-b058-81cacfdb2e0a,2,,,,3754224,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 3041, 'name': 'Ciaran Clark'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 43}, {'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 19362, 'name': 'Rudy Gestede'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 39}]}",Aston Villa,59,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f34c4178-99a3-46f6-a180-73a4121b595c,3,,,,3754224,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,['94388b30-5faf-412d-af83-284755c43277'],0,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,94388b30-5faf-412d-af83-284755c43277,4,,,,3754224,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,['f34c4178-99a3-46f6-a180-73a4121b595c'],0,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,99c09b71-2126-4419-8b03-4137cea09e69,1750,,,,3754224,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,93,Aston Villa,59,['7232fc36-aedf-4ec0-9ad5-6a2cda32f868'],0,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7232fc36-aedf-4ec0-9ad5-6a2cda32f868,1751,,,,3754224,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,93,Aston Villa,59,['99c09b71-2126-4419-8b03-4137cea09e69'],0,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.532781,,,,,,,,,,,,,937c2a4b-929d-400b-89b9-ecbca5daf26f,5,,,"[60.0, 40.0]",3754224,0,,,,,-1.815775,,Left Foot,,,"[59.4, 37.6]",Ground Pass,2.4738634,,,,Jordan Veretout,7153.0,,,,,,Kick Off,1,From Kick Off,Carles Gil de Pareja Vicent,6800.0,Right Wing,2,Aston Villa,59,['50e8d79f-ab57-4fcf-aeb6-7c39e7268558'],0,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.505,Pass,
,,,,,,,,,,,,,,,,,0.972741,,,,,,,,,,,,,f086e8b4-d84a-4295-9813-7b34d7a01627,8,,,"[59.8, 37.2]",3754224,0,,,,,2.8083484,,Left Foot,,,"[52.0, 39.9]",Ground Pass,8.25409,,,,Ashley Westwood,3583.0,,,,,,,1,From Kick Off,Jordan Veretout,7153.0,Center Attacking Midfield,2,Aston Villa,59,['76300f3b-2af7-418b-ac8e-aee95b9c61db'],1,,,,,,,,,,,,,,,,Aston Villa,59,00:00:01.224,Pass,
,,,,,,,,,,,,,,,,,2.206311,,,,,,,,,,,,,17a403b8-5339-40f0-81c1-208e7cb13a2a,12,,,"[53.0, 39.7]",3754224,0,,,,,-0.350605,,Right Foot,,,"[70.5, 33.3]",High Pass,18.633572,,Incomplete,,,,,,,,,,1,From Kick Off,Ashley Westwood,3583.0,Right Defensive Midfield,2,Aston Villa,59,"['2dc8f3b8-1817-49e2-aff0-e47b635ce6c3', '945f0531-051c-48cb-ae2e-2f2a937cd708']",2,,,,,,,,,,,,,,,,Aston Villa,59,00:00:02.276,Pass,True
,,,,,,,,,,,,,,,,,0.722373,,,,,,,,,,,,,2dfe5a9c-db91-49df-a401-c46c9d4f81a4,15,,,"[54.9, 35.5]",3754224,0,,,,,-0.70754164,,Head,,,"[62.5, 29.0]",Low Pass,10.0005,,,,Idrissa Gana Gueye,3436.0,,,,,,Recovery,1,From Kick Off,Ashley Westwood,3583.0,Right Defensive Midfield,2,Aston Villa,59,['8eb63dfa-de1f-4f49-af18-47fa50e673af'],5,,,,,,,,,,,,,,,,Aston Villa,59,00:00:05.495,Pass,
,,,,,,,,,,,,,,,,,0.993423,,,,,,,,,,,,,d52dea80-19fb-477b-bc3c-2ac5539967b7,20,,,"[56.7, 0.1]",3754224,0,,,,,1.5707964,,,,,"[56.7, 8.4]",Low Pass,8.3,,,,Ashley Westwood,3583.0,,,,,,Throw-in,1,From Throw In,Aly Cissokho,27146.0,Left Back,3,Aston Villa,59,['0b17c4f4-de23-435b-8b4d-6dda821ff253'],13,,,,,,,,,,,,,,,,Aston Villa,59,00:00:13.535,Pass,
,,,,,,,,,,,,,,,,,1.119608,,,,,,,,,,,,,d49d6383-1c02-4e0b-9467-09caecbb7e4a,24,,,"[57.1, 8.8]",3754224,0,,,,,-1.9756881,,Right Foot,,,"[54.7, 3.2]",Ground Pass,6.0926185,,,,Aly Cissokho,27146.0,,,,,,,1,From Throw In,Ashley Westwood,3583.0,Right Defensive Midfield,3,Aston Villa,59,"['256aa81e-a1b2-4f59-b93a-01a9df9e82cc', '371b9e89-3577-4834-9b2a-5e3653587aa7']",15,,,,,,,,,,,,,,,,Aston Villa,59,00:00:15.234,Pass,True
,,,,,,,,,,,,,,,,,2.146802,,,,,,,,,,,,,b1ae3a1b-ef65-438d-a1af-8fe17b0200df,28,,,"[51.4, 2.4]",3754224,0,,,,,3.1086826,,Left Foot,,,"[27.1, 3.2]",Ground Pass,24.313166,,,,Ciaran Clark,3041.0,,,,,,,1,From Throw In,Aly Cissokho,27146.0,Left Back,3,Aston Villa,59,"['be915261-9306-4633-a79a-3cc5ed4318c6', 'fec0ec30-be78-45c4-9739-40e46ef7029e']",16,,,,,,,,,,,,,,,,Aston Villa,59,00:00:16.557,Pass,True
,,,,,,,,,,,,,,,,,2.784599,,,,,,,,,,,,,f3a9c33a-68c7-4e53-a037-b6cd83767a33,31,,,"[33.9, 2.2]",3754224,0,,,,,0.27260983,,Left Foot,,,"[80.4, 15.2]",High Pass,48.28302,,,,Rudy Gestede,19362.0,,,,,,,1,From Throw In,Ciaran Clark,3041.0,Left Center Back,3,Aston Villa,59,['a04050df-d586-4fa8-97e2-56293aebdae4'],20,,,,,,,,,,,,,,,,Aston Villa,59,00:00:20.766,Pass,
,,,,,,,,,,,,,,,,,2.525922,,,,,,,,,,,,,38a70b50-47a6-451a-bcab-24e92099ecb6,34,,,"[80.4, 15.6]",3754224,0,,,,True,0.19228487,,,,,"[91.7, 17.8]",High Pass,11.512168,,Incomplete,,Jordan Ayew,3450.0,,,,,,,1,From Throw In,Rudy Gestede,19362.0,Center Forward,3,Aston Villa,59,"['1f931d92-a59f-4956-95fb-ca99c7c13dee', '3a7bdba9-b3b6-4c1c-a066-8e4897801dd5', 'cdd5c994-df67-4f76-a738-29be67bc2c2e']",23,,,,,,,,,,,,,,,,Aston Villa,59,00:00:23.550,Pass,True
,,,,,,,,,,,,,,,,,0.333527,,,,,,,,,,,,,5e40d214-9850-49a0-b413-2ed672c28dba,39,,,"[31.9, 72.3]",3754224,0,,,,,-0.3250079,,Right Foot,,,"[41.1, 69.2]",Ground Pass,9.708244,,Incomplete,,Modou Barrow,9536.0,,,,,,,1,From Throw In,Àngel Rangel Zaragoza,3973.0,Right Back,3,Aston Villa,59,"['8bd58583-1e4a-4efd-a4a4-727bba11c5d3', 'ba6a2b0e-7e7a-4ff3-bbf3-fcfb1ea50f52']",28,,,,,,,,,,,,,,,,Swansea City,26,00:00:28.564,Pass,
,,,,,,,,,,,,,,,,,0.583521,,,,,,,,,,,,,8525eb01-590b-4afd-b5e8-89bb9a29456b,42,,,"[70.9, 1.2]",3754224,0,,,,,0.16324028,,Left Foot,,,"[79.4, 2.6]",Ground Pass,8.614523,,Incomplete,,Jordan Ayew,3450.0,,,,,,Recovery,1,From Throw In,Aly Cissokho,27146.0,Left Back,3,Aston Villa,59,"['5ac0b56b-041a-47cc-aad4-96f19f3deade', 'e0f42fa3-5fb4-4ad8-95f5-6cd92dcab69e']",30,,,,,,,,,,,,,,,,Aston Villa,59,00:00:30.728,Pass,
,,,,,,,,,,,,,,,,,0.756247,,,,,,,,,,,,,94c52c53-ab0f-4a60-9ec4-33d74c65eeb2,45,,,"[74.0, 0.1]",3754224,0,,,,,1.7376515,,,,,"[72.4, 9.6]",Low Pass,9.633795,,,,Idrissa Gana Gueye,3436.0,,,,,,Throw-in,1,From Throw In,Jordan Ayew,3450.0,Left Wing,4,Aston Villa,59,['c39dda2b-8427-4c39-8be5-03c987c01f53'],35,,,,,,,,,,,,,,,,Aston Villa,59,00:00:35.074,Pass,
,,,,,,,,,,,,,,,,,0.969565,,,,,,,,,,,,,333599a5-fc80-4105-81f8-82cde7239189,48,,,"[72.4, 9.6]",3754224,0,,,,,-1.6756732,,Right Foot,,,"[71.8, 3.9]",Low Pass,5.731492,,,,Jordan Ayew,3450.0,,,,,,,1,From Throw In,Idrissa Gana Gueye,3436.0,Left Defensive Midfield,4,Aston Villa,59,['c51cbeb1-2d93-4d33-81ea-7113e29542c5'],35,,,,,,,,,,,,,,,,Aston Villa,59,00:00:35.889,Pass,
,,,,,,,,,,,,,,,,,2.042048,,,,,,,,,,,,,aecc20f8-cf3e-42a2-8a39-16ae7b28c63b,51,,,"[67.6, 3.2]",3754224,0,,,,,3.1415927,,Right Foot,,,"[42.3, 3.2]",Ground Pass,25.3,,,,Ciaran Clark,3041.0,,,,,,,1,From Throw In,Jordan Ayew,3450.0,Left Wing,4,Aston Villa,59,['addc7af0-c7f9-4267-a357-1a48025336f3'],37,,,,,,,,,,,,,,,,Aston Villa,59,00:00:37.997,Pass,
