ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8797634c-ab1d-406c-91e5-922ace70a6e8,1,,,3754192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4053, 'name': 'Ben Foster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 22702, 'name': 'Jonathan Leko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 45}, {'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 33}]}",West Bromwich Albion,27,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,aa73df61-2124-476e-8e92-6178dac93af7,2,,,3754192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3349, 'name': 'Michail Antonio'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 30}, {'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3843, 'name': 'Angelo Obinze Ogbonna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 27}, {'player': {'id': 3962, 'name': 'Diafra Sakho'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 15}, {'player': {'id': 4271, 'name': 'Andy Carroll'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",West Ham United,40,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7188caa0-8ca3-4a0d-a17c-83cadcdabb9f,3,,,3754192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,['9f243425-3b02-4dc7-8b52-d363d1d8c87e'],0,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9f243425-3b02-4dc7-8b52-d363d1d8c87e,4,,,3754192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,['7188caa0-8ca3-4a0d-a17c-83cadcdabb9f'],0,,,,,,,,,,,,,,,,West Ham United,40,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,26f61956-d664-4410-a3cd-d76e1f6f6bd3,1665,,,3754192,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,96,West Bromwich Albion,27,['595caac6-7924-4638-991a-1f0903c95744'],0,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,595caac6-7924-4638-991a-1f0903c95744,1666,,,3754192,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,96,West Bromwich Albion,27,['26f61956-d664-4410-a3cd-d76e1f6f6bd3'],0,,,,,,,,,,,,,,,,West Ham United,40,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.735422,,,,,,,,,,,,177761f4-64a2-4ebc-8eb1-b36808d72b0b,5,,"[61.0, 40.1]",3754192,0,,,,,1.8086323,,Right Foot,,,,"[60.2, 43.4]",,Ground Pass,,3.3955853,,,,,Andy Carroll,4271.0,,,,,Kick Off,1,From Kick Off,Diafra Sakho,3962.0,Right Center Forward,2,West Ham United,40,['5b3e0b42-01db-4ba0-b8ea-16bb340221ee'],0,,,,,,,,,,,,,,,,West Ham United,40,00:00:00.128,Pass,
,,,,,,,,,,,,,,,1.322931,,,,,,,,,,,,cb473331-d9eb-4281-be5b-ca01d3216f7a,7,,"[60.2, 44.1]",3754192,0,,,,,-3.0949597,,Right Foot,,,,"[45.2, 43.4]",,Ground Pass,,15.016324,,,,,Mark Noble,3874.0,,,,,,1,From Kick Off,Andy Carroll,4271.0,Left Center Forward,2,West Ham United,40,['3787c2a0-f693-4221-bf53-fd0240e90fbf'],0,,,,,,,,,,,,,,,,West Ham United,40,00:00:00.864,Pass,
,,,,,,,,,,,,,,,2.137295,,,,,,,,,,,,e912db89-6f55-44f4-b5d3-3080c3410adc,10,,"[41.2, 46.6]",3754192,0,,,,,-3.0093052,,Right Foot,,,,"[16.4, 43.3]",,Ground Pass,,25.018593,,,,,Adrián San Miguel del Castillo,3623.0,,,,,,1,From Kick Off,Mark Noble,3874.0,Left Center Midfield,2,West Ham United,40,['eac6abdf-f8db-42ea-92cf-ca794d650eb3'],2,,,,,,,,,,,,,,,,West Ham United,40,00:00:02.706,Pass,
,,,,,,,,,,,,,,,3.529675,,,,,,,,,,,,832ee7f0-240e-41f5-8193-60370037463c,13,,"[16.4, 43.4]",3754192,0,,,,,0.1521757,,Right Foot,,,,"[64.0, 50.7]",,High Pass,,48.156517,,,Unknown,,,,,,,,,1,From Kick Off,Adrián San Miguel del Castillo,3623.0,Goalkeeper,2,West Ham United,40,,4,,,,,,,,,,,,,,,,West Ham United,40,00:00:04.910,Pass,
,,,,,,,,,,,,,,,0.725364,,,,,,,,,,,,c1d2a85f-5393-42b1-b55c-b4b49e4674fb,17,,"[61.3, 56.8]",3754192,0,,,,,2.27441,,Right Foot,,,,"[58.5, 60.1]",,Ground Pass,,4.327817,,,,,Mark Noble,3874.0,,,,,Free Kick,1,From Free Kick,Cheikhou Kouyaté,3684.0,Right Center Midfield,3,West Ham United,40,['c9e77329-5902-4363-8f67-bb9375a68cd0'],22,,,,,,,,,,,,,,,,West Ham United,40,00:00:22.292,Pass,
,,,,,,,,,,,,,,,4.486191,,,,,,,,,,,,7754291a-0122-4820-a51b-ca4e1b272fa7,20,,"[56.1, 56.6]",3754192,0,,,,,-1.856351,,Right Foot,,,,"[43.3, 13.0]",,Ground Pass,,45.44007,,,,,Angelo Obinze Ogbonna,3843.0,,True,,,,1,From Free Kick,Mark Noble,3874.0,Left Center Midfield,3,West Ham United,40,['c5617508-bab2-4ccf-97f2-0c9704596a28'],23,,,,,,,,,,,,,,,,West Ham United,40,00:00:23.998,Pass,
,,,,,,,,,,,,,,,2.535439,,,,,,,,,,,,86e2d724-20d5-46ea-9213-e866173cc6ac,23,,"[41.5, 12.9]",3754192,0,,,,,0.32064313,,Left Foot,,,,"[95.7, 30.9]",,High Pass,,57.11077,,,,,Andy Carroll,4271.0,,,,,,1,From Free Kick,Angelo Obinze Ogbonna,3843.0,Left Center Back,3,West Ham United,40,['f023f928-dc06-4ece-8f2b-4e245a9217ce'],28,,,,,,,,,,,,,,,,West Ham United,40,00:00:28.819,Pass,
,,,,,,,,,,,,,,,3.52928,,,,,,,,,,,,2dc0e0a8-72ba-4bf4-a992-b7f15e79ea89,29,,"[22.4, 29.9]",3754192,0,,,,,0.6151734,,Left Foot,,,,"[91.6, 78.8]",,High Pass,,84.73399,,,Out,,Craig Dawson,3523.0,,True,,,,1,Regular Play,Ben Foster,4053.0,Goalkeeper,4,West Bromwich Albion,27,['80b1f3d8-5481-41f2-b94f-e4ff3bf266d5'],43,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:43.337,Pass,
,,,,,,,,,,,,,,,3.303314,,,,,,,,,,,,4d432bc5-d2df-4a77-ab84-080eaee80b99,31,,"[30.6, 0.1]",3754192,1,,,,,0.31847724,,,,,,"[67.3, 12.2]",,High Pass,,38.64324,,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Aaron Cresswell,3062.0,Left Back,5,West Ham United,40,['7ccd2af5-667d-4b6a-a1eb-0a3278d0516d'],8,,,,,,,,,,,,,,,,West Ham United,40,00:01:08.392,Pass,
