50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,e9849564-7eff-4d55-a654-e97aa06519ab,1,,,3754059,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 9551, 'name': 'Callum McManaman'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 3490, 'name': 'James Morrison'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 33}]}",West Bromwich Albion,27,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,d0a6cf76-5c3e-42e5-9996-5061a55cc331,2,,,3754059,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 5594, 'name': 'Branislav Ivanović'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3456, 'name': 'Kurt Happy Zouma'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 20287, 'name': 'John Terry'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 3957, 'name': 'César Azpilicueta Tanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3381, 'name': 'Nemanja Matić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3472, 'name': 'Willian Borges da Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Chelsea,33,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,d9b0d32c-de59-4f2d-8231-819536d065d4,3,,,3754059,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,['8b6e7897-3fb5-419f-9514-8edc1cecca83'],0,,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,8b6e7897-3fb5-419f-9514-8edc1cecca83,4,,,3754059,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,['d9b0d32c-de59-4f2d-8231-819536d065d4'],0,,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,b31a0f27-69d8-4407-b082-7fe0f063ee20,1695,,,3754059,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,82,Chelsea,33,['9343c75b-95d8-499f-9d57-96902e235939'],0,,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,9343c75b-95d8-499f-9d57-96902e235939,1696,,,3754059,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,82,Chelsea,33,['b31a0f27-69d8-4407-b082-7fe0f063ee20'],0,,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.477745,,,,,,,,,,,,,,,,221a3557-d77a-452e-b817-432f0f10cb69,5,,"[60.0, 40.0]",3754059,0,,,,,1.9974238,,Right Foot,,,,"[59.0, 42.2]",,Ground Pass,,2.4166093,,,,James Morrison,3490.0,,,,,Kick Off,1,From Kick Off,Darren Fletcher,4022.0,Left Center Midfield,2,West Bromwich Albion,27,['533a1068-9e02-47a8-862e-1297251f0c4c'],1,,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:01.453,Pass,
,,,,,,,,,,,,,,,,,,0.874489,,,,,,,,,,,,,,,,9aaf9628-1dc9-4eba-88c9-8aef4e1429db,8,,"[57.8, 44.2]",3754059,0,,,,,0.8603563,,Right Foot,,,,"[69.5, 57.8]",,Ground Pass,,17.940178,,,,Callum McManaman,9551.0,,,,,,1,From Kick Off,James Morrison,3490.0,Right Center Midfield,2,West Bromwich Albion,27,['50713f99-5e20-4d9b-8604-285697c511b9'],3,,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:03.350,Pass,
,,,,,,,,,,,,,,,,,,1.408552,,,,,,,,,,,,,,,,e801c049-89f5-4209-bbd1-65c491a228f0,14,,"[86.8, 57.8]",3754059,0,,,,,0.7518537,,Left Foot,,,,"[102.2, 72.2]",,Ground Pass,,21.083643,,,,Craig Dawson,3523.0,,,,,,1,From Kick Off,Callum McManaman,9551.0,Right Midfield,2,West Bromwich Albion,27,['46ced7c8-ad05-4c36-a639-b0004b8ff253'],8,,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:08.539,Pass,
,,,,,,,,,,,,,,,,,,0.092182,,,,,,,,,,,,,,,,4cd8399c-648f-432a-9a18-610e7cf69873,17,,"[101.4, 73.0]",3754059,0,,,,,-1.4254863,,Right Foot,,,,"[102.0, 68.9]",,Low Pass,,4.14367,,Incomplete,,,,,,,,,1,From Kick Off,Craig Dawson,3523.0,Right Back,2,West Bromwich Albion,27,['b8e98a18-3518-4c6c-b4b1-f89e8f804845'],10,,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:10.851,Pass,
