50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.441866,,,,,,,,,,,,,,f6279618-1dbd-4cd3-82e1-ffa4f9f46757,44,,,"[45.4, 17.9]",3754034,0,,True,,,1.5024618,,Left Foot,,,"[49.0, 70.5]",,Ground Pass,,52.72305,,,,José Miguel da Rocha Fonte,3960.0,,,True,,,Free Kick,1,From Free Kick,Maya Yoshida,3300.0,Left Center Back,4,Southampton,25,['9e3de173-0b10-426b-ac56-1a0e7f892183'],54,,,,,,,,,,,,,,,,,,,Southampton,25,00:00:54.905,Pass,
,,,,,,,,,,,,,,,,0.854252,,,,,,,,,,,,,,ab6d1edc-6cd4-4ca2-91c8-cc86eb378567,46,,,"[54.6, 73.3]",3754034,1,,,,,0.38050637,,Right Foot,,,"[69.1, 79.1]",,Ground Pass,,15.616978,,,,Cédric Ricardo Alves Soares,3329.0,,,,,,,1,From Free Kick,José Miguel da Rocha Fonte,3960.0,Right Center Back,4,Southampton,25,['aec43733-940c-4d7f-b43c-9af629071d0e'],2,,,,,,,,,,,,,,,,,,,Southampton,25,00:01:02.408,Pass,
,,,,,,,,,,,,,,,,0.872545,,,,,,,,,,,,,,d286b078-c85f-4aaa-aa1b-f4b5eac222e4,50,,,"[66.8, 78.7]",3754034,1,,,,,-0.094607234,,Right Foot,,,"[80.5, 77.4]",,Ground Pass,,13.76154,,,,Dušan Tadić,3831.0,,,,,,,1,From Free Kick,Cédric Ricardo Alves Soares,3329.0,Right Back,4,Southampton,25,['6e4bd2c9-408a-48a3-a784-a89bcc37f045'],4,,,,,,,,,,,,,,,,,,,Southampton,25,00:01:04.949,Pass,
,,,,,,,,,,,,,,,,0.830169,,,,,,,,,,,,,,287ac5fd-f932-48c6-9b8e-c8d74bcfb309,55,,,"[45.2, 9.6]",3754034,1,,,,,0.69598204,,Right Foot,,,"[53.1, 16.2]",,Ground Pass,,10.294173,,,,Ross Barkley,4275.0,,,,,,Recovery,1,Regular Play,Brendan Joel Zibusiso Galloway,30702.0,Left Back,5,Everton,29,['dd1a0a3b-31be-4ccc-ad83-4f4fc7f5d4e8'],6,,,,,,,,,,,,,,,,,,,Everton,29,00:01:06.977,Pass,
,,,,,,,,,,,,,,,,0.509683,,,,,,,,,,,,,,8b796aef-2875-40dd-80f3-1bdf975a8c45,58,,,"[53.1, 16.4]",3754034,1,,,,,2.957848,,Left Foot,,,"[41.8, 18.5]",,Ground Pass,,11.493477,,,,Brendan Joel Zibusiso Galloway,30702.0,,,,,,,1,Regular Play,Ross Barkley,4275.0,Center Attacking Midfield,5,Everton,29,['3c6c09b8-e218-49ee-8952-0d5740e178b6'],7,,,,,,,,,,,,,,,,,,,Everton,29,00:01:07.925,Pass,
,,,,,,,,,,,,,,,,3.058369,,,,,,,,,,,,,,dff0da5f-ea13-428f-86be-edb6c156cbe3,61,,,"[41.8, 18.5]",3754034,1,,,,,0.3785077,,Right Foot,,,"[67.7, 28.8]",,Ground Pass,,27.872927,,Incomplete,,,,,,,,,,1,Regular Play,Brendan Joel Zibusiso Galloway,30702.0,Left Back,5,Everton,29,['ac21b42b-3d34-442d-a94c-130cc5c105b1'],8,,,,,,,,,,,,,,,,,,,Everton,29,00:01:08.474,Pass,
,,,,,,,,,,,,,,,,1.982181,,,,,,,,,,,,,,760da107-d6c4-475a-b905-b98addf21927,64,,,"[55.0, 38.0]",3754034,1,,,,,-0.8511469,,Right Foot,,,"[77.7, 12.1]",,Low Pass,,34.439804,,,,Matt Targett,3651.0,,,,,,,1,Regular Play,Steven Davis,3828.0,Right Defensive Midfield,6,Southampton,25,['48e2a500-7197-4f6a-984c-41c8c77c69e5'],14,,,,,,,,,,,,,,,,,,,Southampton,25,00:01:14.278,Pass,
,,,,,,,,,,,,,,,,2.586296,,,,,,,,,,,,,,d767b889-7841-4124-b44a-036eeb77e144,67,,,"[89.0, 5.7]",3754034,1,,,,,1.1836762,,Left Foot,True,,"[104.9, 44.7]",,High Pass,,42.116623,,,,Graziano Pellè,11062.0,,,,,,,1,Regular Play,Matt Targett,3651.0,Left Back,6,Southampton,25,['25fb1c9d-424d-4a51-bf51-5033541231d6'],18,,,,,,,,,,,,,,,,,,,Southampton,25,00:01:18.179,Pass,
,,,,,,,,,,,,,,,,1.269901,,,,,,,,,,,,,,3b43cb1a-eceb-4baa-bb07-bc7130b1fa5b,69,,,"[104.9, 44.7]",3754034,1,,,,True,-0.97282726,,,,,"[109.6, 37.8]",,High Pass,,8.348653,,Incomplete,,Shane Long,3842.0,,,,,,,1,Regular Play,Graziano Pellè,11062.0,Center Forward,6,Southampton,25,"['051a8a89-db6f-4f9e-9fac-4b56d82823a9', '4c55289c-0690-475d-8fc4-9fc09dc61f01', 'a4890d6f-d5de-46a9-b383-b2c56719e82e']",20,,,,,,,,,,,,,,,,,,,Southampton,25,00:01:20.765,Pass,True
,,,,,,,,,,,,,,,,1.721431,,,,,,,,,,,,,,6177620c-b129-4a78-9247-021337e43eb8,74,,,"[89.0, 68.6]",3754034,1,,,,True,-0.962107,,,,,"[98.2, 55.4]",,High Pass,,16.089748,,Incomplete,,Graziano Pellè,11062.0,,,,,,Recovery,1,Regular Play,Cédric Ricardo Alves Soares,3329.0,Right Back,6,Southampton,25,"['29a4ec61-03f0-42ba-8e90-5d2795ff12d5', '5a08255f-1010-41fb-a1cb-9522dd1dae18', 'ccdc650a-be97-465b-833d-d9996952a330']",25,,,,,,,,,,,,,,,,,,,Southampton,25,00:01:25.590,Pass,True
,,,,,,,,,,,,,,,,1.288878,,,,,,,,,,,,,,29a4ec61-03f0-42ba-8e90-5d2795ff12d5,77,,,"[21.9, 24.7]",3754034,1,,,,True,0.60945857,,,,,"[27.2, 28.4]",,Low Pass,,6.463745,,,,Gareth Barry,3633.0,,,,,,Recovery,1,Regular Play,Brendan Joel Zibusiso Galloway,30702.0,Left Back,6,Southampton,25,"['6177620c-b129-4a78-9247-021337e43eb8', '758018c9-de11-4dbc-9c53-47e13cdc9136', '9935ce9f-92a1-41b7-8a8a-8c04c1b461cd']",27,,,,,,,,,,,,,,,,,,,Everton,29,00:01:27.312,Pass,True
,,,,,,,,,,,,,,,,3.627218,,,,,,,,,,,,,,34b4be6b-47a9-4d59-b23d-21af409ca6c5,81,,,"[28.7, 11.1]",3754034,1,,,,,-0.015074235,,Left Foot,,,"[88.4, 10.2]",,High Pass,,59.706783,,Incomplete,,Romelu Lukaku Menama,3289.0,,,,,,,1,Regular Play,Gareth Barry,3633.0,Left Defensive Midfield,6,Southampton,25,"['02ad06bd-35ad-44b5-b4c0-ad362316a47c', 'feedde71-fe35-45a1-9154-d4837af00086']",30,,,,,,,,,,,,,,,,,,,Everton,29,00:01:30.957,Pass,
,,,,,,,,,,,,,,,,3.196822,,,,,,,,,,,,,,c3c2ff99-bbf7-429a-93fd-3c7da9668bf1,86,,,"[23.6, 72.3]",3754034,1,,,,,-0.09148702,,Right Foot,,,"[45.4, 70.3]",,High Pass,,21.89155,,Incomplete,,,,,,,,,,1,Regular Play,Maya Yoshida,3300.0,Left Center Back,6,Southampton,25,"['1b752110-f97f-4e4a-a09d-34cdb32a03ee', '9f74330c-ded4-457a-b135-2622cc234833']",35,,,,,,,,,,,,,,,,,,,Southampton,25,00:01:35.960,Pass,True
,,,,,,,,,,,,,,,,2.385244,,,,,,,,,,,,,,9f74330c-ded4-457a-b135-2622cc234833,87,,,"[74.7, 9.8]",3754034,1,,,,,-1.2422432,,Head,,,"[77.7, 1.0]",,High Pass,,9.297312,,Out,,,,,,,,,Recovery,1,Regular Play,Ross Barkley,4275.0,Center Attacking Midfield,6,Southampton,25,['c3c2ff99-bbf7-429a-93fd-3c7da9668bf1'],39,,,,,,,,,,,,,,,,,,,Everton,29,00:01:39.157,Pass,
,,,,,,,,,,,,,,,,0.85087,,,,,,,,,,,,,,7f719a14-3142-418c-a7cf-07adc5f76aa6,88,,,"[49.7, 80.0]",3754034,1,,True,,,-1.159125,,,,,"[55.9, 65.8]",,Low Pass,,15.494515,,,,Victor Wanyama,3098.0,,,,,,Throw-in,1,From Throw In,Cédric Ricardo Alves Soares,3329.0,Right Back,7,Southampton,25,['83c0a93a-93bb-4c9c-97c9-0b70e0270c28'],49,,,,,,,,,,,,,,,,,,,Southampton,25,00:01:49.723,Pass,
,,,,,,,,,,,,,,,,7.429643,,,,,,,,,,,,,,627b7bd0-4886-4a80-b34f-9cf72c975d0d,90,,,"[53.3, 62.8]",3754034,1,,True,,,-0.34302393,,Right Foot,,,"[93.9, 48.3]",,High Pass,,43.1116,,Incomplete,,,,,,,,,,1,From Throw In,Victor Wanyama,3098.0,Left Defensive Midfield,7,Southampton,25,['44853251-b2c2-4a07-990a-601e21d8fa18'],51,,,,,,,,,,,,,,,,,,,Southampton,25,00:01:51.034,Pass,
,,,,,,,,,,,,,,,,2.332218,,,,,,,,,,,,,,44853251-b2c2-4a07-990a-601e21d8fa18,91,,,"[26.2, 31.8]",3754034,1,,,,,2.2649658,,Right Foot,,,"[11.8, 49.1]",,Ground Pass,,22.508886,,,,Tim Howard,13042.0,,,,,,Recovery,1,Regular Play,Phil Jagielka,20046.0,Left Center Back,8,Everton,29,"['627b7bd0-4886-4a80-b34f-9cf72c975d0d', '7c1fbbf6-da58-42fe-a6f4-1d98fb03724e']",58,,,,,,,,,,,,,,,,,,,Everton,29,00:01:58.464,Pass,
,,,,,,,,,,,,,,,,3.01551,,,,,,,,,,,,,,498ead3a-0d7a-4cbf-bd6d-eef2b4de4c9a,94,,,"[12.9, 53.4]",3754034,2,,,,,-0.04966672,,Right Foot,,,"[81.3, 50.0]",,High Pass,,68.48445,,Incomplete,,Arouna Koné,26696.0,,,,,,,1,Regular Play,Tim Howard,13042.0,Goalkeeper,8,Everton,29,"['ace33948-2a96-484c-a1a4-e82a23ec1d56', 'f36cc5c3-7d4f-4e97-9bb6-0402e12666c5']",3,,,,,,,,,,,,,,,,,,,Everton,29,00:02:03.310,Pass,
,,,,,,,,,,,,,,,,1.711227,,,,,,,,,,,,,,ace33948-2a96-484c-a1a4-e82a23ec1d56,96,,,"[38.8, 30.1]",3754034,2,,,,,-0.25973168,,Head,,,"[53.1, 26.3]",,High Pass,,14.796284,,Incomplete,,Steven Davis,3828.0,,,,,,Recovery,1,Regular Play,Maya Yoshida,3300.0,Left Center Back,8,Everton,29,"['498ead3a-0d7a-4cbf-bd6d-eef2b4de4c9a', '6e39599c-6255-4d7c-ad93-9999b925478b', '87eae5e5-f78a-45a9-bf4b-4b6b185f7bf4']",6,,,,,,,,,,,,,,,,,,,Southampton,25,00:02:06.325,Pass,
,,,,,,,,,,,,,,,,1.490406,,,,,,,,,,,,,,87eae5e5-f78a-45a9-bf4b-4b6b185f7bf4,98,,,"[67.0, 53.8]",3754034,2,,,,,0.3453008,,Head,,,"[80.9, 58.8]",,High Pass,,14.771933,,,,Arouna Koné,26696.0,,,,,,Recovery,1,Regular Play,James McCarthy,3607.0,Right Defensive Midfield,8,Everton,29,"['3eb9ccae-e71a-4978-9713-f89448deab99', 'ace33948-2a96-484c-a1a4-e82a23ec1d56']",8,,,,,,,,,,,,,,,,,,,Everton,29,00:02:08.036,Pass,
,,,,,,,,,,,,,,,,1.354104,,,,,,,,,,,,,,60b532ac-6007-46d0-9e16-4cf908b4186d,102,,,"[82.6, 63.9]",3754034,2,,,,,0.8513402,,Right Foot,,,"[92.5, 75.2]",,Ground Pass,,15.023315,,,,Séamus Coleman,4589.0,,,,,,,1,Regular Play,Arouna Koné,26696.0,Right Wing,8,Everton,29,"['705565eb-da1a-43cf-aea7-8e8580552a7c', 'ee89ce03-45bc-4781-9567-c06e22369831']",11,,,,,,,,,,,,,,,,,,,Everton,29,00:02:11.114,Pass,True
,,,,,,,,,,,,,,,,0.356897,,,,,,,,,,,,,,28578481-8132-4ce5-9b0e-f63e7535e8d3,109,,,"[7.3, 5.1]",3754034,2,,,,,-0.65284663,,Left Foot,,,"[9.0, 3.8]",,Ground Pass,,2.1400936,,Incomplete,,,,,,,,,,1,Regular Play,Matt Targett,3651.0,Left Back,8,Everton,29,"['29e5863c-c151-4c60-8262-7e9fe6f1898e', 'd8987ada-807f-4e5e-8d41-9f3e58e3de3e']",15,,,,,,,,,,,,,,,,,,,Southampton,25,00:02:15.694,Pass,True
,,,,,,,,,,,,,,,,2.118283,,,,,,,,,,,,,,e729d5f4-07a3-4819-8213-ba82c5c5fdf7,111,,,"[11.2, 0.1]",3754034,2,,True,,,0.25657493,,,,,"[37.5, 7.0]",,High Pass,,27.190071,,,,Shane Long,3842.0,,,,,,Throw-in,1,From Throw In,Matt Targett,3651.0,Left Back,9,Southampton,25,['1edc0dab-792d-44d9-98f3-8ac11597ebb0'],29,,,,,,,,,,,,,,,,,,,Southampton,25,00:02:29.382,Pass,
,,,,,,,,,,,,,,,,1.378843,,,,,,,,,,,,,,bfb76251-b398-410f-9998-7b72ada50b99,115,,,"[76.9, 71.6]",3754034,2,,,,,0.44039598,,Left Foot,,,"[85.6, 75.7]",,Ground Pass,,9.617692,,,,Séamus Coleman,4589.0,,,,,,Recovery,1,From Throw In,Gareth Barry,3633.0,Left Defensive Midfield,9,Southampton,25,"['a69a74e1-284c-4b88-beca-8f62dc8dcb99', 'ac43da45-4528-4f24-a179-e339690f49aa']",33,,,,,,,,,,,,,,,,,,,Everton,29,00:02:33.483,Pass,True
