50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ce32f1af-7444-4dca-a329-fe4626c7d23b,1,,,,3754034,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 20201, 'name': 'Maarten Stekelenburg'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 3329, 'name': 'Cédric Ricardo Alves Soares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3651, 'name': 'Matt Targett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 33}, {'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 3842, 'name': 'Shane Long'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 11062, 'name': 'Graziano Pellè'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Southampton,25,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2acb366b-21ff-46f0-bfdc-67816994ab56,2,,,,3754034,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 24}, {'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 20046, 'name': 'Phil Jagielka'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 30702, 'name': 'Brendan Joel Zibusiso Galloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 32}, {'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 26696, 'name': 'Arouna Koné'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Everton,29,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,86ae594d-31e3-4667-ad42-bf94859759ba,3,,,,3754034,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,['3206791d-8f25-4560-ab66-f02c6f711a07'],0,,,,,,,,,,,,,,,,,,,Everton,29,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3206791d-8f25-4560-ab66-f02c6f711a07,4,,,,3754034,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,['86ae594d-31e3-4667-ad42-bf94859759ba'],0,,,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9c715a2c-c30e-4dff-9b54-88fd86441565,1680,,,,3754034,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,105,Southampton,25,['9eed3eef-8383-4e85-8e8d-c721caecdd50'],0,,,,,,,,,,,,,,,,,,,Everton,29,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9eed3eef-8383-4e85-8e8d-c721caecdd50,1681,,,,3754034,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,105,Southampton,25,['9c715a2c-c30e-4dff-9b54-88fd86441565'],0,,,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.974877,,,,,,,,,,,,,,a87f411a-2b08-4001-88e4-89ead3181df6,5,,,"[60.0, 40.0]",3754034,0,,,,,-1.2578951,,Left Foot,,,"[61.1, 36.6]",,Ground Pass,,3.5735137,,,,Ross Barkley,4275.0,,,,,,Kick Off,1,From Kick Off,Romelu Lukaku Menama,3289.0,Center Forward,2,Everton,29,['e5d048a6-f7e2-4042-90a0-5125a9a12f9b'],0,,,,,,,,,,,,,,,,,,,Everton,29,00:00:00.064,Pass,
,,,,,,,,,,,,,,,,1.862438,,,,,,,,,,,,,,83a777b8-2714-4c7d-b6e9-b14e45e36a46,9,,,"[61.0, 40.1]",3754034,0,,,,,2.195368,,Right Foot,,,"[43.7, 64.1]",,Low Pass,,29.5853,,,,Séamus Coleman,4589.0,,,,,,,1,From Kick Off,Ross Barkley,4275.0,Center Attacking Midfield,2,Everton,29,"['1fce73ed-2530-435d-9e87-e3fbe66c9a7c', '2a23c6ac-c1fe-4938-ab9c-91d0d275a34a']",3,,,,,,,,,,,,,,,,,,,Everton,29,00:00:03.032,Pass,True
,,,,,,,,,,,,,,,,2.807626,,,,,,,,,,,,,,ee97dcfa-580b-43be-88a3-93e234535a81,12,,,"[44.3, 65.0]",3754034,0,,,,,-0.28765246,,Right Foot,,,"[95.0, 50.0]",,High Pass,,52.872395,,,,Romelu Lukaku Menama,3289.0,,,,,,,1,From Kick Off,Séamus Coleman,4589.0,Right Back,2,Everton,29,['9a9df51b-30c3-4ea3-b90d-ab5236a955d2'],7,,,,,,,,,,,,,,,,,,,Everton,29,00:00:07.254,Pass,
,,,,,,,,,,,,,,,,3.197893,,,,,,,,,,,,,,ee9f610d-3cb4-41bc-bca1-17e73a9fdef6,15,,,"[95.0, 49.6]",3754034,0,,,,True,0.5661538,,,,,"[117.5, 63.9]",,Low Pass,,26.659708,,,,Arouna Koné,26696.0,,,,,,,1,From Kick Off,Romelu Lukaku Menama,3289.0,Center Forward,2,Everton,29,"['a08207e9-6758-4fbe-a090-481a4702eed5', 'f08e922b-815c-48fc-b1a9-eaf1a424ac59']",10,,,,,,,,,,,,,,,,,,,Everton,29,00:00:10.062,Pass,True
,,,,,,,,,,,,,,,,1.35129,,,,,,,,,,,,,,343662e5-ab54-44c5-b96f-b903a304117d,17,,,"[118.1, 66.0]",3754034,0,,,,,1.8139502,,Left Foot,,,"[114.9, 78.9]",,Low Pass,,13.290975,,Out,,,,,,,,,,1,From Kick Off,Arouna Koné,26696.0,Right Wing,2,Everton,29,,13,,,,,,,,,,,,,,,,,,,Everton,29,00:00:13.260,Pass,
,,,,,,,,,,,,,,,,1.945877,,,,,,,,,,,,,,4f714fa6-f466-4e8c-b801-baac2f170202,18,,,"[8.4, 0.1]",3754034,0,,,,,0.29849893,,,,,"[26.6, 5.7]",,High Pass,,19.042059,,Incomplete,,Shane Long,3842.0,,,,,,Throw-in,1,From Throw In,Matt Targett,3651.0,Left Back,3,Southampton,25,"['2f61bff9-9a87-4988-9e8c-2d67997b02ad', 'e57a39be-9497-4eda-a902-ec1a735ecd67']",28,,,,,,,,,,,,,,,,,,,Southampton,25,00:00:28.376,Pass,
,,,,,,,,,,,,,,,,1.542488,,,,,,,,,,,,,,e57a39be-9497-4eda-a902-ec1a735ecd67,20,,,"[93.5, 74.4]",3754034,0,,,,,-1.3825748,,Head,,,"[95.9, 61.8]",,High Pass,,12.826535,,Incomplete,,,,,,,,,Recovery,1,From Throw In,James McCarthy,3607.0,Right Defensive Midfield,3,Southampton,25,"['4f714fa6-f466-4e8c-b801-baac2f170202', 'f977d295-13ae-4c24-8758-7695f2238f9c']",30,,,,,,,,,,,,,,,,,,,Everton,29,00:00:30.322,Pass,
,,,,,,,,,,,,,,,,0.909559,,,,,,,,,,,,,,67112bf2-32d8-48c1-a1c6-a77eb8fefb05,24,,,"[97.6, 74.6]",3754034,0,,,,,-0.9212469,,Right Foot,,,"[103.6, 66.7]",,Ground Pass,,9.920181,,,,Romelu Lukaku Menama,3289.0,,,,,,,1,From Throw In,James McCarthy,3607.0,Right Defensive Midfield,3,Southampton,25,['43dba7b7-72fb-4730-a6c1-c8eefd762569'],34,,,,,,,,,,,,,,,,,,,Everton,29,00:00:34.485,Pass,
,,,,,,,,,,,,,,,,0.700191,,,,,,,,,,,,,,44638265-eb0b-4964-8b3d-56846fd0caff,28,,,"[104.4, 67.7]",3754034,0,,,,,-2.5449324,,Left Foot,,,"[99.1, 64.1]",,Ground Pass,,6.4070272,,Incomplete,,James McCarthy,3607.0,,,,,,,1,From Throw In,Romelu Lukaku Menama,3289.0,Center Forward,3,Southampton,25,"['111d176f-1be1-462c-bc96-c62ad3f6f076', '6b7e79b4-1326-42cb-9048-8fd0bcf38df5', '9c9f35e7-3107-4de8-a521-77dde395caaf']",35,,,,,,,,,,,,,,,,,,,Everton,29,00:00:35.749,Pass,True
,,,,,,,,,,,,,,,,0.825987,,,,,,,,,,,,,,78ba2f90-d8e6-4376-bf92-be63b8c0331b,32,,,"[17.6, 23.5]",3754034,0,,,,,1.9327551,,Right Foot,,,"[13.7, 33.8]",,Ground Pass,,11.013628,,,,José Miguel da Rocha Fonte,3960.0,,,,,,,1,From Throw In,Steven Davis,3828.0,Right Defensive Midfield,3,Southampton,25,['02f318a6-f975-4a17-a466-78ba7517a5c0'],37,,,,,,,,,,,,,,,,,,,Southampton,25,00:00:37.411,Pass,
,,,,,,,,,,,,,,,,1.914922,,,,,,,,,,,,,,f4f77190-6b1e-4758-872c-08055827a53e,35,,,"[13.5, 31.4]",3754034,0,,,,,-0.34089133,,Left Foot,,,"[46.2, 19.8]",,High Pass,,34.69654,,,,Sadio Mané,3629.0,,,,,,,1,From Throw In,José Miguel da Rocha Fonte,3960.0,Right Center Back,3,Southampton,25,['76bda7a8-d190-4a83-ac40-0d01aa89d3ad'],39,,,,,,,,,,,,,,,,,,,Southampton,25,00:00:39.042,Pass,
,,,,,,,,,,,,,,,,1.111552,,,,,,,,,,,,,,57b78b2e-33ca-4807-bc04-9d025301198e,38,,,"[46.2, 19.8]",3754034,0,,,,,-1.856351,,Right Foot,,,"[43.0, 8.9]",,Low Pass,,11.360018,,,,Shane Long,3842.0,,,,,,,1,From Throw In,Sadio Mané,3629.0,Center Attacking Midfield,3,Southampton,25,['67b777ce-606d-4a4f-aaa5-7b0f66641a5d'],41,,,,,,,,,,,,,,,,,,,Southampton,25,00:00:41.102,Pass,
