ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,de2c4bbf-d01f-4381-b318-c8780e782840,1,,,3754196,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stoke City,30,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3480, 'name': 'Geoff Cameron'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 4035, 'name': 'Ryan Shawcross'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 4346, 'name': 'Gilbert Gianelli Imbula Wanga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3603, 'name': 'Mame Biram Diouf'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Stoke City,30,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9d06a35b-5f61-4896-9f43-9d544b29ba3c,2,,,3754196,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stoke City,30,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3970, 'name': 'Fraser Forster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 44}, {'player': {'id': 3590, 'name': 'Rhu-endly Martina'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3651, 'name': 'Matt Targett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 33}, {'player': {'id': 3272, 'name': 'Oriol Romeu Vidal'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 16181, 'name': 'Jordy Clasie'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 3842, 'name': 'Shane Long'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 11062, 'name': 'Graziano Pellè'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Southampton,25,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,257588e2-2cec-4743-bea7-6695cb052356,3,,,3754196,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stoke City,30,['c6ddcef9-2581-41af-8446-2e5a36865bdc'],0,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c6ddcef9-2581-41af-8446-2e5a36865bdc,4,,,3754196,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stoke City,30,['257588e2-2cec-4743-bea7-6695cb052356'],0,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0873c40a-bbd8-4273-8369-290f05ac7503,1654,,,3754196,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Southampton,25,['97fd1619-3561-485c-89c1-4a775235c124'],0,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,97fd1619-3561-485c-89c1-4a775235c124,1655,,,3754196,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Southampton,25,['0873c40a-bbd8-4273-8369-290f05ac7503'],0,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.407433,,,,,,,,,,,,,df860c5d-6ece-4a16-a280-0dfce1afd4bc,5,,"[60.0, 40.0]",3754196,0,,,,,1.19029,,Right Foot,,,"[60.4, 41.0]",,Ground Pass,,1.0770329,,,,Ibrahim Afellay,4891.0,,,,,,Kick Off,1,From Kick Off,Glenn Whelan,9625.0,Right Defensive Midfield,2,Stoke City,30,['022f34f1-011c-4fb7-bb27-f4d62f804936'],0,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.677,Pass,
,,,,,,,,,,,,,,,,1.850777,,,,,,,,,,,,,7b4581f3-de6e-4f42-85fd-8f50d5aad4ad,7,,"[60.2, 43.0]",3754196,0,,,,,-2.8846862,,Right Foot,,,"[48.4, 39.9]",,Ground Pass,,12.20041,,,,Gilbert Gianelli Imbula Wanga,4346.0,,,,,,,1,From Kick Off,Ibrahim Afellay,4891.0,Center Attacking Midfield,2,Stoke City,30,['29710ed2-dc46-47d1-8492-30e401c3137a'],1,,,,,,,,,,,,,,,,Stoke City,30,00:00:01.084,Pass,
,,,,,,,,,,,,,,,,1.746167,,,,,,,,,,,,,de927f75-6baa-4cc6-a7b6-390a53e35686,10,,"[56.1, 32.2]",3754196,0,,,,,-1.3181432,,Left Foot,,,"[64.0, 1.6]",,Ground Pass,,31.603323,,,,Marko Arnautović,3325.0,,,,,,,1,From Kick Off,Gilbert Gianelli Imbula Wanga,4346.0,Left Defensive Midfield,2,Stoke City,30,['0c9ebf27-0fda-4bf1-b3d7-3f242505122e'],5,,,,,,,,,,,,,,,,Stoke City,30,00:00:05.529,Pass,
,,,,,,,,,,,,,,,,2.003182,,,,,,,,,,,,,ce40742d-a944-42a5-aba3-f1cc37b7fd72,13,,"[65.2, 13.3]",3754196,0,,,,,2.0709085,,Right Foot,,,"[45.2, 49.9]",,Ground Pass,,41.708035,,,,Ryan Shawcross,4035.0,,,,,,,1,From Kick Off,Marko Arnautović,3325.0,Left Wing,2,Stoke City,30,['c7d10db2-3fcd-46d4-9907-92edfc0671e4'],10,,,,,,,,,,,,,,,,Stoke City,30,00:00:10.913,Pass,
