50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.198996,,,,,,,,,,,,9ca83064-d8b1-43ca-9807-69169b166a78,29,,"[21.7, 5.0]",3754242,0,,,,,0.41071695,,Right Foot,,,,"[46.5, 15.8]",,Ground Pass,,27.049583,,,Eden Hazard,3621.0,,,,,,1,From Kick Off,Branislav Ivanović,5594.0,Left Center Back,2,Chelsea,33,['345d851f-8b8d-417d-a846-8fa5cdf9ef22'],27,,,,,,,,,,,,,,,,,Chelsea,33,00:00:27.606,Pass,
,,,,,,,,,,,,,,,,1.724123,,,,,,,,,,,,045c1ed0-409d-410b-a683-5ba115dcd563,36,,"[65.1, 65.0]",3754242,0,,,,,-2.3461614,,Left Foot,,,,"[50.3, 49.9]",,Ground Pass,,21.143557,,,Steve Cook,3341.0,,,,,Recovery,1,Regular Play,Andrew Surman,3344.0,Left Defensive Midfield,3,AFC Bournemouth,28,['d7eaf4bf-2cc6-4818-a3df-db704f0577bb'],32,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:32.805,Pass,
,,,,,,,,,,,,,,,,3.409515,,,,,,,,,,,,7722873d-6f91-4e0e-946d-097a9f85b29d,40,,"[48.7, 50.2]",3754242,0,,,,,-1.9192785,,Right Foot,,,,"[38.6, 22.4]",,Ground Pass,,29.577864,,,Charlie Daniels,3345.0,,,,,,1,Regular Play,Steve Cook,3341.0,Left Center Back,3,AFC Bournemouth,28,"['c0896b52-7ef5-45c6-8151-724146cbeb6a', 'c7921f7a-68f8-415d-b6f6-9cabcbf5406e']",35,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:35.101,Pass,True
,,,,,,,,,,,,,,,,1.421287,,,,,,,,,,,,359cf8e1-44c2-4b70-8865-e4bfaf6c4322,43,,"[38.6, 22.2]",3754242,0,,,,,0.5191461,,Left Foot,,,,"[49.1, 28.2]",,Ground Pass,,12.093387,,,Marc Pugh,3646.0,,,,,,1,Regular Play,Charlie Daniels,3345.0,Left Back,3,AFC Bournemouth,28,['378b998f-7eea-482d-b0ff-9eefe78c2d2b'],38,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:38.550,Pass,
,,,,,,,,,,,,,,,,0.913512,,,,,,,,,,,,f7408d34-e8f6-4692-b632-179d0deccbe8,46,,"[49.9, 30.1]",3754242,0,,,,,1.6604431,,Right Foot,,,,"[49.1, 39.0]",,Ground Pass,,8.935883,,,Andrew Surman,3344.0,,,,,,1,Regular Play,Marc Pugh,3646.0,Left Midfield,3,AFC Bournemouth,28,['fdbcf1a5-ff05-4705-9d73-446f6f8cfa97'],40,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:40.120,Pass,
,,,,,,,,,,,,,,,,1.266039,,,,,,,,,,,,697572e4-54bc-4ded-b2e4-7dfee85fd95f,49,,"[49.1, 39.0]",3754242,0,,,,,3.0903554,,Left Foot,,,,"[29.6, 40.0]",,Ground Pass,,19.525623,,,Steve Cook,3341.0,,,,,,1,Regular Play,Andrew Surman,3344.0,Left Defensive Midfield,3,AFC Bournemouth,28,['e3b8aa46-c969-4037-b683-4db945831c6c'],41,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:41.513,Pass,
,,,,,,,,,,,,,,,,2.060263,,,,,,,,,,,,9460d93b-a056-47b0-b79e-a5b86f7a346c,52,,"[32.3, 40.6]",3754242,0,,,,,0.68716085,,Right Foot,,,,"[74.1, 74.9]",,High Pass,,54.071526,Incomplete,,Junior Stanislas,3463.0,,,,,,1,Regular Play,Steve Cook,3341.0,Left Center Back,3,AFC Bournemouth,28,"['036b48e8-138e-478e-98bf-22deaa1ce55e', '58112116-9aec-4810-985f-8c415978d771']",44,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:44.305,Pass,
,,,,,,,,,,,,,,,,0.975331,,,,,,,,,,,,18a676c1-ba9c-475b-9eff-e992ddbaf1b8,55,,"[57.8, 80.0]",3754242,0,,,,,-2.2673204,,,,,,"[53.2, 74.5]",,Low Pass,,7.170077,,,Dan Gosling,3343.0,,,,,Throw-in,1,From Throw In,Simon Francis,3608.0,Right Back,4,AFC Bournemouth,28,['ece1c782-6a32-42e9-9766-a0a73f2990ea'],50,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:50.768,Pass,
,,,,,,,,,,,,,,,,1.639865,,,,,,,,,,,,dbfee06b-c337-492b-9988-59f11daddf35,57,,"[53.2, 74.7]",3754242,0,,True,,,-1.649941,,Right Foot,,,,"[50.9, 45.7]",,Ground Pass,,29.091064,,,Andrew Surman,3344.0,,,,,,1,From Throw In,Dan Gosling,3343.0,Right Defensive Midfield,4,AFC Bournemouth,28,['a21be3ae-c98c-43b8-a929-af0cccf7df51'],54,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:54.040,Pass,
,,,,,,,,,,,,,,,,0.625158,,,,,,,,,,,,db11c71c-8b3a-4727-a130-7c92dd7c4a2d,59,,"[47.7, 44.5]",3754242,0,,True,,,-1.6556263,,Right Foot,,,,"[45.2, 15.1]",,Ground Pass,,29.506102,,,Charlie Daniels,3345.0,,,,,,1,From Throw In,Andrew Surman,3344.0,Left Defensive Midfield,4,AFC Bournemouth,28,['a34252d8-6379-470e-bac2-f9db9ca56599'],57,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:57.790,Pass,
,,,,,,,,,,,,,,,,1.396925,,,,,,,,,,,,f08578a9-2ce2-4f9c-a4c5-31ac12655616,61,,"[45.4, 15.0]",3754242,0,,,,,2.4445713,,Left Foot,,,,"[32.5, 25.8]",,Ground Pass,,16.82409,,,Steve Cook,3341.0,,,,,,1,From Throw In,Charlie Daniels,3345.0,Left Back,4,AFC Bournemouth,28,['6a3250e0-b145-4b67-8069-4cff5793e65c'],59,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:59.125,Pass,
,,,,,,,,,,,,,,,,1.994318,,,,,,,,,,,,6119d916-70d2-4eea-ae2a-11ded49ba0d9,64,,"[29.2, 36.4]",3754242,1,,,,,1.4930314,,Right Foot,,,,"[31.6, 67.2]",,Ground Pass,,30.893366,,,Tommy Elphick,9626.0,,,,,,1,From Throw In,Steve Cook,3341.0,Left Center Back,4,AFC Bournemouth,28,['1133b888-2abd-452f-8929-66565a988ff3'],1,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:01.813,Pass,
,,,,,,,,,,,,,,,,1.067978,,,,,,,,,,,,02b8f0d8-f11c-48fb-aba1-01eae8d72591,67,,"[32.9, 75.5]",3754242,1,,,,,0.1916485,,Right Foot,,,,"[46.3, 78.1]",,Ground Pass,,13.649908,,,Simon Francis,3608.0,,,,,,1,From Throw In,Tommy Elphick,9626.0,Right Center Back,4,AFC Bournemouth,28,['c2d30f9e-d96d-4534-a52a-66ab331efaa9'],5,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:05.519,Pass,
,,,,,,,,,,,,,,,,0.652696,,,,,,,,,,,,23096673-5c9e-49f1-8c82-53ca49bf0f88,71,,"[40.6, 77.7]",3754242,1,,,,,-1.418147,,Right Foot,,,,"[41.6, 71.2]",,Ground Pass,,6.576473,,,Dan Gosling,3343.0,,,,,,1,From Throw In,Simon Francis,3608.0,Right Back,4,AFC Bournemouth,28,"['a7c5fbbb-30e5-420d-ad03-24b666ea2938', 'f0f47177-6a03-4df8-912f-5e05637a6654']",7,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:07.631,Pass,True
,,,,,,,,,,,,,,,,1.318002,,,,,,,,,,,,1349230a-8e17-412f-95c5-f9438292ecb4,73,,"[42.0, 71.2]",3754242,1,,,,,0.30007374,,Right Foot,,,,"[64.3, 78.1]",,Low Pass,,23.343094,,,Junior Stanislas,3463.0,,,,,,1,From Throw In,Dan Gosling,3343.0,Right Defensive Midfield,4,AFC Bournemouth,28,['05a4867f-2624-4cfd-a39c-66e1f48c6733'],8,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:08.284,Pass,
,,,,,,,,,,,,,,,,0.740446,,,,,,,,,,,,4f064b82-e236-43d4-ab1b-cd31c04d8bb0,79,,"[65.3, 80.0]",3754242,1,,True,,,-2.8555412,,,,,,"[56.8, 77.5]",,Low Pass,,8.860023,,,Dan Gosling,3343.0,,,,,Throw-in,1,From Throw In,Simon Francis,3608.0,Right Back,5,AFC Bournemouth,28,['bf197766-b20a-4f71-b902-8d8867cce14b'],17,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:17.968,Pass,
,,,,,,,,,,,,,,,,2.066384,,,,,,,,,,,,aabc6f09-bbf4-4e21-9064-7736849d5e54,81,,"[51.1, 60.5]",3754242,1,,,,,-2.4387136,,Right Foot,,,,"[36.7, 48.3]",,Ground Pass,,18.873262,,,Steve Cook,3341.0,,,,,,1,From Throw In,Dan Gosling,3343.0,Right Defensive Midfield,5,AFC Bournemouth,28,['dca0a463-f8ad-4128-be55-7c0b92c727e7'],21,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:21.059,Pass,
,,,,,,,,,,,,,,,,1.010121,,,,,,,,,,,,1939ef11-86a3-454b-8fb9-aa018ae03b54,84,,"[45.7, 39.6]",3754242,1,,,,,0.5509825,,Right Foot,,,,"[54.0, 44.7]",,Ground Pass,,9.741663,,,Dan Gosling,3343.0,,,,,,1,From Throw In,Steve Cook,3341.0,Left Center Back,5,AFC Bournemouth,28,['d3984d89-2a5d-4577-8c18-6644598cf533'],26,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:26.499,Pass,
,,,,,,,,,,,,,,,,2.48,,,,,,,,,,,,86228cfc-bb2e-46c1-bafd-4494cb0c3283,87,,"[56.0, 42.0]",3754242,1,,,,,-1.214129,,Right Foot,,,,"[69.6, 5.5]",,Ground Pass,,38.95138,,,Charlie Daniels,3345.0,,,,,,1,From Throw In,Dan Gosling,3343.0,Right Defensive Midfield,5,AFC Bournemouth,28,['5c10849e-7233-4539-96ba-b70f29a69fdb'],29,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:29.295,Pass,
,,,,,,,,,,,,,,,,1.706859,,,,,,,,,,,,a37ec237-b1f3-47e4-9743-6f813ba02e65,90,,"[69.6, 5.5]",3754242,1,,,,,2.8824053,,Left Foot,,,,"[56.4, 9.0]",,Ground Pass,,13.656135,,,Andrew Surman,3344.0,,,,,,1,From Throw In,Charlie Daniels,3345.0,Left Back,5,AFC Bournemouth,28,['b6964298-d792-4d96-a6d0-819626a99963'],31,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:31.843,Pass,
,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,9cec8055-4b47-4af8-b19a-751743c488a0,93,,"[56.4, 9.0]",3754242,1,,,,,2.4361923,,Left Foot,,,,"[43.6, 19.9]",,Ground Pass,,16.812199,,,Steve Cook,3341.0,,,,,,1,From Throw In,Andrew Surman,3344.0,Left Defensive Midfield,5,AFC Bournemouth,28,['e1915461-6e31-4cba-827e-df99e86399e9'],35,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:35.550,Pass,
,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,f8442e98-78d7-49d3-81a2-dce8d9997b14,96,,"[42.8, 22.1]",3754242,1,,,,,1.5156038,,Right Foot,,,,"[44.8, 58.3]",,Ground Pass,,36.255207,,,Tommy Elphick,9626.0,,,,,,1,From Throw In,Steve Cook,3341.0,Left Center Back,5,AFC Bournemouth,28,['77118751-8979-47f8-8e59-8e059617d16f'],38,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:38.750,Pass,
,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,ee547e88-d283-41b0-835f-7e8816fdb447,99,,"[44.2, 54.6]",3754242,1,,,,,-2.0391946,,Right Foot,,,,"[35.7, 37.8]",,Ground Pass,,18.827906,,,Steve Cook,3341.0,,,,,,1,From Throw In,Tommy Elphick,9626.0,Right Center Back,5,AFC Bournemouth,28,['483bd8c0-6c4b-400c-abe2-97a27a6d3f6e'],41,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:41.707,Pass,
,,,,,,,,,,,,,,,,1.59094,,,,,,,,,,,,d2dc95d6-09db-4453-81fa-1dfd94202866,102,,"[35.1, 35.9]",3754242,1,,,,,-1.1672614,,Right Foot,,,,"[46.5, 9.2]",,Ground Pass,,29.03188,,,Andrew Surman,3344.0,,,,,,1,From Throw In,Steve Cook,3341.0,Left Center Back,5,AFC Bournemouth,28,['1af4fd55-4aaf-4c95-a6f7-cdd850901922'],44,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:44.315,Pass,
,,,,,,,,,,,,,,,,0.954514,,,,,,,,,,,,bd9f1fd6-b49a-465a-a06a-7c4cbb056a09,105,,"[75.5, 7.9]",3754242,1,,,,,-0.4162693,,Left Foot,,,,"[85.0, 3.7]",,Ground Pass,,10.387012,,,Charlie Daniels,3345.0,,,,,,1,From Throw In,Andrew Surman,3344.0,Left Defensive Midfield,5,AFC Bournemouth,28,['9cf46e03-4a23-42c7-9f0e-d63fe8df08fd'],51,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:51.220,Pass,
,,,,,,,,,,,,,,,,0.779569,,,,,,,,,,,,0a3a0e83-8f0a-47e3-b51d-d88025bf0411,108,,"[85.0, 3.7]",3754242,1,,,,,1.1254953,,Left Foot,,,,"[91.3, 16.9]",,Ground Pass,,14.626346,,,Marc Pugh,3646.0,,,,,,1,From Throw In,Charlie Daniels,3345.0,Left Back,5,AFC Bournemouth,28,['127b44d2-5d9e-4182-ae9a-f5af8c092dd5'],53,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:53.022,Pass,
,,,,,,,,,,,,,,,,1.091562,,,,,,,,,,,,c82077b9-1632-41c7-bfb2-7dadcbf4d529,112,,"[90.1, 22.2]",3754242,1,,,,,2.1182368,,Right Foot,,,,"[81.2, 36.8]",,Ground Pass,,17.098831,,,Lewis Grabban,9593.0,,,,,,1,From Throw In,Marc Pugh,3646.0,Left Midfield,5,AFC Bournemouth,28,"['3c6fdf8e-0ab4-43e0-bda7-4768d283faa7', '3f3a11ce-4e67-4f7b-bbe4-223232c1b01c']",55,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:55.013,Pass,True
,,,,,,,,,,,,,,,,1.102311,,,,,,,,,,,,3606bb76-57b0-45d7-a390-9b6c3e3395d9,115,,"[81.2, 39.0]",3754242,1,,,,,1.5031033,,Right Foot,,,,"[82.0, 50.8]",,Ground Pass,,11.827087,,,Junior Stanislas,3463.0,,,,,,1,From Throw In,Lewis Grabban,9593.0,Center Attacking Midfield,5,AFC Bournemouth,28,['ed56e725-db4a-489b-b32c-1bb02c221195'],57,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:57.097,Pass,
,,,,,,,,,,,,,,,,1.641385,,,,,,,,,,,,ee180f5e-c61c-4253-b7e0-3509238b9243,118,,"[80.5, 57.7]",3754242,1,,,,,0.98279375,,Right Foot,,,,"[93.7, 77.5]",,Ground Pass,,23.796638,Incomplete,,Simon Francis,3608.0,,,,,,1,From Throw In,Junior Stanislas,3463.0,Right Midfield,5,AFC Bournemouth,28,"['5c788ae3-f042-426f-9460-f9f07c97581a', 'f6d27ec9-4a40-45be-9da0-7c3f1332f49b']",59,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:59.593,Pass,
,,,,,,,,,,,,,,,,1.044292,,,,,,,,,,,,b64af84c-349c-461d-b995-8f749ae5ce9e,126,,"[69.6, 72.8]",3754242,2,,,,,0.5257685,,Right Foot,,,,"[77.7, 77.5]",,Ground Pass,,9.364828,,,Junior Stanislas,3463.0,,,,,,1,From Throw In,Simon Francis,3608.0,Right Back,5,AFC Bournemouth,28,['ae52500d-852b-421d-a6ad-75b3b868e283'],7,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:07.401,Pass,
,,,,,,,,,,,,,,,,0.671173,,,,,,,,,,,,d1cc3d38-d3a5-4ccc-97ed-0b890ab6180e,130,,"[78.7, 77.7]",3754242,2,,,,,-0.5479543,,Right Foot,,,,"[92.3, 69.4]",,Ground Pass,,15.932671,Incomplete,,Joshua King,3346.0,,,,,,1,From Throw In,Junior Stanislas,3463.0,Right Midfield,5,AFC Bournemouth,28,"['a78af7f6-cdca-4b74-a049-3fe3f630501f', 'a8a909bf-c590-414f-8bcd-efbb4af9480e', 'ddff9af4-78ed-40a4-bcd3-2e9cce35be1d']",9,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:09.212,Pass,True
,,,,,,,,,,,,,,,,0.403914,,,,,,,,,,,,b12b791d-707a-429c-beee-c6f5a0123bfa,135,,"[25.4, 6.0]",3754242,2,,,,,0.45830005,,Right Foot,,,,"[32.9, 9.7]",,Ground Pass,,8.363014,,,Nemanja Matić,3381.0,,,,,,1,Regular Play,Abdul Rahman Baba,12325.0,Left Back,6,Chelsea,33,"['0629d1ed-53a8-4073-b29e-78af0d5f3bdf', '7c784fe1-ac12-424e-8bda-4682831d9215']",10,,,,,,,,,,,,,,,,,Chelsea,33,00:02:10.859,Pass,True
,,,,,,,,,,,,,,,,0.91905,,,,,,,,,,,,d31a8790-ad7d-4107-946c-ace5ce429166,139,,"[32.5, 7.0]",3754242,2,,,,,3.0202405,,Left Foot,,,,"[24.3, 8.0]",,Ground Pass,,8.260751,,,Branislav Ivanović,5594.0,,,,,,1,Regular Play,Nemanja Matić,3381.0,Left Defensive Midfield,6,Chelsea,33,['db7b98b5-ca0a-4fdc-9e64-d65f103a3fb6'],13,,,,,,,,,,,,,,,,,Chelsea,33,00:02:13.132,Pass,
