50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8757df2a-6035-428b-97a5-702d894ac1a3,1,,,,3754201,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 6746, 'name': 'Gabriel Armando de Abreu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 6631, 'name': 'Mathieu Flamini'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 5581, 'name': 'Joel Nathaniel Campbell Samuels'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 28}, {'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Arsenal,1,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d7c6ca5a-c0bb-44ad-8834-cf43a7c8eb95,2,,,,3754201,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3970, 'name': 'Fraser Forster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 44}, {'player': {'id': 3329, 'name': 'Cédric Ricardo Alves Soares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 3272, 'name': 'Oriol Romeu Vidal'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3328, 'name': 'James Ward-Prowse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 3842, 'name': 'Shane Long'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Southampton,25,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,60a69041-8b21-46c6-b449-98466baeb40e,3,,,,3754201,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,['980d0ccb-ee19-4e4c-99c7-147fb52f0fa7'],0,,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,980d0ccb-ee19-4e4c-99c7-147fb52f0fa7,4,,,,3754201,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,['60a69041-8b21-46c6-b449-98466baeb40e'],0,,,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3e9785c1-caf3-4b2e-915d-0de3fb4f5373,1888,,,,3754201,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,115,Arsenal,1,['887c5a16-4337-4398-8547-661950168826'],0,,,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,887c5a16-4337-4398-8547-661950168826,1889,,,,3754201,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,115,Arsenal,1,['3e9785c1-caf3-4b2e-915d-0de3fb4f5373'],0,,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.539756,,,,,,,,,,,,,51eca409-0f24-4b94-b20b-01900e455398,5,,,"[61.0, 40.1]",3754201,0,,,,,1.731559,,Right Foot,,,,"[60.4, 43.8]",Ground Pass,,3.748333,,,Shane Long,3842.0,,,,,,Kick Off,1,From Kick Off,Sadio Mané,3629.0,Center Attacking Midfield,2,Southampton,25,['1e9d099e-4d38-4e61-aa98-1a0a272864f0'],0,,,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.209,Pass,
,,,,,,,,,,,,,,,,,1.086956,,,,,,,,,,,,,252a304e-a0c4-43ba-857d-e8eac70b1b13,8,,,"[59.9, 43.0]",3754201,0,,,,,-2.5727448,,Right Foot,,,,"[47.7, 35.2]",Ground Pass,,14.480331,,,Oriol Romeu Vidal,3272.0,,,,,,,1,From Kick Off,Shane Long,3842.0,Center Forward,2,Southampton,25,['50c11b68-a1de-41ad-8c8e-801e481bca3c'],0,,,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.788,Pass,
,,,,,,,,,,,,,,,,,1.470011,,,,,,,,,,,,,b5be0b3e-2da7-49d7-8652-94b5ac4cfc9d,11,,,"[45.6, 35.2]",3754201,0,,,,,-2.3561945,,Right Foot,,,,"[32.6, 22.2]",Ground Pass,,18.384777,,,Virgil van Dijk,3669.0,,,,,,,1,From Kick Off,Oriol Romeu Vidal,3272.0,Left Defensive Midfield,2,Southampton,25,['3fafe0f2-6dbf-4830-9ac5-3e3efaa208d6'],2,,,,,,,,,,,,,,,,,,,Southampton,25,00:00:02.659,Pass,
,,,,,,,,,,,,,,,,,4.351984,,,,,,,,,,,,,c2287103-ea72-4384-b2d7-a103e0193ecc,14,,,"[35.4, 21.8]",3754201,0,,,,,0.118589856,,Right Foot,,,,"[105.9, 30.2]",High Pass,,70.998665,Incomplete,,Shane Long,3842.0,,,,Through Ball,True,,1,From Kick Off,Virgil van Dijk,3669.0,Left Center Back,2,Southampton,25,"['600622a3-f461-4bf0-944b-4c9d0d7253e8', 'c9e9a1f3-0291-49dc-ae78-57bf59e2a1cd']",8,,,,,,,,,,,,,,,,,,,Southampton,25,00:00:08.147,Pass,
