50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,de53a31a-39ba-4c56-8fc7-d1786e2e919b,1,,,,3754114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Crystal Palace,31,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3488, 'name': 'Wayne Hennessey'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3443, 'name': 'Joel Ward'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3693, 'name': 'Damien Delaney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 5489, 'name': 'Mile Jedinak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 42}, {'player': {'id': 3507, 'name': 'Wilfried Zaha'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 3326, 'name': 'Chung-Yong Lee'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 9641, 'name': 'Fraizer Campbell'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Crystal Palace,31,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,42d1cb00-d1ce-4c67-8e50-a2c8c19d3cba,2,,,,3754114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Crystal Palace,31,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 5594, 'name': 'Branislav Ivanović'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3456, 'name': 'Kurt Happy Zouma'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 20287, 'name': 'John Terry'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 3957, 'name': 'César Azpilicueta Tanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 5475, 'name': 'John Michael Nchekwube Obinna'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 3472, 'name': 'Willian Borges da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 40122, 'name': 'Oscar dos Santos Emboaba Júnior'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Chelsea,33,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9f979df8-6af3-4a26-8db0-007f7fc29062,3,,,,3754114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Crystal Palace,31,['808c54f8-3958-41b3-bda1-c59c30fc1c47'],0,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,808c54f8-3958-41b3-bda1-c59c30fc1c47,4,,,,3754114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Crystal Palace,31,['9f979df8-6af3-4a26-8db0-007f7fc29062'],0,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bbcf0646-93bf-4839-93aa-e57cd3daca4a,1771,,,,3754114,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,91,Crystal Palace,31,['9f35477b-343b-431b-9b38-a063d5804730'],0,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9f35477b-343b-431b-9b38-a063d5804730,1772,,,,3754114,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,91,Crystal Palace,31,['bbcf0646-93bf-4839-93aa-e57cd3daca4a'],0,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.514725,,,,,,,,,,,,,7fccc441-c109-4ce6-90ef-2aaa06e9dfd2,5,,,"[61.0, 40.1]",3754114,0,,,,,1.8622531,,Right Foot,,,,"[60.4, 42.1]",,Ground Pass,,2.0880613,,,,,Oscar dos Santos Emboaba Júnior,40122.0,,,,,,Kick Off,1,From Kick Off,Diego da Silva Costa,5198.0,Center Forward,2,Chelsea,33,['d3390df3-717d-4a56-8d50-9d8b14b85874'],0,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.245,Pass,
,,,,,,,,,,,,,,,,,,1.493064,,,,,,,,,,,,,749b1643-1a10-429d-bb2d-35ee8e7ef33b,8,,,"[60.4, 42.4]",3754114,0,,,,,-2.624774,,Right Foot,,,,"[46.5, 34.5]",,Ground Pass,,15.988121,,,,,John Michael Nchekwube Obinna,5475.0,,,,,,,1,From Kick Off,Oscar dos Santos Emboaba Júnior,40122.0,Center Attacking Midfield,2,Chelsea,33,['1af0fb17-cfec-4aa9-bd46-7c75967f2a0a'],0,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.776,Pass,
,,,,,,,,,,,,,,,,,,1.807982,,,,,,,,,,,,,084f6229-f7ca-45c7-8a3d-2cd032c9f168,11,,,"[46.5, 34.5]",3754114,0,,,,,-2.8730705,,Right Foot,,,,"[31.6, 30.4]",,Ground Pass,,15.453802,,,,,John Terry,20287.0,,,,,,,1,From Kick Off,John Michael Nchekwube Obinna,5475.0,Left Center Midfield,2,Chelsea,33,['8ae970ab-3017-4cdf-bb26-f06c19ae6560'],2,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:02.285,Pass,
,,,,,,,,,,,,,,,,,,2.786449,,,,,,,,,,,,,e6fd9055-8fc3-4506-8d89-3a529d6afd36,13,,,"[31.6, 30.4]",3754114,0,,,,,3.1415927,,Left Foot,,,,"[5.8, 30.4]",,Ground Pass,,25.8,,,,,Thibaut Courtois,3509.0,,,,,,,1,From Kick Off,John Terry,20287.0,Left Center Back,2,Chelsea,33,['0e1fd0c1-669b-46b9-9819-d904f954dfea'],4,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:04.093,Pass,
