bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.965075,,,,,,,,,,,,,30e1a80e-1ea9-4e85-8f31-788d4bc63653,2512,,"[25.6, 38.8]",3754092,67,,,,,2.675494,,Left Foot,,,,"[9.3, 47.0]",,Ground Pass,,18.24637,,,Asmir Begović,3339.0,,,,,,,2,From Keeper,John Terry,20287.0,Left Center Back,149,Chelsea,33,['437c86f9-4a8b-482a-85f3-f379c88c03af'],20,,,,,,,,,,,,,,,,,,Chelsea,33,00:22:20.779,Pass,
,,,,,,,,,,,,,,3.710203,,,,,,,,,,,,,587a5542-0ab7-4eb5-b950-fc721723bb7d,2516,,"[10.8, 50.1]",3754092,67,,,,,0.2710353,,Right Foot,,,,"[69.1, 66.3]",,High Pass,,60.508926,Incomplete,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,From Keeper,Asmir Begović,3339.0,Goalkeeper,149,Chelsea,33,"['80358422-3bc1-43e4-a35f-681270447297', 'a5906159-4ffc-498a-8d0a-3eb329a1f22c', 'ef428506-8592-4ffe-9fac-07c4250fb585']",24,,,,,,,,,,,,,,,,,,Chelsea,33,00:22:24.141,Pass,True
,,,,,,,,,,,,,,3.129078,,,,,,,,,,,,,297d9685-4ce4-4ad1-8dbd-c62a8f4d3b0f,2523,,"[53.5, 58.7]",3754092,67,,,,,-1.972667,,Left Foot,,,,"[43.3, 34.7]",,Ground Pass,,26.077576,,,John Terry,20287.0,,,,,,,2,From Keeper,John Michael Nchekwube Obinna,5475.0,Right Defensive Midfield,149,Chelsea,33,"['88200a13-b244-4e87-a420-aef0bc5e83ae', 'f6dae40a-beed-4b6f-8aa3-d68e8c250803']",30,,,,,,,,,,,,,,,,,,Chelsea,33,00:22:30.419,Pass,True
,,,,,,,,,,,,,,1.774116,,,,,,,,,,,,,7a63aed6-e8b1-486f-ac94-85d690356c41,2526,,"[43.3, 33.8]",3754092,67,,,,,-0.7788337,,Left Foot,,,,"[66.3, 11.1]",,Low Pass,,32.315475,,,Willian Borges da Silva,3472.0,,,,,,,2,From Keeper,John Terry,20287.0,Left Center Back,149,Chelsea,33,['9f8ae10f-a17a-4a72-9b60-917eabb841e2'],33,,,,,,,,,,,,,,,,,,Chelsea,33,00:22:33.708,Pass,
,,,,,,,,,,,,,,2.424503,,,,,,,,,,,,,99dfa263-4cb3-4875-b934-da111a562f8b,2529,,"[67.8, 15.4]",3754092,67,,,,,1.0063866,,Right Foot,,,,"[96.1, 60.1]",,High Pass,,52.905388,Incomplete,,Diego da Silva Costa,5198.0,,,True,,,,2,From Keeper,Willian Borges da Silva,3472.0,Right Wing,149,Chelsea,33,"['5743c5bd-3e35-453b-910f-927b1cc7c188', 'd3684e2b-8464-4c20-a44f-14d11844a1cb']",39,,,,,,,,,,,,,,,,,,Chelsea,33,00:22:39.385,Pass,
,,,,,,,,,,,,,,1.735136,,,,,,,,,,,,,07937eda-d345-488f-9118-230f0f269195,2532,,"[90.1, 80.0]",3754092,67,,,,,-1.4074302,,,,,,"[91.6, 70.9]",,Low Pass,,9.222797,,,Francesc Fàbregas i Soler,3478.0,,,,,,Throw-in,2,From Throw In,Branislav Ivanović,5594.0,Right Back,150,Chelsea,33,['4b7d9f34-0f5e-4304-8916-7933626c89c4'],49,,,,,,,,,,,,,,,,,,Chelsea,33,00:22:49.060,Pass,
,,,,,,,,,,,,,,1.201398,,,,,,,,,,,,,3a9b6072-17bc-4a8c-bc19-b7d5c76ec769,2535,,"[91.9, 70.9]",3754092,67,,,,,2.6596544,,Right Foot,,,,"[85.4, 74.3]",,Ground Pass,,7.33553,,,Eden Hazard,3621.0,,,,,,,2,From Throw In,Francesc Fàbregas i Soler,3478.0,Center Attacking Midfield,150,Chelsea,33,['267865f4-a4bb-43d9-88af-de52118609ea'],51,,,,,,,,,,,,,,,,,,Chelsea,33,00:22:51.394,Pass,
,,,,,,,,,,,,,,1.196659,,,,,,,,,,,,,7e2d3fab-6c2e-4047-bd93-b2ab6e96cb0c,2538,,"[86.0, 74.8]",3754092,67,,,,,0.44237423,,Right Foot,,,,"[93.6, 78.4]",,Ground Pass,,8.409518,,,Branislav Ivanović,5594.0,,,,,,,2,From Throw In,Eden Hazard,3621.0,Left Wing,150,Chelsea,33,['8f2d308a-ead0-40d9-a860-40c5b79fb542'],54,,,,,,,,,,,,,,,,,,Chelsea,33,00:22:54.217,Pass,
,,,,,,,,,,,,,,1.759815,,,,,,,,,,,,,209ba010-2d7f-4622-846c-02fe0b62515c,2541,,"[93.6, 77.8]",3754092,67,,,,,-2.175576,,Right Foot,,,,"[79.5, 57.4]",,Ground Pass,,24.798588,,,Nemanja Matić,3381.0,,,,,,,2,From Throw In,Branislav Ivanović,5594.0,Right Back,150,Chelsea,33,['9b84383c-67b9-443c-8bfc-72392535ee2a'],58,,,,,,,,,,,,,,,,,,Chelsea,33,00:22:58.457,Pass,
,,,,,,,,,,,,,,2.01671,,,,,,,,,,,,,2aabf616-7f6a-43f5-85ad-23e2e99d45c0,2544,,"[80.2, 57.4]",3754092,68,,,,,-1.2913657,,Left Foot,,,,"[93.6, 10.7]",,Low Pass,,48.58446,,,César Azpilicueta Tanco,3957.0,,,True,,,,2,From Throw In,Nemanja Matić,3381.0,Left Defensive Midfield,150,Chelsea,33,['5508a383-7e28-4b8e-9d12-06a9e97a6243'],1,,,,,,,,,,,,,,,,,,Chelsea,33,00:23:01.127,Pass,
,,,,,,,,,,,,,,1.064469,,,,,,,,,,,,,20067d37-9204-41f4-9383-33eec7d959c3,2547,,"[93.6, 10.7]",3754092,68,,,,,1.6582019,,Right Foot,,,,"[91.9, 30.1]",,Ground Pass,,19.474342,,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,From Throw In,César Azpilicueta Tanco,3957.0,Left Back,150,Chelsea,33,['4377e016-960b-4ac3-8f23-f4d26c80ee77'],4,,,,,,,,,,,,,,,,,,Chelsea,33,00:23:04.877,Pass,
,,,,,,,,,,,,,,0.586007,,,,,,,,,,,,,aa1ef5f5-957c-4df5-a99e-77a8a627b0c9,2549,,"[92.3, 30.8]",3754092,68,,,,,-1.5131679,,Right Foot,,,,"[92.9, 20.4]",,Low Pass,,10.417294,,,Nemanja Matić,3381.0,,,,,,,2,From Throw In,Francesc Fàbregas i Soler,3478.0,Center Attacking Midfield,150,Chelsea,33,['94943291-75f0-481b-adc8-21f5f54d7819'],5,,,,,,,,,,,,,,,,,,Chelsea,33,00:23:05.941,Pass,
,,,,,,,,,,,,,,2.105733,,,,,,,,,,,,,1bc33888-28db-409f-944b-5f3668af832c,2553,,"[27.6, 80.0]",3754092,68,,,,,-0.42390418,,,,,,"[55.3, 67.5]",,High Pass,,30.389801,Incomplete,,Erik Lamela,3585.0,,,,,,Throw-in,2,From Throw In,Kyle Walker,3205.0,Right Back,151,Tottenham Hotspur,38,"['01eab0d1-a100-400f-9ffa-a4262ed30706', 'ad8a0abb-fa07-4950-991b-c165058cfe9b']",21,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:23:21.668,Pass,
,,,,,,,,,,,,,,1.504165,,,,,,,,,,,,,ad8a0abb-fa07-4950-991b-c165058cfe9b,2555,,"[64.8, 12.6]",3754092,68,,,,,0.8698125,,Head,,,,"[76.7, 26.7]",,Low Pass,,18.450474,,,Willian Borges da Silva,3472.0,,,,,,Interception,2,From Throw In,César Azpilicueta Tanco,3957.0,Left Back,151,Tottenham Hotspur,38,"['1bc33888-28db-409f-944b-5f3668af832c', 'f8ee7617-091b-439e-a810-07261f76b10a']",23,,,,,,,,,,,,,,,,,,Chelsea,33,00:23:23.774,Pass,
,,,,,,,,,,,,,,0.213466,,,,,,,,,,,,,f68d04ab-cf7a-46c1-8b5e-6b93f6d09d61,2558,,"[70.6, 24.5]",3754092,68,,,,,-2.3561945,,Right Foot,,,,"[67.4, 21.3]",,Ground Pass,,4.5254836,Incomplete,,Nemanja Matić,3381.0,,,,,,,2,From Throw In,Willian Borges da Silva,3472.0,Right Wing,151,Tottenham Hotspur,38,"['4ae48349-1608-424b-a604-2d56daa69193', '51728157-0620-4a2f-bbef-40108b497f51']",25,,,,,,,,,,,,,,,,,,Chelsea,33,00:23:25.672,Pass,
,,,,,,,,,,,,,,0.200159,,,,,,,,,,,,,6c09764c-79ad-400f-ac44-4702fc9a08cd,2562,,"[63.9, 25.8]",3754092,68,,,,,1.7033478,,Right Foot,,,,"[63.5, 28.8]",,Low Pass,,3.026549,Incomplete,,Eden Hazard,3621.0,,,,,,Recovery,2,From Throw In,Nemanja Matić,3381.0,Left Defensive Midfield,151,Tottenham Hotspur,38,"['0272ef9f-1c51-4480-8eb4-95029e11cb50', '3983bd1c-e73a-4c9a-9789-a14de29c9842', '89534ec5-b031-4453-891a-c95b67bbc309']",27,,,,,,,,,,,,,,,,,,Chelsea,33,00:23:27.265,Pass,True
,,,,,,,,,,,,,,1.999622,,,,,,,,,,,,,db7ff892-d8e2-45f0-84ee-1b753f66929d,2565,,"[47.7, 42.8]",3754092,68,,,,,-1.8568478,,Left Foot,,,,"[41.2, 20.7]",,High Pass,,23.036058,,,Danny Rose,3594.0,,,,,,Recovery,2,From Throw In,Mousa Sidi Yaya Dembélé,3037.0,Left Center Midfield,151,Tottenham Hotspur,38,['2eb34ea6-d645-43c4-85a4-12b88c116bfd'],29,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:23:29.197,Pass,
,,,,,,,,,,,,,,1.838062,,,,,,,,,,,,,a5333f06-ded0-4172-8737-6bcbf34d1c88,2568,,"[41.2, 20.9]",3754092,68,,,,,1.859564,,Left Foot,,,,"[34.1, 44.8]",,Ground Pass,,24.932308,,,Toby Alderweireld,20005.0,,,,,,,2,From Throw In,Danny Rose,3594.0,Left Back,151,Tottenham Hotspur,38,['38dc6779-22c1-4917-b436-1d83adcc1377'],34,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:23:34.969,Pass,
,,,,,,,,,,,,,,0.785742,,,,,,,,,,,,,b9e363d0-16a8-4646-9ff7-c15eab368f0e,2571,,"[34.1, 44.3]",3754092,68,,,,,0.18109265,,Right Foot,,,,"[41.2, 45.6]",,Ground Pass,,7.218033,,,Eric Dier,10956.0,,,,,,,2,From Throw In,Toby Alderweireld,20005.0,Right Center Back,151,Tottenham Hotspur,38,['c52b1e09-2e0d-43b3-8eb2-44da0e81f84f'],38,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:23:38.073,Pass,
,,,,,,,,,,,,,,1.213506,,,,,,,,,,,,,196e916e-da88-4de3-aa6f-c0e9757f7c73,2575,,"[48.4, 49.1]",3754092,68,,,,,1.9670973,,Right Foot,,,,"[42.5, 63.2]",,Ground Pass,,15.284633,,,Kyle Walker,3205.0,,,,,,,2,From Throw In,Eric Dier,10956.0,Right Center Midfield,151,Tottenham Hotspur,38,"['8c27f906-0624-4f9e-babe-ac0064b6d04e', 'f3a96e36-e4b5-48ee-8bab-29f70752fed5']",43,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:23:43.561,Pass,True
,,,,,,,,,,,,,,2.076573,,,,,,,,,,,,,9a089a98-ad04-4dfc-aaf0-71837ceb4910,2578,,"[42.5, 62.5]",3754092,68,,,,,0.37675264,,Right Foot,,,,"[65.5, 71.6]",,Low Pass,,24.734793,,,Eric Dier,10956.0,,,,,,,2,From Throw In,Kyle Walker,3205.0,Right Back,151,Tottenham Hotspur,38,['9a4df827-ace0-4182-9c3b-252a11c734f6'],45,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:23:45.638,Pass,
,,,,,,,,,,,,,,0.013213,,,,,,,,,,,,,606eba56-8ea0-48ec-92e6-6c35be97e01d,2582,,"[65.5, 71.2]",3754092,68,,,,,0.0,,Right Foot,,,,"[65.9, 71.2]",,Low Pass,,0.4,Incomplete,,,,,,,,,,2,From Throw In,Eric Dier,10956.0,Right Center Midfield,151,Tottenham Hotspur,38,"['0bd5889b-db73-489b-95ac-6d27ec171794', '39099758-8110-4c33-a1d0-382208e9cb77']",48,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:23:48.238,Pass,True
,,,,,,,,,,,,,,2.334058,,,,,,,,,,,,,1539cf6e-f4b9-4c33-986b-e7979dad618d,2584,,"[71.8, 80.0]",3754092,69,,,,,-0.8012071,,,,,,"[96.7, 54.3]",,High Pass,,35.784073,,,Harry Kane,10955.0,,,,,,Throw-in,2,From Throw In,Kyle Walker,3205.0,Right Back,152,Tottenham Hotspur,38,['2b9a9308-8df6-416b-b818-6a3218c2026d'],7,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:24:07.371,Pass,
,,,,,,,,,,,,,,1.297821,,,,,,,,,,,,,f38fe491-ad4d-454a-888e-6d6ec967f526,2592,,"[44.4, 36.6]",3754092,69,,,,True,0.9894161,,,,,,"[49.0, 43.6]",,High Pass,,8.376157,,,Eden Hazard,3621.0,,,,,,Recovery,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Center Attacking Midfield,153,Chelsea,33,"['2da353ca-8557-465e-a752-0927e327b891', '742f1344-8d60-4294-bc48-37ba0cdbc0cf', 'f4405286-d69d-4bc0-a67a-cdf33492cd40']",13,,,,,,,,,,,,,,,,,,Chelsea,33,00:24:13.705,Pass,True
,,,,,,,,,,,,,,1.57202,,,,,,,,,,,,,812797a0-50fc-44ce-975d-09be6287fca3,2600,,"[78.0, 73.0]",3754092,69,,,,,-0.7853982,3330985a-7eb6-46d3-b301-0dd4cea73b07,Right Foot,,,,"[107.9, 43.1]",,High Pass,,42.284985,,,Branislav Ivanović,5594.0,True,,,,,Free Kick,2,From Free Kick,Francesc Fàbregas i Soler,3478.0,Center Attacking Midfield,154,Chelsea,33,['12709afa-8abb-4774-a013-9d89f8b9f246'],45,,,,,,,,,,,,,,,,,,Chelsea,33,00:24:45.644,Pass,
,,,,,,,,,,,,,,3.626474,,,,,,,,,,,,,8611004d-4f5b-4f5d-88b7-b3495a1eeecb,2604,,"[6.0, 36.0]",3754092,70,,,,,-0.18479735,,Left Foot,,,,"[71.8, 23.7]",,High Pass,,66.93975,,,Harry Kane,10955.0,,,,,,Goal Kick,2,From Goal Kick,Hugo Lloris,3099.0,Goalkeeper,155,Tottenham Hotspur,38,['1cc3ea44-5f36-4f45-b82e-44c5934e2ab0'],12,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:25:12.358,Pass,
,,,,,,,,,,,,,,2.429635,,,,,,,,,,,,,de3c2070-3be7-4ab8-bfc2-4eea81a80f5e,2607,,"[71.8, 23.7]",3754092,70,,,,True,-0.33455214,,,,,,"[92.8, 16.4]",,High Pass,,22.232634,,,Christian Dannemann Eriksen,3043.0,,,,,,,2,From Goal Kick,Harry Kane,10955.0,Center Forward,155,Tottenham Hotspur,38,"['3ea0bd8f-fcdf-4c7a-aa70-5ba56b30ae95', 'f1d4f657-b2b5-454c-b492-7dbe16cb9088']",16,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:25:16.024,Pass,True
,,,,,,,,,,,,,,1.733333,,,,,,,,,,,,,023df10c-ede9-438e-8899-932dcdeee1a6,2613,,"[95.0, 15.3]",3754092,71,,,,,1.1796995,,Left Foot,True,,,"[107.7, 46.1]",,High Pass,,33.315613,Incomplete,,Eric Dier,10956.0,,,,,,Free Kick,2,From Free Kick,Erik Lamela,3585.0,Left Wing,156,Tottenham Hotspur,38,"['125ff396-daa9-4c4c-a6ba-c67adb498f43', 'df5c90da-335f-495b-88e1-fa276e2d8389']",2,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:26:02.144,Pass,
,,,,,,,,,,,,,,0.937855,,,,,,,,,,,,,c674ac5d-1ced-4939-adc2-b4df38530a19,2616,,"[120.0, 80.0]",3754092,71,,,,,-1.8565264,,Left Foot,,,,"[110.1, 46.3]",,High Pass,True,35.124065,Incomplete,,,,,,,Inswinging,,Corner,2,From Corner,Erik Lamela,3585.0,Left Wing,157,Tottenham Hotspur,38,['5f7adc86-9b63-4590-a63d-d729c0f3938f'],33,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:26:33.814,Pass,
,,,,,,,,,,,,,,1.859438,,,,,,,,,,,,,62cbf3a2-257a-4d26-8509-9e571babd3d5,2619,,"[88.9, 37.8]",3754092,71,,,,True,1.152572,,,,,,"[92.1, 45.0]",,High Pass,,7.879086,,,Christian Dannemann Eriksen,3043.0,,,,,,Recovery,2,From Corner,Mousa Sidi Yaya Dembélé,3037.0,Left Center Midfield,157,Tottenham Hotspur,38,"['0ae2870a-5d59-4db4-91cc-9d202efae7b0', '4b962e1c-29d7-4e2f-a0a7-d4eb9c49e727']",37,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:26:37.335,Pass,True
,,,,,,,,,,,,,,0.991524,,,,,,,,,,,,,c6cdb8e5-9493-491a-90cb-82057b0b6686,2621,,"[91.7, 43.7]",3754092,71,,,,True,-0.8050035,,,,,,"[96.7, 38.5]",,High Pass,,7.2138753,Incomplete,,Eric Dier,10956.0,,,,,,,2,From Corner,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,157,Tottenham Hotspur,38,"['093efe8e-73d8-4992-8258-3e7ee7574dff', '149a0b89-1575-48cf-a9ff-0f13e0b2121e', '810f314c-35a4-4425-aef3-2af72b420124']",39,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:26:39.255,Pass,True
,,,,,,,,,,,,,,3.887951,,,,,,,,,,,,,407904e3-855a-4b84-9a0f-d302ba62a6ad,2627,,"[86.7, 29.8]",3754092,71,,,,,-0.7294222,,Left Foot,,,,"[111.2, 7.9]",,Ground Pass,,32.861225,,,Harry Kane,10955.0,,,,,,,2,From Corner,Danny Rose,3594.0,Left Back,157,Tottenham Hotspur,38,['3a576f50-420b-4592-add4-786252903733'],43,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:26:43.389,Pass,
,,,,,,,,,,,,,,0.136633,,,,,,,,,,,,,9a0edf67-cb29-4cf0-922c-14aa98f10a22,2631,,"[111.2, 8.1]",3754092,71,,,,,1.8370484,,Left Foot,,,,"[110.6, 10.3]",,Ground Pass,,2.280351,Incomplete,,,,,,,,,,2,From Corner,Harry Kane,10955.0,Center Forward,157,Tottenham Hotspur,38,"['8c174c62-d3e2-4809-bf4f-bbe6f28a5683', '94279048-c223-4e9d-9861-11ac80b18568']",47,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:26:47.350,Pass,True
,,,,,,,,,,,,,,3.402321,,,,,,,,,,,,,b37c5a13-c2e4-4687-b247-029f3a4d4531,2633,,"[120.0, 0.1]",3754092,72,,,,,1.9513026,,Left Foot,,,,"[101.2, 47.1]",,High Pass,,50.62055,Incomplete,True,,,,,True,Outswinging,,Corner,2,From Corner,Erik Lamela,3585.0,Left Wing,158,Tottenham Hotspur,38,['872edafa-156f-47b7-aa01-df188219a345'],16,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:27:16.974,Pass,
,,,,,,,,,,,,,,3.867859,,,,,,,,,,,,,3b1b8ada-d43e-4f63-82a7-cf09ceb34017,2639,,"[7.0, 44.1]",3754092,72,,,,,0.09823352,,Right Foot,,,,"[76.0, 50.9]",,High Pass,,69.33426,,,Diego da Silva Costa,5198.0,,,,,,Goal Kick,2,From Goal Kick,Asmir Begović,3339.0,Goalkeeper,160,Chelsea,33,['685d87f4-3d6a-488b-bf74-0966c72f42b9'],44,,,,,,,,,,,,,,,,,,Chelsea,33,00:27:44.918,Pass,
,,,,,,,,,,,,,,1.870336,,,,,,,,,,,,,5a1ed833-c178-4035-b388-9a8d2cf1b0fc,2641,,"[76.0, 50.9]",3754092,72,,,,True,-1.5707964,,,,,,"[76.0, 40.8]",,Low Pass,,10.1,Incomplete,,Willian Borges da Silva,3472.0,,,,,,,2,From Goal Kick,Diego da Silva Costa,5198.0,Center Forward,160,Chelsea,33,"['2f39e7dd-ce47-4cd2-9f4d-3e7f99e924c7', '909544df-ee2a-4f4a-a6bb-8a25f98f2326', '952f50e1-2a57-4de4-97fb-35160e8cb163']",48,,,,,,,,,,,,,,,,,,Chelsea,33,00:27:48.881,Pass,True
,,,,,,,,,,,,,,1.917649,,,,,,,,,,,,,909544df-ee2a-4f4a-a6bb-8a25f98f2326,2644,,"[44.1, 39.3]",3754092,72,,,,,-3.1232462,,Head,,,,"[33.2, 39.1]",,Low Pass,,10.9018345,,,Kyle Walker,3205.0,,,,,,Recovery,2,Regular Play,Erik Lamela,3585.0,Left Wing,161,Tottenham Hotspur,38,"['5a1ed833-c178-4035-b388-9a8d2cf1b0fc', 'e686df56-262c-405c-b051-611c320c62d5']",50,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:27:50.751,Pass,
,,,,,,,,,,,,,,3.434117,,,,,,,,,,,,,b32004ac-e9ed-470e-b565-39984a04de8e,2647,,"[33.9, 43.2]",3754092,72,,,,,-0.33571938,,Right Foot,,,,"[85.2, 25.3]",,High Pass,,54.333233,Incomplete,,Harry Kane,10955.0,,,,,,,2,Regular Play,Kyle Walker,3205.0,Right Back,161,Tottenham Hotspur,38,"['b015f17e-44c8-4a53-9bed-da06aec19798', 'b972f9b0-418a-499b-a702-fa461dcc1ad3']",52,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:27:52.844,Pass,
,,,,,,,,,,,,,,3.040895,,,,,,,,,,,,,c247c630-bef4-478b-af1d-3b7efcdcebc0,2653,,"[56.1, 43.8]",3754092,73,,,,,-0.5191461,,Right Foot,,,,"[92.5, 23.0]",,High Pass,,41.92374,Incomplete,,César Azpilicueta Tanco,3957.0,,,,,,Free Kick,2,From Free Kick,Francesc Fàbregas i Soler,3478.0,Center Attacking Midfield,162,Chelsea,33,"['3b141623-8df9-4ca4-8aaf-80d5ba2c385b', 'c9815d5b-bcef-435c-88cb-aa0b0a127a8f']",7,,,,,,,,,,,,,,,,,,Chelsea,33,00:28:07.926,Pass,
,,,,,,,,,,,,,,1.361314,,,,,,,,,,,,,68ad448c-d9b9-47fb-9f80-0cc513ae235e,2658,,"[27.6, 57.1]",3754092,73,,,,,0.50486135,,Right Foot,,,,"[42.8, 65.5]",,Ground Pass,,17.366634,,,Erik Lamela,3585.0,,,,,,,2,Regular Play,Kyle Walker,3205.0,Right Back,163,Tottenham Hotspur,38,"['40aaa73d-2e14-4a16-87b3-71b4c5d84d2f', '82be9d46-91f7-4d19-85c9-931d75dbd432']",11,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:28:11.765,Pass,True
,,,,,,,,,,,,,,1.308951,,,,,,,,,,,,,b6fcf360-b852-41f1-a40f-851011fb0b03,2661,,"[42.8, 65.5]",3754092,73,,,,,-1.4615555,,Left Foot,,,,"[44.5, 50.0]",,Ground Pass,,15.592947,,,Mousa Sidi Yaya Dembélé,3037.0,,,,,,,2,Regular Play,Erik Lamela,3585.0,Left Wing,163,Tottenham Hotspur,38,['59f4baf1-0892-4725-9c46-bd112f69ab76'],14,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:28:14.127,Pass,
,,,,,,,,,,,,,,1.337468,,,,,,,,,,,,,558768b3-75ba-41eb-9399-547be58c6337,2668,,"[54.6, 37.3]",3754092,73,,,,,1.3125441,,Right Foot,,,,"[57.4, 47.9]",,Ground Pass,,10.963576,,,John Michael Nchekwube Obinna,5475.0,,,,,,,2,Regular Play,Nemanja Matić,3381.0,Left Defensive Midfield,164,Chelsea,33,['81119e41-4e33-4f5f-9e24-05eba5e81ad8'],19,,,,,,,,,,,,,,,,,,Chelsea,33,00:28:19.194,Pass,
,,,,,,,,,,,,,,1.034842,,,,,,,,,,,,,424cdf2c-b5ee-4f49-81a9-d1545bb215c2,2671,,"[65.6, 55.3]",3754092,73,,,,,2.4483695,,Right Foot,,,,"[59.1, 60.7]",,Ground Pass,,8.450444,,,Eden Hazard,3621.0,,,,,,,2,Regular Play,John Michael Nchekwube Obinna,5475.0,Right Defensive Midfield,164,Chelsea,33,['d92d3fee-f2b4-4851-ae96-97adc31163c2'],21,,,,,,,,,,,,,,,,,,Chelsea,33,00:28:21.446,Pass,
,,,,,,,,,,,,,,1.073711,,,,,,,,,,,,,2025a42a-c46d-45a1-905f-8ce3bedff936,2674,,"[75.6, 40.1]",3754092,73,,,,,-0.45545107,,Right Foot,,,,"[85.4, 35.3]",,Ground Pass,,10.912378,,,Diego da Silva Costa,5198.0,,,,,,,2,Regular Play,Eden Hazard,3621.0,Left Wing,164,Chelsea,33,['2c819792-c72a-4e2e-8b3c-9e40fcbadd38'],27,,,,,,,,,,,,,,,,,,Chelsea,33,00:28:27.227,Pass,
,,,,,,,,,,,,,,1.385297,,,,,,,,,,,,,ab311ffa-fd2c-4086-b2dc-ff3cee561b7d,2677,,"[85.4, 36.6]",3754092,73,,,,,0.66042477,,Right Foot,,,,"[96.6, 45.3]",,Ground Pass,,14.182031,Incomplete,,Eden Hazard,3621.0,,,,,,,2,Regular Play,Diego da Silva Costa,5198.0,Center Forward,164,Chelsea,33,"['766d94eb-4f82-4b95-bd15-e5cd667f491b', '87a9b6db-81cc-48a8-b1d9-147808668d0f']",28,,,,,,,,,,,,,,,,,,Chelsea,33,00:28:28.951,Pass,
,,,,,,,,,,,,,,1.706533,,,,,,,,,,,,,32b7fe46-b96c-4956-8746-c20ad04b7652,2682,,"[73.0, 23.9]",3754092,73,,,,,-0.5404195,,Right Foot,,,,"[86.0, 16.1]",,Ground Pass,,15.160475,,,Willian Borges da Silva,3472.0,,,,,,,2,Regular Play,César Azpilicueta Tanco,3957.0,Left Back,164,Chelsea,33,['a8aef870-0a32-4253-80da-d6a6dc19dd3b'],33,,,,,,,,,,,,,,,,,,Chelsea,33,00:28:33.715,Pass,
,,,,,,,,,,,,,,0.755002,,,,,,,,,,,,,cefd2687-2cbb-42c9-907b-d2c19f886193,2685,,"[91.0, 15.4]",3754092,73,,,,,1.205049,,Right Foot,,,,"[96.4, 29.5]",,Ground Pass,,15.098676,,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,Regular Play,Willian Borges da Silva,3472.0,Right Wing,164,Chelsea,33,['aa9bedb7-7a82-4af3-95cd-bcf874680c97'],37,,,,,,,,,,,,,,,,,,Chelsea,33,00:28:37.033,Pass,
