bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,725d2a3d-5068-445c-8c56-67f2bacc2ee5,1,,,3754038,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4808, 'name': 'Andre Wisdom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3576, 'name': 'Martin Olsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 16334, 'name': 'Graham Dorrans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 12}, {'player': {'id': 9593, 'name': 'Lewis Grabban'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Norwich City,56,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e694f095-b383-4e00-ad20-f3125c244807,2,,,3754038,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 6631, 'name': 'Mathieu Flamini'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 11386, 'name': 'Santiago Cazorla González'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Arsenal,1,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fea89a4a-f7b5-4928-b3ad-a970e8920fe4,3,,,3754038,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,['2ec53a71-d77f-4295-b682-0034fa2fd058'],0,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2ec53a71-d77f-4295-b682-0034fa2fd058,4,,,3754038,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,['fea89a4a-f7b5-4928-b3ad-a970e8920fe4'],0,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,577dbceb-ba76-47ba-83c5-84f7471e040e,1902,,,3754038,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,83,Norwich City,56,['faf0854c-f747-4484-83de-2b05fbb6c35d'],0,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,faf0854c-f747-4484-83de-2b05fbb6c35d,1903,,,3754038,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,83,Norwich City,56,['577dbceb-ba76-47ba-83c5-84f7471e040e'],0,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.857344,,,,,,,,,,,,,90f32ab1-e153-4a78-a059-2eea0f0d1464,5,,"[61.0, 40.1]",3754038,0,,,,,1.7196863,,Left Foot,,,"[60.4, 44.1]",,Ground Pass,,4.0447497,,,Mesut Özil,3496.0,,,,,,Kick Off,1,From Kick Off,Olivier Giroud,3604.0,Center Forward,2,Arsenal,1,['7543d03e-57f6-45b4-91d5-c8da3caf2a66'],0,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.349,Pass,
,,,,,,,,,,,,,,,,1.49598,,,,,,,,,,,,,c9719dd6-12cf-4281-a611-1e1669d00a1a,8,,"[60.7, 44.1]",3754038,0,,,,,-2.8449152,,Right Foot,,,"[41.4, 38.2]",,Ground Pass,,20.181675,,,Santiago Cazorla González,11386.0,,,,,,,1,From Kick Off,Mesut Özil,3496.0,Center Attacking Midfield,2,Arsenal,1,['8f11f979-9f57-4e54-9879-7481c3b0f72b'],1,,,,,,,,,,,,,,,,,Arsenal,1,00:00:01.521,Pass,
,,,,,,,,,,,,,,,,1.562302,,,,,,,,,,,,,e9a87f5d-a076-44b7-a8fd-9cb5b904a3ea,11,,"[42.5, 40.3]",3754038,0,,,,,1.6171399,,Left Foot,,,"[40.9, 74.8]",,Ground Pass,,34.537083,,,Héctor Bellerín Moruno,3511.0,,,,,,,1,From Kick Off,Santiago Cazorla González,11386.0,Left Defensive Midfield,2,Arsenal,1,['570cfdf1-d9c5-4abc-8c87-c0ea6a3110a5'],5,,,,,,,,,,,,,,,,,Arsenal,1,00:00:05.317,Pass,
,,,,,,,,,,,,,,,,0.969918,,,,,,,,,,,,,526f7edf-4a1e-4e7c-a623-a7cadc09bab3,14,,"[40.9, 74.8]",3754038,0,,,,,-2.3929672,,Right Foot,,,"[25.4, 60.4]",,Ground Pass,,21.156796,,,Per Mertesacker,3475.0,,,,,,,1,From Kick Off,Héctor Bellerín Moruno,3511.0,Right Back,2,Arsenal,1,['2644ebaf-de79-40ad-ac33-36fdbc05daf7'],7,,,,,,,,,,,,,,,,,Arsenal,1,00:00:07.827,Pass,
,,,,,,,,,,,,,,,,1.241894,,,,,,,,,,,,,14281380-0208-4cd2-ae1b-446759ad4dad,17,,"[26.5, 53.1]",3754038,0,,,,,-1.5002815,,Right Foot,,,"[28.4, 26.2]",,Ground Pass,,26.967016,,,Laurent Koscielny,3394.0,,,,,,,1,From Kick Off,Per Mertesacker,3475.0,Right Center Back,2,Arsenal,1,['2deb1d52-99c4-43ce-bc0b-c1c9d3f0f1f4'],10,,,,,,,,,,,,,,,,,Arsenal,1,00:00:10.961,Pass,
,,,,,,,,,,,,,,,,1.374232,,,,,,,,,,,,,45d420ec-2803-4b78-b745-f1ba3a00f698,20,,"[29.5, 22.7]",3754038,0,,,,,1.2845105,,Right Foot,,,"[36.3, 45.8]",,Ground Pass,,24.080074,,,Per Mertesacker,3475.0,,,,,,,1,From Kick Off,Laurent Koscielny,3394.0,Left Center Back,2,Arsenal,1,['4fa21c95-dee7-4833-bb0a-4f978cbeeccb'],15,,,,,,,,,,,,,,,,,Arsenal,1,00:00:15.261,Pass,
