ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.013572,,,,,,,,,,,,,,,10df2df4-853c-458a-8bd8-b08575099f28,14,,,"[49.7, 6.1]",3754166,0,,,,,2.900027,,Other,,,,"[42.8, 7.8]",,Low Pass,,7.106335,,,Tom Cleverley,3683.0,,,,,,1,From Throw In,Arouna Koné,26696.0,Left Wing,3,Everton,29,"['5a505221-ec18-425c-81d2-55fc565f06d8', 'b90b2476-e637-43f1-91df-b8cfc5c98047']",13,,,,,,,,,,,,,,,,,Everton,29,00:00:13.713,Pass,True
,,,,,,,,,,,,,,,,,0.524742,,,,,,,,,,,,,,,13e2931f-7e8c-459f-ab05-10fd85dd23df,20,,,"[42.5, 10.4]",3754166,0,,,,,-0.7266424,,Right Foot,,,,"[49.7, 4.0]",,Ground Pass,,9.633276,,,Arouna Koné,26696.0,,,,,Recovery,1,From Throw In,Tom Cleverley,3683.0,Left Center Midfield,3,Everton,29,['ade01bb8-5e81-4550-ba92-236a4e1dd981'],15,,,,,,,,,,,,,,,,,Everton,29,00:00:15.808,Pass,
,,,,,,,,,,,,,,,,,1.562051,,,,,,,,,,,,,,,076371c0-81f6-4aeb-99b6-f9788a774539,38,,,"[27.4, 6.1]",3754166,0,,,,,0.03844259,,Left Foot,,,,"[37.8, 6.5]",,Ground Pass,,10.407689,,Incomplete,Arouna Koné,26696.0,,,,,Recovery,1,Regular Play,Leighton Baines,3518.0,Left Back,4,Leicester City,22,"['245af911-bfae-40e4-a6f5-5569c88794c5', '58b08867-a4c4-4791-9542-27d1e32b161d']",22,,,,,,,,,,,,,,,,,Everton,29,00:00:22.817,Pass,
,,,,,,,,,,,,,,,,,0.652815,,,,,,,,,,,,,,,245af911-bfae-40e4-a6f5-5569c88794c5,40,,,"[82.3, 73.6]",3754166,0,,,,,-1.3315648,,Left Foot,,,,"[83.3, 69.5]",,Ground Pass,,4.2201896,,,N''Golo Kanté,3961.0,,,,,Recovery,1,Regular Play,Danny Simpson,3270.0,Right Back,4,Leicester City,22,"['076371c0-81f6-4aeb-99b6-f9788a774539', 'c7624e00-7073-4631-863f-458a06c35af4']",24,,,,,,,,,,,,,,,,,Leicester City,22,00:00:24.379,Pass,
,,,,,,,,,,,,,,,,,1.519024,,,,,,,,,,,,,,,1444c0ac-0ccf-4658-aacb-caf532a35fe7,44,,,"[72.8, 62.4]",3754166,0,,,,,2.782158,,Right Foot,,,,"[56.3, 68.6]",,Ground Pass,,17.6264,,,Marcin Ryszard Wasilewski,7884.0,,,,,,1,Regular Play,N''Golo Kanté,3961.0,Left Defensive Midfield,4,Leicester City,22,"['757d6a0b-a2f2-4350-8d52-14ea6b0b7abe', 'b3a80f61-628a-4bbf-9b64-1b55f9cc54eb']",26,,,,,,,,,,,,,,,,,Leicester City,22,00:00:26.168,Pass,True
,,,,,,,,,,,,,,,,,0.66485,,,,,,,,,,,,,,,6abb8c38-2579-4a76-9f0e-f3925d588b05,47,,,"[62.2, 69.1]",3754166,0,,,,,0.4636476,,Right Foot,,,,"[68.6, 72.3]",,Ground Pass,,7.1554174,,,Danny Simpson,3270.0,,,,,,1,Regular Play,Marcin Ryszard Wasilewski,7884.0,Right Center Back,4,Leicester City,22,['9cbfefbc-081b-4f54-a535-ae712d62430d'],29,,,,,,,,,,,,,,,,,Leicester City,22,00:00:29.789,Pass,
,,,,,,,,,,,,,,,,,0.854973,,,,,,,,,,,,,,,2193c5c9-5c47-416d-abd5-648edc4076ec,54,,,"[49.7, 0.1]",3754166,0,,,,,1.0802494,,,,,,"[54.4, 8.9]",,Low Pass,,9.976472,,Incomplete,Arouna Koné,26696.0,,,,,Throw-in,1,From Throw In,Leighton Baines,3518.0,Left Back,5,Everton,29,"['c78dedcf-b79e-4454-a291-0c2169a6908f', 'd67437a7-8141-4de5-9149-d5abb8bc2ccf']",36,,,,,,,,,,,,,,,,,Everton,29,00:00:36.173,Pass,
,,,,,,,,,,,,,,,,,2.864889,,,,,,,,,,,,,,,b9409d33-f1b2-443a-9100-583d12487498,58,,,"[27.4, 52.8]",3754166,0,,,,,0.04647813,,Head,,,,"[36.0, 53.2]",,High Pass,,8.609298,,,Andrew Philip King,3665.0,,,,,Recovery,1,From Throw In,Wes Morgan,3813.0,Left Center Back,5,Everton,29,['90c11737-5a76-440b-8f42-8c8ae8918f56'],42,,,,,,,,,,,,,,,,,Leicester City,22,00:00:42.826,Pass,
,,,,,,,,,,,,,,,,,1.11431,,,,,,,,,,,,,,,4fcd8fab-4455-4cd0-a68f-b41a671e3e6d,60,,,"[36.0, 53.2]",3754166,0,,,,,0.2093854,,Head,,,,"[44.0, 54.9]",,Low Pass,,8.178631,,Incomplete,,,,,,,,1,From Throw In,Andrew Philip King,3665.0,Right Defensive Midfield,5,Everton,29,['060f1f65-8677-4c04-b24b-47a5ce2a0be1'],45,,,,,,,,,,,,,,,,,Leicester City,22,00:00:45.690,Pass,
,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,996e9937-3ac9-4596-bf97-fc21aaa5bc82,64,,,"[77.0, 26.1]",3754166,0,,,,,1.6588037,,Right Foot,,,,"[76.1, 36.3]",,High Pass,,10.239629,,,Ross Barkley,4275.0,,,,,,1,From Throw In,Arouna Koné,26696.0,Left Wing,5,Everton,29,"['34b30d94-40c5-41b4-a5be-25f017056a5b', '75bc0ad6-7f2c-42de-bc75-1d44216deacf']",48,,,,,,,,,,,,,,,,,Everton,29,00:00:48.081,Pass,True
,,,,,,,,,,,,,,,,,1.106961,,,,,,,,,,,,,,,47970223-9062-40ef-a434-53960d30e494,67,,,"[76.5, 35.6]",3754166,0,,,,True,-1.4570043,,,,,,"[77.7, 25.1]",,High Pass,,10.568349,,,Tom Cleverley,3683.0,,,,,,1,From Throw In,Ross Barkley,4275.0,Right Center Midfield,5,Everton,29,"['6b4fb4ca-853b-4480-afba-13cf00c73f9b', 'fe2bc8b1-1059-465f-b7d2-4465f6bfcf1d']",49,,,,,,,,,,,,,,,,,Everton,29,00:00:49.505,Pass,True
,,,,,,,,,,,,,,,,,1.958524,,,,,,,,,,,,,,,4687dd2f-cf8f-467d-9549-4b52d5085dba,75,,,"[64.0, 25.5]",3754166,1,,,,,2.1248121,,Left Foot,,,,"[49.4, 49.1]",,Ground Pass,,27.751036,,,John Stones,3244.0,,,,,Free Kick,1,From Free Kick,Gareth Barry,3633.0,Center Defensive Midfield,6,Everton,29,['a7f07de5-2c46-4907-9ea0-c6f88f3fd2b9'],11,,,,,,,,,,,,,,,,,Everton,29,00:01:11.970,Pass,
,,,,,,,,,,,,,,,,,1.221596,,,,,,,,,,,,,,,0378577e-99bb-4e38-94ec-f046bf512ea5,78,,,"[50.6, 48.7]",3754166,1,,,,,-1.7161063,,Right Foot,,,,"[48.2, 32.3]",,Ground Pass,,16.57468,,,José Ramiro Funes Mori,4629.0,,,,,,1,From Free Kick,John Stones,3244.0,Right Center Back,6,Everton,29,['13704b03-e3e9-40c5-9b17-02d5cb32ed94'],18,,,,,,,,,,,,,,,,,Everton,29,00:01:18.026,Pass,
,,,,,,,,,,,,,,,,,1.463573,,,,,,,,,,,,,,,cadff9e2-05a4-45c1-a907-fefe4c4290d8,81,,,"[48.2, 29.0]",3754166,1,,,,,-1.4702194,,Right Foot,,,,"[50.4, 7.2]",,Ground Pass,,21.910728,,,Gareth Barry,3633.0,,,,,,1,From Free Kick,José Ramiro Funes Mori,4629.0,Left Center Back,6,Everton,29,['b95b2fef-dd3a-4d5a-a3c5-bbf98b7cf0b5'],20,,,,,,,,,,,,,,,,,Everton,29,00:01:20.388,Pass,
,,,,,,,,,,,,,,,,,1.032558,,,,,,,,,,,,,,,1c3451af-f883-4083-8b41-13992c805219,84,,,"[56.3, 5.9]",3754166,1,,,,,0.2735423,,Left Foot,,,,"[84.1, 13.7]",,Ground Pass,,28.873518,,Incomplete,Arouna Koné,26696.0,,,,,,1,From Free Kick,Gareth Barry,3633.0,Center Defensive Midfield,6,Everton,29,"['5d38941d-45e6-4d61-b04f-5f40a3c6e1f1', '9b98ced0-bb00-46c2-afbf-e547db45c0a4']",25,,,,,,,,,,,,,,,,,Everton,29,00:01:25.042,Pass,
,,,,,,,,,,,,,,,,,1.839805,,,,,,,,,,,,,,,5d38941d-45e6-4d61-b04f-5f40a3c6e1f1,86,,,"[36.0, 66.4]",3754166,1,,,,,0.41507474,,Right Foot,,,,"[65.5, 79.4]",,High Pass,,32.2374,,Out,,,,,,,Recovery,1,From Free Kick,Marcin Ryszard Wasilewski,7884.0,Right Center Back,6,Everton,29,['1c3451af-f883-4083-8b41-13992c805219'],26,,,,,,,,,,,,,,,,,Leicester City,22,00:01:26.074,Pass,
,,,,,,,,,,,,,,,,,0.768882,,,,,,,,,,,,,,,d4c4670f-26ba-4eb0-bb55-e7646c6d7555,87,,,"[54.8, 0.1]",3754166,1,,,,,1.3007708,,,,,,"[57.9, 11.3]",,Low Pass,,11.621101,,,Tom Cleverley,3683.0,,,,,Throw-in,1,From Throw In,Leighton Baines,3518.0,Left Back,7,Everton,29,['cb2c79d8-0a09-4fff-b836-f2b233fcc1bc'],41,,,,,,,,,,,,,,,,,Everton,29,00:01:41.409,Pass,
,,,,,,,,,,,,,,,,,0.7325,,,,,,,,,,,,,,,cb25b8fd-4fdc-4902-917b-030012ee787d,90,,,"[57.9, 11.3]",3754166,1,,,,,-1.9218272,,Right Foot,,,,"[55.3, 4.2]",,Low Pass,,7.5610847,,,Leighton Baines,3518.0,,,,,,1,From Throw In,Tom Cleverley,3683.0,Left Center Midfield,7,Everton,29,['58fd6e86-bd4d-4333-b91c-ab52611e84c6'],42,,,,,,,,,,,,,,,,,Everton,29,00:01:42.310,Pass,
,,,,,,,,,,,,,,,,,2.066768,,,,,,,,,,,,,,,4b1c94bb-4818-4a13-b201-b49105eb608f,93,,,"[55.3, 4.2]",3754166,1,,,,,0.51369524,,Left Foot,,,,"[77.1, 16.5]",,High Pass,,25.03058,,Incomplete,,,,,,,,1,From Throw In,Leighton Baines,3518.0,Left Back,7,Everton,29,['bfb354c6-463a-4a00-a456-2d416f17d3c8'],43,,,,,,,,,,,,,,,,,Everton,29,00:01:43.123,Pass,
,,,,,,,,,,,,,,,,,1.298808,,,,,,,,,,,,,,,bfb354c6-463a-4a00-a456-2d416f17d3c8,94,,,"[43.0, 63.6]",3754166,1,,,,,0.013792229,,Head,,,,"[57.5, 63.8]",,High Pass,,14.501379,,Incomplete,,,,,,,Recovery,1,From Throw In,Marcin Ryszard Wasilewski,7884.0,Right Center Back,7,Everton,29,"['4b1c94bb-4818-4a13-b201-b49105eb608f', '6b79d85c-b413-454b-b4f0-aaa6be1d525a']",45,,,,,,,,,,,,,,,,,Leicester City,22,00:01:45.189,Pass,
,,,,,,,,,,,,,,,,,1.139482,,,,,,,,,,,,,,,6b79d85c-b413-454b-b4f0-aaa6be1d525a,95,,,"[62.6, 16.3]",3754166,1,,,,,0.03612885,,Left Foot,,,,"[79.2, 16.9]",,Ground Pass,,16.61084,,Incomplete,,,,,,,Recovery,1,From Throw In,Gareth Barry,3633.0,Center Defensive Midfield,7,Everton,29,"['bfb354c6-463a-4a00-a456-2d416f17d3c8', 'f389b259-3adb-4750-afee-c6fc03035056']",46,,,,,,,,,,,,,,,,,Everton,29,00:01:46.488,Pass,
,,,,,,,,,,,,,,,,,1.546255,,,,,,,,,,,,,,,f389b259-3adb-4750-afee-c6fc03035056,96,,,"[40.9, 63.2]",3754166,1,,,,,-0.9707461,,Right Foot,,,,"[51.3, 48.0]",,High Pass,,18.417383,,Incomplete,Andrew Philip King,3665.0,,,,,Recovery,1,From Throw In,Marcin Ryszard Wasilewski,7884.0,Right Center Back,7,Everton,29,"['6b79d85c-b413-454b-b4f0-aaa6be1d525a', '784c9487-2130-4842-b5f2-9f957a35ecba', 'e9096a28-727a-4e1c-a661-1f78c42f1a85']",47,,,,,,,,,,,,,,,,,Leicester City,22,00:01:47.628,Pass,
,,,,,,,,,,,,,,,,,1.982098,,,,,,,,,,,,,,,57b7c7ee-1bf6-46c8-a696-90a07a20fb17,100,,,"[67.8, 31.4]",3754166,1,,,,,1.187925,,Right Foot,,,,"[85.4, 75.1]",,Ground Pass,,47.11104,,,Gerard Deulofeu Lázaro,3726.0,,True,,,,1,From Throw In,Ross Barkley,4275.0,Right Center Midfield,7,Everton,29,['0f250627-3250-4ef9-9502-ae0e0296f9ef'],51,,,,,,,,,,,,,,,,,Everton,29,00:01:51.573,Pass,
,,,,,,,,,,,,,,,,,1.430003,,,,,,,,,,,,,,,de8a3bea-9d18-4fd8-af2e-46320d12db62,103,,,"[94.4, 57.7]",3754166,1,,,,,-0.97721344,,Right Foot,,,,"[108.3, 37.1]",,High Pass,,24.850956,,Incomplete,Arouna Koné,26696.0,,,,,,1,From Throw In,Gerard Deulofeu Lázaro,3726.0,Right Wing,7,Everton,29,"['30829e8a-7b3f-4458-8724-e7325cd4e5a3', '806777e9-08a6-4e2d-b2d1-e6811f5cdd05']",59,,,,,,,,,,,,,,,,,Everton,29,00:01:59.317,Pass,
,,,,,,,,,,,,,,,,,0.117537,,,,,,,,,,,,,,,655cb9e0-5a94-4c45-8a51-60f0c6f58a3a,108,,,"[9.0, 19.2]",3754166,2,,,,,-0.34302393,,Left Foot,,,,"[10.4, 18.7]",,Ground Pass,,1.4866068,,Incomplete,Jamie Vardy,10960.0,,,,,Recovery,1,From Throw In,Christian Fuchs,3812.0,Left Back,7,Everton,29,"['8e57139f-b11f-4a45-adae-c806eceedc0c', 'fb2233da-8512-4963-b15b-2efd4ba64db0']",6,,,,,,,,,,,,,,,,,Leicester City,22,00:02:06.204,Pass,
,,,,,,,,,,,,,,,,,1.86657,,,,,,,,,,,,,,,d1b552ce-8aab-429e-9e68-5cc39a37ce5d,111,,,"[9.5, 0.1]",3754166,2,,,,,0.09622698,,,,,,"[35.4, 2.6]",,High Pass,,26.020376,,Incomplete,Shinji Okazaki,3810.0,,,,,Throw-in,1,From Throw In,Christian Fuchs,3812.0,Left Back,8,Leicester City,22,"['5fcf77aa-53e5-4249-a863-135d3ee03930', 'b1d6f696-40ac-4e0e-b3c5-cd9ef395db4f']",26,,,,,,,,,,,,,,,,,Leicester City,22,00:02:26.805,Pass,
,,,,,,,,,,,,,,,,,1.465115,,,,,,,,,,,,,,,b1d6f696-40ac-4e0e-b3c5-cd9ef395db4f,113,,,"[84.7, 77.5]",3754166,2,,,,,-0.7531513,,Left Foot,,,,"[99.1, 64.0]",,High Pass,,19.73854,,,Romelu Lukaku Menama,3289.0,,,,,Recovery,1,Regular Play,Séamus Coleman,4589.0,Right Back,9,Everton,29,"['d1b552ce-8aab-429e-9e68-5cc39a37ce5d', 'e3d709b9-9ac6-460e-8f02-c4b78e3ae1ac']",28,,,,,,,,,,,,,,,,,Everton,29,00:02:28.671,Pass,
,,,,,,,,,,,,,,,,,0.916427,,,,,,,,,,,,,,,01743011-4e85-4a08-b70b-df782c6335fe,116,,,"[99.0, 64.2]",3754166,2,,,,,-1.4940244,,Left Foot,,,,"[99.6, 56.4]",,Low Pass,,7.823043,,,Arouna Koné,26696.0,,,,,,1,Regular Play,Romelu Lukaku Menama,3289.0,Center Forward,9,Everton,29,"['0030e915-4944-4b4a-8bfc-946d1adb1c99', 'f1a6edf7-5f5e-42d0-bfc5-770a27709cc2']",30,,,,,,,,,,,,,,,,,Everton,29,00:02:30.136,Pass,True
,,,,,,,,,,,,,,,,,2.109767,,,,,,,,,,,,,,,89454fe3-a48e-433e-8f05-8e59ba9ab45f,119,,,"[99.5, 56.2]",3754166,2,,,,,-3.0283072,,Left Foot,,,,"[82.8, 54.3]",,Low Pass,,16.807735,,,Tom Cleverley,3683.0,,,,,,1,Regular Play,Arouna Koné,26696.0,Left Wing,9,Everton,29,['8eaebc96-19e7-421d-8377-a5d90e2e358c'],31,,,,,,,,,,,,,,,,,Everton,29,00:02:31.766,Pass,
,,,,,,,,,,,,,,,,,2.101541,,,,,,,,,,,,,,,20f675db-7820-46a1-953e-a0cb2bd1ca7f,122,,,"[80.2, 50.5]",3754166,2,,,,,-1.9217163,,Right Foot,,,,"[67.9, 16.9]",,Ground Pass,,35.780582,,,Leighton Baines,3518.0,,,,,,1,Regular Play,Tom Cleverley,3683.0,Left Center Midfield,9,Everton,29,['0509ee90-5ad8-4c04-892f-68e13ab5ce14'],34,,,,,,,,,,,,,,,,,Everton,29,00:02:34.768,Pass,
,,,,,,,,,,,,,,,,,1.711543,,,,,,,,,,,,,,,d66a0f34-6446-430e-9450-2ec650f06679,125,,,"[65.2, 15.8]",3754166,2,,,,,2.328729,,Left Foot,,,,"[47.5, 34.5]",,Ground Pass,,25.748398,,,José Ramiro Funes Mori,4629.0,,,,,,1,Regular Play,Leighton Baines,3518.0,Left Back,9,Everton,29,['a99c7a96-7b00-4226-b9e5-3b5f2d4e1eb3'],38,,,,,,,,,,,,,,,,,Everton,29,00:02:38.428,Pass,
,,,,,,,,,,,,,,,,,1.173104,,,,,,,,,,,,,,,8d2bdf59-29fc-4755-b809-e73e677ed511,128,,,"[48.7, 39.2]",3754166,2,,,,,1.5237107,,Left Foot,,,,"[49.6, 58.3]",,Ground Pass,,19.121193,,,John Stones,3244.0,,,,,,1,Regular Play,José Ramiro Funes Mori,4629.0,Left Center Back,9,Everton,29,['9bc1eb2c-b454-4da9-b8c2-379602bca44e'],41,,,,,,,,,,,,,,,,,Everton,29,00:02:41.535,Pass,
,,,,,,,,,,,,,,,,,1.526968,,,,,,,,,,,,,,,b95e5149-96df-426e-9e7b-2cdf8c14d7ab,131,,,"[49.6, 58.3]",3754166,2,,,,,-2.04971,,Right Foot,,,,"[38.8, 37.5]",,Ground Pass,,23.436724,,,José Ramiro Funes Mori,4629.0,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,9,Everton,29,['fcdf96e1-8537-4524-bb77-b74e45196a7d'],45,,,,,,,,,,,,,,,,,Everton,29,00:02:45.869,Pass,
