50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d00e4a8a-f0a2-4cad-8817-fa7983e5c3a0,1,,,3754074,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3973, 'name': 'Àngel Rangel Zaragoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 7063, 'name': 'Jefferson Antonio Montero Vite'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 20521, 'name': 'Bafétimbi Gomis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Swansea City,26,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5103bb4d-3459-4586-8a2b-744502789790,2,,,3754074,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3086, 'name': 'Ben Davies'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 33}, {'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 4831, 'name': 'Nacer Chadli'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Tottenham Hotspur,38,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,03f14f8e-72b6-4659-8b88-fd766cab4066,3,,,3754074,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,['0d7161d4-c450-489e-b8f5-bd4d910ea3e1'],0,,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0d7161d4-c450-489e-b8f5-bd4d910ea3e1,4,,,3754074,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,['03f14f8e-72b6-4659-8b88-fd766cab4066'],0,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6921777f-5065-40cb-ad3d-0599504d35f5,1669,,,3754074,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,86,Swansea City,26,['61acd7db-0977-4611-8a02-e751c0e69b51'],0,,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,61acd7db-0977-4611-8a02-e751c0e69b51,1670,,,3754074,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,86,Swansea City,26,['6921777f-5065-40cb-ad3d-0599504d35f5'],0,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.47601,,,,,,,,,,,,,,49ff8512-15c5-4de0-b157-443e5c0b1b62,5,,"[60.0, 40.0]",3754074,0,,,,0.7853982,,Right Foot,,,"[61.2, 41.2]",,Ground Pass,,1.6970563,,,Christian Dannemann Eriksen,3043.0,,,,,,Kick Off,1,From Kick Off,Harry Kane,10955.0,Center Forward,2,Tottenham Hotspur,38,['584c3f23-e20a-45a2-be32-4c2f7a2c779d'],0,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.475,Pass,
,,,,,,,,,,,,,,,,0.945911,,,,,,,,,,,,,,193f4ccb-8957-4b14-99b4-4f1e3d93dbe9,7,,"[61.2, 41.2]",3754074,0,,,,-2.5197685,,Right Foot,,,"[55.2, 36.9]",,Ground Pass,,7.3817344,,,Bamidele Alli,3094.0,,,,,,,1,From Kick Off,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,2,Tottenham Hotspur,38,['41149222-9750-40aa-bd29-61bfd6be23b9'],0,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.779,Pass,
,,,,,,,,,,,,,,,,1.860796,,,,,,,,,,,,,,fe245d9e-1b36-41b7-835f-12d64226981f,10,,"[54.9, 36.9]",3754074,0,,,,2.554621,,Right Foot,,,"[32.5, 51.8]",,Ground Pass,,26.902973,,,Toby Alderweireld,20005.0,,,,,,,1,From Kick Off,Bamidele Alli,3094.0,Left Center Midfield,2,Tottenham Hotspur,38,['ef421967-6fc8-49de-897b-e377c2c07dd5'],2,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:02.582,Pass,
,,,,,,,,,,,,,,,,1.786394,,,,,,,,,,,,,,d59ab09f-e324-435f-8f27-9b215cd4d60c,13,,"[30.1, 53.8]",3754074,0,,,,-2.6851783,,Right Foot,,,"[7.9, 42.9]",,Ground Pass,,24.731558,,,Hugo Lloris,3099.0,,,,,,,1,From Kick Off,Toby Alderweireld,20005.0,Right Center Back,2,Tottenham Hotspur,38,['dd509840-e8ba-4e80-93fd-64c3cb7542ae'],5,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:05.656,Pass,
