50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,478cfe49-fdb0-4ed2-b1ae-1a6f9773b37c,1,,,,3754168,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,,0,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 3970, 'name': 'Fraser Forster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 15}, {'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 15}, {'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 3329, 'name': 'Cédric Ricardo Alves Soares'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 15}, {'player': {'id': 3651, 'name': 'Matt Targett'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 15}, {'player': {'id': 3328, 'name': 'James Ward-Prowse'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 3842, 'name': 'Shane Long'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Southampton,25,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c9fad504-182b-4169-a45b-2a39e2406f6d,2,,,,3754168,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 15}, {'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 2966, 'name': 'Stéphane Sessègnon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 15}, {'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 15}, {'player': {'id': 40130, 'name': 'Victor Chinedu Anichebe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",West Bromwich Albion,27,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4a727c26-39c5-406d-a91e-892a7f474468,3,,,,3754168,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,['a451a78b-1523-4a22-a1ac-e717971d8863'],0,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a451a78b-1523-4a22-a1ac-e717971d8863,4,,,,3754168,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,['4a727c26-39c5-406d-a91e-892a7f474468'],0,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5d9b025c-b4f9-4ad2-8dfe-e0e8dd376352,1748,,,,3754168,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,70,West Bromwich Albion,27,['0b495649-b8f3-4ffa-ad17-17065d182ff8'],0,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0b495649-b8f3-4ffa-ad17-17065d182ff8,1749,,,,3754168,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,70,West Bromwich Albion,27,['5d9b025c-b4f9-4ad2-8dfe-e0e8dd376352'],0,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.044397,,,,,,,,,,,,,,f8e8ffd0-233d-4515-8184-3b7a3c56a2a5,5,,,"[60.0, 40.0]",3754168,0,,,,0.4048918,,Right Foot,,,"[60.7, 40.3]",,Ground Pass,,0.7615773,,,Darren Fletcher,4022.0,,,,,Kick Off,1,From Kick Off,Craig Gardner,9485.0,Left Center Midfield,2,West Bromwich Albion,27,['04c1738c-447d-4e89-b0b0-5e19605f5f87'],0,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.681,Pass,
,,,,,,,,,,,,,,,1.47705,,,,,,,,,,,,,,4748f9e0-3877-407e-b92e-1168d4f6cb97,9,,,"[61.0, 42.2]",3754168,0,,,,0.9937582,,Right Foot,,,"[67.9, 52.8]",,Ground Pass,,12.647924,,,Stéphane Sessègnon,2966.0,,,,,,1,From Kick Off,Darren Fletcher,4022.0,Right Center Midfield,2,West Bromwich Albion,27,"['7716fbe1-5bad-4508-94d9-fb75f82da32c', 'eb099886-61cf-4958-adb8-e9f99f689d4d']",2,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:02.589,Pass,True
,,,,,,,,,,,,,,,1.021349,,,,,,,,,,,,,,24d1e7e9-65b2-4a92-99d1-5518798a1676,13,,,"[86.2, 54.0]",3754168,0,,,,-0.40742984,,Right Foot,,,"[105.2, 45.8]",,Ground Pass,,20.69396,,Incomplete,Victor Chinedu Anichebe,40130.0,,,,,,1,From Kick Off,Stéphane Sessègnon,2966.0,Right Midfield,2,West Bromwich Albion,27,"['0061ec01-9e3f-47f0-95e5-193b0a6bef33', '524f6e3b-067d-4140-bc30-826fa1409c19']",9,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:09.793,Pass,
,,,,,,,,,,,,,,,0.190744,,,,,,,,,,,,,,8192a084-9eed-49d3-ae4c-c7b62982dec0,18,,,"[11.1, 10.9]",3754168,0,,,,-0.44530106,,Left Foot,,,"[15.5, 8.8]",,High Pass,,4.8754487,,Incomplete,,,,,,,,1,Regular Play,Matt Targett,3651.0,Left Wing Back,3,Southampton,25,['9f315ef7-8926-41ba-9efb-2de8965101fb'],13,,,,,,,,,,,,,,,,Southampton,25,00:00:13.976,Pass,
