bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fefb7ea6-b14b-426b-951b-14b44c44c8d5,1,,,3754300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton,29,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 24}, {'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 20046, 'name': 'Phil Jagielka'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 30702, 'name': 'Brendan Joel Zibusiso Galloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 32}, {'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 4317, 'name': 'Kevin Mirallas'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Everton,29,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3a527cf2-b5d4-4164-9f81-9f97be228c52,2,,,3754300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton,29,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3309, 'name': 'Sebastian Prödl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 3725, 'name': 'José Holebas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 40118, 'name': 'Ikechi Anya'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 21}, {'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 29}, {'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5556, 'name': 'Miguel Arturo Layún Prado'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Watford,23,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,009debd1-848b-4597-9c60-37821023904e,3,,,3754300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton,29,['f634eaff-0d1e-4554-9946-0a25f3edcfd1'],0,,,,,,,,,,,,,,,,,Everton,29,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f634eaff-0d1e-4554-9946-0a25f3edcfd1,4,,,3754300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton,29,['009debd1-848b-4597-9c60-37821023904e'],0,,,,,,,,,,,,,,,,,Watford,23,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8a48cdbf-a566-43d0-a263-0c4e2ef4364f,1997,,,3754300,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,108,Everton,29,['2fa42a9e-5a65-44cb-882b-c442f7dbb5e9'],0,,,,,,,,,,,,,,,,,Everton,29,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2fa42a9e-5a65-44cb-882b-c442f7dbb5e9,1998,,,3754300,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,108,Everton,29,['8a48cdbf-a566-43d0-a263-0c4e2ef4364f'],0,,,,,,,,,,,,,,,,,Watford,23,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.47781,,,,,,,,,,,,,c0a23965-275a-42a1-b1ba-607bcc1d1f9b,5,,"[60.0, 40.0]",3754300,0,,,,,1.7506498,,Right Foot,,,,"[59.8, 41.1]",,Ground Pass,,1.118034,,,,,Troy Deeney,3454.0,,,,,,Kick Off,1,From Kick Off,José Manuel Jurado Marín,6870.0,Center Attacking Midfield,2,Watford,23,['444fa655-c684-4f90-addb-992eaf1d47d0'],0,,,,,,,,,,,,,,,,,Watford,23,00:00:00.691,Pass,
,,,,,,,,,,,,,,,,2.364325,,,,,,,,,,,,,9c28dbff-e904-46d5-bf68-0f8b6459d439,8,,"[59.6, 38.6]",3754300,0,,,,,2.8392303,,Right Foot,,,,"[26.9, 48.8]",,Ground Pass,,34.253906,,,,,Sebastian Prödl,3309.0,,,,,,,1,From Kick Off,Troy Deeney,3454.0,Center Forward,2,Watford,23,['c8875c41-9b16-4055-805e-d70766265222'],1,,,,,,,,,,,,,,,,,Watford,23,00:00:01.594,Pass,
,,,,,,,,,,,,,,,,2.150262,,,,,,,,,,,,,1e8034db-9334-426f-a940-1e46255cfaca,10,,"[27.1, 49.0]",3754300,0,,,,,1.5208379,,Right Foot,,,,"[28.4, 75.0]",,Ground Pass,,26.03248,,,,,Allan Romeo Nyom,3991.0,,,,,,,1,From Kick Off,Sebastian Prödl,3309.0,Right Center Back,2,Watford,23,['5fc5d5af-8650-4ac6-9c5a-d736be3fd7d1'],3,,,,,,,,,,,,,,,,,Watford,23,00:00:03.958,Pass,
,,,,,,,,,,,,,,,,3.198894,,,,,,,,,,,,,7e9bcc13-cace-492d-9d7d-4dd2768eb6b0,13,,"[33.3, 74.3]",3754300,0,,,,,0.0077880044,,Right Foot,,,,"[97.5, 74.8]",,High Pass,,64.20195,,,Incomplete,,Troy Deeney,3454.0,,,,,,,1,From Kick Off,Allan Romeo Nyom,3991.0,Right Back,2,Watford,23,"['8b591a1a-4d59-41a0-9747-f1c2cfb7e9b2', 'b1635a2b-dbc4-4ca5-bea4-826d6bf5cb76']",7,,,,,,,,,,,,,,,,,Watford,23,00:00:07.288,Pass,
