50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7b34452e-e05e-4b68-bef5-f4d4b13c5ee3,1,,,3754145,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 9628, 'name': 'James Grant Chester'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 3490, 'name': 'James Morrison'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 40124, 'name': 'Rickie Lambert'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 4630, 'name': 'Saido Berahino'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",West Bromwich Albion,27,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a325e11c-199a-425a-9a4b-8ba9663c2e81,2,,,3754145,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 3101, 'name': 'Vincent Kompany'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3389, 'name': 'Eliaquim Mangala'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 5596, 'name': 'Aleksandar Kolarov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 42}, {'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 3598, 'name': 'Wilfried Guemiand Bony'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Manchester City,36,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0fb3034d-3e76-4e6e-92b8-b48c4ac95c1c,3,,,3754145,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,['d9bc0707-3d84-44bb-8fc7-8260cf7d05df'],0,,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d9bc0707-3d84-44bb-8fc7-8260cf7d05df,4,,,3754145,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,['0fb3034d-3e76-4e6e-92b8-b48c4ac95c1c'],0,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,85e1fe0c-a9eb-4f45-912d-55bc357cb111,2261,,,3754145,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,65,West Bromwich Albion,27,['80b4d08c-2e4e-42c8-8fa0-78e43a758220'],0,,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,80b4d08c-2e4e-42c8-8fa0-78e43a758220,2262,,,3754145,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,65,West Bromwich Albion,27,['85e1fe0c-a9eb-4f45-912d-55bc357cb111'],0,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.177922,,,,,,,,,,,,e804b380-ae42-4e80-9c18-d970184a8a20,5,,"[61.0, 40.1]",3754145,0,,,,-2.6135182,,Right Foot,,,,"[59.8, 39.4]",,Ground Pass,,1.3892444,,,,,David Josué Jiménez Silva,3064.0,,,,,,Kick Off,1,From Kick Off,Wilfried Guemiand Bony,3598.0,Center Forward,2,Manchester City,36,['893fab0c-76eb-4ed9-ae81-7fc6b7116ec9'],0,,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.931,Pass,
,,,,,,,,,,,,,,,,,,1.023351,,,,,,,,,,,,92608063-1a1c-49ae-833b-1c3d59009c60,8,,"[59.5, 39.0]",3754145,0,,,,2.968347,,Left Foot,,,,"[51.5, 40.4]",,Ground Pass,,8.121576,,,,,Gnégnéri Yaya Touré,3087.0,,,,,,,1,From Kick Off,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,2,Manchester City,36,['67b13105-d1dc-4a87-9755-1c1abdc17fb7'],1,,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:01.148,Pass,
,,,,,,,,,,,,,,,,,,2.163178,,,,,,,,,,,,8e2c5de8-b401-43c9-9364-901b03e786f4,12,,"[52.7, 44.4]",3754145,0,,,,1.8792688,,Right Foot,,,,"[43.3, 73.9]",,Ground Pass,,30.961428,,,,,Bacary Sagna,7110.0,,,,,,,1,From Kick Off,Gnégnéri Yaya Touré,3087.0,Right Center Midfield,2,Manchester City,36,"['28575f57-e944-4068-a21f-e2cbfed7a3ba', '9cf0e645-a72b-4bc1-9ee5-62f0d1ad2ca4']",3,,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:03.303,Pass,True
,,,,,,,,,,,,,,,,,,1.331254,,,,,,,,,,,,75359cb9-693f-40d1-b639-114011c98d54,15,,"[41.1, 69.7]",3754145,0,,,,-1.476955,,Right Foot,,,,"[43.5, 44.2]",,Ground Pass,,25.612692,,,,,Fernando Luiz Rosa,3054.0,,,,,,,1,From Kick Off,Bacary Sagna,7110.0,Right Back,2,Manchester City,36,['1346ce5a-2b85-480c-b1b1-6624968f14da'],6,,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:06.422,Pass,
