50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c6ee81da-4d4f-4ec3-b88b-709fc8a0a4af,1,,,,3754182,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 9014, 'name': 'Declan Rudd'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4808, 'name': 'Andre Wisdom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3576, 'name': 'Martin Olsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 12}, {'player': {'id': 4807, 'name': 'Cameron Jerome'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Norwich City,56,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fa4c1746-1c9d-42e2-9eca-f5b7a7751063,2,,,,3754182,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 24}, {'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4629, 'name': 'José Ramiro Funes Mori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3726, 'name': 'Gerard Deulofeu Lázaro'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 26696, 'name': 'Arouna Koné'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Everton,29,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,34e724a4-1a9d-4772-b09f-d116bac33964,3,,,,3754182,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,['dea254fb-d6a8-4058-99b8-e96bad841d9d'],0,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,dea254fb-d6a8-4058-99b8-e96bad841d9d,4,,,,3754182,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,['34e724a4-1a9d-4772-b09f-d116bac33964'],0,,,,,,,,,,,,,,,,,Everton,29,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7935b4eb-3668-45f6-a396-ae7c31ef811b,1852,,,,3754182,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,90,Norwich City,56,['194e96c3-1e71-4091-870a-ce5abc5cff54'],0,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,194e96c3-1e71-4091-870a-ce5abc5cff54,1853,,,,3754182,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,90,Norwich City,56,['7935b4eb-3668-45f6-a396-ae7c31ef811b'],0,,,,,,,,,,,,,,,,,Everton,29,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.471317,,,,,,,,,,,,a57a1d94-a337-48cf-a3b1-16d476c65f25,5,,,"[61.0, 40.1]",3754182,0,,,,1.8045396,,Left Foot,,,,"[60.0, 44.3]",,Ground Pass,,4.3174067,,,,Robert Brady,10967.0,,,,,,Kick Off,1,From Kick Off,Wes Hoolahan,10966.0,Center Attacking Midfield,2,Norwich City,56,['cabe7c01-34b4-45f7-80ea-9e90562997d8'],0,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.895,Pass,
,,,,,,,,,,,,,,,,1.308698,,,,,,,,,,,,751a8522-5ee6-474e-9c16-efd6d429a101,7,,,"[59.9, 43.3]",3754182,0,,,,-2.5283854,,Right Foot,,,,"[54.5, 39.5]",,Ground Pass,,6.6030297,,,,Gary O''Neil,9452.0,,,,,,,1,From Kick Off,Robert Brady,10967.0,Left Wing,2,Norwich City,56,['45515ae5-eac2-4fab-9b35-ce7152c50e08'],1,,,,,,,,,,,,,,,,,Norwich City,56,00:00:01.366,Pass,
,,,,,,,,,,,,,,,,2.26536,,,,,,,,,,,,449fafd9-c366-451a-a09b-31ec792a7b3d,10,,,"[54.5, 42.2]",3754182,0,,,,0.57547855,,Right Foot,,,,"[89.8, 65.1]",,High Pass,,42.07731,,,,Cameron Jerome,4807.0,,,,,,,1,From Kick Off,Gary O''Neil,9452.0,Left Defensive Midfield,2,Norwich City,56,['27404c09-c2af-4bff-849e-a1cfadaa4ed6'],3,,,,,,,,,,,,,,,,,Norwich City,56,00:00:03.899,Pass,
,,,,,,,,,,,,,,,,2.800814,,,,,,,,,,,,acb10681-1db3-4cbf-a2e4-01a641c018b2,12,,,"[89.8, 65.1]",3754182,0,,,,0.5828797,,Head,,,,"[112.4, 80.0]",,Low Pass,,27.069725,,Out,,Nathan Redmond,3286.0,,,,,,,1,From Kick Off,Cameron Jerome,4807.0,Center Forward,2,Norwich City,56,['050f996c-7b34-4a30-af8f-f832f7f4c0f0'],6,,,,,,,,,,,,,,,,,Norwich City,56,00:00:06.164,Pass,
