ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.984391,,,,,,,,,,,,,171cb88a-ffce-4133-84f3-b0ab2107a8da,14,,,"[51.3, 16.4]",3754135,0,,,,,3.0764675,,Right Foot,,,"[32.9, 17.6]",,Ground Pass,18.439089,,,,Nicolás Hernán Otamendi,3090.0,,,,,,,1,From Kick Off,Fernando Luiz Rosa,3054.0,,Left Defensive Midfield,2,Manchester City,36,['e6c5814e-0351-4e6d-b857-be938aba1696'],6,,,,,,,,,,,,,,,,Manchester City,36,00:00:06.775,Pass,
,,,,,,,,,,,,,,,,1.364824,,,,,,,,,,,,,d490e3de-1205-452e-a09c-43e238ba37b9,17,,,"[32.9, 17.6]",3754135,0,,,,,0.111514606,,Right Foot,,,"[71.3, 21.9]",,High Pass,38.640007,,,,David Josué Jiménez Silva,3064.0,,,,,,,1,From Kick Off,Nicolás Hernán Otamendi,3090.0,,Left Center Back,2,Manchester City,36,['60dcb93b-2e2c-43b7-8acb-e7fb31d4f3c5'],7,,,,,,,,,,,,,,,,Manchester City,36,00:00:07.799,Pass,
,,,,,,,,,,,,,,,,0.950084,,,,,,,,,,,,,6e863f86-39b8-46ae-83f7-983cfc1fb53b,20,,,"[71.5, 17.0]",3754135,0,,,,,2.302193,,Left Foot,,,"[68.0, 20.9]",,Low Pass,5.240229,,Incomplete,,Raheem Sterling,3233.0,,,,,,,1,From Kick Off,David Josué Jiménez Silva,3064.0,,Center Attacking Midfield,2,Manchester City,36,"['63db4377-2d8f-42cf-8c12-8cb16fa24df1', 'e24191ac-8008-4886-84b4-354d26fb2c21']",10,,,,,,,,,,,,,,,,Manchester City,36,00:00:10.605,Pass,
,,,,,,,,,,,,,,,,3.260974,,,,,,,,,,,,,e24191ac-8008-4886-84b4-354d26fb2c21,22,,,"[52.1, 59.2]",3754135,0,,,,,0.42718962,,Right Foot,,,"[78.9, 71.4]",,High Pass,29.446222,,Pass Offside,,Bojan Krkíc Pérez,4913.0,,,,,,Recovery,1,From Kick Off,Glen Johnson,4724.0,,Right Back,2,Manchester City,36,"['446c795e-f656-4762-a4d6-5c2085eb292a', '6e863f86-39b8-46ae-83f7-983cfc1fb53b']",11,,,,,,,,,,,,,,,,Stoke City,30,00:00:11.555,Pass,
,,,,,,,,,,,,,,,,2.661915,,,,,,,,,,,,,608930cb-f7a5-4952-abec-b2224a5621cc,24,,,"[33.3, 12.1]",3754135,0,,,,,0.492625,,Right Foot,,,"[87.7, 41.3]",,High Pass,61.741398,,Incomplete,,Wilfried Guemiand Bony,3598.0,,,,,,Free Kick,1,From Free Kick,Nicolás Hernán Otamendi,3090.0,,Left Center Back,3,Manchester City,36,"['ed18a08c-bd43-4441-a947-09562f9ccb1f', 'fc5d78a3-26d3-4572-a749-547f5cb29eca']",33,,,,,,,,,,,,,,,,Manchester City,36,00:00:33.154,Pass,
,,,,,,,,,,,,,,,,0.953297,,,,,,,,,,,,,f95645a3-9b5f-44dc-8bbf-5d96bb73840d,30,,,"[83.1, 66.8]",3754135,0,,,,,1.5366216,,Right Foot,,,"[83.5, 78.5]",,Ground Pass,11.706836,,,,Bacary Sagna,7110.0,,,,,,,1,From Free Kick,Kevin De Bruyne,3089.0,,Right Wing,3,Manchester City,36,['e170f815-3c92-4ae8-af9b-63c6bf02efd5'],40,,,,,,,,,,,,,,,,Manchester City,36,00:00:40.295,Pass,
,,,,,,,,,,,,,,,,0.749607,,,,,,,,,,,,,8a32f46e-d5b9-4fcf-9f9e-89407f8b42e2,33,,,"[83.3, 78.3]",3754135,0,,,,,-2.1854594,,Left Foot,,,"[74.9, 66.4]",,Ground Pass,14.566056,,,,David Josué Jiménez Silva,3064.0,,,,,,,1,From Free Kick,Bacary Sagna,7110.0,,Right Back,3,Manchester City,36,['da9a9c4d-5f83-4084-b21a-afc22c9e805d'],41,,,,,,,,,,,,,,,,Manchester City,36,00:00:41.805,Pass,
,,,,,,,,,,,,,,,,1.432208,,,,,,,,,,,,,35afedd3-3093-4cb2-8b9f-ce0c4a6465da,37,,,"[71.5, 51.8]",3754135,0,,,,,-2.2535264,,Left Foot,,,"[56.7, 33.6]",,Ground Pass,23.458048,,,,Nicolás Hernán Otamendi,3090.0,,,,,,,1,From Free Kick,David Josué Jiménez Silva,3064.0,,Center Attacking Midfield,3,Manchester City,36,['4cde6434-dc3c-40af-aa18-62083e72f1f7'],45,,,,,,,,,,,,,,,,Manchester City,36,00:00:45.101,Pass,
,,,,,,,,,,,,,,,,1.386447,,,,,,,,,,,,,13106207-1d2f-4e93-b2e4-7e2bb1a94497,40,,,"[63.4, 27.4]",3754135,0,,,,,-1.199478,,Right Foot,,,"[72.2, 4.8]",,Ground Pass,24.252834,,,,Aleksandar Kolarov,5596.0,,,,,,,1,From Free Kick,Nicolás Hernán Otamendi,3090.0,,Left Center Back,3,Manchester City,36,['55d3d586-50b0-4ced-84ef-9df8a2053a59'],48,,,,,,,,,,,,,,,,Manchester City,36,00:00:48.496,Pass,
,,,,,,,,,,,,,,,,0.757649,,,,,,,,,,,,,544efe44-d245-48a6-be7b-8e8fa620de6a,43,,,"[70.7, 5.3]",3754135,0,,,,,1.1288844,,Left Foot,,,"[75.1, 14.6]",,Ground Pass,10.288342,,,,Raheem Sterling,3233.0,,,,,,,1,From Free Kick,Aleksandar Kolarov,5596.0,,Left Back,3,Manchester City,36,['e8769cb6-9f64-45b9-8583-b6088f3ea11f'],51,,,,,,,,,,,,,,,,Manchester City,36,00:00:51.079,Pass,
,,,,,,,,,,,,,,,,2.119433,,,,,,,,,,,,,44df6e81-f169-4bae-bc2b-1e2ab3aba143,48,,,"[62.9, 12.6]",3754135,0,,,,,-2.7049656,,Right Foot,,,"[43.4, 3.5]",,Ground Pass,21.51883,,,,Nicolás Hernán Otamendi,3090.0,,,,,,,1,From Free Kick,Raheem Sterling,3233.0,,Left Wing,3,Manchester City,36,"['0ece6a55-7683-4558-afbf-0151bd62fdef', '614d25b7-de65-47f3-829c-37d9d875c12e']",53,,,,,,,,,,,,,,,,Manchester City,36,00:00:53.078,Pass,True
,,,,,,,,,,,,,,,,1.023992,,,,,,,,,,,,,9eeb68a3-d4b3-4781-a52a-77361f8d2dab,51,,,"[43.8, 3.5]",3754135,0,,,,,-0.19222765,,Left Foot,,,"[58.7, 0.6]",,Ground Pass,15.179591,,Out,,Aleksandar Kolarov,5596.0,,,,,,,1,From Free Kick,Nicolás Hernán Otamendi,3090.0,,Left Center Back,3,Manchester City,36,['86b55a1b-e4d0-4937-a45b-ef7a57e3c657'],55,,,,,,,,,,,,,,,,Manchester City,36,00:00:55.238,Pass,
,,,,,,,,,,,,,,,,1.628307,,,,,,,,,,,,,5f3c4b9a-9ae1-457a-9cee-e506337201a3,53,,,"[54.1, 80.0]",3754135,1,,,,,-0.23420064,,,,,"[73.8, 75.3]",,High Pass,20.252901,,,,Geoff Cameron,3480.0,,,,,,Throw-in,1,From Throw In,Glen Johnson,4724.0,,Right Back,4,Stoke City,30,['0c0757df-5293-46de-bb3b-a5d3b5bbc642'],7,,,,,,,,,,,,,,,,Stoke City,30,00:01:07.334,Pass,
,,,,,,,,,,,,,,,,0.910767,,,,,,,,,,,,,36855c2b-e9e5-4b3c-b62c-b545d5da9f07,60,,,"[40.8, 3.2]",3754135,1,,,,True,0.5813802,,,,,"[44.3, 5.5]",,Low Pass,4.1880784,,,,Raheem Sterling,3233.0,,,,,,,1,Regular Play,Fernando Luiz Rosa,3054.0,,Left Defensive Midfield,5,Manchester City,36,"['6ced34d3-437e-4648-a07c-6044bd689bd6', 'e36a39fa-0e18-495f-a511-ed652aa72843']",13,,,,,,,,,,,,,,,,Manchester City,36,00:01:13.314,Pass,True
,,,,,,,,,,,,,,,,2.442724,,,,,,,,,,,,,c5a57d21-854b-456a-ab98-34c06669cc64,63,,,"[44.6, 5.5]",3754135,1,,,,,0.64239675,,Right Foot,,,"[73.6, 27.2]",,High Pass,36.22002,,Incomplete,,Wilfried Guemiand Bony,3598.0,,,,,,,1,Regular Play,Raheem Sterling,3233.0,,Left Wing,5,Manchester City,36,"['721b54c4-c10f-4815-84ae-ebbee5096b4b', 'cfae782e-0bac-4c27-95df-f6847a783315']",14,,,,,,,,,,,,,,,,Manchester City,36,00:01:14.304,Pass,
,,,,,,,,,,,,,,,,2.926395,,,,,,,,,,,,,08974ab6-34fa-43ec-a71a-11199b90b760,67,,,"[31.9, 22.8]",3754135,1,,,,,-0.13552772,,Left Foot,,,"[62.7, 18.6]",,Ground Pass,31.085045,,Incomplete,,Marko Arnautović,3325.0,,,,,,Recovery,1,Regular Play,Erik Pieters,3467.0,,Left Back,5,Manchester City,36,"['46c94718-769c-4c20-a980-61ee6dc4a153', 'c3832194-d89b-420b-be7f-167683ec0415', 'e95efdb4-ce5b-4a96-b798-6d0246c2270e']",19,,,,,,,,,,,,,,,,Stoke City,30,00:01:19.954,Pass,True
,,,,,,,,,,,,,,,,1.200029,,,,,,,,,,,,,46c94718-769c-4c20-a980-61ee6dc4a153,69,,,"[57.4, 61.5]",3754135,1,,,,,-2.38082,,Left Foot,,,"[47.0, 51.6]",,Ground Pass,14.358621,,,,Martín Gastón Demichelis,19288.0,,,,,,Recovery,1,Regular Play,Bacary Sagna,7110.0,,Right Back,5,Manchester City,36,"['08974ab6-34fa-43ec-a71a-11199b90b760', 'ecbe73dc-47cd-4671-a954-3e25bf24547a']",22,,,,,,,,,,,,,,,,Manchester City,36,00:01:22.880,Pass,
,,,,,,,,,,,,,,,,0.956946,,,,,,,,,,,,,5887ee1f-e01f-4cdc-bc70-f43b697a630a,72,,,"[50.7, 54.4]",3754135,1,,,,,0.14725175,,Right Foot,,,"[71.6, 57.5]",,Ground Pass,21.128654,,,,David Josué Jiménez Silva,3064.0,,,,,,,1,Regular Play,Martín Gastón Demichelis,19288.0,,Right Center Back,5,Manchester City,36,['673467fe-5914-41d0-ade2-1a22a5f87b10'],25,,,,,,,,,,,,,,,,Manchester City,36,00:01:25.109,Pass,
,,,,,,,,,,,,,,,,0.514736,,,,,,,,,,,,,417dd131-b3ec-4735-a644-4dd462d408ad,75,,,"[89.3, 71.4]",3754135,1,,,,,2.1049788,,Left Foot,,,"[85.1, 78.5]",,Ground Pass,8.249243,,,,Kevin De Bruyne,3089.0,,,,,,,1,Regular Play,David Josué Jiménez Silva,3064.0,,Center Attacking Midfield,5,Manchester City,36,['39a391c3-c3b7-469b-a26c-4911ffa4d763'],30,,,,,,,,,,,,,,,,Manchester City,36,00:01:30.387,Pass,
,,,,,,,,,,,,,,,,1.496835,,,,,,,,,,,,,b741c167-a3e3-483f-ad37-0bf04c779dfd,78,,,"[85.1, 78.5]",3754135,1,,,,,-1.6122472,,Right Foot,,,"[84.2, 56.8]",,Low Pass,21.718655,,Incomplete,,,,,,,,,,1,Regular Play,Kevin De Bruyne,3089.0,,Right Wing,5,Manchester City,36,['6aefc774-84ef-4af7-b4c6-1d508066acb6'],31,,,,,,,,,,,,,,,,Manchester City,36,00:01:31.070,Pass,
,,,,,,,,,,,,,,,,0.583509,,,,,,,,,,,,,66536933-7e6a-419c-ab6b-a6af9f963ea4,85,,,"[38.6, 23.5]",3754135,1,,,,,-2.4592762,,Right Foot,,,"[32.2, 18.3]",,Ground Pass,8.246211,,,,Ibrahim Afellay,4891.0,,,,,,Recovery,1,Regular Play,Glenn Whelan,9625.0,,Center Defensive Midfield,6,Stoke City,30,"['4c4090b9-2e57-4409-94b2-a03dee3cee05', '705d9e96-8621-4514-8cb7-2ad6935146cf']",35,,,,,,,,,,,,,,,,Stoke City,30,00:01:35.633,Pass,True
,,,,,,,,,,,,,,,,1.734229,,,,,,,,,,,,,3e9551d4-f7bc-4d39-8229-d57d267f3d02,92,,,"[37.0, 22.6]",3754135,1,,,,,-1.0993364,,Right Foot,,,"[44.8, 7.3]",,Ground Pass,17.173527,,Incomplete,,Marko Arnautović,3325.0,,,,,,,1,Regular Play,Ibrahim Afellay,4891.0,,Left Center Midfield,6,Stoke City,30,"['0313a34e-b8f3-4595-a8e2-8e1dfa2c9592', '98802e9f-6e30-44ab-8924-79165b03c84b']",37,,,,,,,,,,,,,,,,Stoke City,30,00:01:37.057,Pass,
,,,,,,,,,,,,,,,,1.362679,,,,,,,,,,,,,0313a34e-b8f3-4595-a8e2-8e1dfa2c9592,94,,,"[75.3, 72.8]",3754135,1,,,,,-1.8726065,,Right Foot,,,"[68.7, 51.6]",,Ground Pass,22.203604,,,,Fernando Francisco Reges,16003.0,,,,,,Recovery,1,Regular Play,Bacary Sagna,7110.0,,Right Back,7,Manchester City,36,"['3e9551d4-f7bc-4d39-8229-d57d267f3d02', 'f7157246-c3b8-4f18-86e4-ee2c1b3948f2']",38,,,,,,,,,,,,,,,,Manchester City,36,00:01:38.791,Pass,
,,,,,,,,,,,,,,,,1.043266,,,,,,,,,,,,,de302a9e-60f2-4fe7-b378-b5b39a0955b9,97,,,"[68.5, 51.6]",3754135,1,,,,,1.5534068,,Right Foot,,,"[68.7, 63.1]",,Ground Pass,11.501739,,,,Fernando Luiz Rosa,3054.0,,,,,,,1,Regular Play,Fernando Francisco Reges,16003.0,,Right Defensive Midfield,7,Manchester City,36,['11ecdc9d-a3df-4bad-ac20-3aacd526ee48'],42,,,,,,,,,,,,,,,,Manchester City,36,00:01:42.894,Pass,
,,,,,,,,,,,,,,,,0.675637,,,,,,,,,,,,,08d27321-6c6e-47cc-bbaa-c078a5d681e5,100,,,"[68.9, 63.5]",3754135,1,,,,,-1.2360595,,Right Foot,,,"[70.5, 58.9]",,Ground Pass,4.8703184,,,,David Josué Jiménez Silva,3064.0,,,,,,,1,Regular Play,Fernando Luiz Rosa,3054.0,,Left Defensive Midfield,7,Manchester City,36,['56ec37e8-6a93-43ec-8bbd-e7f131f803dd'],44,,,,,,,,,,,,,,,,Manchester City,36,00:01:44.041,Pass,
,,,,,,,,,,,,,,,,1.482577,,,,,,,,,,,,,d737e87d-51dd-4462-b865-9e4d4335303a,103,,,"[74.6, 59.1]",3754135,1,,,,,0.15748332,,Left Foot,,,"[97.9, 62.8]",,High Pass,23.591948,,Incomplete,,Bacary Sagna,7110.0,,,,,,,1,Regular Play,David Josué Jiménez Silva,3064.0,,Center Attacking Midfield,7,Manchester City,36,"['2a0c727e-aadb-4b8c-ae40-63e36e4fe253', 'ce77c5dd-9e38-4811-8812-f51de758d535']",46,,,,,,,,,,,,,,,,Manchester City,36,00:01:46.772,Pass,
,,,,,,,,,,,,,,,,3.452493,,,,,,,,,,,,,72c879be-d046-4356-ae4f-5cfb1e00ec8b,108,,,"[13.1, 34.6]",3754135,2,,,,,-0.81065285,,Right Foot,,,"[45.9, 0.1]",,High Pass,47.603466,,Out,,Erik Pieters,3467.0,,,,,,,1,Regular Play,Jack Butland,3537.0,,Goalkeeper,7,Manchester City,36,['107fc31f-e9da-4a01-8739-3317df7c9f3c'],3,,,,,,,,,,,,,,,,Stoke City,30,00:02:03.735,Pass,
,,,,,,,,,,,,,,,,1.324312,,,,,,,,,,,,,eeffce6b-740a-4c3d-8b1d-a969f2589efb,110,,,"[75.3, 80.0]",3754135,2,,,,,-0.92968756,,,,,"[85.3, 66.6]",,High Pass,16.720047,,,,Wilfried Guemiand Bony,3598.0,,,,,,Throw-in,1,From Throw In,Bacary Sagna,7110.0,,Right Back,8,Manchester City,36,['3721328b-99d1-4067-b9cd-a8b884b32e2e'],17,,,,,,,,,,,,,,,,Manchester City,36,00:02:17.041,Pass,
,,,,,,,,,,,,,,,,0.868589,,,,,,,,,,,,,b0fbc5e3-2c42-4ee6-a83d-2d0b9e59f90e,115,,,"[80.6, 80.0]",3754135,2,,,,,-1.2390794,,,,,"[83.7, 71.0]",,Low Pass,9.518929,,,,David Josué Jiménez Silva,3064.0,,,,,,Throw-in,1,From Throw In,Bacary Sagna,7110.0,,Right Back,9,Manchester City,36,['b9b1fe17-f822-4dc8-a562-74e6a2f939f5'],28,,,,,,,,,,,,,,,,Manchester City,36,00:02:28.220,Pass,
,,,,,,,,,,,,,,,,1.411213,,,,,,,,,,,,,f0c9bf5b-15a2-4b3b-876c-6b516a4b148a,118,,,"[84.6, 69.9]",3754135,2,,,,,2.8029583,,Left Foot,,,"[68.7, 75.5]",,Ground Pass,16.857342,,,,Martín Gastón Demichelis,19288.0,,,,,,,1,From Throw In,David Josué Jiménez Silva,3064.0,,Center Attacking Midfield,9,Manchester City,36,['c380aba4-b79a-4d67-acbb-8e1debcf9d44'],29,,,,,,,,,,,,,,,,Manchester City,36,00:02:29.725,Pass,
,,,,,,,,,,,,,,,,2.97382,,,,,,,,,,,,,0fd02f4a-d800-4a66-be51-cbf1c2c4b95f,121,,,"[68.9, 70.6]",3754135,2,,,,,-1.8695095,,Right Foot,,,"[58.8, 37.8]",,Ground Pass,34.31982,,,,Nicolás Hernán Otamendi,3090.0,,,,,,,1,From Throw In,Martín Gastón Demichelis,19288.0,,Right Center Back,9,Manchester City,36,['787f1d26-bc55-4137-9465-a8e1c5c21e40'],32,,,,,,,,,,,,,,,,Manchester City,36,00:02:32.428,Pass,
,,,,,,,,,,,,,,,,1.429406,,,,,,,,,,,,,4c553790-678f-4d5c-a4b2-6392e2232159,125,,,"[62.4, 35.8]",3754135,2,,,,,1.6510258,,Right Foot,,,"[60.8, 55.7]",,Ground Pass,19.964218,,,,Martín Gastón Demichelis,19288.0,,,,,,,1,From Throw In,Nicolás Hernán Otamendi,3090.0,,Left Center Back,9,Manchester City,36,"['55ac8de6-493d-42db-950e-1d18a1e73f50', 'c1b3ac33-8bfe-4dee-b559-2378f84419cd']",36,,,,,,,,,,,,,,,,Manchester City,36,00:02:36.877,Pass,True
