50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,beb7a19d-91d5-4da1-b819-f4902b3b20ad,1,,,3754177,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Newcastle United,37,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 3722, 'name': 'Steven Taylor'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 27}, {'player': {'id': 3081, 'name': 'Jamaal Lascelles'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 5}, {'player': {'id': 3165, 'name': 'Emmanuel Rivière'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 29}]}",Newcastle United,37,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c88dcda0-5f6e-4f33-997b-04a34a9c6cff,2,,,3754177,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Newcastle United,37,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 30}, {'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 4416, 'name': 'Max-Alain Gradel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 3278, 'name': 'Benik Afobe'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]}",AFC Bournemouth,28,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c9b6d02f-249c-4ddb-b92c-8b35d048046c,3,,,3754177,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Newcastle United,37,['596ebe4e-bf12-4669-acbd-a3afafd25fd6'],0,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,596ebe4e-bf12-4669-acbd-a3afafd25fd6,4,,,3754177,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Newcastle United,37,['c9b6d02f-249c-4ddb-b92c-8b35d048046c'],0,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e581a85f-96f6-4239-8a80-5a969ec0c89f,2108,,,3754177,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,Newcastle United,37,['f0ae9509-431f-484b-b79a-e21b76c6867c'],0,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f0ae9509-431f-484b-b79a-e21b76c6867c,2109,,,3754177,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,Newcastle United,37,['e581a85f-96f6-4239-8a80-5a969ec0c89f'],0,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.426692,,,,,,,,,,,,,,d9d9b053-e2bf-4068-b3b1-80be25ac6ed9,5,,"[60.0, 40.0]",3754177,0,,,,,1.5253731,,Right Foot,,,"[60.1, 42.2]",,Ground Pass,,2.2022715,,,Ayoze Pérez Gutiérrez,3076.0,,,,,,Kick Off,1,From Kick Off,Emmanuel Rivière,3165.0,Center Forward,2,Newcastle United,37,['b4a57da5-2a41-46e4-8eee-98b7fc060246'],0,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.135,Pass,
,,,,,,,,,,,,,,,,,,1.060997,,,,,,,,,,,,,,9d7a046b-9b69-4219-800e-d2e14446afc8,8,,"[60.6, 40.9]",3754177,0,,,,,-2.8753407,,Right Foot,,,"[56.2, 39.7]",,Ground Pass,,4.560702,,,Jonjo Shelvey,3057.0,,,,,,,1,From Kick Off,Ayoze Pérez Gutiérrez,3076.0,Center Attacking Midfield,2,Newcastle United,37,['90d76042-7509-4fa8-8540-1a57e82d8043'],0,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.644,Pass,
,,,,,,,,,,,,,,,,,,1.379392,,,,,,,,,,,,,,347585e4-3a07-4bbb-a715-7f570817fa1a,11,,"[57.8, 39.9]",3754177,0,,,,,2.4202778,,Right Foot,,,"[37.9, 57.4]",,Ground Pass,,26.500189,,,Daryl Janmaat,3650.0,,,,,,,1,From Kick Off,Jonjo Shelvey,3057.0,Right Defensive Midfield,2,Newcastle United,37,['b0db0cf8-c28d-433f-a562-12257c4be35f'],1,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:01.890,Pass,
,,,,,,,,,,,,,,,,,,1.294576,,,,,,,,,,,,,,fbaf93d0-3f9d-4a1f-9f92-0a6b77cf12fe,14,,"[38.7, 56.6]",3754177,0,,,,,-2.4883673,,Right Foot,,,"[28.9, 49.1]",,Ground Pass,,12.340584,,,Steven Taylor,3722.0,,,,,,,1,From Kick Off,Daryl Janmaat,3650.0,Right Back,2,Newcastle United,37,['7cde7e47-d517-4ee7-919c-b7f5589b7506'],3,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:03.309,Pass,
,,,,,,,,,,,,,,,,,,3.068838,,,,,,,,,,,,,,43aaa305-592d-43d8-a5b0-211fa5d0eb07,17,,"[27.2, 48.4]",3754177,0,,,,,-2.7753952,,Right Foot,,,"[6.6, 40.5]",,Ground Pass,,22.062864,,,Rob Elliot,3096.0,,,,,,,1,From Kick Off,Steven Taylor,3722.0,Right Center Back,2,Newcastle United,37,['e3576a71-8233-439f-9ae4-ce78551bcc11'],4,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:04.836,Pass,
,,,,,,,,,,,,,,,,,,4.040881,,,,,,,,,,,,,,53420b9f-0326-459f-ace4-cd8322d2d546,20,,"[5.0, 37.6]",3754177,0,,,,,0.42713732,,Left Foot,,,"[64.1, 64.5]",,High Pass,,64.93397,Incomplete,,Moussa Sissoko,3091.0,,,,,,,1,From Kick Off,Rob Elliot,3096.0,Goalkeeper,2,Newcastle United,37,"['6dd83c32-08cf-4afc-9f63-b784aaddfb07', 'fe9ba26f-19a6-4077-b678-8b7ed44d603c']",7,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:07.945,Pass,
,,,,,,,,,,,,,,,,,,2.549409,,,,,,,,,,,,,,1b1c9d62-fad0-41b5-b074-ccb757c1bc74,26,,"[87.0, 70.9]",3754177,0,,,,,-0.21786053,,Right Foot,,,"[113.2, 65.1]",,Ground Pass,,26.834307,,,Ayoze Pérez Gutiérrez,3076.0,,,,,,,1,From Kick Off,Emmanuel Rivière,3165.0,Center Forward,2,Newcastle United,37,['4e873f82-b93b-4bb3-9ffe-a33f0cd070e7'],15,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:15.009,Pass,
