bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.937728,,,,,,,,,,,,,,8c197151-c5ac-4e03-b0c1-7589bb28a87d,19,,"[79.9, 14.6]",3754291,0,,,,-0.5098871,,Left Foot,,,"[95.1, 6.1]",,Ground Pass,,17.415224,,,,José Manuel Jurado Marín,6870.0,,,,,,1,From Kick Off,Nathan Aké,3306.0,Left Back,2,Watford,23,"['331a1cbe-89e6-411a-8985-d1f51ac8f6e5', '3ed71724-1364-4020-982a-9d222a486d01']",10,,,,,,,,,,,,,,,,,,Watford,23,00:00:10.182,Pass,True
,,,,,,,,,,,,,,,,1.72455,,,,,,,,,,,,,,3dec5891-cec3-4feb-b267-67733ce00b4e,23,,"[20.6, 80.0]",3754291,0,,,,-0.23293105,,,,,"[53.9, 72.1]",,High Pass,,34.224262,,Incomplete,,Harry Kane,10955.0,,,,,Throw-in,1,From Throw In,Kieran Trippier,3308.0,Right Wing Back,3,Tottenham Hotspur,38,"['0006301a-8267-428a-9c4b-3a9a4a5d3a7c', 'cc7048f0-5513-4cae-a6e8-34007e829aeb']",27,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:27.166,Pass,
,,,,,,,,,,,,,,,,2.231953,,,,,,,,,,,,,,cc7048f0-5513-4cae-a6e8-34007e829aeb,25,,"[66.2, 8.0]",3754291,0,,,,0.43939865,,Head,,,"[87.9, 18.2]",,High Pass,,23.977697,,Incomplete,,Odion Jude Ighalo,5458.0,,,,,Recovery,1,From Throw In,Nathan Aké,3306.0,Left Back,3,Tottenham Hotspur,38,"['3dec5891-cec3-4feb-b267-67733ce00b4e', '743753e6-1548-44ff-93dc-3f8bb42a53b6', 'a12485fa-899f-4243-9ed6-ce57a574847b']",28,,,,,,,,,,,,,,,,,,Watford,23,00:00:28.891,Pass,
,,,,,,,,,,,,,,,,1.25548,,,,,,,,,,,,,,743753e6-1548-44ff-93dc-3f8bb42a53b6,27,,"[32.2, 61.9]",3754291,0,,,,-1.5178157,,Head,,,"[32.9, 48.7]",,High Pass,,13.218548,,Incomplete,,,,,,,,Recovery,1,From Throw In,Toby Alderweireld,20005.0,Right Center Back,3,Tottenham Hotspur,38,"['0f6a4376-f804-4910-817a-788dfacbfdee', 'cc7048f0-5513-4cae-a6e8-34007e829aeb']",31,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:31.123,Pass,
,,,,,,,,,,,,,,,,1.577762,,,,,,,,,,,,,,0f6a4376-f804-4910-817a-788dfacbfdee,28,,"[87.2, 31.4]",3754291,0,,,,-1.3449847,,Head,,,"[88.9, 24.0]",,High Pass,,7.5927596,,,,Odion Jude Ighalo,5458.0,,,,,Recovery,1,From Throw In,Troy Deeney,3454.0,Right Center Forward,3,Tottenham Hotspur,38,"['743753e6-1548-44ff-93dc-3f8bb42a53b6', '7c6922ad-4133-45c8-a2be-6f6ac055ddcd']",32,,,,,,,,,,,,,,,,,,Watford,23,00:00:32.378,Pass,
,,,,,,,,,,,,,,,,0.483039,,,,,,,,,,,,,,985ad426-e717-49d1-a7bd-c90b83f919d1,32,,"[32.9, 51.3]",3754291,0,,,,3.0775776,,Right Foot,,,"[25.1, 51.8]",,Low Pass,,7.816009,,,,Eric Dier,10956.0,,,,,Recovery,1,From Throw In,Mousa Sidi Yaya Dembélé,3037.0,Left Defensive Midfield,3,Tottenham Hotspur,38,['76e046eb-54e3-4042-8fd2-c9b6018975b0'],34,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:34.592,Pass,
,,,,,,,,,,,,,,,,0.463404,,,,,,,,,,,,,,a21d35bf-86e0-4655-b4a0-7c2ee3d4b0d6,35,,"[25.1, 51.8]",3754291,0,,,,0.43508396,,Right Foot,,,"[32.2, 55.1]",,Ground Pass,,7.8294315,,,,Mousa Sidi Yaya Dembélé,3037.0,,,,,,1,From Throw In,Eric Dier,10956.0,Center Back,3,Tottenham Hotspur,38,['2d431e21-b619-4f25-aea4-b70b86a76e4b'],35,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:35.115,Pass,
,,,,,,,,,,,,,,,,0.403302,,,,,,,,,,,,,,984f7e6b-2435-4edf-b237-b4a2dc733aa3,38,,"[32.2, 55.1]",3754291,0,,,,1.217806,,Left Foot,,,"[34.3, 60.8]",,Ground Pass,,6.074537,,,,Tom Carroll,3310.0,,,,,,1,From Throw In,Mousa Sidi Yaya Dembélé,3037.0,Left Defensive Midfield,3,Tottenham Hotspur,38,['0d0f1810-4300-48f4-b33e-d514e6bdce63'],36,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:36.060,Pass,
,,,,,,,,,,,,,,,,1.459385,,,,,,,,,,,,,,266679fd-16b2-4e4c-adf7-f9b1a9b32007,41,,"[36.4, 60.3]",3754291,0,,,,-0.54152447,,Left Foot,,,"[49.7, 52.3]",,Ground Pass,,15.520632,,,,Erik Lamela,3585.0,,,,,,1,From Throw In,Tom Carroll,3310.0,Right Defensive Midfield,3,Tottenham Hotspur,38,['d1079e64-a198-4881-af36-448cc06a4d86'],37,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:37.512,Pass,
,,,,,,,,,,,,,,,,1.794712,,,,,,,,,,,,,,ad26be79-98d6-4efa-a055-d77899f365db,44,,"[51.8, 49.9]",3754291,0,,,,-1.7352368,,Left Foot,,,"[48.0, 27.0]",,Ground Pass,,23.213142,,,,Danny Rose,3594.0,,,,,,1,From Throw In,Erik Lamela,3585.0,Right Wing,3,Tottenham Hotspur,38,['24b23ffc-7ccd-49d0-8678-7ffd9aaaf0c4'],39,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:39.051,Pass,
,,,,,,,,,,,,,,,,1.299755,,,,,,,,,,,,,,7f014333-95a4-42b3-a1de-9a2a79097239,47,,"[54.1, 20.6]",3754291,0,,,,-0.7282215,,Left Foot,,,"[69.8, 6.6]",,Ground Pass,,21.035446,,,,Bamidele Alli,3094.0,,,,,,1,From Throw In,Danny Rose,3594.0,Left Wing Back,3,Tottenham Hotspur,38,['2c373bea-ce9e-4454-b8c7-09789ee73085'],42,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:42.461,Pass,
,,,,,,,,,,,,,,,,0.746533,,,,,,,,,,,,,,0de2e5f0-bcd1-430c-ad8e-44fe65a514f6,50,,"[70.0, 5.2]",3754291,0,,,,2.9996955,,Right Foot,,,"[55.3, 7.3]",,Ground Pass,,14.849242,,,,Danny Rose,3594.0,,,,,,1,From Throw In,Bamidele Alli,3094.0,Left Wing,3,Tottenham Hotspur,38,['bd869ffe-9ebe-4d3b-be01-69c928ced67e'],43,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:43.884,Pass,
,,,,,,,,,,,,,,,,1.445119,,,,,,,,,,,,,,8c1ab093-4b06-4a63-b55e-3e8a78248005,53,,"[53.9, 7.8]",3754291,0,,,,2.7027333,,Left Foot,,,"[34.3, 17.0]",,Ground Pass,,21.65179,,,,Jan Vertonghen,3077.0,,,,,,1,From Throw In,Danny Rose,3594.0,Left Wing Back,3,Tottenham Hotspur,38,['95f15324-9056-4c56-85dc-b3a52e29ddb6'],46,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:46.177,Pass,
,,,,,,,,,,,,,,,,0.967898,,,,,,,,,,,,,,5d4eb5a7-bbc3-4841-a04b-4e571de90929,56,,"[31.0, 18.9]",3754291,0,,,,1.8326815,,Left Foot,,,"[28.4, 28.6]",,Ground Pass,,10.04241,,,,Eric Dier,10956.0,,,,,,1,From Throw In,Jan Vertonghen,3077.0,Left Center Back,3,Tottenham Hotspur,38,['9d2a2ae5-c519-4ca7-bfb0-d903c9f02ce3'],49,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:49.150,Pass,
,,,,,,,,,,,,,,,,1.867101,,,,,,,,,,,,,,737ee10e-f6aa-4a84-8566-91511b3e9573,59,,"[27.4, 30.0]",3754291,0,,,,1.5402248,,Right Foot,,,"[28.4, 62.7]",,Ground Pass,,32.715286,,,,Toby Alderweireld,20005.0,,,,,,1,From Throw In,Eric Dier,10956.0,Center Back,3,Tottenham Hotspur,38,['b4789173-3583-47ec-bda8-0b239c20f156'],51,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:51.331,Pass,
,,,,,,,,,,,,,,,,1.600834,,,,,,,,,,,,,,83130529-8b39-4753-b1de-943a4a57a8b1,62,,"[36.4, 61.7]",3754291,0,,,,-2.5022068,,Right Foot,,,"[20.8, 50.1]",,Ground Pass,,19.440165,,,,Eric Dier,10956.0,,,,,,1,From Throw In,Toby Alderweireld,20005.0,Right Center Back,3,Tottenham Hotspur,38,['4b6b7f9c-b357-444c-8a52-f4026faa0594'],58,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:58.529,Pass,
,,,,,,,,,,,,,,,,1.87373,,,,,,,,,,,,,,e1a9bbad-b182-41fc-86e5-fa994b8d26fc,65,,"[22.7, 47.7]",3754291,1,,,,-1.3479728,,Right Foot,,,"[30.2, 14.6]",,Ground Pass,,33.939064,,,,Jan Vertonghen,3077.0,,,,,,1,From Throw In,Eric Dier,10956.0,Center Back,3,Tottenham Hotspur,38,['b6c5c371-0c9c-4e5a-80a4-0b50f85ab404'],1,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:01.290,Pass,
,,,,,,,,,,,,,,,,1.523595,,,,,,,,,,,,,,fff27a84-aa5b-43a9-8696-fb3410bd57bc,68,,"[25.7, 13.0]",3754291,1,,,,1.8814976,,Right Foot,,,"[18.7, 34.8]",,Ground Pass,,22.896288,,,,Eric Dier,10956.0,,,,,,1,From Throw In,Jan Vertonghen,3077.0,Left Center Back,3,Tottenham Hotspur,38,['4db2b966-85cb-48bc-9ee6-3cde183ff7a9'],4,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:04.470,Pass,
,,,,,,,,,,,,,,,,1.253279,,,,,,,,,,,,,,f4ab10f8-39fe-460e-b921-8d99c523f5cc,71,,"[17.3, 50.1]",3754291,1,,,,1.3878433,,Right Foot,,,"[21.5, 72.8]",,Ground Pass,,23.085278,,,,Toby Alderweireld,20005.0,,,,,,1,From Throw In,Eric Dier,10956.0,Center Back,3,Tottenham Hotspur,38,['755b2b80-7852-4a23-9780-be7b0d46e6ba'],8,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:08.238,Pass,
,,,,,,,,,,,,,,,,1.788487,,,,,,,,,,,,,,d801e93e-1e7d-4bb1-bcf0-0bf9760c3629,74,,"[20.6, 72.8]",3754291,1,,,,-0.6093734,,Left Foot,,,"[35.5, 62.4]",,Ground Pass,,18.17058,,Incomplete,,Tom Carroll,3310.0,,,,,,1,From Throw In,Toby Alderweireld,20005.0,Right Center Back,3,Tottenham Hotspur,38,"['b4ea8a55-67ea-4fec-bd5a-f89a2c8c568c', 'd3ac9245-152d-4ead-8901-7762b9b99b08']",10,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:10.743,Pass,
,,,,,,,,,,,,,,,,0.844645,,,,,,,,,,,,,,b4ea8a55-67ea-4fec-bd5a-f89a2c8c568c,76,,"[84.6, 17.7]",3754291,1,,,,-1.6233793,,Left Foot,,,"[84.1, 8.2]",,Ground Pass,,9.513149,,,,José Manuel Jurado Marín,6870.0,,,,,Recovery,1,Regular Play,Etienne Capoue,3721.0,Right Defensive Midfield,4,Watford,23,"['0c16bbb2-13a9-4ec2-894a-8205dddeff80', 'd801e93e-1e7d-4bb1-bcf0-0bf9760c3629']",12,,,,,,,,,,,,,,,,,,Watford,23,00:01:12.532,Pass,
,,,,,,,,,,,,,,,,1.113031,,,,,,,,,,,,,,b3574cc9-051a-43f0-903e-ef188fff2a6a,80,,"[83.5, 17.7]",3754291,1,,,,1.4778748,,Right Foot,,,"[86.1, 45.6]",,Ground Pass,,28.020885,,,,Almen Abdi,43081.0,,,,,,1,Regular Play,José Manuel Jurado Marín,6870.0,Left Midfield,4,Watford,23,"['32a04219-22e1-408c-b644-ec84812cb2c6', 'b51b7cd8-e471-4559-97f1-2a7cd38e68d3']",15,,,,,,,,,,,,,,,,,,Watford,23,00:01:15.329,Pass,True
,,,,,,,,,,,,,,,,0.788618,,,,,,,,,,,,,,2e6d749d-4240-4b20-9e38-4f8025bec00e,88,,"[35.5, 43.5]",3754291,1,,,,-0.25307566,,Left Foot,,,"[47.1, 40.5]",,Ground Pass,,11.981652,,Incomplete,,,,,,,,,1,Regular Play,Tom Carroll,3310.0,Right Defensive Midfield,4,Watford,23,['808fbbba-beb5-4f2b-b844-8fb2cbfb76ea'],18,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:18.803,Pass,
,,,,,,,,,,,,,,,,1.265184,,,,,,,,,,,,,,5c0da73f-ef13-43d0-96e5-0b77754e3a09,90,,"[38.3, 36.9]",3754291,1,,,,-1.0004131,,Left Foot,,,"[48.5, 21.0]",,Low Pass,,18.890474,,Incomplete,,,,,,,,Recovery,1,Regular Play,Danny Rose,3594.0,Left Wing Back,4,Watford,23,['0c494da2-033f-4ed7-92c8-2428385c3369'],20,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:20.694,Pass,
,,,,,,,,,,,,,,,,0.943905,,,,,,,,,,,,,,f8b7f1e9-2c6c-4d73-a262-d5010e15fc98,98,,"[46.6, 14.6]",3754291,1,,,,-0.47169572,,Left Foot,,,"[66.4, 4.5]",,Ground Pass,,22.227236,,,,Harry Kane,10955.0,,,,,,1,Regular Play,Erik Lamela,3585.0,Right Wing,5,Tottenham Hotspur,38,['f724106b-fd0a-40cd-9464-d9c0f49011cb'],27,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:27.709,Pass,
,,,,,,,,,,,,,,,,0.928433,,,,,,,,,,,,,,149d6308-63b2-4d19-a2da-2f1381c353d3,103,,"[63.4, 3.0]",3754291,1,,,,0.3614409,,Right Foot,,,"[71.6, 6.1]",,Ground Pass,,8.766413,,,,Bamidele Alli,3094.0,,,,,,1,Regular Play,Harry Kane,10955.0,Center Forward,5,Tottenham Hotspur,38,"['7fd5a72a-73d5-4507-aaf9-ada120d3c3b6', '86fd8725-7abb-40b1-845c-d97b8f8ff061']",31,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:31.596,Pass,True
,,,,,,,,,,,,,,,,1.853731,,,,,,,,,,,,,,985be388-6960-4196-adc8-d44b3a5dd63b,107,,"[72.4, 7.3]",3754291,1,,,,-2.6779451,,Left Foot,,,"[64.8, 3.5]",,Ground Pass,,8.497058,,Incomplete,,Harry Kane,10955.0,,,,,,1,Regular Play,Bamidele Alli,3094.0,Left Wing,5,Tottenham Hotspur,38,"['50f84f4c-201d-4cbd-bb8f-9b75e00ffd4e', 'b353efc1-7196-4c92-871d-b2a0cee2fc0c', 'e2c972b0-4ac8-49bd-87d5-d516085e43b1']",32,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:32.612,Pass,True
,,,,,,,,,,,,,,,,1.150429,,,,,,,,,,,,,,ba50c5a6-a41e-418e-be13-398074f6114e,111,,"[54.6, 77.8]",3754291,1,,,,-0.03612885,,Right Foot,,,"[62.9, 77.5]",,Ground Pass,,8.30542,,,,Ikechi Anya,40118.0,,,,,,1,Regular Play,Almen Abdi,43081.0,Right Midfield,5,Tottenham Hotspur,38,['1f98c71f-6067-4bfa-bbcd-ecb61983f36d'],35,,,,,,,,,,,,,,,,,,Watford,23,00:01:35.060,Pass,
,,,,,,,,,,,,,,,,0.209458,,,,,,,,,,,,,,cc588714-3009-451b-945f-0aff2609f70f,115,,"[63.8, 78.7]",3754291,1,,,,-0.82537687,,Right Foot,,,"[66.2, 76.1]",,Ground Pass,,3.5383613,,Incomplete,,,,,,,,,1,Regular Play,Ikechi Anya,40118.0,Right Back,5,Tottenham Hotspur,38,"['ce0c110e-ec94-44b3-b66c-fa13e5efcdef', 'f2ad301d-6723-4a84-94b3-dc3b9787c377']",36,,,,,,,,,,,,,,,,,,Watford,23,00:01:36.274,Pass,True
,,,,,,,,,,,,,,,,0.588783,,,,,,,,,,,,,,0bf0fdd0-401e-43ed-931c-89d50f0886be,119,,"[62.6, 22.7]",3754291,1,,,,0.38050637,,Left Foot,,,"[73.1, 26.9]",,Ground Pass,,11.308846,,,,Harry Kane,10955.0,,,,,,1,Regular Play,Mousa Sidi Yaya Dembélé,3037.0,Left Defensive Midfield,5,Tottenham Hotspur,38,['6d8a6db2-fe06-4c0b-9038-7d54b91955ff'],39,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:39.850,Pass,
,,,,,,,,,,,,,,,,3.945942,,,,,,,,,,,,,,c0371f99-e235-4b66-967a-2f864376a339,122,,"[65.7, 35.2]",3754291,1,,,,0.8823501,,Right Foot,,,"[101.9, 79.2]",,High Pass,,56.97754,,Out,,Kieran Trippier,3308.0,,True,,,,1,Regular Play,Harry Kane,10955.0,Center Forward,5,Tottenham Hotspur,38,['b175cb48-2bbc-4db6-a31c-d6c7266e5047'],42,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:42.385,Pass,
,,,,,,,,,,,,,,,,1.487359,,,,,,,,,,,,,,5999a475-520e-40a6-bf87-4ae6d65122f0,124,,"[22.4, 0.1]",3754291,1,True,,,2.067465,,,,,"[15.3, 13.2]",,Low Pass,,14.900335,,,,Miguel Ángel Britos Cabrera,3288.0,,,,,Throw-in,1,From Throw In,Nathan Aké,3306.0,Left Back,6,Watford,23,['29c15a58-3d71-4283-b9d5-8248fc8a963d'],50,,,,,,,,,,,,,,,,,,Watford,23,00:01:50.391,Pass,
