50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.823288,,,,,,,,,,,,49b02ff7-b240-45f0-9397-6abed2a9fab8,18,,,"[25.3, 23.7]",3754264,0,,,,2.4626606,,Right Foot,,,,"[10.8, 35.4]",,Ground Pass,,18.631693,,,,Rob Elliot,3096.0,,,,,,,1,From Kick Off,Fabricio Coloccini,26207.0,Left Center Back,2,Newcastle United,37,['8a5ef1b2-9598-458e-b23d-27b32bf4cf07'],7,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:07.563,Pass,
,,,,,,,,,,,,,,,,,4.068377,,,,,,,,,,,,d9b42d2c-5c96-4032-9855-b8585cfd6e8a,22,,,"[8.0, 33.3]",3754264,0,,,,-0.03388533,,Left Foot,,,,"[78.8, 30.9]",,High Pass,,70.84067,,Incomplete,,Aleksandar Mitrović,4269.0,,,,,,,1,From Kick Off,Rob Elliot,3096.0,Goalkeeper,2,Newcastle United,37,"['67f8a263-3319-4371-b73b-870974e4137d', 'a0e4c15e-938b-4918-9284-76c3a9ac8209', 'c4f24b6b-df22-429d-ac69-0f88ef5cace2']",9,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:09.478,Pass,True
,,,,,,,,,,,,,,,,,2.746783,,,,,,,,,,,,fee09496-cddf-4c8b-ba3d-c9f688e83db2,27,,,"[40.5, 48.7]",3754264,0,,,,-2.9496393,,Left Foot,,,,"[12.2, 43.2]",,Ground Pass,,28.829498,,,,Thibaut Courtois,3509.0,,,,,,,1,From Kick Off,Gary Cahill,3645.0,Right Center Back,2,Newcastle United,37,['3007feac-6003-4391-883a-f623e88ea2a2'],14,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:14.605,Pass,
,,,,,,,,,,,,,,,,,6.167963,,,,,,,,,,,,5e09e34e-5b63-4771-ab86-58ce56ebbffb,29,,,"[10.7, 42.1]",3754264,0,,,,0.4755325,,Left Foot,,,,"[84.3, 80.0]",,Ground Pass,,82.78508,,Out,,Eden Hazard,3621.0,,,,,,,1,From Kick Off,Thibaut Courtois,3509.0,Goalkeeper,2,Newcastle United,37,['289c3ef8-7260-4a75-874b-2ebd67c9b31b'],17,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:17.352,Pass,
,,,,,,,,,,,,,,,,,0.679301,,,,,,,,,,,,7cc48022-fa62-4a75-9454-27a300f4b418,31,,,"[33.2, 0.1]",3754264,0,,,,0.93283534,,,,,,"[37.5, 5.9]",,Low Pass,,7.220111,,,,Jonjo Shelvey,3057.0,,,,,,Throw-in,1,From Throw In,Rolando Aarons,3391.0,Left Back,3,Newcastle United,37,['12b5c262-6aa2-4203-ad48-4045c47ad6ff'],31,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:31.254,Pass,
,,,,,,,,,,,,,,,,,0.798803,,,,,,,,,,,,31e6146a-cf2b-4646-8931-47c54494f673,34,,,"[36.0, 6.4]",3754264,0,,,,-1.9631364,,Right Foot,,,,"[33.6, 0.6]",,Low Pass,,6.276942,,,,Rolando Aarons,3391.0,,,,,,,1,From Throw In,Jonjo Shelvey,3057.0,Left Center Midfield,3,Newcastle United,37,['414473fb-78a5-4dc8-a63f-2ab2987f52d2'],32,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:32.083,Pass,
,,,,,,,,,,,,,,,,,2.124825,,,,,,,,,,,,7d998af2-e54d-48b6-bb5c-28dc86a39481,37,,,"[31.5, 3.1]",3754264,0,,,,2.342862,,Left Foot,,,,"[5.6, 29.7]",,Low Pass,,37.126404,,,,Rob Elliot,3096.0,,,,,,,1,From Throw In,Rolando Aarons,3391.0,Left Back,3,Newcastle United,37,['55d10173-2f70-4e85-b7cb-b1886299c8fa'],35,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:35.211,Pass,
,,,,,,,,,,,,,,,,,3.114871,,,,,,,,,,,,89fd8cdb-f5a3-491e-9f2a-a61752198e31,40,,,"[7.5, 35.2]",3754264,0,,,,0.51322204,,Right Foot,,,,"[53.1, 60.9]",,High Pass,,52.34358,,Incomplete,,Moussa Sissoko,3091.0,,,,,,,1,From Throw In,Rob Elliot,3096.0,Goalkeeper,3,Newcastle United,37,"['57ae3c06-08e0-4612-84d4-c23380c2d07c', '591f22bf-202f-491e-b05e-aa2765ca352d']",39,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:39.843,Pass,
,,,,,,,,,,,,,,,,,2.602908,,,,,,,,,,,,591f22bf-202f-491e-b05e-aa2765ca352d,42,,,"[67.0, 19.2]",3754264,0,,,,-0.18499485,,Head,,,,"[101.2, 12.8]",,Low Pass,,34.79368,,Incomplete,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,Recovery,1,From Throw In,César Azpilicueta Tanco,3957.0,Left Back,3,Newcastle United,37,"['89fd8cdb-f5a3-491e-9f2a-a61752198e31', 'a2df504b-9dcb-4525-aadf-f751033d3c08', 'cdf4125f-d70b-4099-bfa1-ed6e57592333']",42,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:42.958,Pass,
,,,,,,,,,,,,,,,,,0.565753,,,,,,,,,,,,a7ff2c69-3a2a-41c7-a71d-e8e939b1a42e,47,,,"[20.8, 71.2]",3754264,0,,,,0.5012643,,Right Foot,,,,"[28.1, 75.2]",,Ground Pass,,8.324061,,,,Moussa Sissoko,3091.0,,,,,,,1,From Throw In,Daryl Janmaat,3650.0,Right Back,3,Newcastle United,37,"['6f355cf6-36f9-435f-ae7e-4265af10ec8f', '911aea1a-df1b-41e9-bb0a-93ec9aeb8e09']",47,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:47.091,Pass,True
,,,,,,,,,,,,,,,,,1.852589,,,,,,,,,,,,247d1fd2-5d3f-4ac9-b431-33c27ce8a3ae,53,,,"[13.3, 62.6]",3754264,0,,,,-2.3938336,,Left Foot,,,,"[0.9, 51.1]",,Ground Pass,,16.91183,,,,Rob Elliot,3096.0,,,,,,Recovery,1,From Throw In,Cheik Ismaël Tioté,42900.0,Right Center Midfield,3,Newcastle United,37,['2ca0d904-1760-43d0-8ca5-aa0fc6eb4cca'],51,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:51.045,Pass,
,,,,,,,,,,,,,,,,,2.992871,,,,,,,,,,,,3aa2285e-4a3c-4873-a8c4-160ec0b2ab5f,56,,,"[3.9, 52.1]",3754264,0,,,,-0.038250886,,Right Foot,,,,"[64.0, 49.8]",,High Pass,,60.143993,,,,Aleksandar Mitrović,4269.0,,,,,,,1,From Throw In,Rob Elliot,3096.0,Goalkeeper,3,Newcastle United,37,['a25fc7fa-0a90-4924-b018-1c8d7a650a42'],52,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:52.937,Pass,
,,,,,,,,,,,,,,,,,1.645564,,,,,,,,,,,,d46c3dbb-bb4e-4122-bb3d-838dc917f891,58,,,"[61.4, 50.4]",3754264,0,,,True,2.976444,,,,,,"[45.8, 53.0]",,High Pass,,15.815183,,Incomplete,,Cheik Ismaël Tioté,42900.0,,,,,,,1,From Throw In,Aleksandar Mitrović,4269.0,Center Forward,3,Newcastle United,37,"['22dcc9b2-cf03-49b5-8404-a658d040e811', 'd4c9865e-aee4-47c3-87b8-4f4306f3fb0b', 'f8cf2b60-a618-4eba-af98-0efced0dd322']",55,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:55.988,Pass,True
,,,,,,,,,,,,,,,,,2.516759,,,,,,,,,,,,54e656da-3c50-47e8-94c5-f307bfc8d937,64,,,"[73.4, 26.7]",3754264,1,,,,0.6371721,,Right Foot,,,,"[111.5, 54.9]",,High Pass,,47.400948,,Incomplete,,Gary Cahill,3645.0,,,,,,Free Kick,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,Right Defensive Midfield,4,Chelsea,33,"['3fe19ed3-b444-4094-b822-fee7d668dd4b', 'eba77a9f-ce0d-489e-bacb-4baaf4985889']",19,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:19.564,Pass,
,,,,,,,,,,,,,,,,,1.156264,,,,,,,,,,,,3fe19ed3-b444-4094-b822-fee7d668dd4b,67,,,"[8.6, 25.2]",3754264,1,,,True,-0.57275325,,,,,,"[19.3, 18.3]",,Low Pass,,12.73185,,,,Andros Townsend,3297.0,,,,,,Recovery,1,From Free Kick,Rolando Aarons,3391.0,Left Back,4,Chelsea,33,"['54e656da-3c50-47e8-94c5-f307bfc8d937', '6a871534-1c56-4ac7-bfb0-8724d36f4154', 'e9e3264f-1f14-4b09-9a52-048e365ec44b']",22,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:22.080,Pass,True
,,,,,,,,,,,,,,,,,1.104118,,,,,,,,,,,,97f0b5ec-8b56-48ae-82e5-d31f6319749a,70,,,"[20.6, 19.8]",3754264,1,,,,1.3478961,,Right Foot,,,,"[22.3, 27.3]",,Low Pass,,7.6902537,,Incomplete,,Jonjo Shelvey,3057.0,,,,,,,1,From Free Kick,Andros Townsend,3297.0,Left Wing,4,Chelsea,33,"['0db839f2-2972-47d5-af99-0246892a89cd', '453af43f-c6aa-4d9d-a940-b4abd7b6a487']",23,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:23.330,Pass,
,,,,,,,,,,,,,,,,,4.995871,,,,,,,,,,,,e167dd69-9fa4-4c2a-bf66-b1157a3918ea,76,,,"[6.0, 44.0]",3754264,1,,,,0.4446797,,Left Foot,,,,"[80.5, 79.5]",,High Pass,,82.52576,,Out,,Moussa Sissoko,3091.0,,,,,,Goal Kick,1,From Goal Kick,Rob Elliot,3096.0,Goalkeeper,5,Newcastle United,37,['9e761d7b-b72f-41c5-b555-83db2fbefc9d'],54,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:54.897,Pass,
,,,,,,,,,,,,,,,,,1.153504,,,,,,,,,,,,1a8e1953-de56-4f3d-98b0-cf1f44c34a2b,78,,,"[42.4, 0.1]",3754264,2,,,,0.688427,,,,,,"[56.5, 11.7]",,High Pass,,18.258423,,,,Willian Borges da Silva,3472.0,,,,,,Throw-in,1,From Throw In,César Azpilicueta Tanco,3957.0,Left Back,6,Chelsea,33,['951412d3-7b32-4739-8bd0-41208589a3bf'],5,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:05.338,Pass,
,,,,,,,,,,,,,,,,,1.669725,,,,,,,,,,,,f33c8718-84c9-47ce-b9ce-83039570d46f,81,,,"[58.2, 12.1]",3754264,2,,,,-2.6082053,,Right Foot,,,,"[47.7, 5.9]",,Low Pass,,12.1938505,,,,César Azpilicueta Tanco,3957.0,,,,,,,1,From Throw In,Willian Borges da Silva,3472.0,Center Attacking Midfield,6,Chelsea,33,['97c65bfe-51e1-4d0a-9491-b69541e8a375'],6,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:06.623,Pass,
,,,,,,,,,,,,,,,,,1.197238,,,,,,,,,,,,7012cdef-e28c-4bbb-bfce-f1ecd2ce4629,90,,,"[52.9, 3.6]",3754264,2,,,,0.23824476,,Right Foot,,,,"[59.9, 5.3]",,High Pass,,7.203471,,Incomplete,,,,,,,,,Recovery,1,From Throw In,César Azpilicueta Tanco,3957.0,Left Back,6,Chelsea,33,['0ee33d34-47b6-4c31-b5ee-27ecbb77af1f'],11,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:11.909,Pass,
,,,,,,,,,,,,,,,,,2.398165,,,,,,,,,,,,3c8fff1f-de07-454e-a7a9-8251c6a7769c,92,,,"[28.3, 22.2]",3754264,2,,,,2.4744804,,Head,,,,"[9.0, 37.4]",,Low Pass,,24.566847,,,,Thibaut Courtois,3509.0,,,,,,Recovery,1,From Throw In,John Terry,20287.0,Left Center Back,6,Chelsea,33,['a0231fa4-6f57-41ca-8cd7-7868df21ee5d'],15,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:15.557,Pass,
,,,,,,,,,,,,,,,,,1.574542,,,,,,,,,,,,c3803755-b431-4aa3-a219-067dd6783023,94,,,"[10.5, 37.4]",3754264,2,True,,,0.726107,,Right Foot,,,,"[22.1, 47.7]",,Ground Pass,,15.5128975,,,,Gary Cahill,3645.0,,,,,,,1,From Throw In,Thibaut Courtois,3509.0,Goalkeeper,6,Chelsea,33,['f6961166-d693-4395-a386-a6a8996a20cc'],20,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:20.072,Pass,
,,,,,,,,,,,,,,,,,4.206634,,,,,,,,,,,,3d9a1938-c369-4012-881f-aa9fa296652c,96,,,"[21.2, 56.4]",3754264,2,,,,-2.2203457,,Right Foot,,,,"[9.2, 40.6]",,Ground Pass,,19.840363,,,,Thibaut Courtois,3509.0,,,,,,,1,From Throw In,Gary Cahill,3645.0,Right Center Back,6,Chelsea,33,['a7e60769-86ed-48dc-ae31-e9569f2002c5'],22,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:22.268,Pass,
,,,,,,,,,,,,,,,,,3.57926,,,,,,,,,,,,76c71d86-7c0f-4dd4-b625-c297f1213a58,100,,,"[7.1, 34.4]",3754264,2,,,,-0.2762412,,Left Foot,,,,"[71.3, 16.2]",,High Pass,,66.729904,,Incomplete,,Diego da Silva Costa,5198.0,,,,,,,1,From Throw In,Thibaut Courtois,3509.0,Goalkeeper,6,Chelsea,33,"['194433ea-6e05-4d96-9360-6d180ff83b64', '7507a67b-49fd-4270-8677-b7d4fbac9dd7', 'f0c51fec-c5cf-4dea-8b98-e4a81eed8a88']",26,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:26.555,Pass,True
,,,,,,,,,,,,,,,,,1.695501,,,,,,,,,,,,80191878-6bd8-47eb-ba27-e76de9a2335f,107,,,"[63.2, 63.0]",3754264,2,True,,,-1.8271178,,Right Foot,,,,"[52.9, 23.7]",,Ground Pass,,40.62733,,,,Jonjo Shelvey,3057.0,,,,,,Free Kick,1,From Free Kick,Cheik Ismaël Tioté,42900.0,Right Center Midfield,7,Newcastle United,37,['8322d6a6-cfd3-4d31-a706-83e37b733c64'],39,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:39.606,Pass,
,,,,,,,,,,,,,,,,,1.972656,,,,,,,,,,,,29254973-b035-48d9-a276-009efcb9e726,109,,,"[54.8, 33.1]",3754264,2,,,,-1.8719842,,Right Foot,,,,"[47.5, 9.6]",,Ground Pass,,24.607723,,,,Rolando Aarons,3391.0,,,,,,,1,From Free Kick,Jonjo Shelvey,3057.0,Left Center Midfield,7,Newcastle United,37,['cc154c2e-66f0-435f-9257-e35e64a007cd'],42,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:42.584,Pass,
,,,,,,,,,,,,,,,,,0.931421,,,,,,,,,,,,7cbd39d6-df29-4872-a5cf-1e573e4bc432,112,,,"[49.5, 6.1]",3754264,2,,,,-0.35165617,,Left Foot,,,,"[63.4, 1.0]",,Ground Pass,,14.80608,,,,Andros Townsend,3297.0,,,,,,,1,From Free Kick,Rolando Aarons,3391.0,Left Back,7,Newcastle United,37,['58fa08f6-302c-43a7-83fa-04fe3d49a149'],45,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:45.483,Pass,
,,,,,,,,,,,,,,,,,0.538863,,,,,,,,,,,,0c719208-bf47-4635-b968-cc9c651a3831,116,,,"[62.3, 2.1]",3754264,2,,,,3.0356083,,Left Foot,,,,"[52.9, 3.1]",,Ground Pass,,9.453042,,,,Rolando Aarons,3391.0,,,,,,,1,From Free Kick,Andros Townsend,3297.0,Left Wing,7,Newcastle United,37,"['2d20ba2c-cc2f-499e-8b8f-44f79ae90bd5', '8947a6aa-eb54-47db-a3ca-34130d8a28b3']",47,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:47.395,Pass,True
,,,,,,,,,,,,,,,,,2.113095,,,,,,,,,,,,df7015de-35ef-4f80-bdfd-da57aca1e47f,119,,,"[51.2, 3.4]",3754264,2,,,,2.761936,,Right Foot,,,,"[30.9, 11.5]",,Ground Pass,,21.85635,,,,Fabricio Coloccini,26207.0,,,,,,,1,From Free Kick,Rolando Aarons,3391.0,Left Back,7,Newcastle United,37,['83abedf8-4ef5-43fb-8d23-01bcf5dfb96b'],49,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:49.018,Pass,
,,,,,,,,,,,,,,,,,1.985847,,,,,,,,,,,,f0e8d425-db27-44fa-9277-e7b2e3981138,123,,,"[29.6, 19.8]",3754264,2,,,,2.5069053,,Right Foot,,,,"[9.5, 34.6]",,Ground Pass,,24.96097,,,,Rob Elliot,3096.0,,,,,,,1,From Free Kick,Fabricio Coloccini,26207.0,Left Center Back,7,Newcastle United,37,"['4d1cc2e2-e27f-4906-9a26-76737b3fec8f', '6909f7f9-08e1-41e6-90b2-fbdc90ce9d7a']",51,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:51.858,Pass,True
,,,,,,,,,,,,,,,,,4.464388,,,,,,,,,,,,860a6cf3-a172-47b3-aede-2f0579ef8236,127,,,"[2.6, 31.4]",3754264,2,,,,-0.45376325,,Left Foot,,,,"[51.4, 7.6]",,High Pass,,54.294384,,Incomplete,,Andros Townsend,3297.0,,,,,,,1,From Free Kick,Rob Elliot,3096.0,Goalkeeper,7,Newcastle United,37,"['11be0a7a-484e-4d22-b37f-e9795e872668', '69c68f4a-979a-4304-aac6-348323e61846', 'e11e4e0f-8d00-4f4e-ada9-846550711432']",53,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:53.924,Pass,True
