50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,"[72.1, 35.3]",,,,,,,,,,,,1.52598,,,,,,,,,,,,f196b32d-121e-4871-b73f-bc7abd8f3140,865,,"[72.5, 46.1]",3753990,22,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Aaron Ramsey,3517.0,Left Defensive Midfield,42,Arsenal,1,"['7516614c-f89d-4997-8f57-c3c481ad11ba', '7abf15f4-ac1a-453c-aede-ecc2ffd25ae1']",25,,,,,,,,,,,,,,,,,Arsenal,1,00:22:25.626,Carry,
,,,,,"[89.5, 29.5]",,,,,,,,,,,,2.020791,,,,,,,,,,,,51e3a3e3-d066-435f-abe8-f9304a9af4bb,868,,"[89.4, 28.0]",3753990,22,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Mesut Özil,3496.0,Center Attacking Midfield,42,Arsenal,1,"['27ae92dd-fbc2-4b25-8ba8-2781a60fddc0', 'f6e25f13-7ba1-4a32-9244-98e9c5acea15']",28,,,,,,,,,,,,,,,,,Arsenal,1,00:22:28.319,Carry,
,,,,,"[13.7, 51.8]",,,,,,,,,,,,2.332003,,,,,,,,,,,,b40be267-e46c-4f29-bf4b-be214fdf68b7,872,,"[15.2, 51.4]",3753990,22,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Fabio Borini,7171.0,Right Midfield,42,Arsenal,1,"['114244c0-8087-459d-acab-bb68cdf24169', '32e4d83a-c357-456f-abd1-218eff3bc595', '72ac1292-4b33-4566-9ba4-36ed7588d49c']",31,,,,,,,,,,,,,,,,,Sunderland,41,00:22:31.127,Carry,True
,,,,,"[114.6, 4.9]",,,,,,,,,,,,4.363064,,,,,,,,,,,,d7bfb1d3-a0c9-4c94-bf70-d296f9f66cd4,880,,"[107.4, 10.6]",3753990,22,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Olivier Giroud,3604.0,Center Forward,43,Arsenal,1,"['1daf9934-a967-492d-9a46-eb368731fcf9', '85afe34c-76b2-4fd6-a79e-a54c8ba264a6', 'c0a64876-e587-4375-afc1-ad97e40f2526']",49,,,,,,,,,,,,,,,,,Arsenal,1,00:22:49.973,Carry,True
,,,,,"[102.7, 7.6]",,,,,,,,,,,,0.714556,,,,,,,,,,,,bf9c3f77-78c4-4f94-8547-ac601435f0a1,887,,"[102.8, 7.6]",3753990,23,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alex Iwobi,3647.0,Left Wing,44,Arsenal,1,"['1a5572a6-3adf-4c79-a686-c06d45da3d6a', 'c8ea68f9-b0e5-4af0-a980-55422ce950c5']",10,,,,,,,,,,,,,,,,,Arsenal,1,00:23:10.434,Carry,
,,,,,"[102.7, 13.0]",,,,,,,,,,,,0.88173,,,,,,,,,,,,0ea332a1-1d93-4342-84ec-76454e8732d5,891,,"[105.2, 13.9]",3753990,23,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mesut Özil,3496.0,Center Attacking Midfield,44,Arsenal,1,"['812acbea-551d-4caa-a717-be0968323153', '9dd05c5b-6cd8-4521-b086-172d793400a3', 'b2303b43-bdbb-4279-9fca-1e17165cc908']",11,,,,,,,,,,,,,,,,,Arsenal,1,00:23:11.783,Carry,True
,,,,,"[86.6, 4.9]",,,,,,,,,,,,3.817837,,,,,,,,,,,,799640a6-0927-4f5f-bbf7-08c80f39055b,894,,"[92.9, 13.5]",3753990,23,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Aaron Ramsey,3517.0,Left Defensive Midfield,44,Arsenal,1,"['812acbea-551d-4caa-a717-be0968323153', '96f5039b-c752-48fd-be51-4d28643cd062', 'f7eef278-bffd-47a8-8b83-4d764dd7adc2', 'fe15a09b-6778-4fe5-8091-be27a5b3295c']",13,,,,,,,,,,,,,,,,,Arsenal,1,00:23:13.561,Carry,True
,,,,,"[115.1, 10.0]",,,,,,,,,,,,0.043855,,,,,,,,,,,,5cb55cb8-6207-49ea-b3d6-1463de18fa8a,900,,"[113.5, 9.2]",3753990,23,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ignacio Monreal Eraso,3498.0,Left Back,44,Arsenal,1,"['034c5a75-1492-4e78-b46c-b2fe4381cb89', 'bee728c9-3ce9-41e9-90b8-4a4cc0dfe941', 'fb4229de-4557-42dc-ba06-64ea7db4057d']",20,,,,,,,,,,,,,,,,,Arsenal,1,00:23:20.055,Carry,True
,,,,,"[54.4, 22.6]",,,,,,,,,,,,0.04,,,,,,,,,,,,da3e515d-b5b9-461d-9353-890308ef87dc,911,,"[54.2, 22.4]",3753990,23,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mesut Özil,3496.0,Center Attacking Midfield,46,Arsenal,1,"['63230d7f-fa53-448a-bc00-35d3d782a36d', '99658608-a623-4773-886c-b6458fa9a875']",58,,,,,,,,,,,,,,,,,Arsenal,1,00:23:58.332,Carry,
,,,,,"[61.9, 23.3]",,,,,,,,,,,,0.040000003,,,,,,,,,,,,c8215787-a6c3-4930-8ed9-b4a12ac0cf41,915,,"[63.5, 24.9]",3753990,23,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Olivier Giroud,3604.0,Center Forward,46,Arsenal,1,"['0464c065-6142-4a2d-809d-f86fa980ece7', '19455521-004d-4213-97fb-98d195fefc48', 'c70e372f-e4cc-4d3b-b649-7e20a53b5541']",59,,,,,,,,,,,,,,,,,Arsenal,1,00:23:59.261,Carry,True
,,,,,"[46.2, 13.3]",,,,,,,,,,,,5.634837,,,,,,,,,,,,a18887c5-8128-4b9c-a59b-cc9751a92880,918,,"[55.5, 12.5]",3753990,24,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alex Iwobi,3647.0,Left Wing,46,Arsenal,1,"['207d9b0c-d467-4365-ac1d-67c9a7452aae', 'cde5ee44-6619-48e2-aedb-c758e21932b1', 'dd44daea-14c7-47d8-98d1-e01847d09a54']",0,,,,,,,,,,,,,,,,,Arsenal,1,00:24:00.290,Carry,True
,,,,,"[46.1, 26.2]",,,,,,,,,,,,0.939583,,,,,,,,,,,,e42f55df-4e20-480a-af83-922881a9298f,922,,"[42.2, 25.5]",3753990,24,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mohamed Naser Elsayed Elneny,3568.0,Right Defensive Midfield,46,Arsenal,1,"['08076f39-943c-479b-9610-83453efbf3e6', '83c51626-2bc6-4cb7-b1c4-29d72474a919']",6,,,,,,,,,,,,,,,,,Arsenal,1,00:24:06.914,Carry,
,,,,,"[81.6, 12.9]",,,,,,,,,,,,0.04,,,,,,,,,,,,991d17c0-a733-4fbe-ae1d-038e2e55b2ca,925,,"[81.9, 11.0]",3753990,24,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aaron Ramsey,3517.0,Left Defensive Midfield,46,Arsenal,1,"['27fd030b-7db3-4bc5-8411-24a79dfc1e68', '36e19883-ef33-4575-a19c-39a9736eb849']",10,,,,,,,,,,,,,,,,,Arsenal,1,00:24:10.151,Carry,
,,,,,"[50.8, 48.5]",,,,,,,,,,,,0.925332,,,,,,,,,,,,bd5ec89a-0aed-4e0e-8007-28b2063bcc00,937,,"[49.1, 51.0]",3753990,24,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lee Cattermole,10783.0,Left Center Midfield,47,Sunderland,41,"['1251f172-e5d2-4f76-91eb-1ae4f26567b8', '708e7f1b-bc09-43ae-9af2-f0eab368c860']",38,,,,,,,,,,,,,,,,,Sunderland,41,00:24:38.809,Carry,
,,,,,"[87.2, 1.6]",,,,,,,,,,,,0.116659,,,,,,,,,,,,3bedb3db-3060-40d3-8a19-78dfea2248f3,940,,"[87.2, 1.6]",3753990,24,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Patrick van Aanholt,3321.0,Left Back,47,Sunderland,41,"['26a36d3a-b125-4d87-b18c-8dc0da73b38f', 'bec4e2c2-09bc-4cbf-bb52-d34ee9c4a3fb']",43,,,,,,,,,,,,,,,,,Sunderland,41,00:24:43.888,Carry,
,,,,,"[8.3, 63.8]",,,,,,,,,,,,1.810674,,,,,,,,,,,,ed00472b-56a3-4bb0-bcfc-f002c2587459,944,,"[5.9, 67.7]",3753990,24,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Per Mertesacker,3475.0,Right Center Back,48,Arsenal,1,"['15d8f6fd-6426-42a6-9020-bd81f6466ef7', '4997d35e-4031-47e8-a4ec-a0262836b131', '5183e144-e3a4-4d67-a406-b0d53f5e70c2']",51,,,,,,,,,,,,,,,,,Arsenal,1,00:24:51.465,Carry,True
,,,,,"[75.0, 56.4]",,,,,,,,,,,,0.301382,,,,,,,,,,,,79ba0089-ec21-468c-9f52-ac317acec3b8,949,,"[70.6, 51.0]",3753990,24,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jan Kirchhoff,13846.0,Center Defensive Midfield,48,Arsenal,1,"['770cd4bd-dcc2-49e3-be6a-6b6e24d07c51', 'c38ce56f-ecb3-4e11-8fba-73feacf822a8', 'e3a636dc-cb18-411b-89d9-f0d5cc75dec0']",58,,,,,,,,,,,,,,,,,Sunderland,41,00:24:58.010,Carry,True
,,,,,"[36.9, 22.9]",,,,,,,,,,,,1.211448,,,,,,,,,,,,7f0225fa-52d4-4a3e-96e5-7f90d55240ed,954,,"[35.7, 25.5]",3753990,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Laurent Koscielny,3394.0,Left Center Back,48,Arsenal,1,"['47028170-1b2e-4bac-a0f1-b82a703eed4e', 'f5a52fca-4ec9-47a0-b8d9-c6ba7580827b']",0,,,,,,,,,,,,,,,,,Arsenal,1,00:25:00.522,Carry,
,,,,,"[43.2, 6.4]",,,,,,,,,,,,1.477962,,,,,,,,,,,,d537c534-1f32-4833-b810-65db1309fd1f,957,,"[44.4, 7.2]",3753990,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ignacio Monreal Eraso,3498.0,Left Back,48,Arsenal,1,"['03a6a2fa-c975-46cb-8f25-62ac08cd53a2', '090b8597-3607-4e04-8e92-99cd26ac5c8a', '5e012ce4-28ed-4838-bfa9-278dc779bee6']",3,,,,,,,,,,,,,,,,,Arsenal,1,00:25:03.425,Carry,True
,,,,,"[23.8, 15.5]",,,,,,,,,,,,1.633082,,,,,,,,,,,,aeb18374-7575-44a9-9f0e-3214678ce04c,961,,"[30.0, 14.0]",3753990,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Aaron Ramsey,3517.0,Left Defensive Midfield,48,Arsenal,1,"['0e69064f-c8ad-4c93-8288-a84e6e7f7923', '92d48611-e82a-485b-988e-084fb6a83883']",6,,,,,,,,,,,,,,,,,Arsenal,1,00:25:06.250,Carry,
,,,,,"[40.4, 68.6]",,,,,,,,,,,,5.415274,,,,,,,,,,,,75ad3b4d-e140-4be1-8b7a-ba0d1a3167fe,964,,"[19.5, 48.2]",3753990,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Per Mertesacker,3475.0,Right Center Back,48,Arsenal,1,"['356f8e5a-07ff-46f8-af5d-7ec5b9acc4f1', 'ddab64fe-286a-4133-9f3c-3df7370c4995']",9,,,,,,,,,,,,,,,,,Arsenal,1,00:25:09.799,Carry,
,,,,,"[43.6, 56.8]",,,,,,,,,,,,1.061267,,,,,,,,,,,,15af7f2e-cf88-404d-b287-33db23aa18a9,967,,"[41.9, 61.1]",3753990,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mohamed Naser Elsayed Elneny,3568.0,Right Defensive Midfield,48,Arsenal,1,"['97b3c007-309a-4e75-bb26-ffc9d45908b1', 'c0b53ef8-38a2-43f2-8ce0-35c6aa4984ad']",16,,,,,,,,,,,,,,,,,Arsenal,1,00:25:16.161,Carry,
,,,,,"[50.9, 29.9]",,,,,,,,,,,,1.993708,,,,,,,,,,,,25791e49-5365-48da-8373-7b3292679551,970,,"[46.5, 32.8]",3753990,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Aaron Ramsey,3517.0,Left Defensive Midfield,48,Arsenal,1,"['4205f765-e186-4ea1-86ad-3f0111d45d46', '5cc55272-9873-4591-9268-451b9ab76742']",18,,,,,,,,,,,,,,,,,Arsenal,1,00:25:18.530,Carry,
,,,,,"[65.9, 7.4]",,,,,,,,,,,,0.369596,,,,,,,,,,,,0dbd48bb-0999-459a-b584-a10a759dbaf3,973,,"[63.8, 6.7]",3753990,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ignacio Monreal Eraso,3498.0,Left Back,48,Arsenal,1,"['d02c734d-0973-4ede-aa58-3d372b5c30d5', 'd15ef005-0fda-425a-a87f-563d827ea272']",22,,,,,,,,,,,,,,,,,Arsenal,1,00:25:22.250,Carry,
,,,,,"[76.4, 6.0]",,,,,,,,,,,,0.04,,,,,,,,,,,,f569b6bc-225d-4527-9e13-8f80971ed137,976,,"[76.4, 5.6]",3753990,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alex Iwobi,3647.0,Left Wing,48,Arsenal,1,"['25a47759-1778-4930-9e47-7ba9c661a3af', '4dc6c12f-2902-405a-b5d1-ba4b82c39557']",23,,,,,,,,,,,,,,,,,Arsenal,1,00:25:23.394,Carry,
,,,,,"[80.0, 13.9]",,,,,,,,,,,,2.970683,,,,,,,,,,,,9b12c385-ad8e-4a9a-9d79-ba377d0fa136,979,,"[79.6, 16.0]",3753990,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mesut Özil,3496.0,Center Attacking Midfield,48,Arsenal,1,"['033cea9a-e95e-402d-b9b2-019d690316a7', 'c49fe79a-cc7d-47be-916b-3e9a4c525336', 'd549b745-741c-4f2c-9008-0a4787c542fa']",24,,,,,,,,,,,,,,,,,Arsenal,1,00:25:24.102,Carry,True
,,,,,"[51.6, 73.7]",,,,,,,,,,,,0.897777,,,,,,,,,,,,d71ae028-db1f-4ec6-b36b-5a3eab748e0d,989,,"[53.0, 70.1]",3753990,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jan Kirchhoff,13846.0,Center Defensive Midfield,49,Sunderland,41,"['00ca7652-d907-43a9-a931-aff42da12808', '8f32d681-e4c6-40b4-92c3-384fce460c5a', 'aafa5fcd-dcf7-421c-87d7-f5effc2f44e1']",53,,,,,,,,,,,,,,,,,Sunderland,41,00:25:53.347,Carry,True
,,,,,"[68.5, 14.0]",,,,,,,,,,,,1.53896,,,,,,,,,,,,5c2e0610-782d-4669-bb4e-8a5fbe1057d2,994,,"[64.3, 7.6]",3753990,25,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mesut Özil,3496.0,Center Attacking Midfield,50,Arsenal,1,"['da42e450-5afc-4816-8687-e884c9022e0a', 'fc2ef113-8e65-4d5a-abe0-6a5310b1ecb9']",55,,,,,,,,,,,,,,,,,Arsenal,1,00:25:55.139,Carry,
,,,,,"[68.1, 34.5]",,,,,,,,,,,,0.801821,,,,,,,,,,,,1f50ecef-5622-4b4d-9e6e-c0a2d49d3a0c,997,,"[71.3, 34.5]",3753990,25,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,50,Arsenal,1,"['9761f5d1-3ba6-4e71-aadb-a3eae7c657c2', 'b77a253d-081a-4614-b9bc-969f7dd4fa55', 'd811feaa-0759-450d-b5e8-b36325af2c16']",58,,,,,,,,,,,,,,,,,Arsenal,1,00:25:58.040,Carry,True
,,,,,"[67.5, 39.5]",,,,,,,,,,,,0.667205,,,,,,,,,,,,b7c88009-13c4-4003-a342-050e05f30f8b,1001,,"[68.1, 34.5]",3753990,25,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,50,Arsenal,1,"['8beefb11-1093-4d5c-8055-5cf9dbc80139', 'b77a253d-081a-4614-b9bc-969f7dd4fa55', 'c0cbdcde-5b45-48f3-9598-02dc4e1fb7c1']",58,,,,,,,,,,,,,,,,,Arsenal,1,00:25:58.842,Carry,True
,,,,,"[97.0, 63.6]",,,,,,,,,,,,0.564778,,,,,,,,,,,,3e125ba0-3f79-4a7b-ac0e-92561e6c8e94,1008,,"[96.2, 60.9]",3753990,26,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Héctor Bellerín Moruno,3511.0,Right Back,50,Arsenal,1,"['8ae202a9-b8d6-4b62-8c05-a4ab3b390f26', 'e6eea23b-910b-43d3-ba0f-93de70870a2e']",3,,,,,,,,,,,,,,,,,Arsenal,1,00:26:03.533,Carry,
,,,,,"[105.6, 49.5]",,,,,,,,,,,,0.773061,,,,,,,,,,,,b150be29-1653-4698-9546-75cb0ec7c430,1013,,"[96.2, 52.4]",3753990,26,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,50,Arsenal,1,"['07c620fb-192d-4a2f-9151-29697bc77fc9', '73d77728-6ea0-47f3-a7df-f2840f9a00ba', 'dd4d96bc-eb6e-4bd6-85cd-1c9f6037fbdd']",6,,,,,,,,,,,,,,,,,Arsenal,1,00:26:06.175,Carry,True
,,,,,"[112.9, 65.1]",,,,,,,,,,,,1.061653,,,,,,,,,,,,f3a9c0d7-8485-4b7d-9959-70fcdbd8046e,1018,,"[112.6, 63.4]",3753990,26,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mesut Özil,3496.0,Center Attacking Midfield,50,Arsenal,1,"['0a6016e4-1195-44f1-8068-437aac87c4eb', 'f29eb1a5-6d82-483c-a3b2-77656347da5f', 'f35ce59f-5a5d-4095-8712-da96aadeb2f5']",8,,,,,,,,,,,,,,,,,Arsenal,1,00:26:08.863,Carry,True
,,,,,"[39.6, 70.2]",,,,,,,,,,,,4.259247,,,,,,,,,,,,6fd6e7d8-3088-46a6-93ff-150406fbdf92,1027,,"[66.0, 38.2]",3753990,26,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Héctor Bellerín Moruno,3511.0,Right Back,51,Arsenal,1,"['a6559a37-44a7-45cc-b943-d80aa2c4fe59', 'c6424efa-e892-484a-8b4e-f21a489b875f']",59,,,,,,,,,,,,,,,,,Arsenal,1,00:26:59.302,Carry,
,,,,,"[9.2, 43.5]",,,,,,,,,,,,1.336514,,,,,,,,,,,,48836327-4a06-4d84-ba67-226463a22981,1030,,"[7.7, 49.3]",3753990,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Petr Čech,3461.0,Goalkeeper,51,Arsenal,1,"['12ce1ea5-f50e-4166-a60d-f4bffe4a56d0', '6d78e80b-40da-47dc-842d-1f8b96fee7d6', '94c4a003-3fbd-4bfc-bd5e-edc64a3cb202']",6,,,,,,,,,,,,,,,,,Arsenal,1,00:27:06.316,Carry,True
,,,,,"[85.0, 13.6]",,,,,,,,,,,,0.530789,,,,,,,,,,,,595dca2f-6669-4694-8368-c6424577c648,1038,,"[85.5, 15.1]",3753990,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Alex Iwobi,3647.0,Left Wing,51,Arsenal,1,"['3f54ac66-4ffd-4e15-8249-7b879a84abd8', 'c5971c44-48db-4be3-9172-b86f3ce73792', 'de0a65ec-9172-42cc-a60d-688de944c1ed']",13,,,,,,,,,,,,,,,,,Arsenal,1,00:27:13.853,Carry,True
,,,,,"[104.7, 22.2]",,,,,,,,,,,,1.202642,,,,,,,,,,,,0891004b-3f29-44ef-960d-6bd6d7f6af6a,1041,,"[95.6, 15.4]",3753990,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,51,Arsenal,1,"['a8e1350c-5ca0-4bd1-9e4b-16877e972651', 'd21dc548-fcfe-4d68-b86d-148b9a244686']",15,,,,,,,,,,,,,,,,,Arsenal,1,00:27:15.390,Carry,
,,,,,"[107.6, 29.1]",,,,,,,,,,,,0.429438,,,,,,,,,,,,c4988382-2d38-4829-be32-10449ad23e21,1044,,"[99.9, 30.1]",3753990,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Alex Iwobi,3647.0,Left Wing,51,Arsenal,1,"['0e77e3a8-347a-43a6-897b-af6cfe124d34', '2f182743-c0c0-46b2-8309-4b39e6fea695']",17,,,,,,,,,,,,,,,,,Arsenal,1,00:27:17.253,Carry,
,,,,,"[14.8, 51.4]",,,,,,,,,,,,0.587557,,,,,,,,,,,,79ffe411-2225-4287-8032-325406b2a18e,1049,,"[14.9, 53.3]",3753990,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lamine Koné,13286.0,Right Center Back,51,Arsenal,1,"['3458740b-fed1-4fae-8366-ffd423e4c7c3', 'a9a7a8c0-18dc-4659-8323-5cf543e41e1a', 'f5ed8a7c-ced8-42b5-8ba2-1d47da8de988']",18,,,,,,,,,,,,,,,,,Sunderland,41,00:27:18.560,Carry,True
,,,,,"[32.2, 55.0]",,,,,,,,,,,,1.776265,,,,,,,,,,,,f18cc64e-07e9-4ca5-9085-d1b32d4fb6a2,1052,,"[26.8, 55.8]",3753990,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Jan Kirchhoff,13846.0,Center Defensive Midfield,51,Arsenal,1,"['6bea9934-830c-42d6-a096-0c622bfcc36e', '726ee134-e780-41a7-b5ed-2ab17661254f', 'b9ba969b-b01e-4b35-8485-ed5d5d2dd9d0']",19,,,,,,,,,,,,,,,,,Sunderland,41,00:27:19.601,Carry,True
,,,,,"[74.7, 61.9]",,,,,,,,,,,,1.496425,,,,,,,,,,,,c0cb881e-2199-4869-b354-032d380eb6ad,1058,,"[59.2, 60.7]",3753990,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Héctor Bellerín Moruno,3511.0,Right Back,51,Arsenal,1,"['4e63e4a5-9593-4921-9a9b-44bd7d01b90f', '58ff9aee-736d-482a-9f09-7a6888ba76d8']",25,,,,,,,,,,,,,,,,,Arsenal,1,00:27:25.100,Carry,
,,,,,"[84.0, 51.9]",,,,,,,,,,,,3.561365,,,,,,,,,,,,a238da0a-948c-4b71-aa1d-c3511249cc6f,1061,,"[70.8, 49.3]",3753990,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Aaron Ramsey,3517.0,Left Defensive Midfield,51,Arsenal,1,"['4ebc9480-b2d0-440c-84fe-296250b85da3', '5ba4665b-12b2-4b14-9c74-d707494a962b']",27,,,,,,,,,,,,,,,,,Arsenal,1,00:27:27.723,Carry,
,,,,,"[87.9, 33.7]",,,,,,,,,,,,3.119156,,,,,,,,,,,,b0d3506d-df5c-461c-b2c4-eacbe86fc830,1064,,"[85.5, 27.4]",3753990,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,51,Arsenal,1,"['432cf879-a7a5-41b2-9b9b-522e38d563b6', '8a682116-3c3b-4586-b702-b3c02d3c9867', '9f76cbee-2a8e-4fe0-a1ec-71270036abca']",32,,,,,,,,,,,,,,,,,Arsenal,1,00:27:32.640,Carry,True
,,,,,"[86.1, 49.3]",,,,,,,,,,,,3.483857,,,,,,,,,,,,5fe5978e-1504-465c-8ac9-d85865c0553e,1068,,"[87.9, 33.7]",3753990,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,51,Arsenal,1,"['432cf879-a7a5-41b2-9b9b-522e38d563b6', '4b650852-f582-4550-905d-96b2ea02eca6', '9a429c58-73ff-450c-8d28-d80f35b949fa', '9f76cbee-2a8e-4fe0-a1ec-71270036abca']",35,,,,,,,,,,,,,,,,,Arsenal,1,00:27:35.759,Carry,True
,,,,,"[82.5, 52.2]",,,,,,,,,,,,2.897456,,,,,,,,,,,,e3e2b54c-3793-4218-8a18-589db192478f,1071,,"[88.1, 55.9]",3753990,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Aaron Ramsey,3517.0,Left Defensive Midfield,51,Arsenal,1,"['09861472-6246-4adc-9742-38bd008d7775', 'e5d2dcfe-8c00-473a-b723-b0a26c1cdedd']",39,,,,,,,,,,,,,,,,,Arsenal,1,00:27:39.722,Carry,
,,,,,"[89.0, 25.4]",,,,,,,,,,,,1.304206,,,,,,,,,,,,0f475f97-6b65-447c-a7ae-625c7e74abb8,1074,,"[86.9, 24.3]",3753990,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Mohamed Naser Elsayed Elneny,3568.0,Right Defensive Midfield,51,Arsenal,1,"['0ace35b3-b3c5-427b-8ac0-2b903f9ca41c', 'f15838d0-b7cc-4fab-8519-9dd8388eefac']",43,,,,,,,,,,,,,,,,,Arsenal,1,00:27:43.878,Carry,
,,,,,"[101.8, 9.3]",,,,,,,,,,,,0.08,,,,,,,,,,,,824c0bfb-4ac9-437b-a068-b227c338ceb4,1077,,"[101.2, 8.6]",3753990,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Ignacio Monreal Eraso,3498.0,Left Back,51,Arsenal,1,"['9cd8c31a-326e-486e-aeb6-8b48ba8f3977', 'd9b8540d-e2a3-48e0-92d4-aff0df2b73ef']",46,,,,,,,,,,,,,,,,,Arsenal,1,00:27:46.902,Carry,
,,,,,"[101.4, 8.1]",,,,,,,,,,,,0.04,,,,,,,,,,,,ec89d655-bcbb-4d8e-af62-e3bbd78b7e2b,1082,,"[101.0, 7.8]",3753990,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Ignacio Monreal Eraso,3498.0,Left Back,51,Arsenal,1,"['5957f3e7-185a-44a3-a81a-94627fe72a26', 'a983c65c-1f9f-454f-a5a4-58e2cf5c3d39']",48,,,,,,,,,,,,,,,,,Arsenal,1,00:27:48.588,Carry,
,,,,,"[83.7, 17.2]",,,,,,,,,,,,1.104186,,,,,,,,,,,,43cb7fe9-feaa-408a-b84c-49f8f8964491,1085,,"[84.8, 13.6]",3753990,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Mohamed Naser Elsayed Elneny,3568.0,Right Defensive Midfield,51,Arsenal,1,"['559d2d8a-dcef-48b8-a2da-7026fecb9937', '7bf66d99-5ee2-4ccb-a26e-111f779315f9']",49,,,,,,,,,,,,,,,,,Arsenal,1,00:27:49.843,Carry,
