ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,270e7252-cc40-4ad2-9f47-a73e89185a4b,1,,,3754260,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3052, 'name': 'Pablo Javier Zabaleta Girod'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 30}, {'player': {'id': 19288, 'name': 'Martín Gastón Demichelis'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 5596, 'name': 'Aleksandar Kolarov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 16003, 'name': 'Fernando Francisco Reges'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 4597, 'name': 'Fabian Delph'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 3708, 'name': 'Kelechi Promise Iheanacho'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 72}, {'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Manchester City,36,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2c2bbfa3-eda2-4337-a50e-2adb208eec30,2,,,3754260,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 3488, 'name': 'Wayne Hennessey'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3443, 'name': 'Joel Ward'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3693, 'name': 'Damien Delaney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 3277, 'name': 'Yohan Cabaye'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 3507, 'name': 'Wilfried Zaha'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 4817, 'name': 'Joe Ledley'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 28}, {'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 42}, {'player': {'id': 20641, 'name': 'Connor Wickham'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 21}]}",Crystal Palace,31,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,af839f79-a0d1-429e-8a99-2d78d6711412,3,,,3754260,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,['1d212ef6-e3eb-468c-8ea3-a0bed50b0c64'],0,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1d212ef6-e3eb-468c-8ea3-a0bed50b0c64,4,,,3754260,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,['af839f79-a0d1-429e-8a99-2d78d6711412'],0,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2eb902e9-1005-4b58-9cf2-be8b4fec444f,1870,,,3754260,45,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,76,Crystal Palace,31,['05752950-6d68-44f2-af5d-bf7aebbedc05'],0,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,05752950-6d68-44f2-af5d-bf7aebbedc05,1871,,,3754260,45,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,76,Crystal Palace,31,['2eb902e9-1005-4b58-9cf2-be8b4fec444f'],0,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.590596,,,,,,,,,,,,,c879de8e-eee6-4326-b220-3b97289ba416,5,,"[61.0, 40.1]",3754260,0,,,,,2.3191743,,Right Foot,,,"[59.7, 41.5]",,Ground Pass,1.9104973,,,Wilfried Zaha,3507.0,,,,,Kick Off,1,From Kick Off,James McArthur,3464.0,Right Center Midfield,2,Crystal Palace,31,['90caf109-12ff-4145-a90a-ad6b9fa48de6'],0,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.331,Pass,
,,,,,,,,,,,,,,,1.453873,,,,,,,,,,,,,9bb3f906-b532-4e3c-99f9-a5540b7da66a,8,,"[62.9, 41.5]",3754260,0,,,,,-2.3393893,,Right Foot,,,"[51.2, 29.4]",,Ground Pass,16.831518,,,Joe Ledley,4817.0,,,,,,1,From Kick Off,Wilfried Zaha,3507.0,Right Midfield,2,Crystal Palace,31,['a45225a4-a546-4c65-a4e1-c99acdd6a090'],1,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:01.870,Pass,
,,,,,,,,,,,,,,,1.264275,,,,,,,,,,,,,b444898c-bf9a-4d19-8b68-7c02a17e1d1d,11,,"[51.2, 26.2]",3754260,0,,,,,-1.5707964,,Left Foot,,,"[51.2, 8.5]",,Ground Pass,17.7,,,Pape N''Diaye Souaré,4884.0,,,,,,1,From Kick Off,Joe Ledley,4817.0,Left Center Midfield,2,Crystal Palace,31,['06354ced-3e84-4824-b9db-14e24e9abcbd'],3,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:03.765,Pass,
,,,,,,,,,,,,,,,1.7103,,,,,,,,,,,,,8619bf5f-6789-4457-ab8b-e6e54e13c64f,14,,"[51.0, 8.3]",3754260,0,,,,,2.4367046,,Left Foot,,,"[28.9, 27.1]",,Ground Pass,29.014652,,,Damien Delaney,3693.0,,,,,,1,From Kick Off,Pape N''Diaye Souaré,4884.0,Left Back,2,Crystal Palace,31,['d72d011a-2502-4252-9522-b77efb150608'],5,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:05.094,Pass,
