50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.888619,,,,,,,,,,,,79e6161e-736b-438c-a62a-aa68c9381bfd,20,,,"[100.9, 75.5]",3754338,0,,,,,2.816232,,Right Foot,,,,"[92.6, 78.3]",,Ground Pass,,8.759566,,,,James Tomkins,3316.0,,,,,,,1,From Throw In,Michail Antonio,3349.0,Right Wing,3,West Ham United,40,"['6ab8098b-24fc-4f74-9455-da4e585726d1', '8f5c6f86-a5da-44ee-bd54-ba9180c2cde1', 'f1609da5-2467-4566-a0a8-f6f3d7c263ce']",26,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:26.479,Pass,True
,,,,,,,,,,,,,,,,,0.692993,,,,,,,,,,,,dd0ac9e8-8800-45fe-b57e-b995182d8b9c,23,,,"[92.6, 78.3]",3754338,0,,,,,0.042830933,,Right Foot,,,,"[99.6, 78.6]",,Ground Pass,,7.006426,,,,Michail Antonio,3349.0,,,,,,,1,From Throw In,James Tomkins,3316.0,Right Back,3,West Ham United,40,['319c0358-c224-47b9-a90e-2bbc6f3ce27f'],28,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:28.371,Pass,
,,,,,,,,,,,,,,,,,1.830648,,,,,,,,,,,,5072a54a-2539-4763-b299-1835bf110ab6,32,,,"[35.2, 26.9]",3754338,0,,,,,1.6671032,,Right Foot,,,,"[31.5, 65.2]",,Ground Pass,,38.478306,,,,Daryl Janmaat,3650.0,,,,,,,1,Regular Play,Jonjo Shelvey,3057.0,Right Defensive Midfield,4,Newcastle United,37,['08401c87-4ac8-4136-b935-8418b27d8ece'],36,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:36.950,Pass,
,,,,,,,,,,,,,,,,,1.393804,,,,,,,,,,,,308eca35-5468-4d6c-b1ab-6476a0c4dd8e,35,,,"[53.2, 76.3]",3754338,0,,,,,-0.2971535,,Right Foot,,,,"[74.1, 69.9]",,Low Pass,,21.85795,,,,Aleksandar Mitrović,4269.0,,,,,,,1,Regular Play,Daryl Janmaat,3650.0,Right Back,4,Newcastle United,37,['37af0cc5-1106-45c8-804b-2a3acb15bb86'],41,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:41.850,Pass,
,,,,,,,,,,,,,,,,,2.280481,,,,,,,,,,,,e98659cc-4dd8-4da8-9015-f1adcdf6c51b,38,,,"[74.1, 69.9]",3754338,0,,,,,-0.25156474,,Other,,,,"[95.5, 64.4]",,Low Pass,,22.095474,,,,Moussa Sissoko,3091.0,,,,,,,1,Regular Play,Aleksandar Mitrović,4269.0,Center Forward,4,Newcastle United,37,['7f4cbcba-a3d4-4595-b669-68012b7374b4'],43,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:43.275,Pass,
,,,,,,,,,,,,,,,,,0.992562,,,,,,,,,,,,b8a482be-ba4e-456f-9381-40f6f5dfc329,42,,,"[114.3, 55.4]",3754338,0,,,,,-1.7924459,,Right Foot,True,True,,"[112.7, 48.3]",,Ground Pass,,7.278049,,Incomplete,,Georginio Wijnaldum,3567.0,,,,,,,1,Regular Play,Moussa Sissoko,3091.0,Right Wing,4,Newcastle United,37,"['2b09286e-4fdf-4872-a1ba-22c618aea8d1', '561e7f66-b7b6-47eb-97ba-be2e9d326b04']",47,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:47.913,Pass,
,,,,,,,,,,,,,,,,,3.505903,,,,,,,,,,,,658419b7-2428-4987-954d-01f32f682697,49,,,"[7.8, 14.1]",3754338,1,,,,,0.12025754,,Right Foot,,,,"[64.9, 21.0]",,High Pass,,57.51539,,,,Enner Remberto Valencia Lastra,28559.0,,,,,,Free Kick,1,From Free Kick,Adrián San Miguel del Castillo,3623.0,Goalkeeper,6,West Ham United,40,['6605771f-0f69-476b-b883-98ffc37184a4'],40,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:40.734,Pass,
,,,,,,,,,,,,,,,,,1.179449,,,,,,,,,,,,c35031bf-35f4-416c-afbe-474fa5713158,51,,,"[64.9, 21.0]",3754338,1,,,,,-0.28834397,,Head,,,,"[76.7, 17.5]",,Low Pass,,12.308127,,,,Dimitri Payet,3491.0,,,,,,,1,From Free Kick,Enner Remberto Valencia Lastra,28559.0,Center Forward,6,West Ham United,40,['4b0fa77c-ac71-4071-bd97-5acc0d6988b7'],44,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:44.240,Pass,
,,,,,,,,,,,,,,,,,0.539227,,,,,,,,,,,,1de0be73-a35f-4442-b26c-5f5391cf94fc,55,,,"[81.3, 21.6]",3754338,1,,,,,-0.50230235,,Right Foot,,,,"[88.4, 17.7]",,Ground Pass,,8.100617,,Incomplete,,Michail Antonio,3349.0,,,,,,,1,From Free Kick,Dimitri Payet,3491.0,Left Wing,6,West Ham United,40,"['83a6dc5d-65ce-4b0b-88eb-9d4fdffd19b1', 'a00f31a4-15f0-4524-b640-97fddbbb91b0', 'f9bc4d96-e951-46db-959c-0375aa863864']",46,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:46.166,Pass,True
,,,,,,,,,,,,,,,,,2.17433,,,,,,,,,,,,4657f340-a8a8-4aae-bc97-3a94900106fa,59,,,"[24.9, 58.9]",3754338,1,,,,,-2.3889284,,Left Foot,,,,"[4.4, 39.7]",,Ground Pass,,28.087185,,,,Rob Elliot,3096.0,,,,,,,1,From Free Kick,Daryl Janmaat,3650.0,Right Back,6,West Ham United,40,['a4f9d0a7-7711-4e75-b865-fde4260682c3'],47,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:47.817,Pass,
,,,,,,,,,,,,,,,,,4.034876,,,,,,,,,,,,1fa065e3-9b81-43f5-8645-8780e6a47370,61,,,"[4.6, 39.7]",3754338,1,,,,,0.14420652,,Left Foot,,,,"[65.2, 48.5]",,High Pass,,61.23561,,Incomplete,,Aleksandar Mitrović,4269.0,,,,,,,1,From Free Kick,Rob Elliot,3096.0,Goalkeeper,6,West Ham United,40,"['7a8d39fc-6894-4179-a92b-640a0f412161', 'b7b25af4-a034-48f8-920b-3e9855789dda']",49,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:49.992,Pass,
,,,,,,,,,,,,,,,,,1.303298,,,,,,,,,,,,7a8d39fc-6894-4179-a92b-640a0f412161,64,,,"[54.9, 31.6]",3754338,1,,,,True,-0.26625204,,,,,,"[58.2, 30.7]",,Low Pass,,3.4205263,,,,Cheikhou Kouyaté,3684.0,,,,,,Recovery,1,From Free Kick,Angelo Obinze Ogbonna,3843.0,Left Center Back,6,West Ham United,40,"['1fa065e3-9b81-43f5-8645-8780e6a47370', '2cc844f4-32bb-4aa9-b2fc-fb24d5448a98', 'ef9686fd-709f-4187-a729-e8c889b2fc5c']",54,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:54.027,Pass,True
,,,,,,,,,,,,,,,,,1.16285,,,,,,,,,,,,6c27fcc5-61b6-476e-b1bf-d31092e6ac6d,67,,,"[67.2, 20.6]",3754338,1,,,,,-0.83535653,,Right Foot,,,,"[78.6, 8.0]",,Ground Pass,,16.991762,,,,Enner Remberto Valencia Lastra,28559.0,,,,,,,1,From Free Kick,Cheikhou Kouyaté,3684.0,Left Center Midfield,6,West Ham United,40,['83b26271-b74b-4da2-a464-4811ce2eeff6'],57,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:57.203,Pass,
,,,,,,,,,,,,,,,,,1.117401,,,,,,,,,,,,9958be1a-706d-412f-874f-12205e2e2f9b,75,,,"[54.8, 64.0]",3754338,2,,,,,-1.207973,,Right Foot,,,,"[58.9, 53.2]",,Ground Pass,,11.552056,,,,Georginio Wijnaldum,3567.0,,,,,,,1,From Counter,Moussa Sissoko,3091.0,Right Wing,7,Newcastle United,37,['7944d26d-5194-4a85-94ce-d65451ace790'],1,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:01.922,Pass,
,,,,,,,,,,,,,,,,,3.173053,,,,,,,,,,,,12556e34-4680-4e12-9598-3b694eb3c685,86,,,"[88.0, 48.3]",3754338,2,,,,,0.49319565,,Right Foot,,,,"[120.0, 65.5]",,Low Pass,,36.3296,,Out,,Aleksandar Mitrović,4269.0,,,,,,,1,From Counter,Georginio Wijnaldum,3567.0,Center Attacking Midfield,7,Newcastle United,37,['e25e9a5f-55c5-4965-85c0-a3603eaabfd0'],6,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:06.730,Pass,
,,,,,,,,,,,,,,,,,2.793707,,,,,,,,,,,,686eb9b8-314a-4e2e-9d20-901a1bbc59c2,88,,,"[7.0, 44.1]",3754338,2,,,,,0.6111626,,Right Foot,,,,"[53.1, 76.4]",,High Pass,,56.289433,,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Adrián San Miguel del Castillo,3623.0,Goalkeeper,8,West Ham United,40,['38718c9c-2d1e-4917-88b1-59fbf45df0d8'],43,,,,,,,,,,,,,,,,,,West Ham United,40,00:02:43.882,Pass,
,,,,,,,,,,,,,,,,,1.350165,,,,,,,,,,,,38718c9c-2d1e-4917-88b1-59fbf45df0d8,89,,,"[67.0, 3.7]",3754338,2,,,,,0.8608847,,Right Foot,,,,"[72.5, 10.1]",,High Pass,,8.4386015,,,,Aleksandar Mitrović,4269.0,,,,,,Recovery,1,Regular Play,Ayoze Pérez Gutiérrez,3076.0,Left Wing,9,Newcastle United,37,"['686eb9b8-314a-4e2e-9d20-901a1bbc59c2', '890e89bf-14fc-494e-bd2e-a1923ab70f04']",46,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:46.676,Pass,
,,,,,,,,,,,,,,,,,0.926588,,,,,,,,,,,,4c731b2f-244a-4136-b75e-dfe4d3ef34ea,92,,,"[80.3, 7.9]",3754338,2,,,,,-0.46987805,,Right Foot,,,,"[93.1, 1.4]",,Ground Pass,,14.355835,,,,Ayoze Pérez Gutiérrez,3076.0,,,,,,,1,Regular Play,Aleksandar Mitrović,4269.0,Center Forward,9,Newcastle United,37,['7e8e3417-de9f-49d6-8368-d0962515bac3'],50,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:50.602,Pass,
,,,,,,,,,,,,,,,,,0.697028,,,,,,,,,,,,b56e3ccb-8206-4017-8f26-50d94e48cda3,95,,,"[97.0, 4.1]",3754338,2,,,,,1.5001178,,Right Foot,,,,"[97.8, 15.4]",,Ground Pass,,11.328283,,,,Aleksandar Mitrović,4269.0,,,,,,,1,Regular Play,Ayoze Pérez Gutiérrez,3076.0,Left Wing,9,Newcastle United,37,['7cf88d82-0e5b-4aec-92d9-ebb99881558a'],53,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:53.362,Pass,
,,,,,,,,,,,,,,,,,0.759623,,,,,,,,,,,,15b93f02-ded7-414d-89c0-2c93fd836776,98,,,"[99.0, 16.1]",3754338,2,,,,,3.070285,,Right Foot,,,,"[96.2, 16.3]",,Ground Pass,,2.8071337,,,,Ayoze Pérez Gutiérrez,3076.0,,,,,,,1,Regular Play,Aleksandar Mitrović,4269.0,Center Forward,9,Newcastle United,37,['0dbb345d-9b81-42b3-ad17-14b3a4b24b02'],55,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:55.049,Pass,
,,,,,,,,,,,,,,,,,4.335454,,,,,,,,,,,,4a69ce4f-953d-4abe-bf16-ae9211b30628,111,,,"[31.5, 64.5]",3754338,2,,,,,0.15556255,,Right Foot,,,,"[90.8, 73.8]",,High Pass,,60.02483,,Incomplete,,,,,,,,,,1,Regular Play,Pedro Mba Obiang Avomo,3897.0,Center Defensive Midfield,9,Newcastle United,37,['9b78ed16-32ac-4fde-bfd7-127c8042a583'],59,,,,,,,,,,,,,,,,,,West Ham United,40,00:02:59.992,Pass,
,,,,,,,,,,,,,,,,,3.284725,,,,,,,,,,,,9b78ed16-32ac-4fde-bfd7-127c8042a583,113,,,"[29.3, 6.3]",3754338,3,,,,,2.1815224,,Right Foot,,,,"[8.3, 36.3]",,Ground Pass,,36.619667,,,,Rob Elliot,3096.0,,,,,,Recovery,1,Regular Play,Fabricio Coloccini,26207.0,Left Center Back,9,Newcastle United,37,"['4a69ce4f-953d-4abe-bf16-ae9211b30628', '97ba944d-027c-4504-9162-6d852bbc8fca']",4,,,,,,,,,,,,,,,,,,Newcastle United,37,00:03:04.327,Pass,
,,,,,,,,,,,,,,,,,1.761178,,,,,,,,,,,,4de7b5d6-3eb4-40ac-8e03-50ba862249a1,116,,,"[9.7, 39.0]",3754338,3,,,,,1.07392,,Left Foot,,,,"[17.4, 53.2]",,Ground Pass,,16.153328,,,,Chancel Mbemba Mangulu,3044.0,,,,,,,1,Regular Play,Rob Elliot,3096.0,Goalkeeper,9,Newcastle United,37,['e42567b7-54a3-4c63-9741-12e9a4423c7b'],7,,,,,,,,,,,,,,,,,,Newcastle United,37,00:03:07.647,Pass,
,,,,,,,,,,,,,,,,,0.855113,,,,,,,,,,,,8ec837f2-423b-4ce1-8a7d-34942a414ba5,120,,,"[48.3, 56.9]",3754338,3,,,,,-0.6932231,,Right Foot,,,,"[61.3, 46.1]",,Low Pass,,16.900888,,Incomplete,,Georginio Wijnaldum,3567.0,,,,,,,1,Regular Play,Chancel Mbemba Mangulu,3044.0,Right Center Back,9,Newcastle United,37,"['15dc1413-c31e-47c7-ad37-2023ab9c1d1f', 'eebdfa4f-4452-4568-b196-094efa53d47d']",15,,,,,,,,,,,,,,,,,,Newcastle United,37,00:03:15.006,Pass,
,,,,,,,,,,,,,,,,,2.244124,,,,,,,,,,,,15dc1413-c31e-47c7-ad37-2023ab9c1d1f,122,,,"[58.8, 34.0]",3754338,3,,,,,-1.884673,,Right Foot,,,,"[52.6, 14.9]",,Low Pass,,20.081085,,,,Aaron Cresswell,3062.0,,,,,,Recovery,1,Regular Play,Pedro Mba Obiang Avomo,3897.0,Center Defensive Midfield,10,West Ham United,40,"['2235c775-7c87-4c0a-b256-5bbd5c54335e', '8ec837f2-423b-4ce1-8a7d-34942a414ba5']",15,,,,,,,,,,,,,,,,,,West Ham United,40,00:03:15.862,Pass,
,,,,,,,,,,,,,,,,,1.057499,,,,,,,,,,,,fb179f21-ffc9-421a-b875-dd812d6d37c2,126,,,"[51.7, 15.3]",3754338,3,,,,,0.2730087,,Left Foot,,,,"[69.2, 20.2]",,Low Pass,,18.173058,,,,Dimitri Payet,3491.0,,,,,,,1,Regular Play,Aaron Cresswell,3062.0,Left Back,10,West Ham United,40,"['9d8eda72-4b22-4087-8c49-1fb8fc7cc9bb', 'ce2ea3b4-0af3-4832-9590-d93b7e7b6f23']",18,,,,,,,,,,,,,,,,,,West Ham United,40,00:03:18.124,Pass,True
,,,,,,,,,,,,,,,,,0.524335,,,,,,,,,,,,c80a4350-cad2-4d50-a46f-38eaa638c337,129,,,"[68.9, 21.2]",3754338,3,,,,,1.9178579,,Left Foot,,,,"[67.2, 25.9]",,Low Pass,,4.9979997,,,,Michail Antonio,3349.0,,,,,,,1,Regular Play,Dimitri Payet,3491.0,Left Wing,10,West Ham United,40,['a1c85eb1-2264-4bec-b87b-7cbbf161f107'],19,,,,,,,,,,,,,,,,,,West Ham United,40,00:03:19.227,Pass,
,,,,,,,,,,,,,,,,,0.923382,,,,,,,,,,,,77c03ced-8f7a-4764-a308-8f20fcde6cfb,132,,,"[68.3, 28.3]",3754338,3,,,,,1.721372,,Right Foot,,,,"[66.1, 42.8]",,Ground Pass,,14.665947,,,,Mark Noble,3874.0,,,,,,,1,Regular Play,Michail Antonio,3349.0,Right Wing,10,West Ham United,40,['2b10dd5e-4ac2-4313-b6a9-119bd36fa781'],21,,,,,,,,,,,,,,,,,,West Ham United,40,00:03:21.091,Pass,
,,,,,,,,,,,,,,,,,1.295684,,,,,,,,,,,,81e93f6a-ca7f-419a-a37a-b29a4139daea,135,,,"[68.9, 37.5]",3754338,3,,,,,-0.4743999,,Right Foot,,,,"[80.0, 31.8]",,Ground Pass,,12.477981,,Incomplete,,Dimitri Payet,3491.0,,,,,,,1,Regular Play,Mark Noble,3874.0,Right Center Midfield,10,West Ham United,40,"['b1cfdfa3-97c9-42b6-aba9-96ff9dbdd810', 'f7e72ece-804d-415d-9d65-aedc81d5ff6e']",23,,,,,,,,,,,,,,,,,,West Ham United,40,00:03:23.855,Pass,
,,,,,,,,,,,True,,,,,,0.409397,,,,,,,,,,,,b1cfdfa3-97c9-42b6-aba9-96ff9dbdd810,137,,,"[40.1, 48.3]",3754338,3,,,,,-1.081944,,Right Foot,,,,"[42.6, 43.6]",,Ground Pass,,5.3235326,,,,Jack Colback,9649.0,,,,,,Interception,1,Regular Play,Fabricio Coloccini,26207.0,Left Center Back,11,Newcastle United,37,"['81e93f6a-ca7f-419a-a37a-b29a4139daea', '9d4d861f-36ea-4f06-95ba-58232552784c']",25,,,,,,,,,,,,,,,,,,Newcastle United,37,00:03:25.150,Pass,
,,,,,,,,,,,,,,,,,3.869942,,,,,,,,,,,,fc9b63e7-753b-49b2-a2ac-a581b8e28b3c,140,,,"[40.3, 41.9]",3754338,3,,,,,-1.9190893,,Left Foot,,,,"[34.2, 25.1]",,Ground Pass,,17.873165,,,,Paul Dummett,3065.0,,,,,,,1,Regular Play,Jack Colback,9649.0,Left Defensive Midfield,11,Newcastle United,37,['4f56f912-468b-470e-ab23-c740ab578a1d'],26,,,,,,,,,,,,,,,,,,Newcastle United,37,00:03:26.764,Pass,
