50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,98834444-8448-407c-b8f1-d125c14b02f0,109,,"[75.1, 15.4]",3754002,3,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,N''Golo Kanté,3961.0,Right Center Midfield,12,Leicester City,22,['9f04f074-0a2a-436b-9cbd-f6e7f47afe12'],29,,,,,,,,,,,,,,,,Leicester City,22,00:03:29.033,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,951cdd84-c94d-4b9e-9fec-b9409daee4c1,112,,"[77.2, 21.5]",3754002,3,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Danny Drinkwater,3662.0,Left Center Midfield,12,Leicester City,22,['887406b2-bdb6-4bc2-bb74-3ee75597ba46'],30,,,,,,,,,,,,,,,,Leicester City,22,00:03:30.172,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,094831ab-960e-4135-9a91-03bf90c8de04,117,,"[52.8, 43.7]",3754002,3,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Moussa Sissoko,3091.0,Left Wing,13,Newcastle United,37,['970cffd3-7f1d-4ec1-98c5-59e6d2229088'],32,,,,,,,,,,,,,,,,Newcastle United,37,00:03:32.529,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,27188383-50b3-47b2-9232-8c854f7c8e01,122,,"[111.4, 37.0]",3754002,3,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aleksandar Mitrović,4269.0,Center Forward,13,Newcastle United,37,['c64463f4-8f5a-4a73-907c-abfc37866ac2'],43,,,,,,,,,,,,,,,,Newcastle United,37,00:03:43.606,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b2d650c-92cc-47fd-b630-7a70fb76e436,133,,"[29.7, 11.7]",3754002,4,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Christian Fuchs,3812.0,Left Back,14,Leicester City,22,['dceeab9f-23d6-44c3-8f60-4abc8f301067'],9,,,,,,,,,,,,,,,,Leicester City,22,00:04:09.483,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,be733a7e-cb17-41a4-b899-5d271aa682c6,135,,"[32.2, 24.6]",3754002,4,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Robert Huth,40123.0,Left Center Back,14,Leicester City,22,['dd9753e8-5cd8-479f-a338-dffeb573a195'],12,,,,,,,,,,,,,,,,Leicester City,22,00:04:12.876,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,24bb30c5-76d1-4b3a-bee7-b3627f32daf7,138,,"[29.7, 51.5]",3754002,4,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Wes Morgan,3813.0,Right Center Back,14,Leicester City,22,['1838d1b0-39a7-4d5e-a826-c4636dc84962'],15,,,,,,,,,,,,,,,,Leicester City,22,00:04:15.802,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,32ee2095-7f7c-4ee5-b790-fac4fbc3fb88,141,,"[44.5, 67.5]",3754002,4,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Danny Simpson,3270.0,Right Back,14,Leicester City,22,['f1850d58-5428-457d-9f6e-5a6d79b836aa'],18,,,,,,,,,,,,,,,,Leicester City,22,00:04:18.095,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13e38616-b85c-4bde-b041-05b406d821cc,150,,"[28.8, 52.7]",3754002,4,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Wes Morgan,3813.0,Right Center Back,14,Leicester City,22,['ab9e63f7-f93e-4e49-9efb-b924f16b48ec'],22,,,,,,,,,,,,,,,,Leicester City,22,00:04:22.509,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4f789f28-6764-4afc-a2f0-09257b9a4b3b,153,,"[28.8, 21.8]",3754002,4,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Robert Huth,40123.0,Left Center Back,14,Leicester City,22,['7c226360-86d7-4b40-a927-0ae1c192985a'],25,,,,,,,,,,,,,,,,Leicester City,22,00:04:25.015,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f1200ca5-68ae-4cc7-afcb-5ddde6b1d98b,156,,"[48.2, 3.9]",3754002,4,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Christian Fuchs,3812.0,Left Back,14,Leicester City,22,['e6365af3-7be0-4de5-86b8-d454ba940a9a'],28,,,,,,,,,,,,,,,,Leicester City,22,00:04:28.939,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7ab168ee-41ea-484b-9bca-1866fac6c88c,160,,"[64.6, 1.8]",3754002,4,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Marc Albrighton,3307.0,Left Midfield,14,Leicester City,22,"['778d413a-3125-4909-a4f7-95a17a5b9387', '80eb96ef-26a9-4c30-b00d-db6fce97c404']",30,,,,,,,,,,,,,,,,Leicester City,22,00:04:30.283,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d86d715-e645-41ab-b547-ba6f18c2cc45,163,,"[48.5, 3.3]",3754002,4,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Christian Fuchs,3812.0,Left Back,14,Leicester City,22,['d218220b-9e51-4fa9-96b3-96ed70c7ed32'],32,,,,,,,,,,,,,,,,Leicester City,22,00:04:32.936,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,79385d7e-5939-4663-acb8-a80b7738e472,166,,"[38.6, 14.4]",3754002,4,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Robert Huth,40123.0,Left Center Back,14,Leicester City,22,['c205ffb8-e3bb-412b-a018-0b948599a3e9'],38,,,,,,,,,,,,,,,,Leicester City,22,00:04:38.026,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea5be005-f576-4908-b2a5-453257ed1667,169,,"[34.0, 33.9]",3754002,4,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Wes Morgan,3813.0,Right Center Back,14,Leicester City,22,['919b206f-6df4-475d-b2f5-732d83712001'],41,,,,,,,,,,,,,,,,Leicester City,22,00:04:41.051,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f32f314d-e67c-459d-bf3d-82653d3aa062,172,,"[40.2, 65.4]",3754002,4,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Danny Simpson,3270.0,Right Back,14,Leicester City,22,['dee34d3f-7b0e-448d-9eb2-47fab690dd04'],43,,,,,,,,,,,,,,,,Leicester City,22,00:04:43.940,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8d27a448-2ad3-4e9e-b6ab-21ff2c9f95ae,175,,"[28.1, 51.8]",3754002,4,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Wes Morgan,3813.0,Right Center Back,14,Leicester City,22,['e77aee99-4514-4de8-897c-fea09fa07755'],46,,,,,,,,,,,,,,,,Leicester City,22,00:04:46.729,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a8ded784-44c1-448b-8954-8b9870f12bc8,178,,"[55.6, 66.0]",3754002,4,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Riyad Mahrez,3814.0,Right Midfield,14,Leicester City,22,['25e14d91-fa77-4e8d-89f0-9bc63d11c5c2'],48,,,,,,,,,,,,,,,,Leicester City,22,00:04:48.341,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,2013f656-a2ff-4565-97ff-089df11cc4ad,180,,"[62.7, 58.0]",3754002,4,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Shinji Okazaki,3810.0,Left Center Forward,14,Leicester City,22,['cac92f53-9f57-462c-9717-7b792527bf7d'],49,,,,,,,,,,,,,,,,Leicester City,22,00:04:49.883,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2fef3ae9-3326-47ad-a058-864909ea52a5,182,,"[50.0, 20.3]",3754002,4,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jamaal Lascelles,3081.0,Left Center Back,15,Newcastle United,37,['504912f3-8d7d-4840-9743-d66112d2ac46'],50,,,,,,,,,,,,,,,,Newcastle United,37,00:04:50.905,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,942bdd3b-9e84-4d88-baa4-ce9cd0ddbb11,186,,"[51.8, 28.3]",3754002,4,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Vurnon Anita,16072.0,Right Defensive Midfield,15,Newcastle United,37,"['8e960a08-08d8-444e-91da-0ce893d3bc19', 'dc8bde20-b5e7-4a4a-a5b3-1b2e1c516f4e']",52,,,,,,,,,,,,,,,,Newcastle United,37,00:04:52.877,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1f079b40-0714-4d00-aea7-c8530f637a3b,189,,"[59.6, 46.2]",3754002,4,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ayoze Pérez Gutiérrez,3076.0,Right Wing,15,Newcastle United,37,['93f91f7e-655d-48ea-ba52-70782edd6696'],54,,,,,,,,,,,,,,,,Newcastle United,37,00:04:54.545,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,0140a44c-a1e8-4791-8db5-8fafad82b42d,197,,"[57.8, 12.3]",3754002,4,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marc Albrighton,3307.0,Left Midfield,15,Newcastle United,37,['a19cd520-e67c-424e-b199-ca6955f7cb1b'],57,,,,,,,,,,,,,,,,Leicester City,22,00:04:57.923,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2dccdc59-d6d3-48b8-abcd-b285b19d14bd,199,,"[50.6, 73.7]",3754002,4,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daryl Janmaat,3650.0,Right Back,15,Newcastle United,37,['b4935f77-0f75-4b37-ac7c-2746f5a1f4ed'],59,,,,,,,,,,,,,,,,Newcastle United,37,00:04:59.451,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,773b7b75-9154-444c-9eb0-246abe5137b4,202,,"[63.6, 65.7]",3754002,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Georginio Wijnaldum,3567.0,Center Attacking Midfield,15,Newcastle United,37,['78e7580d-92aa-48b6-948f-76098370ebd4'],0,,,,,,,,,,,,,,,,Newcastle United,37,00:05:00.536,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,945c5272-c99e-43c5-939a-2e7d6df75f83,204,,"[68.8, 74.0]",3754002,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ayoze Pérez Gutiérrez,3076.0,Right Wing,15,Newcastle United,37,['e820f109-24bd-4993-8a4a-263b1374ee0c'],1,,,,,,,,,,,,,,,,Newcastle United,37,00:05:01.415,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,b8dcdb38-946f-4815-8212-a048eaca61d1,208,,"[82.7, 72.1]",3754002,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Georginio Wijnaldum,3567.0,Center Attacking Midfield,15,Newcastle United,37,['f8e63c69-2a26-490e-9bc2-811f932cbc83'],3,,,,,,,,,,,,,,,,Newcastle United,37,00:05:03.381,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5922c217-0fdc-420f-896f-279b900a42d9,217,,"[60.5, 68.4]",3754002,5,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jonjo Shelvey,3057.0,Left Defensive Midfield,17,Newcastle United,37,['ccbc9782-ff6f-4eb0-bf24-0f8a6caddc75'],48,,,,,,,,,,,,,,,,Newcastle United,37,00:05:48.871,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,6601965a-4b44-426c-b4f5-94869f20ab72,219,,"[88.3, 66.0]",3754002,5,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ayoze Pérez Gutiérrez,3076.0,Right Wing,17,Newcastle United,37,['77a04ed4-6d58-4115-844a-991de279cb95'],50,,,,,,,,,,,,,,,,Newcastle United,37,00:05:50.746,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8d48f95-be22-4555-a855-77e89201e0b5,224,,"[104.0, 74.0]",3754002,6,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Aleksandar Mitrović,4269.0,Center Forward,18,Newcastle United,37,"['00b299f5-1a57-4965-8fe4-29e90cd9ca76', '9b1a9f96-507f-4796-95c9-063e6bd4879a']",2,,,,,,,,,,,,,,,,Newcastle United,37,00:06:02.465,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3cee2200-223d-43da-8805-e2a5a06eb87b,228,,"[105.2, 77.4]",3754002,6,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ayoze Pérez Gutiérrez,3076.0,Right Wing,18,Newcastle United,37,['ce780c02-09cb-42ff-bef7-72d687c3bc80'],4,,,,,,,,,,,,,,,,Newcastle United,37,00:06:04.052,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,eb7ef433-4fdc-422d-a67b-9b34bd28d843,232,,"[110.8, 67.2]",3754002,6,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Georginio Wijnaldum,3567.0,Center Attacking Midfield,18,Newcastle United,37,['ded4d471-1dad-4ebe-b896-ae0f2c0ed6e1'],5,,,,,,,,,,,,,,,,Newcastle United,37,00:06:05.227,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d7a3efd-a010-47a1-bacc-ac218fd44131,235,,"[112.3, 47.5]",3754002,6,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Moussa Sissoko,3091.0,Left Wing,19,Newcastle United,37,['ae177fc3-18b4-4a32-b2cb-61c6e8655a28'],35,,,,,,,,,,,,,,,,Newcastle United,37,00:06:35.646,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c198987e-5d59-4eb6-8527-ee8ba0d22145,244,,"[74.4, 37.9]",3754002,7,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Shinji Okazaki,3810.0,Left Center Forward,20,Leicester City,22,['73907e48-f065-40fc-82b0-6d963096edab'],18,,,,,,,,,,,,,,,,Leicester City,22,00:07:18.634,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,32dead6e-be26-4dd1-a386-728be6e68378,249,,"[83.4, 37.6]",3754002,7,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jamie Vardy,10960.0,Right Center Forward,20,Leicester City,22,['4a831ca1-a31c-4302-bb08-9ac60cdc83ee'],19,,,,,,,,,,,,,,,,Leicester City,22,00:07:19.944,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,4870906b-43b1-4f8e-9b93-aba3dec1bd64,252,,"[76.6, 37.6]",3754002,7,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Shinji Okazaki,3810.0,Left Center Forward,20,Leicester City,22,['7569dbca-7927-4ba4-8cb3-d4278933d570'],21,,,,,,,,,,,,,,,,Leicester City,22,00:07:21.649,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,f16f71a7-994a-4dff-a54f-115b31b0e34e,261,,"[85.5, 16.0]",3754002,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aleksandar Mitrović,4269.0,Center Forward,21,Newcastle United,37,['1a402ccd-c7bf-4b36-9e99-b6723acd7eaa'],51,,,,,,,,,,,,,,,,Newcastle United,37,00:07:51.922,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,69a7da3c-86ab-4255-a6ea-c3248f29c64e,267,,"[85.2, 13.8]",3754002,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Vurnon Anita,16072.0,Right Defensive Midfield,21,Newcastle United,37,['c17c4e11-8447-4130-8050-9e9b87b7de20'],56,,,,,,,,,,,,,,,,Newcastle United,37,00:07:56.578,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,932eab0c-a4e9-4348-a263-4ab944b565e1,270,,"[100.0, 20.6]",3754002,8,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Georginio Wijnaldum,3567.0,Center Attacking Midfield,21,Newcastle United,37,['cb0fc303-68b8-461a-acae-5595814e2a50'],1,,,,,,,,,,,,,,,,Newcastle United,37,00:08:01.961,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,97ad3b21-39ab-454f-b1b6-691c0ebfb6ef,272,,"[28.1, 54.6]",3754002,8,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Wes Morgan,3813.0,Right Center Back,22,Leicester City,22,['03c9b434-1d52-4a4d-a399-893622bd32ef'],21,,,,,,,,,,,,,,,,Leicester City,22,00:08:21.665,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d58c54fb-69c2-4371-b19e-12cab1b86928,274,,"[40.8, 64.1]",3754002,8,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,N''Golo Kanté,3961.0,Right Center Midfield,22,Leicester City,22,['717be12c-e355-49f4-ae8e-a3fe2cc211bb'],28,,,,,,,,,,,,,,,,Leicester City,22,00:08:28.034,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab18d41f-f2ff-4533-9233-ceb5d73dd3a8,277,,"[54.4, 63.5]",3754002,8,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Riyad Mahrez,3814.0,Right Midfield,22,Leicester City,22,['6d5fe4b3-4520-408c-bd4d-dca485aac786'],29,,,,,,,,,,,,,,,,Leicester City,22,00:08:29.764,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0f218e47-ef9a-4775-bd17-90640aa5f8dd,280,,"[27.5, 55.2]",3754002,8,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Wes Morgan,3813.0,Right Center Back,22,Leicester City,22,['51e48aaa-1175-4498-9eb7-e60742289715'],31,,,,,,,,,,,,,,,,Leicester City,22,00:08:31.951,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,be215f76-feb9-4a46-8932-3a91968d7774,283,,"[40.2, 43.1]",3754002,8,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,N''Golo Kanté,3961.0,Right Center Midfield,22,Leicester City,22,['f1d2b8f0-a5da-459e-89f8-cc0cbf816b0d'],36,,,,,,,,,,,,,,,,Leicester City,22,00:08:36.230,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,98023ffe-3a3d-4bbb-808e-eb61add881fd,286,,"[40.8, 60.1]",3754002,8,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Wes Morgan,3813.0,Right Center Back,22,Leicester City,22,['c418dacf-890e-412c-8658-36a68968ee8d'],42,,,,,,,,,,,,,,,,Leicester City,22,00:08:42.753,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf81a8b8-cd9c-49ef-a8cb-13b79c197456,289,,"[84.3, 72.8]",3754002,8,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Danny Simpson,3270.0,Right Back,22,Leicester City,22,['2bef0564-164b-43e5-bbe5-8c45add9138d'],46,,,,,,,,,,,,,,,,Leicester City,22,00:08:46.772,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2665d575-be52-4fb5-b278-058c3ae81937,292,,"[99.4, 54.9]",3754002,8,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Shinji Okazaki,3810.0,Left Center Forward,22,Leicester City,22,['be85aea5-82f9-44ec-ac71-5a7795ddb6f9'],48,,,,,,,,,,,,,,,,Leicester City,22,00:08:48.862,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,5c14e79e-ff4c-4013-8771-5e9ecbdb4458,299,,"[97.9, 59.5]",3754002,8,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Riyad Mahrez,3814.0,Right Midfield,22,Leicester City,22,['641fa27f-ef7b-40bc-9ac5-22c71695a7af'],55,,,,,,,,,,,,,,,,Leicester City,22,00:08:55.453,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e66da2f2-5b6f-4e18-b1f9-61c143427bd2,305,,"[77.8, 20.3]",3754002,9,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Aleksandar Mitrović,4269.0,Center Forward,24,Newcastle United,37,['bce87011-42e4-4c1f-b3e3-083be5353863'],29,,,,,,,,,,,,,,,,Newcastle United,37,00:09:29.505,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,93e86a86-b912-4735-b09c-e4fd8a355373,310,,"[82.7, 52.4]",3754002,9,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ayoze Pérez Gutiérrez,3076.0,Right Wing,24,Newcastle United,37,['1a9c62c2-f3fc-49f7-8578-417ab73addf4'],32,,,,,,,,,,,,,,,,Newcastle United,37,00:09:32.748,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,a178af20-1ea0-42f4-a5f0-9d2b91219281,315,,"[105.9, 32.6]",3754002,9,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Shinji Okazaki,3810.0,Left Center Forward,25,Leicester City,22,['aa039cfd-4f77-4fe8-8c40-7948cd718038'],41,,,,,,,,,,,,,,,,Leicester City,22,00:09:41.911,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1dd412b0-d117-4d0d-b212-1404267c22fe,321,,"[89.9, 5.8]",3754002,10,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Shinji Okazaki,3810.0,Left Center Forward,26,Leicester City,22,"['85cdc784-2f4c-4af1-a03e-8950b3080dbf', 'dcade0b8-a46d-4279-a675-062734f43775']",8,,,,,,,,,,,,,,,,Leicester City,22,00:10:08.096,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,46399310-fd83-433f-a8ad-d9699e216521,323,,"[85.5, 4.6]",3754002,10,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Christian Fuchs,3812.0,Left Back,26,Leicester City,22,['095d1371-8c2b-4809-8f35-6ce8b5636590'],8,,,,,,,,,,,,,,,,Leicester City,22,00:10:08.893,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,83ca119c-80eb-4d65-89eb-d40617e97c0c,326,,"[91.4, 3.9]",3754002,10,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Shinji Okazaki,3810.0,Left Center Forward,26,Leicester City,22,['ccb764f6-d1b8-4569-b66c-9402a41af86d'],9,,,,,,,,,,,,,,,,Leicester City,22,00:10:09.458,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,f020e4b1-b64e-43fa-8717-20aa75a22bda,329,,"[102.5, 20.0]",3754002,10,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jamie Vardy,10960.0,Right Center Forward,26,Leicester City,22,['2e4a87ad-eb44-4d78-b912-5b15a985d58a'],11,,,,,,,,,,,,,,,,Leicester City,22,00:10:11.350,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,67ed714e-5d67-4527-b674-b3841323a3e7,335,,"[102.5, 3.3]",3754002,10,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Marc Albrighton,3307.0,Left Midfield,26,Leicester City,22,['68615674-7610-4e38-8218-d64e4004d6bb'],15,,,,,,,,,,,,,,,,Leicester City,22,00:10:15.522,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9415162b-d035-4f8c-8324-f34d76de9842,339,,"[101.9, 3.3]",3754002,10,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Christian Fuchs,3812.0,Left Back,26,Leicester City,22,['4a5cef0c-5ff3-4173-a97c-3407051d8c66'],18,,,,,,,,,,,,,,,,Leicester City,22,00:10:18.648,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,273999b0-2820-423e-9d36-8ca87f7c2135,341,,"[112.1, 47.2]",3754002,10,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Riyad Mahrez,3814.0,Right Midfield,26,Leicester City,22,['4e2763a5-1c23-4581-99af-8fbbd3680e66'],21,,,,,,,,,,,,,,,,Leicester City,22,00:10:21.828,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,75977c9b-70b3-4c93-8a37-6c77d642d031,349,,"[51.8, 10.4]",3754002,10,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Jack Colback,9649.0,Left Back,27,Newcastle United,37,"['5baaba6b-fc00-4bce-bd46-60e80cbb3bb0', 'd217ec5e-078a-4b65-92ac-c1bff1df4484']",43,,,,,,,,,,,,,,,,Newcastle United,37,00:10:43.606,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3866c732-19d1-4773-8895-f23dcfd223f2,351,,"[38.9, 14.7]",3754002,10,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Jamaal Lascelles,3081.0,Left Center Back,27,Newcastle United,37,['483bc337-1670-4371-ba98-d413eebbaa2a'],46,,,,,,,,,,,,,,,,Newcastle United,37,00:10:46.240,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,bf68851f-12b8-468d-9952-15b9eebf8275,353,,"[63.9, 11.0]",3754002,10,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Aleksandar Mitrović,4269.0,Center Forward,27,Newcastle United,37,['ec0faacb-86c1-442f-a3d5-37775b2ce859'],48,,,,,,,,,,,,,,,,Newcastle United,37,00:10:48.920,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a204f36-fc29-4836-9298-b9b780e267af,359,,"[62.7, 69.1]",3754002,10,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Shinji Okazaki,3810.0,Left Center Forward,28,Leicester City,22,['26b4bfd8-4fa1-4574-a5d6-1e540b40fc75'],50,,,,,,,,,,,,,,,,Leicester City,22,00:10:50.625,Ball Receipt*,
