ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.815563,,,,,,,,,af4f4ab5-8380-46cf-bf10-e2a1446a1625,2448,,"[91.4, 47.8]",3754094,63,,,True,-0.7853982,,,,,,"[100.6, 38.6]",,Low Pass,,13.010765,,Incomplete,,Peter Crouch,4040.0,,,,,,2,From Throw In,Jonathan Walters,3670.0,Right Wing,125,Stoke City,30,"['3bac499f-7254-4eb8-992f-f0903bb229d7', '4cd203eb-8f2a-4d60-b97a-c9c1e82b6d75', 'ea2c8c67-c27a-4ee0-9504-66258fd43c5c']",4,,,,,,,,,,,,,,,,,,Stoke City,30,00:18:04.998,Pass,True
,,,,,,,,,,,,,,,,1.555521,,,,,,,,,f8fa56dc-47ec-4949-909a-38e4e7d25b6f,2454,,"[22.9, 6.8]",3754094,63,,,,2.5402353,,Right Foot,,,,"[9.2, 16.2]",,Ground Pass,,16.614752,,,,Cameron Borthwick-Jackson,10779.0,,,,,,2,From Throw In,Anthony Martial,20039.0,Left Wing,125,Stoke City,30,['16fb9dbf-b94b-443d-8bd8-b5bbaed441ba'],9,,,,,,,,,,,,,,,,,,Manchester United,39,00:18:09.265,Pass,
,,,,,,,,,,,,,,,,3.758822,,,,,,,,,436caa4a-f4e0-4ecd-8dca-d3efc8c31fea,2456,,"[9.2, 16.4]",3754094,63,,,,-0.09065989,,Left Foot,,,,"[56.5, 12.1]",,High Pass,,47.495052,,Incomplete,,,,,,,,,2,From Throw In,Cameron Borthwick-Jackson,10779.0,Left Back,125,Stoke City,30,['7c706f2b-8194-499a-abc9-20b4151144da'],10,,,,,,,,,,,,,,,,,,Manchester United,39,00:18:10.820,Pass,
,,,,,,,,,,,,,,,,1.103819,,,,,,,,,7c706f2b-8194-499a-abc9-20b4151144da,2457,,"[63.6, 68.0]",3754094,63,,,,0.11990398,,Head,,,,"[71.9, 69.0]",,High Pass,,8.3600235,,,,Stephen Ireland,4632.0,,,,,Recovery,2,From Throw In,Glenn Whelan,9625.0,Right Defensive Midfield,125,Stoke City,30,"['436caa4a-f4e0-4ecd-8dca-d3efc8c31fea', '798e8d9f-3658-42fc-8cf1-8328f43c07f7']",14,,,,,,,,,,,,,,,,,,Stoke City,30,00:18:14.579,Pass,
,,,,,,,,,,,,,,,,1.493075,,,,,,,,,8d48fff0-b4cf-4e1d-a646-9d216bc93d3c,2459,,"[71.7, 69.9]",3754094,63,,,,-2.2352917,,Head,,,,"[62.3, 57.9]",,High Pass,,15.24336,,,,Glenn Whelan,9625.0,,,,,,2,From Throw In,Stephen Ireland,4632.0,Center Attacking Midfield,125,Stoke City,30,['d2ee21ba-e142-4107-ae2e-e00eef1264eb'],15,,,,,,,,,,,,,,,,,,Stoke City,30,00:18:15.683,Pass,
,,,,,,,,,,,,,,,,1.317293,,,,,,,,,e63581a7-4d9c-47d6-8d4e-a26c09c358d3,2463,,"[59.7, 57.9]",3754094,63,,,,2.2533836,,Right Foot,,,,"[48.4, 71.8]",,Ground Pass,,17.913681,,,,Glen Johnson,4724.0,,,,,,2,From Throw In,Glenn Whelan,9625.0,Right Defensive Midfield,125,Stoke City,30,"['35c08efe-5e30-4e28-98a0-8ab9726f5961', 'c191feed-cd4d-4843-97bb-19869cf1513f']",18,,,,,,,,,,,,,,,,,,Stoke City,30,00:18:18.035,Pass,True
,,,,,,,,,,,,,,,,2.374317,,,,,,,,,dd363776-6431-4c46-a9cf-1b183dc84c57,2466,,"[42.2, 65.0]",3754094,63,,,,-2.4785314,,Left Foot,,,,"[14.8, 43.6]",,Ground Pass,,34.76665,,,,Jack Butland,3537.0,,,,,,2,From Throw In,Glen Johnson,4724.0,Right Center Back,125,Stoke City,30,['13a01d43-aa06-402f-82c7-062dc3df0925'],20,,,,,,,,,,,,,,,,,,Stoke City,30,00:18:20.838,Pass,
,,,,,,,,,,,,,,,,1.624266,,,,,,,,,1e0809bb-7d92-43f2-b663-fc8b7ffee22f,2469,,"[14.0, 42.5]",3754094,63,,,,1.2453004,,Left Foot,,,,"[22.1, 66.5]",,Ground Pass,,25.33002,,,,Glen Johnson,4724.0,,,,,,2,From Throw In,Jack Butland,3537.0,Goalkeeper,125,Stoke City,30,['a71b09db-f5f5-42b8-b018-d69214bad8f4'],24,,,,,,,,,,,,,,,,,,Stoke City,30,00:18:24.283,Pass,
,,,,,,,,,,,,,,,,1.414585,,,,,,,,,e9e442db-4a44-469c-a59c-55b1cd5a812c,2472,,"[26.6, 65.4]",3754094,63,,,,-0.3902503,,Right Foot,,,,"[40.7, 59.6]",,Ground Pass,,15.246311,,,,Stephen Ireland,4632.0,,,,,,2,From Throw In,Glen Johnson,4724.0,Right Center Back,125,Stoke City,30,['7c60e7bb-bb50-439d-accd-2effc4bc16ad'],27,,,,,,,,,,,,,,,,,,Stoke City,30,00:18:27.475,Pass,
,,,,,,,,,,,,,,,,1.147892,,,,,,,,,d9723b1b-8961-47a4-b1ab-b489755ba6e1,2475,,"[35.6, 54.1]",3754094,63,,,,2.402519,,Right Foot,,,,"[27.7, 61.3]",,Ground Pass,,10.688779,,,,Glen Johnson,4724.0,,,,,,2,From Throw In,Stephen Ireland,4632.0,Center Attacking Midfield,125,Stoke City,30,['8093691f-795d-4fc2-b693-4836682d243d'],30,,,,,,,,,,,,,,,,,,Stoke City,30,00:18:30.121,Pass,
,,,,,,,,,,,,,,,,2.103241,,,,,,,,,ab4d9061-41e2-42de-ad80-53a4f702abc4,2478,,"[28.1, 60.0]",3754094,63,,,,-2.3411956,,Right Foot,,,,"[8.4, 39.7]",,Ground Pass,,28.287453,,,,Jack Butland,3537.0,,,,,,2,From Throw In,Glen Johnson,4724.0,Right Center Back,125,Stoke City,30,['a66c6fca-c6af-42f5-8ae0-8ad0f49847fc'],32,,,,,,,,,,,,,,,,,,Stoke City,30,00:18:32.856,Pass,
,,,,,,,,,,,,,,,,6.236034,,,,,,,,,7c027ea9-4af1-4f6c-a3b7-a198de234920,2481,,"[8.0, 38.6]",3754094,63,,,,0.06505801,,Right Foot,,,,"[104.7, 44.9]",,High Pass,,96.90501,,Incomplete,,Peter Crouch,4040.0,,,,,,2,From Throw In,Jack Butland,3537.0,Goalkeeper,125,Stoke City,30,"['0d5dd6d2-36bc-4db6-9302-e6e2942a41d5', '472d798d-071b-440e-982a-9dd2077e8354']",41,,,,,,,,,,,,,,,,,,Stoke City,30,00:18:41.286,Pass,
,,,,,,,,,,,,,,,,3.079835,,,,,,,,,41007180-fc56-4531-a333-43ebf06c8c9d,2486,,"[14.8, 36.7]",3754094,63,,,,0.84052396,,Right Foot,,,,"[49.9, 75.9]",,High Pass,,52.61796,,,,Marouane Fellaini-Bakkioui,3296.0,,,,,,2,Regular Play,David de Gea Quintana,3333.0,Goalkeeper,126,Manchester United,39,['8adc6209-d306-4d74-ad55-59e8f59d9587'],56,,,,,,,,,,,,,,,,,,Manchester United,39,00:18:56.852,Pass,
,,,,,,,,,,,,,,,,1.482039,,,,,,,,,e04a3fd5-ec13-4131-8277-b1d7f9791962,2488,,"[49.9, 75.9]",3754094,63,,,,-2.3561945,,Head,,,,"[42.4, 68.4]",,Low Pass,,10.606602,,,,Matteo Darmian,4587.0,,,,,,2,Regular Play,Marouane Fellaini-Bakkioui,3296.0,Right Defensive Midfield,126,Manchester United,39,['5793cd9e-e801-42ad-bd87-798c506d136a'],59,,,,,,,,,,,,,,,,,,Manchester United,39,00:18:59.932,Pass,
,,,,,,,,,,,,,,,,0.444657,,,,,,,,,88d65fef-a0b0-4049-82f6-b2707dc6a832,2492,,"[49.2, 65.0]",3754094,64,,,,0.15002696,,Right Foot,,,,"[57.8, 66.3]",,Ground Pass,,8.6977005,,,,Jesse Lingard,3293.0,,,,,,2,Regular Play,Matteo Darmian,4587.0,Right Back,126,Manchester United,39,"['4e5172a7-60bd-4acc-882e-a40b20b6b3c2', 'ae516908-1079-421c-ac1b-6891f5c5ab0e']",3,,,,,,,,,,,,,,,,,,Manchester United,39,00:19:03.069,Pass,True
,,,,,,,,,,,,,,,,1.210102,,,,,,,,,884f0f72-d7f8-4181-8cfb-eaea71d7fa87,2494,,"[57.6, 67.3]",3754094,64,,,,1.7475052,,Right Foot,,,,"[56.1, 75.7]",,Ground Pass,,8.532878,,,,Marouane Fellaini-Bakkioui,3296.0,,,,,,2,Regular Play,Jesse Lingard,3293.0,Right Wing,126,Manchester United,39,['c40d1d84-7bdd-4b24-a42d-18b2aa2742dd'],3,,,,,,,,,,,,,,,,,,Manchester United,39,00:19:03.514,Pass,
,,,,,,,,,,,,,,,,1.265202,,,,,,,,,896050de-0c35-4fff-9839-95e97b33b113,2498,,"[68.1, 75.9]",3754094,64,,,,-2.927121,,Right Foot,,,,"[58.0, 73.7]",,Ground Pass,,10.336827,,,,Matteo Darmian,4587.0,,,,,,2,Regular Play,Marouane Fellaini-Bakkioui,3296.0,Right Defensive Midfield,126,Manchester United,39,"['d8d9f45b-d95f-474c-94d4-172f9f6c3568', 'db9807b5-8265-405a-a849-7fe09828a21f']",8,,,,,,,,,,,,,,,,,,Manchester United,39,00:19:08.611,Pass,True
,,,,,,,,,,,,,,,,2.524696,,,,,,,,,d64d83b1-089f-4a68-9ea9-7aa63f959fa0,2500,,"[58.2, 72.9]",3754094,64,,,,-0.34302393,,Left Foot,,,,"[91.8, 60.9]",,High Pass,,35.678566,,Incomplete,,Juan Manuel Mata García,3294.0,,,,,,2,Regular Play,Matteo Darmian,4587.0,Right Back,126,Manchester United,39,"['bf669f4b-56e6-42bc-91a3-e87ed5601f2a', 'f36c7649-e356-45b0-a437-fb14923d4627']",9,,,,,,,,,,,,,,,,,,Manchester United,39,00:19:09.876,Pass,
,,,,,,,,,,,,,,,,1.331945,,,,,,,,,bf669f4b-56e6-42bc-91a3-e87ed5601f2a,2503,,"[28.3, 19.2]",3754094,64,,,True,-0.72097135,,,,,,"[34.9, 13.4]",,Low Pass,,8.786353,,,,Erik Pieters,3467.0,,,,,Recovery,2,Regular Play,Glenn Whelan,9625.0,Right Defensive Midfield,126,Manchester United,39,"['1330bdfe-bf43-4305-85e0-ed1a870937c1', '90003334-9f14-4df2-8a09-a7f54eb970d4', 'd64d83b1-089f-4a68-9ea9-7aa63f959fa0']",12,,,,,,,,,,,,,,,,,,Stoke City,30,00:19:12.401,Pass,True
,,,,,,,,,,,,,,,,2.315125,,,,,,,,,59cb7859-1230-4b81-80b7-6621473d16ba,2507,,"[25.9, 2.3]",3754094,64,,,,0.0,,Left Foot,,,,"[41.6, 2.3]",,Low Pass,,15.7,,Incomplete,,,,,,,,,2,Regular Play,Erik Pieters,3467.0,Left Back,126,Manchester United,39,['989c41c0-42a1-424c-9109-d79838c1fe68'],20,,,,,,,,,,,,,,,,,,Stoke City,30,00:19:20.959,Pass,
,,,,,,,,,,,,,,,,1.679431,,,,,,,,,282301e6-a9e0-4f43-94f6-f4c1edfe5a3b,2510,,"[85.2, 71.4]",3754094,64,,,,-1.9274976,,Right Foot,,,,"[77.3, 50.2]",,Ground Pass,,22.624102,,,,Michael Carrick,4751.0,,,,,,2,Regular Play,Marouane Fellaini-Bakkioui,3296.0,Right Defensive Midfield,126,Manchester United,39,['74ed6169-5528-474d-810f-803fe22694d3'],26,,,,,,,,,,,,,,,,,,Manchester United,39,00:19:26.037,Pass,
,,,,,,,,,,,,,,,,1.960605,,,,,,,,,7591b844-e270-4d0a-ad42-eaefdcffaa6c,2513,,"[76.6, 47.7]",3754094,64,,,,-2.3073444,,Right Foot,,,,"[65.9, 35.9]",,Ground Pass,,15.928905,,,,Daley Blind,3311.0,,,,,,2,Regular Play,Michael Carrick,4751.0,Left Defensive Midfield,126,Manchester United,39,['a4cf3a69-47f4-4e3c-be2c-b364d84bbd99'],27,,,,,,,,,,,,,,,,,,Manchester United,39,00:19:27.952,Pass,
,,,,,,,,,,,,,,,,1.53781,,,,,,,,,52e0c0e4-bf96-4d51-aba6-7772803c1c38,2516,,"[66.4, 30.3]",3754094,64,,,,-1.1396576,,Left Foot,,,,"[77.9, 5.3]",,Ground Pass,,27.518175,,,,Cameron Borthwick-Jackson,10779.0,,,,,,2,Regular Play,Daley Blind,3311.0,Left Center Back,126,Manchester United,39,['f39a3556-53ad-499d-a62c-aea640c94627'],31,,,,,,,,,,,,,,,,,,Manchester United,39,00:19:31.886,Pass,
,,,,,,,,,,,,,,,,0.20579,,,,,,,,,539262b5-1cab-4501-9d24-3ea4bcdb25fc,2519,,"[77.9, 6.2]",3754094,64,,,,0.34500217,,Left Foot,,,,"[84.3, 8.5]",,Ground Pass,,6.8007355,,Incomplete,,Anthony Martial,20039.0,,,,,,2,Regular Play,Cameron Borthwick-Jackson,10779.0,Left Back,126,Manchester United,39,"['1ddf50ff-0ec8-4dc4-a198-cc14cfd0e38e', '9a728bc7-0a75-4c34-b234-f0a0e957466a']",33,,,,,,,,,,,,,,,,,,Manchester United,39,00:19:33.464,Pass,
,,,,,,,,,,,,,,,,1.535074,,,,,,,,,c44a041a-0577-41e2-8208-e00b93c94fb8,2522,,"[48.6, 61.1]",3754094,64,,,,1.0460006,,Right Foot,,,,"[56.3, 74.4]",,Low Pass,,15.368149,,,,Jonathan Walters,3670.0,,,,,Recovery,2,Regular Play,Stephen Ireland,4632.0,Center Attacking Midfield,127,Stoke City,30,['2f9033b5-4b6b-4187-a2ad-83e8f951586b'],35,,,,,,,,,,,,,,,,,,Stoke City,30,00:19:35.383,Pass,
,,,,,,,,,,,,,,,,1.569714,,,,,,,,,508077d1-ad8a-48a5-922c-a82263b4867b,2532,,"[68.9, 75.0]",3754094,64,,,,-1.1886412,,Right Foot,,,,"[77.3, 54.1]",,Ground Pass,,22.524876,,,,Peter Crouch,4040.0,,,,,Recovery,2,Regular Play,Jonathan Walters,3670.0,Right Wing,127,Stoke City,30,['03c099d8-bda1-4252-a187-e0704dfe60f5'],39,,,,,,,,,,,,,,,,,,Stoke City,30,00:19:39.820,Pass,
,,,,,,,,,,,,,,,,0.733881,,,,,,,,,e55b0b19-8f30-4f63-8acc-52740896527c,2535,,"[77.1, 52.6]",3754094,64,,,,1.9481448,,Right Foot,,,,"[70.6, 69.0]",,Ground Pass,,17.641146,,,,Stephen Ireland,4632.0,,,,,,2,Regular Play,Peter Crouch,4040.0,Center Forward,127,Stoke City,30,['c4b1bc39-688d-4a6e-a48d-1e30954b41e2'],41,,,,,,,,,,,,,,,,,,Stoke City,30,00:19:41.470,Pass,
,,,,,,,,,,,,,,,,1.190336,,,,,,,,,715b38c8-d888-43ea-9723-5745fe90f154,2538,,"[65.1, 63.5]",3754094,64,,,,-2.629203,,Left Foot,,,,"[55.5, 58.1]",,Ground Pass,,11.014536,,,,Glenn Whelan,9625.0,,,,,,2,Regular Play,Stephen Ireland,4632.0,Center Attacking Midfield,127,Stoke City,30,['c89ed9bc-e9d2-46db-80b1-3cd8f4917c9d'],44,,,,,,,,,,,,,,,,,,Stoke City,30,00:19:44.021,Pass,
,,,,,,,,,,,,,,,,0.687548,,,,,,,,,a9634490-5c99-4b7b-b30b-e39c74774dc3,2541,,"[55.9, 56.6]",3754094,64,,,,-0.348771,,Right Foot,,,,"[63.6, 53.8]",,Ground Pass,,8.19329,,,,Ibrahim Afellay,4891.0,,,,,,2,Regular Play,Glenn Whelan,9625.0,Right Defensive Midfield,127,Stoke City,30,['29c815b2-1c56-4e28-95c8-8bc0a5f7ee9b'],45,,,,,,,,,,,,,,,,,,Stoke City,30,00:19:45.818,Pass,
,,,,,,,,,,,,,,,,0.471819,,,,,,,,,0342cc74-7189-4005-952d-56bd4e909eef,2545,,"[63.6, 54.9]",3754094,64,,,,2.108081,,Right Foot,,,,"[60.8, 59.6]",,Ground Pass,,5.470832,,,,Stephen Ireland,4632.0,,,,,,2,Regular Play,Ibrahim Afellay,4891.0,Left Defensive Midfield,127,Stoke City,30,"['408936d1-f5bb-4e5c-b64a-7a3f64602715', 'c4d60a21-7243-48cd-a391-c209c588308e']",47,,,,,,,,,,,,,,,,,,Stoke City,30,00:19:47.536,Pass,True
,,,,,,,,,,,,,,,,0.67689,,,,,,,,,6354e42b-acbb-4ce5-8424-0e3e8c9677fe,2556,,"[58.0, 29.0]",3754094,64,,,,0.9167136,,Left Foot,,,,"[64.9, 38.0]",,Ground Pass,,11.340635,,,,Wayne Mark Rooney,3538.0,,,,,,2,Regular Play,Daley Blind,3311.0,Left Center Back,128,Manchester United,39,['197c1bc6-8d7b-4300-82c2-667d52b89767'],51,,,,,,,,,,,,,,,,,,Manchester United,39,00:19:51.935,Pass,
,,,,,,,,,,,,,,,,1.270201,,,,,,,,,2a09fc08-649b-45e0-bc16-9f0d7e64f4ec,2564,,"[62.9, 45.3]",3754094,64,,,,1.5192956,,Right Foot,,,,"[64.4, 74.4]",,Ground Pass,,29.138634,,,,Jesse Lingard,3293.0,,,,,,2,Regular Play,Marouane Fellaini-Bakkioui,3296.0,Right Defensive Midfield,128,Manchester United,39,['c3115af7-8738-4016-a2b6-7943bc6c06ea'],57,,,,,,,,,,,,,,,,,,Manchester United,39,00:19:57.207,Pass,
,,,,,,,,,,,,,,,,1.431212,,,,,,,,,1a3ffaf5-95be-47b2-8b03-a5ecaaf1eb2b,2567,,"[64.4, 77.2]",3754094,64,,,,-2.2257912,,Right Foot,,,,"[59.1, 70.3]",,Ground Pass,,8.700575,,,,Wayne Mark Rooney,3538.0,,,,,,2,Regular Play,Jesse Lingard,3293.0,Right Wing,128,Manchester United,39,['ed98a38b-f0f1-4054-9d10-063586f251f1'],59,,,,,,,,,,,,,,,,,,Manchester United,39,00:19:59.641,Pass,
,,,,,,,,,,,,,,,,1.409759,,,,,,,,,d034d310-bfe3-4ba1-99f7-05fcd69c1b6b,2571,,"[58.9, 69.3]",3754094,65,,,,-2.3111799,,Right Foot,,,,"[43.0, 51.9]",,Ground Pass,,23.570532,,,,Chris Smalling,10958.0,,,,,,2,Regular Play,Wayne Mark Rooney,3538.0,Center Forward,128,Manchester United,39,"['987faf4d-41ae-4bc1-8ac1-d0676e75774c', 'ec5a5990-021c-4d02-9c44-70accb7c2822']",2,,,,,,,,,,,,,,,,,,Manchester United,39,00:20:02.729,Pass,True
,,,,,,,,,,,,,,,,1.532483,,,,,,,,,370b19c6-8c39-4587-970d-aa4c507fef33,2574,,"[41.3, 49.6]",3754094,65,,,,-1.3708882,,Right Foot,,,,"[47.5, 19.0]",,Ground Pass,,31.221786,,,,Daley Blind,3311.0,,,,,,2,Regular Play,Chris Smalling,10958.0,Right Center Back,128,Manchester United,39,['d78bfc48-0859-4c13-9edd-f2c545ec3ee0'],4,,,,,,,,,,,,,,,,,,Manchester United,39,00:20:04.971,Pass,
,,,,,,,,,,,,,,,,1.995715,,,,,,,,,2ddc9117-a14e-4412-ad28-c3937b58da87,2577,,"[46.9, 15.6]",3754094,65,,,,0.40786797,,Left Foot,,,,"[63.1, 22.6]",,Ground Pass,,17.647663,,,,Michael Carrick,4751.0,,,,,,2,Regular Play,Daley Blind,3311.0,Left Center Back,128,Manchester United,39,['52ed9979-7977-4d3f-88f8-859505230dae'],8,,,,,,,,,,,,,,,,,,Manchester United,39,00:20:08.159,Pass,
,,,,,,,,,,,,,,,,1.347077,,,,,,,,,026299ed-e9b4-471e-ac6b-4c8d163307d0,2579,,"[62.9, 21.6]",3754094,65,,,,-1.5401311,,Right Foot,,,,"[63.4, 5.3]",,Ground Pass,,16.307667,,,,Cameron Borthwick-Jackson,10779.0,,,,,,2,Regular Play,Michael Carrick,4751.0,Left Defensive Midfield,128,Manchester United,39,['373d2947-fada-4d81-846e-6fe1e84f1c3d'],10,,,,,,,,,,,,,,,,,,Manchester United,39,00:20:10.155,Pass,
,,,,,,,,,,,,,,,,0.75761,,,,,,,,,e590f069-ed4e-4a9b-995a-0d1d62ed32f3,2582,,"[61.4, 7.0]",3754094,65,,,,1.9080495,,Left Foot,,,,"[58.7, 14.7]",,Ground Pass,,8.159657,,,,Michael Carrick,4751.0,,,,,,2,Regular Play,Cameron Borthwick-Jackson,10779.0,Left Back,128,Manchester United,39,['4ce06c1a-7d33-4c09-8736-22c05d74743b'],13,,,,,,,,,,,,,,,,,,Manchester United,39,00:20:13.005,Pass,
,,,,,,,,,,,,,,,,1.362149,,,,,,,,,db181ca8-3516-41ca-a273-d223d64f623b,2584,,"[55.2, 14.5]",3754094,65,,,,-0.055220187,,Left Foot,,,,"[75.1, 13.4]",,Ground Pass,,19.930378,,,,Anthony Martial,20039.0,,,,,,2,Regular Play,Michael Carrick,4751.0,Left Defensive Midfield,128,Manchester United,39,['90e23cf6-0669-4266-a63b-91eeb434c737'],13,,,,,,,,,,,,,,,,,,Manchester United,39,00:20:13.763,Pass,
,,,,,,,,,,,,,,,,1.238944,,,,,,,,,d7005886-10a4-455f-b3a4-324fcd6cf8b4,2588,,"[72.8, 14.1]",3754094,65,,,,2.7351742,,Left Foot,,,,"[64.9, 17.5]",,Low Pass,,8.600581,,,,Michael Carrick,4751.0,,,,,,2,Regular Play,Anthony Martial,20039.0,Left Wing,128,Manchester United,39,"['21d944ed-4c1e-49c9-8bf0-7f96a6983804', '813bb073-aad6-4085-95c4-fea556ddbfd7']",15,,,,,,,,,,,,,,,,,,Manchester United,39,00:20:15.205,Pass,True
,,,,,,,,,,,,,,,,0.361167,,,,,,,,,ad4d34a1-6285-475e-9d0e-a0130616907a,2591,,"[65.1, 17.7]",3754094,65,,,,-1.4489539,,Right Foot,,,,"[65.7, 12.8]",,Ground Pass,,4.936598,,,,Anthony Martial,20039.0,,,,,,2,Regular Play,Michael Carrick,4751.0,Left Defensive Midfield,128,Manchester United,39,['01671501-04ac-4f4f-9cc8-8f847be1205a'],16,,,,,,,,,,,,,,,,,,Manchester United,39,00:20:16.518,Pass,
,,,,,,,,,,,,,,,,0.871319,,,,,,,,,13f652a4-b03b-4900-874b-345d1655468a,2594,,"[69.6, 22.8]",3754094,65,,,,0.80197126,,Right Foot,,,,"[78.5, 32.0]",,Ground Pass,,12.80039,,,,Juan Manuel Mata García,3294.0,,,,,,2,Regular Play,Anthony Martial,20039.0,Left Wing,128,Manchester United,39,['578d6733-6a5f-4def-81dd-99e074525789'],19,,,,,,,,,,,,,,,,,,Manchester United,39,00:20:19.134,Pass,
,,,,,,,,,,,,,,,,0.646515,,,,,,,,,680c28a2-e7f3-4b05-bbcc-d60e4c25e04e,2600,,"[71.5, 25.8]",3754094,65,,,,1.5707964,,Right Foot,,,,"[71.5, 29.5]",,Ground Pass,,3.7,,,,Juan Manuel Mata García,3294.0,,,,,Free Kick,2,From Free Kick,Michael Carrick,4751.0,Left Defensive Midfield,129,Manchester United,39,['ead3178d-358f-4e13-9aff-5d9882874a2f'],33,,,,,,,,,,,,,,,,,,Manchester United,39,00:20:33.290,Pass,
,,,,,,,,,,,,,,,,0.618023,,,,,,,,,414945fc-d522-4aaf-9fee-9083c0414259,2603,,"[71.5, 29.5]",3754094,65,,,,-2.4668517,,Right Foot,,,,"[68.5, 27.1]",,Ground Pass,,3.8418746,,,,Michael Carrick,4751.0,,,,,,2,From Free Kick,Juan Manuel Mata García,3294.0,Center Attacking Midfield,129,Manchester United,39,['d7955039-a507-4d8a-9bbf-3271872cda39'],34,,,,,,,,,,,,,,,,,,Manchester United,39,00:20:34.044,Pass,
,,,,,,,,,,,,,,,,1.402502,,,,,,,,,a95590f6-c069-48c5-8d78-d647624947e2,2605,,"[69.3, 28.2]",3754094,65,True,,,-0.7317584,,Right Foot,,,,"[85.0, 14.1]",,Ground Pass,,21.102133,,,,Juan Manuel Mata García,3294.0,,,,,,2,From Free Kick,Michael Carrick,4751.0,Left Defensive Midfield,129,Manchester United,39,['7f2177a7-4bb9-492d-87ed-77034143968f'],40,,,,,,,,,,,,,,,,,,Manchester United,39,00:20:40.027,Pass,
,,,,,,,,,,,,,,,,1.445776,,,,,,,,,abe069c9-2479-4bde-be97-d73d43a76ad0,2607,,"[85.8, 12.8]",3754094,65,True,,,0.88643545,,Left Foot,True,,,"[105.3, 36.7]",,High Pass,,30.845745,,Incomplete,,,,,,,,,2,From Free Kick,Juan Manuel Mata García,3294.0,Center Attacking Midfield,129,Manchester United,39,['4acc8f79-5100-4146-9f14-96860827444a'],41,,,,,,,,,,,,,,,,,,Manchester United,39,00:20:41.709,Pass,
,,,,,,,,,,,,,,,,3.927157,,,,,,,,,f45543ba-72a6-4fb4-87f2-e512e233bbc6,2612,,"[13.3, 57.3]",3754094,66,,,,0.035395976,,Right Foot,,,,"[83.9, 59.8]",,High Pass,,70.64425,,,,Jonathan Walters,3670.0,,,,,,2,From Free Kick,Jack Butland,3537.0,Goalkeeper,129,Manchester United,39,['0dea0c90-259a-45ef-b3c8-4685cc8f84f4'],4,,,,,,,,,,,,,,,,,,Stoke City,30,00:21:04.750,Pass,
,,,,,,,,,,,,,,,,0.692058,,,,,,,,,77935d0b-ff12-4be2-b267-3d322bc236e4,2615,,"[83.3, 60.7]",3754094,66,,,True,-0.4479421,,,,,,"[91.0, 57.0]",,Low Pass,,8.542833,,Incomplete,,,,,,,,,2,From Free Kick,Jonathan Walters,3670.0,Right Wing,129,Manchester United,39,"['c43dd9b3-395d-4c0e-81ca-9fc61c07dcd8', 'f964d3ee-1916-4be7-b697-5cfdf97c06e1']",8,,,,,,,,,,,,,,,,,,Stoke City,30,00:21:08.743,Pass,True
,,,,,,,,,,,,,,,,2.619718,,,,,,,,,23f2a73f-e543-439b-b24f-7c7cefd17849,2618,,"[28.9, 22.0]",3754094,66,,,,2.283857,,Left Foot,,,,"[9.7, 44.2]",,Ground Pass,,29.350979,,,,David de Gea Quintana,3333.0,,,,,,2,From Free Kick,Daley Blind,3311.0,Left Center Back,129,Manchester United,39,['22d1332e-cc0a-4bc5-b0c6-42cf07ca69f2'],11,,,,,,,,,,,,,,,,,,Manchester United,39,00:21:11.971,Pass,
,,,,,,,,,,,,,,,,2.879921,,,,,,,,,c07d88ed-de45-4f98-b63a-9ee56682ba9a,2621,,"[8.6, 45.7]",3754094,66,,,,0.0433653,,Right Foot,,,,"[59.3, 47.9]",,High Pass,,50.74771,,Incomplete,,,,,,,,,2,From Free Kick,David de Gea Quintana,3333.0,Goalkeeper,129,Manchester United,39,['f599df34-8c08-47a6-b125-2990e2dee743'],20,,,,,,,,,,,,,,,,,,Manchester United,39,00:21:20.096,Pass,
