50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6e14f3a8-45ae-42cd-9557-f249e8436311,1,,,3754213,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Watford,23,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3309, 'name': 'Sebastian Prödl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 40118, 'name': 'Ikechi Anya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 29}, {'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 24}]}",Watford,23,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e24cb686-7d2c-4d49-a493-d1ad53fcd992,2,,,3754213,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Watford,23,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3340, 'name': 'Kyle Naughton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3462, 'name': 'Jack Frank Porteous Cork'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 3449, 'name': 'Wayne Routledge'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 20521, 'name': 'Bafétimbi Gomis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Swansea City,26,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f939adb7-c7e5-4d74-a1c2-6683d735cf43,3,,,3754213,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Watford,23,['c35e677f-7153-40d1-88e8-266d15b0afae'],0,,,,,,,,,,,,,,,,Watford,23,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c35e677f-7153-40d1-88e8-266d15b0afae,4,,,3754213,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Watford,23,['f939adb7-c7e5-4d74-a1c2-6683d735cf43'],0,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c191204d-af0f-47ac-926f-05e1cf8ef378,1738,,,3754213,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,87,Swansea City,26,['5c3576cc-5e4d-4af9-b991-ee91f606d4ac'],0,,,,,,,,,,,,,,,,Watford,23,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5c3576cc-5e4d-4af9-b991-ee91f606d4ac,1739,,,3754213,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,87,Swansea City,26,['c191204d-af0f-47ac-926f-05e1cf8ef378'],0,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.52372,,,,,,,,,,,,,645a3bdc-25fa-4521-ba6f-cc5915a0bd5d,5,,"[60.0, 40.0]",3754213,0,,,,,-2.158799,,Right Foot,,,"[59.0, 38.5]",,Ground Pass,,1.8027756,,,,Troy Deeney,3454.0,,,,,Kick Off,1,From Kick Off,Odion Jude Ighalo,5458.0,Left Center Forward,2,Watford,23,['51008873-a57d-434c-affb-f018eb3ebea7'],0,,,,,,,,,,,,,,,,Watford,23,00:00:00.895,Pass,
,,,,,,,,,,,,,,1.658492,,,,,,,,,,,,,87449201-3ca0-4224-9f65-51bb0f4bd4fd,8,,"[58.4, 38.1]",3754213,0,,,,,-2.9017355,,Right Foot,,,"[40.0, 33.6]",,Ground Pass,,18.94228,,,,Craig Cathcart,3263.0,,,,,,1,From Kick Off,Troy Deeney,3454.0,Right Center Forward,2,Watford,23,['1810fcbb-3d8c-4e36-9b0c-171dcd06397a'],1,,,,,,,,,,,,,,,,Watford,23,00:00:01.525,Pass,
,,,,,,,,,,,,,,2.647188,,,,,,,,,,,,,6e91bd34-34e8-413d-ac41-e7542637649f,11,,"[38.0, 36.9]",3754213,0,,,,,0.28505266,,Right Foot,,,"[86.8, 51.2]",,High Pass,,50.85204,,Incomplete,,Troy Deeney,3454.0,,,,,,1,From Kick Off,Craig Cathcart,3263.0,Left Center Back,2,Watford,23,"['629c83af-b2d1-4d56-aa3e-ca2c38e016bc', 'b5ae0075-513e-493e-a464-28cb0a015064']",6,,,,,,,,,,,,,,,,Watford,23,00:00:06.249,Pass,
,,,,,,,,,,,,,,2.405421,,,,,,,,,,,,,d426e419-5538-43f2-b6d2-2820708ee85c,17,,"[33.0, 32.2]",3754213,0,,,,,-1.6173947,,Right Foot,,,"[32.1, 12.9]",,High Pass,,19.320972,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Jack Frank Porteous Cork,3462.0,Right Center Midfield,2,Watford,23,"['815ff2df-9041-4ec2-8829-fa2b6372449d', 'd17b9fcb-09f8-4283-9860-3b8d44dcbd7f']",11,,,,,,,,,,,,,,,,Swansea City,26,00:00:11.809,Pass,True
,,,,,,,,,,,,,,1.402143,,,,,,,,,,,,,227f7674-d395-43b7-87f5-350a96476945,20,,"[69.3, 71.0]",3754213,0,,,,,-2.9684796,,Left Foot,,,"[51.0, 67.8]",,Low Pass,,18.577675,,,,Sebastian Prödl,3309.0,,,,,Recovery,1,From Kick Off,Etienne Capoue,3721.0,Right Center Midfield,2,Watford,23,['e3ce9ecf-20f2-40d0-a60a-fbe9de5713ed'],17,,,,,,,,,,,,,,,,Watford,23,00:00:17.188,Pass,
,,,,,,,,,,,,,,5.365585,,,,,,,,,,,,,1481424a-cbc5-4162-8689-4387e3f4e09a,23,,"[51.3, 67.8]",3754213,0,,,,,-0.61692595,,Right Foot,,,"[99.8, 33.4]",,High Pass,,59.460995,,,,Odion Jude Ighalo,5458.0,,,,,,1,From Kick Off,Sebastian Prödl,3309.0,Right Center Back,2,Watford,23,['b10bdda8-e22f-42e6-ab1a-b648c30da0d9'],19,,,,,,,,,,,,,,,,Watford,23,00:00:19.893,Pass,
,,,,,,,,,,,,,,0.984993,,,,,,,,,,,,,1eddcaf8-84a6-498e-8666-860fc636249e,32,,"[70.3, 13.8]",3754213,0,,,,,-2.1150768,,Right Foot,,,"[63.4, 2.4]",,Ground Pass,,13.32554,,,,Ikechi Anya,40118.0,,,,,,1,From Kick Off,Etienne Capoue,3721.0,Right Center Midfield,2,Watford,23,['5ac18189-295d-4bda-8f6c-2b29586a83ed'],34,,,,,,,,,,,,,,,,Watford,23,00:00:34.072,Pass,
,,,,,,,,,,,,,,2.068396,,,,,,,,,,,,,a14e6401-a0c6-4f18-b80d-e12dbb1d8914,36,,"[61.0, 2.4]",3754213,0,,,,,2.5120945,,Right Foot,,,"[35.6, 20.9]",,Ground Pass,,31.42308,,,,Craig Cathcart,3263.0,,,,,,1,From Kick Off,Ikechi Anya,40118.0,Left Back,2,Watford,23,"['3d3dbc6f-415b-428d-9aaf-fef70078a1d5', '809a6088-a8d0-49b9-8162-6e8030bf4d4a']",35,,,,,,,,,,,,,,,,Watford,23,00:00:35.814,Pass,True
,,,,,,,,,,,,,,1.774137,,,,,,,,,,,,,33c53259-629e-4af5-8e48-0c0ef189c82d,39,,"[35.6, 23.4]",3754213,0,,,,,1.613935,,Right Foot,,,"[34.4, 51.2]",,Ground Pass,,27.825888,,,,Sebastian Prödl,3309.0,,,,,,1,From Kick Off,Craig Cathcart,3263.0,Left Center Back,2,Watford,23,['e7ffd169-65ac-4a97-b22f-d24daa54528f'],38,,,,,,,,,,,,,,,,Watford,23,00:00:38.062,Pass,
