50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,3.975256,,,,,,,,,,,,,4edcb534-1d57-412f-804e-729ee20ff4c6,42,,"[40.3, 70.8]",3754213,0,,,,,-0.19449842,,Right Foot,,,"[120.0, 55.1]",,High Pass,,81.23164,,Out,,,,,,,,,1,From Kick Off,Sebastian Prödl,3309.0,Right Center Back,2,Watford,23,,43,,,,,,,,,,,,,,,,Watford,23,00:00:43.241,Pass,
,,,,,,,,,,,,,,2.564976,,,,,,,,,,,,,374109a0-78f2-45f7-b3ee-daa7ccec6c31,43,,"[7.0, 36.1]",3754213,1,,,,,0.13888502,,Right Foot,,,"[72.1, 45.2]",,High Pass,,65.73295,,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Łukasz Fabiański,3262.0,Goalkeeper,3,Swansea City,26,['37b7c838-e730-47c8-a48d-4e4ac822df30'],11,,,,,,,,,,,,,,,,Swansea City,26,00:01:11.148,Pass,
,,,,,,,,,,,,,,1.837864,,,,,,,,,,,,,37b7c838-e730-47c8-a48d-4e4ac822df30,44,,"[48.0, 34.9]",3754213,1,,,,,-0.1448125,,Head,,,"[72.0, 31.4]",,High Pass,,24.253866,,Incomplete,,Odion Jude Ighalo,5458.0,,,,,Recovery,1,From Goal Kick,Sebastian Prödl,3309.0,Right Center Back,3,Swansea City,26,"['1123a9be-4699-4ecb-966c-b6f3823ebf4a', '26fc797a-22e2-4cfa-b124-999d6f1cf7d0', '374109a0-78f2-45f7-b3ee-daa7ccec6c31']",13,,,,,,,,,,,,,,,,Watford,23,00:01:13.713,Pass,
,,,,,,,,,,,,,,1.609313,,,,,,,,,,,,,1123a9be-4699-4ecb-966c-b6f3823ebf4a,46,,"[48.1, 48.7]",3754213,1,,,,,1.9169323,,Right Foot,,,"[43.7, 60.9]",,High Pass,,12.969194,,,,Kyle Naughton,3340.0,,,,,Recovery,1,From Goal Kick,Ashley Williams,3644.0,Left Center Back,3,Swansea City,26,"['37b7c838-e730-47c8-a48d-4e4ac822df30', 'cc312f56-438d-4e6b-9dd5-05c952922160']",15,,,,,,,,,,,,,,,,Swansea City,26,00:01:15.551,Pass,
,,,,,,,,,,,,,,3.565626,,,,,,,,,,,,,5b91bd65-63f7-441d-a6b5-d0ffad82e816,48,,"[43.7, 61.2]",3754213,1,,,,,-3.061162,,Right Foot,,,"[4.0, 58.0]",,High Pass,,39.82876,,,,Łukasz Fabiański,3262.0,,,,,,1,From Goal Kick,Kyle Naughton,3340.0,Right Back,3,Swansea City,26,['99b1cb47-0593-4ea8-8853-da167ba44eb8'],17,,,,,,,,,,,,,,,,Swansea City,26,00:01:17.160,Pass,
,,,,,,,,,,,,,,1.434654,,,,,,,,,,,,,a42b737f-9479-4567-93a3-edb6bf90006e,52,,"[5.7, 60.0]",3754213,1,,,,,1.2296741,,Right Foot,,,"[12.8, 80.0]",,Ground Pass,,21.222864,,Out,,,,,,,,,1,From Goal Kick,Łukasz Fabiański,3262.0,Goalkeeper,3,Swansea City,26,,22,,,,,,,,,,,,,,,,Swansea City,26,00:01:22.453,Pass,
,,,,,,,,,,,,,,1.526749,,,,,,,,,,,,,b992bc4e-cb03-43fa-b41f-351ba60ef95a,53,,"[107.8, 0.1]",3754213,1,,,,,0.94759697,,,,,"[117.0, 12.9]",,Low Pass,,15.763248,,,,Odion Jude Ighalo,5458.0,,,,,Throw-in,1,From Throw In,José Manuel Jurado Marín,6870.0,Left Midfield,4,Watford,23,['8e4e5e17-cd89-4aca-9648-7670ee35b4ed'],26,,,,,,,,,,,,,,,,Watford,23,00:01:26.845,Pass,
,,,,,,,,,,,,,,2.815067,,,,,,,,,,,,,fc741685-bd4d-4d1e-830f-daf13582e78b,58,,"[7.0, 44.1]",3754213,1,,,,,0.34215587,,Right Foot,,,"[72.7, 67.5]",,High Pass,,69.742744,,,,Bafétimbi Gomis,20521.0,,,,,Goal Kick,1,From Goal Kick,Łukasz Fabiański,3262.0,Goalkeeper,5,Swansea City,26,['6e9b50fa-5568-4c94-977e-3f9f46750813'],52,,,,,,,,,,,,,,,,Swansea City,26,00:01:52.631,Pass,
,,,,,,,,,,,,,,2.559731,,,,,,,,,,,,,59dbf2bb-a964-4213-94d0-c41bbea5f3af,64,,"[70.7, 71.6]",3754213,2,,,,,-2.176485,,Right Foot,,,"[45.7, 35.5]",,High Pass,,43.91139,,,,Ashley Williams,3644.0,,,,,Free Kick,1,From Free Kick,Kyle Naughton,3340.0,Right Back,6,Swansea City,26,['665c4b22-304a-4e60-bd8c-acd4ef12c268'],5,,,,,,,,,,,,,,,,Swansea City,26,00:02:05.846,Pass,
,,,,,,,,,,,,,,1.234804,,,,,,,,,,,,,d50d4c30-3e92-46ae-895f-18624a929072,67,,"[44.8, 35.5]",3754213,2,,,,,1.6524647,,Left Foot,,,"[42.5, 63.6]",,Ground Pass,,28.193972,,,,Federico Fernández,3290.0,,,,,,1,From Free Kick,Ashley Williams,3644.0,Left Center Back,6,Swansea City,26,['af16a5c2-be40-421f-baf4-808392f58071'],9,,,,,,,,,,,,,,,,Swansea City,26,00:02:09.761,Pass,
,,,,,,,,,,,,,,1.056929,,,,,,,,,,,,,b9b8f6d2-83e4-4b79-b760-e7b5c5eb3cd8,70,,"[42.8, 63.6]",3754213,2,,,,,0.8994055,,Right Foot,,,"[54.4, 78.2]",,Ground Pass,,18.647251,,,,Kyle Naughton,3340.0,,,,,,1,From Free Kick,Federico Fernández,3290.0,Right Center Back,6,Swansea City,26,['4ec4a609-69ed-4fb6-8fa5-0ac100f58bbd'],12,,,,,,,,,,,,,,,,Swansea City,26,00:02:12.085,Pass,
,,,,,,,,,,,,,,0.972903,,,,,,,,,,,,,8720b7df-7cc5-4909-9ed4-a22a6aad824b,73,,"[54.4, 77.4]",3754213,2,,,,,-1.9084185,,Right Foot,,,"[51.1, 68.0]",,Ground Pass,,9.962429,,,,Jack Frank Porteous Cork,3462.0,,,,,,1,From Free Kick,Kyle Naughton,3340.0,Right Back,6,Swansea City,26,['399cbaa1-9f02-475a-90a4-6f94e8a237a1'],13,,,,,,,,,,,,,,,,Swansea City,26,00:02:13.793,Pass,
,,,,,,,,,,,,,,0.980248,,,,,,,,,,,,,73d067e7-fdd7-4a94-bbf0-70e50d6c103a,76,,"[49.8, 62.7]",3754213,2,,,,,-0.8960554,,Right Foot,,,"[57.0, 53.7]",,Ground Pass,,11.525623,,,,Gylfi Þór Sigurðsson,3944.0,,,,,,1,From Free Kick,Jack Frank Porteous Cork,3462.0,Right Center Midfield,6,Swansea City,26,['15ced53b-69aa-4156-9622-95b2e7343848'],15,,,,,,,,,,,,,,,,Swansea City,26,00:02:15.698,Pass,
,,,,,,,,,,,,,,2.520089,,,,,,,,,,,,,2e2d4888-e46e-4047-be54-0a8150a0d795,79,,"[57.2, 56.7]",3754213,2,,,,,-2.2179515,,Left Foot,,,"[37.4, 30.5]",,Low Pass,,32.840218,,,,Ashley Williams,3644.0,,,,,,1,From Free Kick,Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,6,Swansea City,26,['ea34d10e-62d9-424f-a8a6-580565307aec'],17,,,,,,,,,,,,,,,,Swansea City,26,00:02:17.232,Pass,
,,,,,,,,,,,,,,1.446631,,,,,,,,,,,,,4c0f6aa1-5207-4e68-88cf-8c1c5ee65374,82,,"[41.8, 32.2]",3754213,2,,,,,1.5144762,,Right Foot,,,"[43.7, 65.9]",,Ground Pass,,33.753517,,,,Federico Fernández,3290.0,,,,,,1,From Free Kick,Ashley Williams,3644.0,Left Center Back,6,Swansea City,26,['fad09594-d2f8-4273-adff-54c0c6851714'],24,,,,,,,,,,,,,,,,Swansea City,26,00:02:24.138,Pass,
,,,,,,,,,,,,,,1.204387,,,,,,,,,,,,,d2cfb88e-0f30-4d8d-8a59-2728620bc499,85,,"[49.8, 68.6]",3754213,2,,,,,0.4617319,,Right Foot,,,"[70.7, 79.0]",,Ground Pass,,23.344593,,,,Kyle Naughton,3340.0,,,,,,1,From Free Kick,Federico Fernández,3290.0,Right Center Back,6,Swansea City,26,['0e81c4cf-1836-4850-9c89-3a22b46a6ef2'],27,,,,,,,,,,,,,,,,Swansea City,26,00:02:27.025,Pass,
,,,,,,,,,,,,,,0.912839,,,,,,,,,,,,,8f813d79-1ae2-40d3-ba49-02904c5b0afa,88,,"[69.7, 77.7]",3754213,2,,,,,-1.9936502,,Right Foot,,,"[66.1, 69.7]",,Ground Pass,,8.772685,,,,Gylfi Þór Sigurðsson,3944.0,,,,,,1,From Free Kick,Kyle Naughton,3340.0,Right Back,6,Swansea City,26,['4047d99b-f201-428b-b48f-0426293437b3'],30,,,,,,,,,,,,,,,,Swansea City,26,00:02:30.297,Pass,
,,,,,,,,,,,,,,0.837892,,,,,,,,,,,,,81326c2b-7ac5-4b6c-87ae-ecc03e0a18b7,107,,"[53.7, 8.8]",3754213,2,,,,,2.5959375,,Right Foot,,,"[42.5, 15.6]",,Ground Pass,,13.102672,,,,Neil Taylor,9627.0,,,,,Recovery,1,From Free Kick,Wayne Routledge,3449.0,Left Wing,6,Swansea City,26,['54e7d762-d505-4114-934f-03ad1fc363df'],42,,,,,,,,,,,,,,,,Swansea City,26,00:02:42.172,Pass,
,,,,,,,,,,,,,,1.091721,,,,,,,,,,,,,5db2a60a-a74b-4639-b89e-f5d0cb8df470,111,,"[41.8, 11.8]",3754213,2,,,,,-1.0882831,,Left Foot,,,"[45.1, 5.5]",,Ground Pass,,7.111962,,,,Wayne Routledge,3449.0,,,,,,1,From Free Kick,Neil Taylor,9627.0,Left Back,6,Swansea City,26,"['4ea0b496-ba73-49c0-98f5-7e5b410bacc7', 'cab8b663-87f9-4a20-8f5a-8a06d93e6738']",43,,,,,,,,,,,,,,,,Swansea City,26,00:02:43.148,Pass,True
,,,,,,,,,,,,,,0.652913,,,,,,,,,,,,,fbc14ca5-bb85-4670-9a2a-10be8659b938,114,,"[45.1, 4.9]",3754213,2,,,,,0.9657378,,Right Foot,,,"[52.5, 15.6]",,Ground Pass,,13.009612,,,,Jonjo Shelvey,3057.0,,,,,,1,From Free Kick,Wayne Routledge,3449.0,Left Wing,6,Swansea City,26,['3598c757-159f-4a49-bbfa-f34c43621a8d'],44,,,,,,,,,,,,,,,,Swansea City,26,00:02:44.260,Pass,
,,,,,,,,,,,,,,1.216409,,,,,,,,,,,,,dfc8fae5-ec85-43a6-8381-34db518d47d3,118,,"[44.0, 23.6]",3754213,2,,,,,2.013513,,Right Foot,,,"[32.1, 48.7]",,Ground Pass,,27.77805,,,,Federico Fernández,3290.0,,,,,,1,From Free Kick,Jonjo Shelvey,3057.0,Left Center Midfield,6,Swansea City,26,['c5ef902d-8906-4a63-a688-1fcbdba67be1'],47,,,,,,,,,,,,,,,,Swansea City,26,00:02:47.956,Pass,
,,,,,,,,,,,,,,2.084932,,,,,,,,,,,,,fc306e09-1a3f-4ad5-ad0a-ec355cfdf363,121,,"[33.0, 49.6]",3754213,2,,,,,0.31383514,,Right Foot,,,"[55.8, 57.0]",,Ground Pass,,23.970816,,,,Jack Frank Porteous Cork,3462.0,,,,,,1,From Free Kick,Federico Fernández,3290.0,Right Center Back,6,Swansea City,26,['d39898a9-e208-40ea-bdce-2de302a05510'],50,,,,,,,,,,,,,,,,Swansea City,26,00:02:50.265,Pass,
,,,,,,,,,,,,,,1.609217,,,,,,,,,,,,,700ecf5b-c5e8-4f3a-a13a-07ad51a991d8,125,,"[55.2, 55.0]",3754213,2,,,,,-1.0286069,,Right Foot,,,"[60.2, 46.7]",,Ground Pass,,9.689685,,Incomplete,,Bafétimbi Gomis,20521.0,,,,,,1,From Free Kick,Jack Frank Porteous Cork,3462.0,Right Center Midfield,6,Swansea City,26,"['22c8c2fa-4a8b-4dfa-8e1e-74bf7b80b1d6', '3f871cc5-9c8d-4b03-ab46-889f6054920e', 'e74ab442-f071-48cb-bd7c-40a1348a7e7e']",53,,,,,,,,,,,,,,,,Swansea City,26,00:02:53.085,Pass,True
,,,,,,,,,,,,,,0.987771,,,,,,,,,,,,,80dc91b5-b202-4e5c-8601-2f10ae8ef833,130,,"[56.6, 31.6]",3754213,2,,,,,3.0555983,,Right Foot,,,"[39.2, 33.1]",,Ground Pass,,17.464535,,,,Sebastian Prödl,3309.0,,,,,,1,Regular Play,Etienne Capoue,3721.0,Right Center Midfield,7,Watford,23,"['3061af41-994e-4416-8533-1d31db313dda', '804c9ca3-3eab-4866-ad25-759e13d690f2']",55,,,,,,,,,,,,,,,,Watford,23,00:02:55.656,Pass,True
,,,,,,,,,,,,,,0.712449,,,,,,,,,,,,,86069c33-b4b6-4e1d-b2be-85f8adac7d46,133,,"[40.3, 33.1]",3754213,2,,,,,0.1923956,,Right Foot,,,"[48.0, 34.6]",,Ground Pass,,7.8447433,,,,Etienne Capoue,3721.0,,,,,,1,Regular Play,Sebastian Prödl,3309.0,Right Center Back,7,Watford,23,['2dc3bdcc-08d9-4219-ba96-be0f370c93ed'],57,,,,,,,,,,,,,,,,Watford,23,00:02:57.675,Pass,
,,,,,,,,,,,,,,1.476052,,,,,,,,,,,,,3134217f-3d06-4630-bc01-dfa46d49e58e,141,,"[38.9, 25.6]",3754213,3,,,,,-0.68662155,,Right Foot,,,"[45.0, 20.6]",,Ground Pass,,7.8873315,,,,Valon Behrami,5540.0,,,,,Recovery,1,Regular Play,Craig Cathcart,3263.0,Left Center Back,7,Watford,23,"['62e1ffe3-216b-4963-8350-f27515df5e1a', '793789bc-19d4-4600-8888-e2a49ea278ff']",1,,,,,,,,,,,,,,,,Watford,23,00:03:01.054,Pass,True
,,,,,,,,,,,,,,0.249427,,,,,,,,,,,,,d0890546-775a-430e-9004-9c31357c32ce,144,,"[45.3, 20.6]",3754213,3,,,,,-1.0370882,,Right Foot,,,"[46.6, 18.4]",,Ground Pass,,2.5553865,,Incomplete,,,,,,,,,1,Regular Play,Valon Behrami,5540.0,Left Center Midfield,7,Watford,23,['23a90e38-f385-4ff1-a9b1-d272bb33df1a'],2,,,,,,,,,,,,,,,,Watford,23,00:03:02.530,Pass,
,,,,,,,,,,,,,,1.439827,,,,,,,,,,,,,e7731728-fce2-49d5-b116-8792a0137a83,148,,"[89.2, 62.5]",3754213,3,,,,,-0.45519117,,Left Foot,,,"[108.2, 53.2]",,Ground Pass,,21.15396,,Incomplete,,Bafétimbi Gomis,20521.0,,,,,,1,Regular Play,André Ayew Pelé,3347.0,Right Wing,7,Watford,23,"['4362e6e5-80e1-4453-b6da-e0ae1b370bde', '98e6cd0a-24ad-4cd2-8223-88d3abb16acb']",5,,,,,,,,,,,,,,,,Swansea City,26,00:03:05.922,Pass,
,,,,,,,,,,,,,,1.862129,,,,,,,,,,,,,e933cd90-8b60-4c3b-95f4-c7b98dab3b90,152,,"[11.0, 21.2]",3754213,3,,,,,-1.2385566,,Right Foot,,,"[16.9, 4.1]",,Ground Pass,,18.089224,,,,Ikechi Anya,40118.0,,,,,,1,Regular Play,Sebastian Prödl,3309.0,Right Center Back,7,Watford,23,['0a4e7f6d-8afb-4d66-8827-431632e3c984'],8,,,,,,,,,,,,,,,,Watford,23,00:03:08.646,Pass,
