50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.319672,,,,,,,,,,,,,10079cd7-c9e9-4acc-88ba-13ec0764e726,2551,,,"[51.0, 63.7]",3754327,56,,,,,-0.65084493,,Right Foot,,,"[64.0, 53.8]",,Ground Pass,,16.34044,,,,,Gareth Barry,3633.0,,,,,,2,Regular Play,Séamus Coleman,4589.0,Right Back,114,Everton,29,['c5cb7831-aa28-4850-a2fd-171b8ee34812'],26,,,,,,,,,,,,,,,,,,Everton,29,00:11:26.171,Pass,
,,,,,,,,,,,,,,,,,,1.606475,,,,,,,,,,,,,f145a52b-782f-4e82-9904-227160718fb9,2554,,,"[75.1, 57.0]",3754327,56,,,,,0.8906417,,Left Foot,,,"[87.8, 72.7]",,Ground Pass,,20.193563,,,,,Aaron Lennon,3953.0,,,,,,2,Regular Play,Gareth Barry,3633.0,Left Defensive Midfield,114,Everton,29,['ebee9c4b-7daa-41a8-8eed-cbee2e3e32f8'],28,,,,,,,,,,,,,,,,,,Everton,29,00:11:28.795,Pass,
,,,,,,,,,,,,,,,,,,1.77626,,,,,,,,,,,,,f4811bbd-e680-4631-a409-4c28163fac65,2557,,,"[98.2, 73.5]",3754327,56,,,,,-0.66535556,,Right Foot,,,"[112.6, 62.2]",,Ground Pass,,18.30437,,,,,Séamus Coleman,4589.0,,,,,,2,Regular Play,Aaron Lennon,3953.0,Right Wing,114,Everton,29,['ab174143-3356-47c9-8fa2-0574e8784de8'],32,,,,,,,,,,,,,,,,,,Everton,29,00:11:32.788,Pass,
,,,,,,,,,,,,,,,,,,1.568559,,,,,,,,,,,,,53bdc2f6-4f5b-4fdf-9715-037b9e27f0a9,2562,,,"[120.0, 80.0]",3754327,56,,,,,-1.7626336,,Right Foot,,,"[112.6, 41.9]",,High Pass,,38.81198,,,Incomplete,True,,,,,Outswinging,,Corner,2,From Corner,Ross Barkley,4275.0,Center Attacking Midfield,115,Everton,29,['22b73487-6ea0-48c0-9492-27d6dd932c35'],59,,,,,,,,,,,,,,,,,,Everton,29,00:11:59.010,Pass,
,,,,,,,,,,,,,,,,,,1.180674,,,,,,,,,,,,,5b759d57-cb8e-4201-9897-78528c60dae9,2564,,,"[6.0, 32.7]",3754327,57,,,,,0.053282853,,Left Foot,,,"[13.5, 33.1]",,Low Pass,,7.510659,,,,,Gabriel Imuetinyan Agbonlahor,42699.0,,,,,Recovery,2,Regular Play,Ashley Westwood,3583.0,Left Center Midfield,116,Aston Villa,59,['717ff85e-6c2b-43df-9210-de9b32e78999'],0,,,,,,,,,,,,,,,,,,Aston Villa,59,00:12:00.999,Pass,
,,,,,,,,,,,,,,,,,,2.259844,,,,,,,,,,,,,5656f07d-ef14-4bf4-8d0a-7fa85536c131,2566,,,"[13.5, 33.1]",3754327,57,,,,,-0.18737821,,Left Foot,,,"[46.2, 26.9]",,High Pass,,33.282578,,,Incomplete,,Jordan Ayew,3450.0,,,,,,2,Regular Play,Gabriel Imuetinyan Agbonlahor,42699.0,Left Center Forward,116,Aston Villa,59,"['04a6e5d3-0b64-4867-8c17-02f735d0d15d', '39e95af8-e44f-434a-a0a1-507cd77d51df']",2,,,,,,,,,,,,,,,,,,Aston Villa,59,00:12:02.179,Pass,
,,,,,,,,,,,,,,,,,,1.343843,,,,,,,,,,,,,04a6e5d3-0b64-4867-8c17-02f735d0d15d,2568,,,"[73.9, 53.2]",3754327,57,,,,,-0.38486364,,Head,,,"[81.8, 50.0]",,High Pass,,8.523497,,,Incomplete,,,,,,,,Recovery,2,Regular Play,James McCarthy,3607.0,Right Defensive Midfield,116,Aston Villa,59,"['5656f07d-ef14-4bf4-8d0a-7fa85536c131', '8926b02e-deb6-4880-8d91-9332d1996fb0']",4,,,,,,,,,,,,,,,,,,Everton,29,00:12:04.439,Pass,
,,,,,,,,,,,,,,,,,,1.302397,,,,,,,,,,,,,38930a66-def1-4d62-9c09-d14839959e05,2574,,,"[50.3, 22.2]",3754327,57,,,,,0.96994096,,Left Foot,,,"[62.5, 40.0]",,Ground Pass,,21.57962,,,,,Leandro Bacuna,9533.0,,,,,Free Kick,2,From Free Kick,Ciaran Clark,3041.0,Left Center Back,117,Aston Villa,59,['e7227781-f356-43d1-b4bc-ede25907456f'],23,,,,,,,,,,,,,,,,,,Aston Villa,59,00:12:23.183,Pass,
,,,,,,,,,,,,,,,,,,2.350163,,,,,,,,,,,,,bdf3439e-aa48-4e5a-9e78-b2d3b5a302d2,2577,,,"[59.9, 40.0]",3754327,57,,,,,1.9533415,,Right Foot,,,"[53.1, 56.9]",,Ground Pass,,18.216751,,,,,Micah Richards,42700.0,,,,,,2,From Free Kick,Leandro Bacuna,9533.0,Right Center Midfield,117,Aston Villa,59,['e0e3aa45-a68a-4f24-b7aa-77421e62768f'],25,,,,,,,,,,,,,,,,,,Aston Villa,59,00:12:25.426,Pass,
,,,,,,,,,,,,,,,,,,1.149849,,,,,,,,,,,,,d9a7d6fa-8f62-4a02-8d77-177f82167fb4,2580,,,"[60.4, 60.7]",3754327,57,,,,,-0.42285392,,Right Foot,,,"[70.4, 56.2]",,Ground Pass,,10.965857,,,,,Gabriel Imuetinyan Agbonlahor,42699.0,,,,,,2,From Free Kick,Micah Richards,42700.0,Right Center Back,117,Aston Villa,59,['276aefb7-fac4-4d51-b5aa-a6ed9be53efc'],30,,,,,,,,,,,,,,,,,,Aston Villa,59,00:12:30.616,Pass,
,,,,,,,,,,,,,,,,,,1.862786,,,,,,,,,,,,,a80b3ea1-0ee9-456a-ae73-bd653e04acb0,2583,,,"[70.4, 56.2]",3754327,57,,,,,2.6888142,,Right Foot,,,"[59.3, 61.6]",,Ground Pass,,12.343824,,,,,Micah Richards,42700.0,,,,,,2,From Free Kick,Gabriel Imuetinyan Agbonlahor,42699.0,Left Center Forward,117,Aston Villa,59,['73bc2e70-e32d-44ca-80ca-49533320e093'],31,,,,,,,,,,,,,,,,,,Aston Villa,59,00:12:31.779,Pass,
,,,,,,,,,,,,,,,,,,3.246313,,,,,,,,,,,,,83d951a1-019a-4be2-8f55-6a1efe782ace,2586,,,"[59.1, 61.6]",3754327,57,,,,,-2.176341,,Right Foot,,,"[46.5, 43.4]",,Ground Pass,,22.135944,,,,,Joleon Lescott,20285.0,,,,,,2,From Free Kick,Micah Richards,42700.0,Right Center Back,117,Aston Villa,59,['a029a849-a425-483f-8d85-3fd8c8cf449e'],34,,,,,,,,,,,,,,,,,,Aston Villa,59,00:12:34.224,Pass,
,,,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,,a2f0f9d5-66ef-4f3b-8528-ad88f2eeb4f1,2589,,,"[46.5, 43.4]",3754327,57,,,,,-1.3258177,,Left Foot,,,"[52.4, 19.8]",,Ground Pass,,24.326323,,,,,Ciaran Clark,3041.0,,,,,,2,From Free Kick,Joleon Lescott,20285.0,Center Back,117,Aston Villa,59,['a5c4385d-5d85-480a-93b1-fcbac317505b'],37,,,,,,,,,,,,,,,,,,Aston Villa,59,00:12:37.590,Pass,
,,,,,,,,,,,,,,,,,,1.332021,,,,,,,,,,,,,7e876b0f-08ea-499d-8eff-1725e304ee1c,2592,,,"[71.1, 47.2]",3754327,57,,,,,1.9086745,,Left Foot,,,"[65.9, 62.0]",,Ground Pass,,15.686937,,,,,Micah Richards,42700.0,,,,,,2,From Free Kick,Ciaran Clark,3041.0,Left Center Back,117,Aston Villa,59,['c40cd1d7-01eb-4aa3-bb0e-2a90eb294e24'],49,,,,,,,,,,,,,,,,,,Aston Villa,59,00:12:49.457,Pass,
,,,,,,,,,,,,,,,,,,2.036124,,,,,,,,,,,,,9e6d7e28-fdbf-4c02-856c-af74a2666b18,2595,,,"[69.8, 64.3]",3754327,57,,,,,0.31656924,,Right Foot,,,"[104.6, 75.7]",,Low Pass,,36.619667,,,,,Alan Hutton,9642.0,,,,,,2,From Free Kick,Micah Richards,42700.0,Right Center Back,117,Aston Villa,59,['a6ebb989-5c28-486c-8877-5aefff5fb1a3'],52,,,,,,,,,,,,,,,,,,Aston Villa,59,00:12:52.349,Pass,
,,,,,,,,,,,,,,,,,,1.42071,,,,,,,,,,,,,fffed51b-e78e-43f7-bfb2-140dc8bd46da,2599,,,"[6.0, 36.0]",3754327,58,,,,,-1.3752595,,Right Foot,,,"[10.1, 15.3]",,Ground Pass,,21.102133,,,,,José Ramiro Funes Mori,4629.0,,,,,Goal Kick,2,From Goal Kick,Joel Robles Blázquez,16309.0,Goalkeeper,118,Everton,29,['07f064eb-baef-41ac-8b24-ed20268eebe2'],8,,,,,,,,,,,,,,,,,,Everton,29,00:13:08.298,Pass,
,,,,,,,,,,,,,,,,,,4.868873,,,,,,,,,,,,,34f6f306-6c27-42bf-9d12-f2b02cf4d8b5,2602,,,"[11.0, 14.9]",3754327,58,,,,,1.7243401,,Left Foot,,,"[7.1, 40.1]",,Ground Pass,,25.5,,,,,Joel Robles Blázquez,16309.0,,,,,,2,From Goal Kick,José Ramiro Funes Mori,4629.0,Left Center Back,118,Everton,29,['2b425a63-51dc-41e4-b227-ac5bc136d3a6'],12,,,,,,,,,,,,,,,,,,Everton,29,00:13:12.974,Pass,
,,,,,,,,,,,,,,,,,,3.676774,,,,,,,,,,,,,ca683afd-99da-448d-8fa3-29568e5b7dac,2605,,,"[9.7, 45.3]",3754327,58,,,,,0.2539285,,Right Foot,,,"[77.9, 63.0]",,High Pass,,70.45942,,,,,Romelu Lukaku Menama,3289.0,,,,,,2,From Goal Kick,Joel Robles Blázquez,16309.0,Goalkeeper,118,Everton,29,['31096708-a273-46db-ab4a-888e6751c87f'],21,,,,,,,,,,,,,,,,,,Everton,29,00:13:21.001,Pass,
,,,,,,,,,,,,,,,,,,0.538664,,,,,,,,,,,,,2fb80bb0-3694-418e-818e-a29d23baa2ba,2608,,,"[77.9, 63.0]",3754327,58,,,,True,-0.29936624,,,,,"[86.0, 60.5]",,Low Pass,,8.477028,,,,,Aaron Lennon,3953.0,,,,,,2,From Goal Kick,Romelu Lukaku Menama,3289.0,Center Forward,118,Everton,29,"['ca9f2a94-6c1b-4f8e-ba58-91ffe1a18429', 'ee9f781b-1072-451c-88f9-04f129608541']",24,,,,,,,,,,,,,,,,,,Everton,29,00:13:24.805,Pass,True
,,,,,,,,,,,,,,,,,,0.933693,,,,,,,,,,,,,3c947a81-4aca-4725-b329-fe121b76bda7,2611,,,"[107.9, 57.9]",3754327,58,,,,,-1.5485778,0fb0cd16-7ebe-4b34-b93e-36e919515c05,Right Foot,,,"[108.3, 39.9]",,Low Pass,,18.004444,,,,,Romelu Lukaku Menama,3289.0,True,,,,,2,From Goal Kick,Aaron Lennon,3953.0,Right Wing,118,Everton,29,['562e6d6f-6043-400f-b23d-75f4a0253979'],29,,,,,,,,,,,,,,,,,,Everton,29,00:13:29.187,Pass,
,,,,,,,,,,,,,,,,,,1.520596,,,,,,,,,,,,,0b650bc0-a279-4b6b-8d24-bdb98ff48a86,2615,,,"[120.0, 0.1]",3754327,59,,,,,1.7380836,,Right Foot,,,"[113.6, 38.0]",,High Pass,True,38.436573,,,Incomplete,,,,,,Inswinging,,Corner,2,From Corner,Kevin Mirallas,4317.0,Left Wing,119,Everton,29,['1947e5ae-8255-4047-93f5-e6deaf6f967b'],0,,,,,,,,,,,,,,,,,,Everton,29,00:14:00.195,Pass,
,,,,,,,,,,,,,,,,,,1.394753,,,,,,,,,,,,,ec7d2626-7b36-4266-9e2f-35402a817df4,2619,,,"[98.5, 55.8]",3754327,59,,,,,0.41894898,,Right Foot,,,"[111.3, 61.5]",,Ground Pass,,14.011781,,,,,José Ramiro Funes Mori,4629.0,,,,,,2,From Corner,Aaron Lennon,3953.0,Right Wing,119,Everton,29,['2f8aec5c-74e6-4eaa-9309-73ad93ba6f20'],4,,,,,,,,,,,,,,,,,,Everton,29,00:14:04.761,Pass,
,,,,,,,,,,,,,,,,,,0.559934,,,,,,,,,,,,,07515019-2492-4b45-9052-1a026f677bcc,2622,,,"[112.8, 56.4]",3754327,59,,,,,-1.3470609,,Right Foot,True,,"[116.6, 39.7]",,Low Pass,,17.126879,,,Incomplete,,,,,,,,,2,From Corner,José Ramiro Funes Mori,4629.0,Left Center Back,119,Everton,29,['0d0a9a9b-9a42-49ef-88f4-f2505745348f'],7,,,,,,,,,,,,,,,,,,Everton,29,00:14:07.944,Pass,
,,,,,,,,,,,,,,,,,,1.823404,,,,,,,,,,,,,410bc670-55b9-4e69-a499-1a45b272e302,2627,,,"[61.0, 40.1]",3754327,60,,True,,,2.332943,,Right Foot,,,"[58.9, 42.3]",,Ground Pass,,3.0413814,,,,,Jordan Ayew,3450.0,,,,,Kick Off,2,From Kick Off,Gabriel Imuetinyan Agbonlahor,42699.0,Left Center Forward,120,Aston Villa,59,['1e442e65-abc4-4343-8439-a57290864222'],19,,,,,,,,,,,,,,,,,,Aston Villa,59,00:15:19.987,Pass,
,,,,,,,,,,,,,,,,,,2.954881,,,,,,,,,,,,,69103755-8bfb-4ac0-900a-74cd9f2245d6,2629,,,"[58.9, 42.3]",3754327,60,,True,,,2.0776603,,Right Foot,,,"[38.8, 78.5]",,Ground Pass,,41.40592,,,Incomplete,,Alan Hutton,9642.0,,,,,,2,From Kick Off,Jordan Ayew,3450.0,Right Center Forward,120,Aston Villa,59,"['23e57004-7ff7-4d1d-b6be-d3c88e9b7fbf', '31d5794e-ba18-4c3e-b9ea-6eeb38c5fffc']",24,,,,,,,,,,,,,,,,,,Aston Villa,59,00:15:24.179,Pass,
,,,,,,,,,,,,,,,,,,1.6129,,,,,,,,,,,,,457392fe-01f8-4e94-a887-adc5bb76a407,2632,,,"[75.5, 80.0]",3754327,60,,,,,-0.5891442,,,,,"[95.7, 66.5]",,High Pass,,24.295885,,,Incomplete,,,,,,,,Throw-in,2,From Throw In,Alan Hutton,9642.0,Right Wing Back,121,Aston Villa,59,['c6eb5910-b8da-4074-a228-9865f47e22d6'],37,,,,,,,,,,,,,,,,,,Aston Villa,59,00:15:37.205,Pass,
,,,,,,,,,,,,,,,,,,1.263771,,,,,,,,,,,,,c6eb5910-b8da-4074-a228-9865f47e22d6,2633,,,"[24.4, 13.6]",3754327,60,,,,,-0.19739556,,Head,,,"[30.9, 12.3]",,High Pass,,6.6287255,,,Incomplete,,Ross Barkley,4275.0,,,,,Recovery,2,From Throw In,Gareth Barry,3633.0,Left Defensive Midfield,121,Aston Villa,59,"['02403b30-dfcc-40ef-a546-126ce4476e71', '213b603c-339a-40cc-8921-541cbcbdfd1d', '457392fe-01f8-4e94-a887-adc5bb76a407']",38,,,,,,,,,,,,,,,,,,Everton,29,00:15:38.818,Pass,
,,,,,,,,,,,,,,,,,,0.912649,,,,,,,,,,,,,e13ad7bb-cf54-4840-a140-7d700797eefe,2641,,,"[94.4, 60.5]",3754327,60,,,,,-0.26791042,,Right Foot,,,"[104.6, 57.7]",,Low Pass,,10.577334,,,,,Jordan Ayew,3450.0,,,,,,2,From Throw In,Idrissa Gana Gueye,3436.0,Center Defensive Midfield,121,Aston Villa,59,"['60286b1c-1e6b-489d-af57-27ff6c3da2da', 'cdaae3ff-7ff2-45fa-a9c6-e811258e9980', 'dab9e668-517f-4d17-960e-20fa31de5523']",42,,,,,,,,,,,,,,,,,,Aston Villa,59,00:15:42.379,Pass,True
,,,,,,,,,,,,,,,,,,1.530478,,,,,,,,,,,,,a741ae49-f6d8-441d-9e4a-19624dc26d65,2646,,,"[120.0, 80.0]",3754327,61,,,,,-1.8590666,,Right Foot,,,"[110.6, 48.3]",,High Pass,,33.06433,,,Incomplete,True,Alan Hutton,9642.0,,,Outswinging,,Corner,2,From Corner,Leandro Bacuna,9533.0,Right Center Midfield,122,Aston Villa,59,"['08bf738b-35db-43e2-bd44-2c842f6c171e', '6c6bc3ed-7953-4ebd-9a93-5353bb14d927']",6,,,,,,,,,,,,,,,,,,Aston Villa,59,00:16:06.892,Pass,
,,,,,,,,,,,,,,,,,,1.745475,,,,,,,,,,,,,7475cf91-f2f5-4bc9-8a3b-7b94e1521769,2649,,,"[80.7, 14.3]",3754327,61,,,,,1.946874,,Right Foot,,,"[73.0, 33.8]",,Ground Pass,,20.96521,,,,,Aly Cissokho,27146.0,,,,,Recovery,2,From Corner,Ashley Westwood,3583.0,Left Center Midfield,122,Aston Villa,59,['3b872bb3-3310-4218-afe3-c4f4bd21caf7'],11,,,,,,,,,,,,,,,,,,Aston Villa,59,00:16:11.654,Pass,
,,,,,,,,,,,,,,,,,,2.310044,,,,,,,,,,,,,a4714876-6a64-4329-a8f8-3ccc0be75147,2652,,,"[74.1, 33.8]",3754327,61,,,,,0.32275355,,Left Foot,,,"[104.0, 43.8]",,High Pass,,31.527924,,,,,Micah Richards,42700.0,,,,,,2,From Corner,Aly Cissokho,27146.0,Left Wing Back,122,Aston Villa,59,['aa2c5454-315c-43a7-9e96-7bbeaa12335a'],14,,,,,,,,,,,,,,,,,,Aston Villa,59,00:16:14.720,Pass,
,,,,,,,,,,,,,,,,,,0.651929,,,,,,,,,,,,,af770795-799f-4298-861f-1b183f8e9524,2655,,,"[104.0, 43.8]",3754327,61,,,,True,-1.9222411,,,,,"[102.9, 40.8]",,Low Pass,,3.1953092,,,,,Gabriel Imuetinyan Agbonlahor,42699.0,,,,,,2,From Corner,Micah Richards,42700.0,Right Center Back,122,Aston Villa,59,"['6b7dbd7e-2f1f-466b-a66f-b408f618e617', 'b1400c7b-01e8-45aa-8105-35a87e8d8cb1']",17,,,,,,,,,,,,,,,,,,Aston Villa,59,00:16:17.070,Pass,True
,,,,,,,,,,,,,,,,,,0.894333,,,,,,,,,,,,,23045f5e-2525-43bd-b70c-37093e588173,2661,,,"[22.3, 47.0]",3754327,61,,,,,0.071307465,,Right Foot,,,"[43.3, 48.5]",,Low Pass,,21.053503,,,,,Aaron Lennon,3953.0,,,,,Recovery,2,From Corner,Gareth Barry,3633.0,Left Defensive Midfield,122,Aston Villa,59,['a5589995-cb72-4393-9294-e094d85cad1f'],20,,,,,,,,,,,,,,,,,,Everton,29,00:16:20.380,Pass,
,,,,,,,,,,,,,,,,,,1.699709,,,,,,,,,,,,,39d7d0f7-20d6-42da-ba53-e9ac8820b905,2664,,,"[43.9, 48.5]",3754327,61,,,,,-1.4621351,,Right Foot,,,"[46.3, 26.5]",,High Pass,,22.130522,,,Incomplete,,Ross Barkley,4275.0,,,,,,2,From Corner,Aaron Lennon,3953.0,Right Wing,122,Aston Villa,59,"['9e049209-46c7-4803-85b9-b7626386ab01', 'abf9f0a3-b590-4bdf-8da9-b627ab1881a3']",21,,,,,,,,,,,,,,,,,,Everton,29,00:16:21.355,Pass,
,,,,,,,,,,,,True,,,,,,2.398453,,,,,,,,,,,,,9e049209-46c7-4803-85b9-b7626386ab01,2666,,,"[73.8, 53.6]",3754327,61,,,,,-0.0759955,,Head,,,"[93.5, 52.1]",,Low Pass,,19.757025,,,,,Micah Richards,42700.0,,,,,Interception,2,From Corner,Idrissa Gana Gueye,3436.0,Center Defensive Midfield,122,Aston Villa,59,"['0b11c6a7-717d-4f60-8368-f7045a0f0f55', '39d7d0f7-20d6-42da-ba53-e9ac8820b905']",23,,,,,,,,,,,,,,,,,,Aston Villa,59,00:16:23.054,Pass,
,,,,,,,,,,,,,,,,,,1.440434,,,,,,,,,,,,,e1c3e0e5-654c-4f1e-b2cb-1ef856b4a42b,2669,,,"[92.7, 52.1]",3754327,61,,,,,1.2016037,,Right Foot,,,"[100.4, 72.0]",,Ground Pass,,21.337759,,,,,Alan Hutton,9642.0,,,,,,2,From Corner,Micah Richards,42700.0,Right Center Back,122,Aston Villa,59,"['07abd219-6fe1-433a-9d1f-64e0d828067a', '5c597dc8-660b-4b72-b4b3-75b2db66258e']",25,,,,,,,,,,,,,,,,,,Aston Villa,59,00:16:25.453,Pass,True
,,,,,,,,,,,,,,,,,,0.806766,,,,,,,,,,,,,1913b487-4a82-4bdd-8f5f-fd91f6f67442,2672,,,"[99.9, 72.0]",3754327,61,,,,,-1.2853335,,Right Foot,,,"[105.3, 53.6]",,High Pass,,19.176027,,,Incomplete,,,,,,,,,2,From Corner,Alan Hutton,9642.0,Right Wing Back,122,Aston Villa,59,['558307c8-b24d-4fd6-be49-3937e43bfee5'],27,,,,,,,,,,,,,,,,,,Aston Villa,59,00:16:27.173,Pass,
,,,,,,,,,,,,,,,,,,1.188532,,,,,,,,,,,,,487496e0-9787-42cf-b01f-ac0fa2bd19a4,2677,,,"[88.2, 66.9]",3754327,61,,,,,2.861939,,Right Foot,,,"[68.7, 72.5]",,Ground Pass,,20.288174,,,,,Leandro Bacuna,9533.0,,,,,,2,From Corner,Idrissa Gana Gueye,3436.0,Center Defensive Midfield,122,Aston Villa,59,['07c7d1ef-638e-4044-8303-0e06c58cf583'],33,,,,,,,,,,,,,,,,,,Aston Villa,59,00:16:33.363,Pass,
,,,,,,,,,,,,,,,,,,0.831735,,,,,,,,,,,,,44d88b5e-5f99-47a0-a493-b330ec54c1fe,2680,,,"[80.9, 60.9]",3754327,61,,,,,-0.8644782,,Right Foot,,,"[93.1, 46.6]",,Ground Pass,,18.797073,,,,,Ashley Westwood,3583.0,,,,,,2,From Corner,Leandro Bacuna,9533.0,Right Center Midfield,122,Aston Villa,59,['8840965d-6246-46f2-8af0-f63929d28699'],38,,,,,,,,,,,,,,,,,,Aston Villa,59,00:16:38.987,Pass,
,,,,,,,,,,,,,,,,,,2.342171,,,,,,,,,,,,,813673bb-a970-4637-9e57-d5db50bbcfce,2683,,,"[93.1, 46.6]",3754327,61,,,,,0.6454735,,Right Foot,,,"[109.3, 58.8]",,High Pass,,20.280039,,,,,Micah Richards,42700.0,,,,,,2,From Corner,Ashley Westwood,3583.0,Left Center Midfield,122,Aston Villa,59,['243dac91-37a5-4a88-bc1e-93b760610ee5'],39,,,,,,,,,,,,,,,,,,Aston Villa,59,00:16:39.859,Pass,
,,,,,,,,,,,,,,,,,,1.148274,,,,,,,,,,,,,f1924fdd-54ff-4e62-96e7-8085ea902c3b,2687,,,"[111.7, 59.2]",3754327,61,,,,,-2.0174,c3662ad9-dc1b-4ff4-bc17-977a049763f6,Right Foot,,,"[108.3, 52.1]",,Low Pass,,7.8721027,,,,,Ashley Westwood,3583.0,True,,,,,2,From Corner,Micah Richards,42700.0,Right Center Back,122,Aston Villa,59,"['2be53850-841c-4750-9e8d-176bc0b29630', '7315a2b5-79f0-432d-a00e-aa9fa460aeb1']",42,,,,,,,,,,,,,,,,,,Aston Villa,59,00:16:42.435,Pass,True
,,,,,,,,,,,,,,,,,,2.081622,,,,,,,,,,,,,73a0c6ce-fe90-4343-a828-0d9002d2cea8,2692,,,"[120.0, 80.0]",3754327,62,,,,,-1.9737079,,Right Foot,,,"[104.4, 43.4]",,Low Pass,,39.785927,,,,True,Ciaran Clark,3041.0,,,Outswinging,,Corner,2,From Corner,Leandro Bacuna,9533.0,Right Center Midfield,123,Aston Villa,59,['67c65813-057a-46cd-bec5-581dee221630'],4,,,,,,,,,,,,,,,,,,Aston Villa,59,00:17:04.489,Pass,
,,,,,,,,,,,,,,,,,,2.140644,,,,,,,,,,,,,f1f2e85e-1c5e-4efa-966c-daccfc9add98,2695,,,"[104.0, 53.2]",3754327,62,,,,,1.3187613,,Left Foot,,,"[110.0, 76.5]",,Ground Pass,,24.060133,,,,,Leandro Bacuna,9533.0,,,,,,2,From Corner,Ciaran Clark,3041.0,Left Center Back,123,Aston Villa,59,['d4c89fc4-cffb-429e-8ccf-e5586cbad1bd'],7,,,,,,,,,,,,,,,,,,Aston Villa,59,00:17:07.882,Pass,
,,,,,,,,,,,,,,,,,,1.863854,,,,,,,,,,,,,b5dbd7e0-dfae-45bc-a958-d36988ee6428,2698,,,"[110.0, 76.5]",3754327,62,,,,,-1.4869597,,Right Foot,True,,"[113.0, 40.8]",,High Pass,,35.82583,,,Incomplete,,Gabriel Imuetinyan Agbonlahor,42699.0,,,,,,2,From Corner,Leandro Bacuna,9533.0,Right Center Midfield,123,Aston Villa,59,"['9358ffaa-27be-41ca-b66c-832ab8f1f804', 'b7f93d06-16f4-4b60-a964-ca96dda3c48f']",10,,,,,,,,,,,,,,,,,,Aston Villa,59,00:17:10.982,Pass,
,,,,,,,,,,,,,,,,,,1.71797,,,,,,,,,,,,,a539d1a0-7f24-451d-a2a4-458c818532bf,2703,,,"[120.0, 80.0]",3754327,62,,,,,-1.7721134,,Right Foot,,,"[113.0, 45.7]",,High Pass,,35.007,,,,True,Ciaran Clark,3041.0,,,Outswinging,,Corner,2,From Corner,Leandro Bacuna,9533.0,Right Center Midfield,124,Aston Villa,59,['0cf087ff-5c8b-40ae-a62a-486d704a86e3'],28,,,,,,,,,,,,,,,,,,Aston Villa,59,00:17:28.634,Pass,
,,,,,,,,,,,,,,,,,,3.262046,,,,,,,,,,,,,311ce58e-d478-4229-be7c-5f63b14cbb36,2711,,,"[6.0, 44.0]",3754327,62,,True,,,-0.53603005,,Right Foot,,,"[79.9, 0.1]",,High Pass,,85.95592,,,Out,,,,,True,,,Goal Kick,2,From Goal Kick,Joel Robles Blázquez,16309.0,Goalkeeper,125,Everton,29,,48,,,,,,,,,,,,,,,,,,Everton,29,00:17:48.066,Pass,
,,,,,,,,,,,,,,,,,,0.913025,,,,,,,,,,,,,0a2b3570-428c-433d-b95b-d2fbb204ab63,2712,,,"[44.5, 80.0]",3754327,62,,True,,,-1.3210493,,,,,"[53.3, 45.5]",,Low Pass,,35.604633,,,,,Idrissa Gana Gueye,3436.0,,,,,Throw-in,2,From Throw In,Micah Richards,42700.0,Right Center Back,126,Aston Villa,59,['47460518-dc34-46ca-be93-b3a379caecd3'],50,,,,,,,,,,,,,,,,,,Aston Villa,59,00:17:50.072,Pass,
,,,,,,,,,,,,,,,,,,1.575076,,,,,,,,,,,,,b9672d77-4041-440d-aa3c-3399b85f6f37,2714,,,"[44.7, 56.0]",3754327,62,,,,,-2.1787696,,Right Foot,,,"[32.8, 38.9]",,Ground Pass,,20.833147,,,,,Joleon Lescott,20285.0,,,,,,2,From Throw In,Idrissa Gana Gueye,3436.0,Center Defensive Midfield,126,Aston Villa,59,['043894a5-6a1b-40de-add0-dbc10bf82694'],58,,,,,,,,,,,,,,,,,,Aston Villa,59,00:17:58.333,Pass,
