ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,950024ee-ee78-4e89-afd2-30b6b762677e,1,,,3754269,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3973, 'name': 'Àngel Rangel Zaragoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3462, 'name': 'Jack Frank Porteous Cork'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 9536, 'name': 'Modou Barrow'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 58}, {'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 7063, 'name': 'Jefferson Antonio Montero Vite'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 20521, 'name': 'Bafétimbi Gomis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Swansea City,26,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,62f0fc8b-6a48-4042-9eb4-afae03ffc739,2,,,3754269,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 3480, 'name': 'Geoff Cameron'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3636, 'name': 'Charlie Adam'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 27}, {'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3265, 'name': 'José Luis Sanmartín Mato'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Stoke City,30,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,True,a3cc9b8c-9211-4af2-947c-876cd0776bee,3,,,3754269,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,['16a613ed-ca41-4c91-9d6d-451904631222'],0,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,True,16a613ed-ca41-4c91-9d6d-451904631222,4,,,3754269,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,['a3cc9b8c-9211-4af2-947c-876cd0776bee'],0,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,4653dddd-c67c-4607-aa75-29a94e808142,1829,,,3754269,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,89,Stoke City,30,['477b85c5-2a35-4a91-9075-57a1af26f102'],0,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,477b85c5-2a35-4a91-9075-57a1af26f102,1830,,,3754269,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,89,Stoke City,30,['4653dddd-c67c-4607-aa75-29a94e808142'],0,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.34882,,,,,,,,,,,,,,,,420fb4a3-ca20-4f01-98d6-f336647bb17a,5,,"[61.0, 40.1]",3754269,0,,True,,,3.1334295,,Right Foot,,,,"[36.5, 40.3]",Ground Pass,,24.500816,,,Ashley Williams,3644.0,,,,,Kick Off,1,From Kick Off,Bafétimbi Gomis,20521.0,Center Forward,2,Swansea City,26,['f1281be0-76b6-41e9-9976-de3af40850ba'],0,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.448,Pass,
,,,,,,,,,,,,,,,0.988876,,,,,,,,,,,,,,,,1a50784a-4109-447a-be8b-97eaa71e5433,7,,"[35.5, 38.6]",3754269,0,,True,,,1.3623971,,Right Foot,,,,"[41.4, 66.5]",Ground Pass,,28.517012,,,Federico Fernández,3290.0,,,,,,1,From Kick Off,Ashley Williams,3644.0,Left Center Back,2,Swansea City,26,['f995add5-1f35-44a1-b3b2-cff4cd1fccbd'],1,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:01.514,Pass,
,,,,,,,,,,,,,,,3.226308,,,,,,,,,,,,,,,,afeb94dc-255f-4477-b5e6-aac06839111d,9,,"[49.6, 72.6]",3754269,0,,,,,-2.5519493,,Right Foot,,,,"[21.5, 53.8]",Ground Pass,,33.80902,,,Łukasz Fabiański,3262.0,,,,,,1,From Kick Off,Federico Fernández,3290.0,Right Center Back,2,Swansea City,26,['3b4ede3e-d540-4d04-834e-ecdbaddf324d'],6,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:06.063,Pass,
,,,,,,,,,,,,,,,3.226902,,,,,,,,,,,,,,,,f7e2e3fd-70dd-41ae-929a-504c9885573b,13,,"[21.0, 56.4]",3754269,0,,,,,0.44228685,,Right Foot,,,,"[70.2, 79.7]",High Pass,,54.438313,,Out,,,,,,,,1,From Kick Off,Łukasz Fabiański,3262.0,Goalkeeper,2,Swansea City,26,['43e08cca-539c-48e4-9e52-46edaf0d6bf9'],10,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:10.786,Pass,True
,,,,,,,,,,,,,,,1.6246,,,,,,,,,,,,,,,,9eb589ef-cab1-4268-a500-f10d4af260d2,14,,"[52.7, 0.1]",3754269,0,,,,,0.43094897,,,,,,"[70.1, 8.1]",High Pass,,19.15098,,,José Luis Sanmartín Mato,3265.0,,,,,Throw-in,1,From Throw In,Erik Pieters,3467.0,Left Back,3,Stoke City,30,['1ad6c501-0524-4af3-ac4c-5d34b78bd052'],24,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:24.970,Pass,
,,,,,,,,,,,,,,,1.593839,,,,,,,,,,,,,,,,d95274de-d0dc-43cc-b018-840ea9e7281a,16,,"[70.1, 8.1]",3754269,0,,,,,2.2142975,,Head,,,,"[66.8, 12.5]",High Pass,,5.5,,Incomplete,Bojan Krkíc Pérez,4913.0,,,,,,1,From Throw In,José Luis Sanmartín Mato,3265.0,Center Forward,3,Stoke City,30,"['4df0630d-11b9-4cf3-a3e7-da0202feefbf', 'ccabbc82-903f-498e-a7b8-33c0a1031843']",26,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:26.595,Pass,
,,,,,,,,,,,,,,,1.970398,,,,,,,,,,,,,,,,4df0630d-11b9-4cf3-a3e7-da0202feefbf,18,,"[53.3, 67.6]",3754269,0,,,,,1.1760052,,Head,,,,"[56.3, 74.8]",High Pass,,7.8,,,Modou Barrow,9536.0,,,,,Recovery,1,From Throw In,Jack Frank Porteous Cork,3462.0,Right Center Midfield,3,Stoke City,30,"['1ef2a245-028e-4523-87a3-5f90a41fb867', 'd95274de-d0dc-43cc-b018-840ea9e7281a']",28,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:28.189,Pass,
,,,,,,,,,,,,,,,1.780456,,,,,,,,,,,,,,,,36a8435e-7154-4123-b10a-0c7a65bc59ef,20,,"[56.3, 74.8]",3754269,0,,,,,0.024091724,,Head,,,,"[64.6, 75.0]",High Pass,,8.302409,,Incomplete,André Ayew Pelé,3347.0,,,,,,1,From Throw In,Modou Barrow,9536.0,Right Wing,3,Stoke City,30,"['2c4b76bd-84c3-4a08-8f9f-3d6b7f0b079a', '9ad3be5b-f840-4ad4-a4ed-f6a9897ee34a']",30,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:30.159,Pass,
,,,,,,,,,,,,,,,0.826958,,,,,,,,,,,,,,,,2c4b76bd-84c3-4a08-8f9f-3d6b7f0b079a,23,,"[55.5, 5.1]",3754269,0,,,,True,0.15536426,,,,,,"[63.8, 6.4]",Low Pass,,8.401191,,,José Luis Sanmartín Mato,3265.0,,,,,Recovery,1,From Throw In,Erik Pieters,3467.0,Left Back,3,Stoke City,30,"['0b738117-95ed-4ac3-9108-af4c3378fb9c', '36a8435e-7154-4123-b10a-0c7a65bc59ef', 'e9923470-b423-45d4-bb46-bd87089a3ed0']",31,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:31.940,Pass,True
,,,,,,,,,,,,,,,0.831086,,,,,,,,,,,,,,,,a1ecb899-eb19-431c-a9b3-93879cfeea0a,25,,"[63.8, 6.4]",3754269,0,,,,,3.117501,,Right Foot,,,,"[55.5, 6.6]",Low Pass,,8.302409,,,Erik Pieters,3467.0,,,,,,1,From Throw In,José Luis Sanmartín Mato,3265.0,Center Forward,3,Stoke City,30,['545582ae-04de-4d98-bd96-9c62801d2127'],32,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:32.767,Pass,
,,,,,,,,,,,,,,,0.870844,,,,,,,,,,,,,,,,931af82a-89be-4d39-bce2-90d4e368dd0f,28,,"[55.5, 6.6]",3754269,0,,,,,1.5707964,,Left Foot,,,,"[55.5, 13.8]",Ground Pass,,7.2,,,Bojan Krkíc Pérez,4913.0,,,,,,1,From Throw In,Erik Pieters,3467.0,Left Back,3,Stoke City,30,['ebf6c8ac-3c4f-40e7-8b67-f88c77ff7a2a'],33,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:33.678,Pass,
