ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,2.093667,,,,,,,,,,,,,,,,d7d80265-dd8a-44d2-b839-803fc8f7334f,31,,"[55.5, 17.9]",3754269,0,,,,,1.7527245,,Right Foot,,,,"[51.6, 39.1]",Ground Pass,,21.555742,,,Glenn Whelan,9625.0,,,,,,1,From Throw In,Bojan Krkíc Pérez,4913.0,Center Attacking Midfield,3,Stoke City,30,['70a1c33b-9635-48b1-9333-15f2fa9a5600'],35,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:35.361,Pass,
,,,,,,,,,,,,,,,1.814151,,,,,,,,,,,,,,,,883fc46e-5ab8-4677-8cd8-96fffcca24ce,33,,"[51.6, 39.1]",3754269,0,,,,,2.1273956,,Right Foot,,,,"[43.2, 52.6]",Ground Pass,,15.9,,,Geoff Cameron,3480.0,,,,,,1,From Throw In,Glenn Whelan,9625.0,Right Defensive Midfield,3,Stoke City,30,['038bfd21-ae1c-4e17-934f-6f245e7cb686'],37,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:37.455,Pass,
,,,,,,,,,,,,,,,0.856654,,,,,,,,,,,,,,,,5ff89a26-b835-4a21-8ebe-ceaeb1f4e829,36,,"[52.7, 68.1]",3754269,0,,,,,1.658483,,Left Foot,,,,"[51.9, 77.2]",Ground Pass,,9.1350975,,,Glen Johnson,4724.0,,,,,,1,From Throw In,Geoff Cameron,3480.0,Right Center Back,3,Stoke City,30,['2979307c-f818-44cc-8bd1-6b6aa207ff8d'],41,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:41.545,Pass,
,,,,,,,,,,,,,,,1.653571,,,,,,,,,,,,,,,,696ac2c4-5e85-40ed-af84-ccc7b9a618b9,38,,"[51.9, 74.4]",3754269,0,,,,,-2.3634584,,Right Foot,,,,"[31.1, 53.9]",Ground Pass,,29.20428,,,Glenn Whelan,9625.0,,,,,,1,From Throw In,Glen Johnson,4724.0,Right Back,3,Stoke City,30,['3b63124d-02d9-4576-9d21-44bafe845ff2'],42,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:42.402,Pass,
,,,,,,,,,,,,,,,1.525866,,,,,,,,,,,,,,,,f8cea694-6f1f-4331-94f4-ffbe2cc27f42,41,,"[29.1, 49.1]",3754269,0,,,,,-1.6062145,,Right Foot,,,,"[28.2, 23.7]",Ground Pass,,25.41594,,,Philipp Wollscheid,40121.0,,,,,,1,From Throw In,Glenn Whelan,9625.0,Right Defensive Midfield,3,Stoke City,30,['ca6a4788-c95a-4582-91cd-1127d5111997'],45,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:45.832,Pass,
,,,,,,,,,,,,,,,2.414026,,,,,,,,,,,,,,,,898c73cf-3005-4d6a-9458-de8fd269072f,44,,"[28.2, 23.7]",3754269,0,,,,,2.5258622,,Right Foot,,,,"[13.5, 34.1]",Ground Pass,,18.006943,,,Jack Butland,3537.0,,,,,,1,From Throw In,Philipp Wollscheid,40121.0,Left Center Back,3,Stoke City,30,['129faa05-5361-4fea-b841-467dfc69b84b'],47,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:47.398,Pass,
,,,,,,,,,,,,,,,3.612677,,,,,,,,,,,,,,,,90a1b4b6-ddfa-4ac5-ae3b-573e8d350ebd,48,,"[12.9, 29.8]",3754269,0,,,,,0.09024501,,Left Foot,,,,"[78.1, 35.7]",High Pass,,65.4664,,Incomplete,José Luis Sanmartín Mato,3265.0,,,,,,1,From Throw In,Jack Butland,3537.0,Goalkeeper,3,Stoke City,30,"['c2d8624b-718f-41e4-abb3-6472a0eead39', 'f76b7dbe-5fb0-4242-9b23-9ce88d3bca87', 'ff347603-4b5a-41ae-a457-430f4058a85d']",51,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:51.523,Pass,True
,,,,,,,,,,,,,,,1.342205,,,,,,,,,,,,,,,,3e16870c-169b-44ef-9764-9f7c7daf2122,52,,"[52.6, 42.3]",3754269,0,,,,,-0.088007376,,Head,,,,"[62.8, 41.4]",High Pass,,10.239629,,Incomplete,Jonjo Shelvey,3057.0,,,,,Recovery,1,From Throw In,Jack Frank Porteous Cork,3462.0,Right Center Midfield,3,Stoke City,30,"['4b8dd9ea-cf40-48d1-b13e-b8be575417b7', '7c17a6f0-5e5b-4b3d-b804-a7c776333026']",57,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:57.085,Pass,
,,,,,,,,,,,,,,,0.663585,,,,,,,,,,,,,,,,78b7fd32-7f76-432c-ac23-095e50ef46f7,56,,"[56.6, 39.1]",3754269,0,,,,,-0.91066474,,Left Foot,,,,"[62.5, 31.5]",Ground Pass,,9.62133,,,Charlie Adam,3636.0,,,,,,1,From Throw In,Glenn Whelan,9625.0,Right Defensive Midfield,3,Stoke City,30,['e3b8276c-595c-4d1b-b716-113ff8e85947'],58,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:58.909,Pass,
,,,,,,,,,,,,,,,1.859845,,,,,,,,,,,,,,,,6b0153a6-a43b-43ed-8f92-46f5fb4400ba,59,,"[63.3, 24.8]",3754269,1,,,,,-2.2073045,,Right Foot,,,,"[49.7, 6.4]",Ground Pass,,22.88056,,,Erik Pieters,3467.0,,,,,,1,From Throw In,Charlie Adam,3636.0,Left Defensive Midfield,3,Stoke City,30,['a633e723-db69-4305-b8df-3fdb32fe8dc2'],0,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:00.885,Pass,
,,,,,,,,,,,,,,,0.898903,,,,,,,,,,,,,,,,bbbe1566-c641-4fc6-87f8-9733f585fd22,62,,"[49.7, 6.4]",3754269,1,,,,,1.6588037,,Left Foot,,,,"[48.8, 16.6]",Ground Pass,,10.239629,,,Glenn Whelan,9625.0,,,,,,1,From Throw In,Erik Pieters,3467.0,Left Back,3,Stoke City,30,['d0703205-b26a-4be1-b2ce-cd8c81de9540'],2,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:02.785,Pass,
,,,,,,,,,,,,,,,0.71685,,,,,,,,,,,,,,,,33adb1dc-5c1c-4394-8c80-dac820127297,65,,"[48.8, 16.6]",3754269,1,,,,,-0.44039598,,Right Foot,,,,"[57.5, 12.5]",Ground Pass,,9.617692,,,Marko Arnautović,3325.0,,,,,,1,From Throw In,Glenn Whelan,9625.0,Right Defensive Midfield,3,Stoke City,30,['eea4e39e-5961-431d-8a71-6dd24c31d75c'],4,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:04.295,Pass,
,,,,,,,,,,,,,,,1.820845,,,,,,,,,,,,,,,,efda6b70-6553-4d80-9115-9f7d627e160f,68,,"[54.5, 40.6]",3754269,1,,,,,0.8952347,,Right Foot,,,,"[78.3, 70.3]",High Pass,,38.05956,,,Xherdan Shaqiri,3533.0,,,,,,1,From Throw In,Marko Arnautović,3325.0,Left Wing,3,Stoke City,30,['838c12b6-c5cc-4a9a-a488-1a785d99249e'],8,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:08.897,Pass,
,,,,,,,,,,,,,,,2.105221,,,,,,,,,,,,,,,,1806c2ab-3063-41a8-bee8-3f75b0993c2c,71,,"[90.2, 68.8]",3754269,1,,,,,-0.08014922,,Left Foot,,,,"[115.1, 66.8]",Ground Pass,,24.980192,,,Glen Johnson,4724.0,,,,,,1,From Throw In,Xherdan Shaqiri,3533.0,Right Wing,3,Stoke City,30,['94e73b6e-fa0a-43d2-b429-c02a433acaf2'],12,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:12.662,Pass,
,,,,,,,,,,,,,,,1.189563,,,,,,,,,,,,,,,,3cb3b141-8b75-4af3-8f18-26a472532091,74,,"[115.1, 66.8]",3754269,1,,,,,-1.7493618,,Right Foot,True,True,,"[111.4, 46.3]",Ground Pass,,20.831226,,Incomplete,José Luis Sanmartín Mato,3265.0,,,,,,1,From Throw In,Glen Johnson,4724.0,Right Back,3,Stoke City,30,"['95217354-9369-4dbd-b953-ef1a7c6d8943', 'e293e1ba-aef7-4490-8042-c959218904cf']",14,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:14.808,Pass,
,,,,,,,,,,,,,,,1.236598,,,,,,,,,,,,,,,,4337c0b9-6cc8-4d2c-9ab3-3e39a3d7882d,79,,"[64.6, 56.5]",3754269,1,,,,,0.9619905,,Right Foot,,,,"[76.8, 74.0]",Ground Pass,,21.332838,,,Marko Arnautović,3325.0,,,,,,1,From Throw In,Geoff Cameron,3480.0,Right Center Back,3,Stoke City,30,['f4abc9c4-ccf7-46e4-a031-3e06db6086b2'],21,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:21.114,Pass,
,,,,,,,,,,,,,,,0.844483,,,,,,,,,,,,,,,,fd7c6b4a-083e-475a-b9cc-c75ef3e90ded,87,,"[46.4, 4.2]",3754269,1,,,,,0.0,,Left Foot,,,,"[54.2, 4.2]",Ground Pass,,7.8,,,Jefferson Antonio Montero Vite,7063.0,,,,,,1,Regular Play,André Ayew Pelé,3347.0,Center Attacking Midfield,4,Swansea City,26,['7c1957f6-7945-43b1-9cea-1e37ab13e95f'],27,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:27.488,Pass,
,,,,,,,,,,,,,,,1.192141,,,,,,,,,,,,,,,,d4e31972-3d0a-43a4-86cc-59259f01e56a,90,,"[54.2, 4.2]",3754269,1,,,,,1.7493618,,Right Foot,,,,"[50.5, 24.7]",Low Pass,,20.831226,,,Jonjo Shelvey,3057.0,,,,,,1,Regular Play,Jefferson Antonio Montero Vite,7063.0,Left Wing,4,Swansea City,26,['27557b58-9090-4d3e-a0d3-715ae4adebba'],28,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:28.453,Pass,
,,,,,,,,,,,,,,,2.195125,,,,,,,,,,,,,,,,bf8c144b-c8b0-4418-a1b6-bae8d99ee049,93,,"[56.1, 26.9]",3754269,1,,,,,1.2708492,,Right Foot,,,,"[71.1, 75.4]",High Pass,,50.766624,,,Àngel Rangel Zaragoza,3973.0,,True,,,,1,Regular Play,Jonjo Shelvey,3057.0,Left Center Midfield,4,Swansea City,26,['17e2a554-9873-4fa1-83cb-be0ad5b7de27'],30,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:30.974,Pass,
,,,,,,,,,,,,,,,0.805315,,,,,,,,,,,,,,,,c7922d34-1e3d-48e7-8ce8-4d96913faac9,96,,"[103.8, 71.3]",3754269,1,,,,,-2.9750092,,Right Foot,,,,"[92.5, 69.4]",Ground Pass,,11.458621,,,Modou Barrow,9536.0,,,,,,1,Regular Play,Àngel Rangel Zaragoza,3973.0,Right Back,4,Swansea City,26,['ef69b546-7f01-4449-9617-26ab8feeb4f3'],38,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:38.358,Pass,
,,,,,,,,,,,,,,,1.424007,,,,,,,,,,,,,,,,887cf40b-54c4-4679-8f04-1822ddf32ca9,99,,"[95.3, 59.4]",3754269,1,,,,,-1.3326825,,Left Foot,,,,"[100.3, 38.8]",Ground Pass,,21.198112,,,Bafétimbi Gomis,20521.0,,,,,,1,Regular Play,Modou Barrow,9536.0,Right Wing,4,Swansea City,26,['5abb2d69-6617-4a82-afce-09c760d6db8e'],41,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:41.671,Pass,
,,,,,,,,,,,,,,,1.705815,,,,,,,,,,,,,,,,b5684b06-352d-45f4-8fed-051b40611dbf,103,,"[96.8, 35.1]",3754269,1,,,,,-1.7211678,,Right Foot,,,,"[95.3, 25.2]",Ground Pass,,10.012992,,,Neil Taylor,9627.0,,,,,,1,Regular Play,Bafétimbi Gomis,20521.0,Center Forward,4,Swansea City,26,['087ac22f-5702-41ae-b6f4-b0c208592c7c'],44,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:44.644,Pass,
,,,,,,,,,,,,,,,1.312066,,,,,,,,,,,,,,,,954a7a5e-2206-4869-883f-2b484a5dc4b4,106,,"[95.3, 25.2]",3754269,1,,,,,-0.8015258,,Right Foot,,,,"[107.5, 12.6]",Ground Pass,,17.538528,,,Jefferson Antonio Montero Vite,7063.0,,,,,,1,Regular Play,Neil Taylor,9627.0,Left Back,4,Swansea City,26,['91e5ac36-7ca8-4908-a661-e82a24883816'],46,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:46.428,Pass,
,,,,,,,,,,,,,,,1.475988,,,,,,,,,,,,,,,,39aefa0d-4d6e-4b79-91b3-b771e98b5692,109,,"[112.0, 23.0]",3754269,1,,,,,1.6373645,,Right Foot,True,,,"[110.7, 42.5]",High Pass,,19.543285,,Incomplete,Modou Barrow,9536.0,,,,,,1,Regular Play,Jefferson Antonio Montero Vite,7063.0,Left Wing,4,Swansea City,26,"['be5786a1-448f-49ba-be95-995647de2617', 'e9d35b76-e0cc-4578-8f4e-43dd1d013143']",50,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:50.737,Pass,
,,,,,,,,,,,,,,,1.519386,,,,,,,,,,,,,,,,53753ded-6c47-4a4e-a40d-e7aa772ec0a5,113,,"[14.2, 38.3]",3754269,1,,,,,1.4464413,,Head,,,,"[15.9, 51.9]",High Pass,,13.705838,,,Xherdan Shaqiri,3533.0,,,,,Recovery,1,Regular Play,Erik Pieters,3467.0,Left Back,5,Stoke City,30,['04840c56-a3f3-4f11-ac98-38740893ea6e'],53,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:53.899,Pass,
,,,,,,,,,,,,,,,0.979998,,,,,,,,,,,,,,,,3929dff0-5da3-4206-be76-6c3ccbe01e87,116,,"[15.9, 49.3]",3754269,1,,,,,2.3309898,,Right Foot,,,,"[10.1, 55.4]",Ground Pass,,8.417244,,,Glen Johnson,4724.0,,,,,,1,Regular Play,Xherdan Shaqiri,3533.0,Right Wing,5,Stoke City,30,['2c015455-4a29-4d37-80c4-fc160b43d3f8'],56,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:56.422,Pass,
