ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f83d6e5d-a947-457f-a37b-740e36a3778d,1,,,3754158,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United,40,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 20066, 'name': 'Darren Randolph'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3349, 'name': 'Michail Antonio'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 30}, {'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3843, 'name': 'Angelo Obinze Ogbonna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3963, 'name': 'Victor Moses'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 28}, {'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 27}, {'player': {'id': 4271, 'name': 'Andy Carroll'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",West Ham United,40,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ffad8c1c-e532-4364-b051-a962743107e3,2,,,3754158,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United,40,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3340, 'name': 'Kyle Naughton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 6652, 'name': 'Jordi Amat Maas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 9629, 'name': 'Stephen Kingsley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 35}, {'player': {'id': 3462, 'name': 'Jack Frank Porteous Cork'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 4045, 'name': 'Leroy Fer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 9536, 'name': 'Modou Barrow'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 58}, {'player': {'id': 3449, 'name': 'Wayne Routledge'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Swansea City,26,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,35ad1c05-fe79-4e7a-ae48-1eb7a6bb0a4b,3,,,3754158,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United,40,['d041f376-2b25-4437-8f7a-0ff7aa6966ff'],0,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d041f376-2b25-4437-8f7a-0ff7aa6966ff,4,,,3754158,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United,40,['35ad1c05-fe79-4e7a-ae48-1eb7a6bb0a4b'],0,,,,,,,,,,,,,,,,,West Ham United,40,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9107749b-81b4-4df1-8f12-3b9acf6f91e3,1700,,,3754158,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,West Ham United,40,['fb8e2c7d-e22a-4089-b1a2-6a5df525ad65'],0,,,,,,,,,,,,,,,,,West Ham United,40,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fb8e2c7d-e22a-4089-b1a2-6a5df525ad65,1701,,,3754158,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,West Ham United,40,['9107749b-81b4-4df1-8f12-3b9acf6f91e3'],0,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.51231,,,,,,,,,,,,,a3e85bab-00a7-409d-a570-76f759b7e490,5,,"[61.0, 40.1]",3754158,0,,,,,-1.9333405,,Right Foot,,,"[59.9, 37.2]",,Ground Pass,,3.1016126,,,,Andy Carroll,4271.0,,,,,Kick Off,1,From Kick Off,Manuel Lanzini,3595.0,Center Attacking Midfield,2,West Ham United,40,['1df8176b-1b6c-4954-993b-8fe3e0c19a30'],0,,,,,,,,,,,,,,,,,West Ham United,40,00:00:00.649,Pass,
,,,,,,,,,,,,,0.764486,,,,,,,,,,,,,4ca20ece-251c-4208-91a2-60fde049816a,8,,"[60.6, 36.3]",3754158,0,,,,,2.3743744,,Left Foot,,,"[55.0, 41.7]",,Ground Pass,,7.77946,,,,Mark Noble,3874.0,,,,,,1,From Kick Off,Andy Carroll,4271.0,Center Forward,2,West Ham United,40,['6d455b6b-39ed-4adb-b3a7-037ba07ea5d8'],1,,,,,,,,,,,,,,,,,West Ham United,40,00:00:01.242,Pass,
,,,,,,,,,,,,,1.358576,,,,,,,,,,,,,90ad831d-4d58-47e2-a4be-655bd83ebd08,11,,"[55.2, 40.4]",3754158,0,,,,,-2.083939,,Right Foot,,,"[41.0, 15.2]",,Ground Pass,,28.92542,,,,Aaron Cresswell,3062.0,,,,,,1,From Kick Off,Mark Noble,3874.0,Right Defensive Midfield,2,West Ham United,40,['e53e351b-3c53-4eb0-a79c-d59bcb47b745'],3,,,,,,,,,,,,,,,,,West Ham United,40,00:00:03.087,Pass,
,,,,,,,,,,,,,2.625371,,,,,,,,,,,,,7c8c0be6-ccad-4712-b3da-d8d38486e0ff,14,,"[41.2, 15.6]",3754158,0,,,,,2.5694618,,Left Foot,,,"[22.1, 27.9]",,Ground Pass,,22.717834,,,,Angelo Obinze Ogbonna,3843.0,,,,,,1,From Kick Off,Aaron Cresswell,3062.0,Left Back,2,West Ham United,40,['ff5396ff-644a-4812-94ac-1713432be0a5'],5,,,,,,,,,,,,,,,,,West Ham United,40,00:00:05.960,Pass,
