50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,cfb8ab0c-9d30-4132-8491-d01c9dc03f8d,1,,,,3754302,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,,0,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 43121, 'name': 'Kelvin Davis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3329, 'name': 'Cédric Ricardo Alves Soares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 3328, 'name': 'James Ward-Prowse'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 16}, {'player': {'id': 11062, 'name': 'Graziano Pellè'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Southampton,25,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,44587a57-2939-4661-9e99-acd1e03b211d,2,,,,3754302,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 3520, 'name': 'Jeffrey Schlupp'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 15}, {'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Leicester City,22,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c97ec543-5d01-47c5-96e8-00f4fb596e7f,3,,,,3754302,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,['eb68336f-d6b7-44c2-9b61-0c5157408c40'],0,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,eb68336f-d6b7-44c2-9b61-0c5157408c40,4,,,,3754302,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,['c97ec543-5d01-47c5-96e8-00f4fb596e7f'],0,,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9dcddac7-c0d1-4c5e-ae3b-e79fb1fec77b,1534,,,,3754302,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Leicester City,22,['3ef9f3d6-50d4-4422-bfa9-85f2ea876721'],0,,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3ef9f3d6-50d4-4422-bfa9-85f2ea876721,1535,,,,3754302,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Leicester City,22,['9dcddac7-c0d1-4c5e-ae3b-e79fb1fec77b'],0,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.748884,,,,,,,,,,,,0071b088-7ab8-4c64-af21-b7daf1cb4f75,5,,,"[60.0, 40.0]",3754302,0,,,,,-0.9467733,,Left Foot,,"[61.8, 37.5]",,Ground Pass,,3.0805843,,,,N''Golo Kanté,3961.0,,,,,Kick Off,1,From Kick Off,Shinji Okazaki,3810.0,Right Center Forward,2,Leicester City,22,['f7b443f5-9a5e-4d48-b3fe-0f094885e30c'],0,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.458,Pass,
,,,,,,,,,,,,,,,,,1.288619,,,,,,,,,,,,c9983cfb-6a12-4158-8237-7bd3040586b2,7,,,"[61.8, 37.2]",3754302,0,,,,,2.630362,,Right Foot,,"[53.6, 41.8]",,Ground Pass,,9.402127,,,,Danny Drinkwater,3662.0,,,,,,1,From Kick Off,N''Golo Kanté,3961.0,Left Center Midfield,2,Leicester City,22,['606bda53-178f-4ace-a5ed-2cf951b42a86'],1,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:01.207,Pass,
,,,,,,,,,,,,,,,,,2.765104,,,,,,,,,,,,80e93c39-fd0e-44ac-b937-1162dba6de39,9,,,"[53.5, 42.7]",3754302,0,,,,,-0.9864082,,Right Foot,,"[78.9, 4.3]",,High Pass,,46.040417,,,,Jamie Vardy,10960.0,,,,,,1,From Kick Off,Danny Drinkwater,3662.0,Right Center Midfield,2,Leicester City,22,['d6f92bf4-5c01-4c67-9ab3-259b9dcdce22'],2,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:02.495,Pass,
,,,,,,,,,,,,,,,,,3.160878,,,,,,,,,,,,f28dbcd0-cb3c-4a0f-81b7-87af81c19b13,11,,,"[78.9, 4.3]",3754302,0,,,,,-0.07525444,,Head,,"[104.1, 2.4]",,High Pass,,25.271526,,,,Jeffrey Schlupp,3520.0,,,,,,1,From Kick Off,Jamie Vardy,10960.0,Left Center Forward,2,Leicester City,22,['1e55e3a7-e438-4c87-8f24-e1b94a0d52be'],5,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:05.261,Pass,
,,,,,,,,,,,,,,,,,1.824999,,,,,,,,,,,,81cb1410-e8fa-4401-81c7-a139cd2b993f,23,,,"[104.2, 3.4]",3754302,0,,,,,1.2565022,,Left Foot,True,"[116.0, 39.7]",,High Pass,,38.169754,,Incomplete,,,,,,,,,1,From Kick Off,Christian Fuchs,3812.0,Left Back,2,Leicester City,22,['6afe627a-3bf8-4b92-bc70-816d0ddcdab9'],15,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:15.339,Pass,
,,,,,,,,,,,,,,,,,2.678393,,,,,,,,,,,,a0882a82-6523-4751-bc1f-d6a4b51ba97b,29,,,"[12.9, 6.8]",3754302,0,,,,,-0.13627388,,Left Foot,,"[42.8, 2.7]",,Low Pass,,30.179794,,,,Dušan Tadić,3831.0,,,,,,1,From Counter,Virgil van Dijk,3669.0,Left Center Back,3,Southampton,25,"['10709575-1016-4d9d-a8ad-e9b8f5408b4b', 'bfe27577-fc72-47c8-84b3-fb84a7fafb27']",21,,,,,,,,,,,,,,,,,,Southampton,25,00:00:21.890,Pass,True
,,,,,,,,,,,,,,,,,2.09357,,,,,,,,,,,,76e99d34-fdb4-408b-8c18-96328a502bd4,32,,,"[71.2, 80.0]",3754302,0,,True,,,-2.2186866,,,,"[54.7, 58.2]",,High Pass,,27.340263,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Danny Simpson,3270.0,Right Back,4,Leicester City,22,['b7bb85ab-0948-4caa-9342-36eaba5be1d3'],34,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:34.233,Pass,
