50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e39118b8-2957-4b94-803c-164002e7405e,1,,,,3754122,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 2966, 'name': 'Stéphane Sessègnon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 29}, {'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 3490, 'name': 'James Morrison'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 40124, 'name': 'Rickie Lambert'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",West Bromwich Albion,27,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,11c32214-3fb6-466a-a034-6f503cbb7f5f,2,,,,3754122,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 4035, 'name': 'Ryan Shawcross'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3480, 'name': 'Geoff Cameron'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Stoke City,30,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7aba7883-acee-464c-adf2-ea66d6ea5660,3,,,,3754122,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,['a133e326-55c0-4062-adcf-e89a6c262847'],0,,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a133e326-55c0-4062-adcf-e89a6c262847,4,,,,3754122,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,['7aba7883-acee-464c-adf2-ea66d6ea5660'],0,,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b2711136-65cc-40b5-a165-5c855fec9bf5,1638,,,,3754122,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,97,Stoke City,30,['d384c118-50bc-490b-aa34-6ca57e8c9411'],0,,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d384c118-50bc-490b-aa34-6ca57e8c9411,1639,,,,3754122,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,97,Stoke City,30,['b2711136-65cc-40b5-a165-5c855fec9bf5'],0,,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.524113,,,,,,,,,,,,,,b646a5ff-0061-48a3-9cd7-3c18f4b6b203,5,,,"[61.0, 40.1]",3754122,0,,,,,1.2545102,,Right Foot,,"[62.8, 45.6]",,Ground Pass,,5.7870545,,,,James Morrison,3490.0,,,,,,Kick Off,1,From Kick Off,Darren Fletcher,4022.0,Right Center Midfield,2,West Bromwich Albion,27,['b28ad8de-1450-46fb-bc2e-8c4b562f0b63'],0,,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.430,Pass,
,,,,,,,,,,,,,,,,,0.968805,,,,,,,,,,,,,,2d82780e-4c29-4ff8-827f-ee924311741b,8,,,"[63.2, 46.0]",3754122,0,,,,,1.2381766,,Right Foot,,"[67.0, 57.0]",,Ground Pass,,11.637869,,,,Stéphane Sessègnon,2966.0,,,,,,,1,From Kick Off,James Morrison,3490.0,Center Attacking Midfield,2,West Bromwich Albion,27,['720ccd3f-ee9d-4600-acdf-6026a530687d'],1,,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:01.731,Pass,
,,,,,,,,,,,,,,,,,0.972233,,,,,,,,,,,,,,a63a70b6-e1b9-4428-bd6a-d063aaddcf17,15,,,"[68.4, 71.8]",3754122,0,,,,,1.3971251,,Right Foot,,"[69.4, 77.5]",,Ground Pass,,5.7870545,,,,Craig Dawson,3523.0,,,,,,,1,From Kick Off,Stéphane Sessègnon,2966.0,Right Midfield,2,West Bromwich Albion,27,['dd1242ff-65e5-47bd-ad18-6905707a6d79'],5,,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:05.403,Pass,
,,,,,,,,,,,,,,,,,1.729828,,,,,,,,,,,,,,bf1c1bd7-17c2-47e8-815a-274bb759b038,18,,,"[69.4, 77.5]",3754122,0,,,,,-1.7467359,,Right Foot,,"[65.4, 55.0]",,Ground Pass,,22.852789,,,,Claudio Ariel Yacob,3967.0,,,,,,,1,From Kick Off,Craig Dawson,3523.0,Right Back,2,West Bromwich Albion,27,['77a5aa88-60a6-422c-9fbd-6763691197ef'],6,,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:06.395,Pass,
