ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.207379,,,,,,,,,,,,d99bc8d8-393c-4253-a259-6a03df683b24,14,,"[85.0, 74.5]",3754276,0,,,,,-0.29493704,,Head,,,"[100.8, 69.7]",,High Pass,,16.513025,,,Papiss Demba Cissé,30289.0,,,,,,1,From Kick Off,Moussa Sissoko,3091.0,Right Midfield,2,Newcastle United,37,['63595363-30c1-4299-be57-426dbaf163bb'],6,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:06.395,Pass,
,,,,,,,,,,,,,,,,,1.797377,,,,,,,,,,,,bc9723d6-886b-47c5-a595-54061a085c83,18,,"[100.8, 73.2]",3754276,0,,,,,2.8728895,,Right Foot,,,"[93.9, 75.1]",,High Pass,,7.156815,,,Moussa Sissoko,3091.0,,,,,,1,From Kick Off,Papiss Demba Cissé,30289.0,Center Forward,2,Newcastle United,37,"['13c02a12-fa8b-4247-8155-ca299899307c', '1aa42690-a8fd-421a-9d20-88be04dd8b00']",8,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:08.958,Pass,True
,,,,,,,,,,,,,,,,,1.996632,,,,,,,,,,,,ac22245f-e417-495b-877f-6e303398f1c5,20,,"[95.0, 75.0]",3754276,0,,,,,-1.1930739,,Right Foot,True,,"[107.3, 44.0]",,High Pass,,33.351013,Incomplete,,Siem Stefan de Jong,8061.0,,,,,,1,From Kick Off,Moussa Sissoko,3091.0,Right Midfield,2,Newcastle United,37,"['0fab1d27-db50-45e2-a3a2-cf3f8d4e21d7', 'fe1d19c0-a24b-487d-866f-1bc729e46a03']",10,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:10.755,Pass,
,,,,,,,,,,,,,,,,,2.463846,,,,,,,,,,,,0fab1d27-db50-45e2-a3a2-cf3f8d4e21d7,22,,"[12.8, 36.1]",3754276,0,,,,,-0.88019514,,Head,,,"[26.6, 19.4]",,High Pass,,21.664026,Incomplete,,Bamidele Alli,3094.0,,,,,Recovery,1,From Kick Off,Toby Alderweireld,20005.0,Right Center Back,2,Newcastle United,37,"['0258fddf-215e-4640-8738-760a5422afb8', '1cab4aa2-3b2f-481a-b252-dcd2f7fe6baa', 'ac22245f-e417-495b-877f-6e303398f1c5']",12,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:12.752,Pass,
,,,,,,,,,,,,,,,,,2.057728,,,,,,,,,,,,977a4bb6-0ce1-4822-b45a-dceb42c143d4,25,,"[49.8, 0.1]",3754276,0,,,,,0.15827411,,,,,"[80.5, 5.0]",,High Pass,,31.088583,,,Harry Kane,10955.0,,,,,Throw-in,1,From Throw In,Danny Rose,3594.0,Left Back,3,Tottenham Hotspur,38,['0edf37c0-1e10-47cb-ab09-372f1ee62982'],21,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:21.142,Pass,
,,,,,,,,,,,,,,,,,1.336331,,,,,,,,,,,,c7479883-6878-44bd-a60a-6c5585556191,29,,"[106.1, 0.1]",3754276,0,,,,,1.2014626,,,,,"[110.9, 12.5]",,Low Pass,,13.296617,Incomplete,,Harry Kane,10955.0,,,,,Throw-in,1,From Throw In,Danny Rose,3594.0,Left Back,4,Tottenham Hotspur,38,"['4aefd3ea-127c-471a-90ea-c357f628dbb8', 'eb9968d5-301b-4257-af6c-fa6149a2b4e7']",38,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:38.692,Pass,
,,,,,,,,,,,,,,,,,0.868789,,,,,,,,,,,,4ce1e19e-0d96-49ee-afac-c11282825a09,32,,"[103.9, 0.1]",3754276,0,,,,,0.62548506,93c5201f-4aa7-4beb-8b27-bee1e9d35f9f,,,,"[112.9, 6.6]",,Low Pass,,11.101802,,,Harry Kane,10955.0,True,,,,Throw-in,1,From Throw In,Danny Rose,3594.0,Left Back,5,Tottenham Hotspur,38,['6ceda934-b768-43c0-9107-e9df4cba97f2'],45,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:45.978,Pass,
,,,,,,,,,,,,,,,,,2.806481,,,,,,,,,,,,053b8930-859f-4880-b506-a2277c62c7ed,39,,"[13.2, 52.7]",3754276,1,,True,,,0.38710797,,Right Foot,,,"[67.9, 75.0]",,High Pass,,59.070972,Incomplete,,Moussa Sissoko,3091.0,,,,,,1,From Keeper,Rob Elliot,3096.0,Goalkeeper,7,Newcastle United,37,"['79c0ade1-f229-460c-9c04-ebefde14b6a2', 'bb02ea72-6613-4c09-80e8-f51ccc5db3fb']",12,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:12.329,Pass,
,,,,,,,,,,,,,,,,,0.71731,,,,,,,,,,,,3408f53f-392a-45da-b2c3-1c38a5577aae,43,,"[71.8, 80.0]",3754276,1,,True,,,-1.3551036,,,,,"[75.7, 62.2]",,High Pass,,18.222239,,,Vurnon Anita,16072.0,,,,,Throw-in,1,From Throw In,Daryl Janmaat,3650.0,Right Back,8,Newcastle United,37,['8fd8bf20-4b88-479f-b7fc-b954a05dfdff'],23,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:23.903,Pass,
,,,,,,,,,,,,,,,,,0.519163,,,,,,,,,,,,0655e89e-98e4-4536-a9ae-213958dc9748,45,,"[73.6, 66.3]",3754276,1,,True,,,1.6588037,,Right Foot,,,"[72.7, 76.5]",,Low Pass,,10.239629,,,Daryl Janmaat,3650.0,,,,,,1,From Throw In,Vurnon Anita,16072.0,Right Defensive Midfield,8,Newcastle United,37,['8fadfa88-8e9f-4900-b048-a6ed47ed5cad'],24,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:24.620,Pass,
,,,,,,,,,,,,,,,,,1.263849,,,,,,,,,,,,b0154725-2b85-49f1-a6c0-2b700419d5d1,47,,"[72.7, 76.5]",3754276,1,,,,,-0.111535184,,Right Foot,,,"[85.2, 75.1]",,High Pass,,12.5781555,Incomplete,,,,,,,,,1,From Throw In,Daryl Janmaat,3650.0,Right Back,8,Newcastle United,37,['237c729f-0b0e-4607-a6d8-7e2aa6bcc783'],25,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:25.147,Pass,
,,,,,,,,,,,,,,,,,1.710071,,,,,,,,,,,,237c729f-0b0e-4607-a6d8-7e2aa6bcc783,48,,"[34.9, 5.0]",3754276,1,,,,,0.5964565,,Head,,,"[53.9, 17.9]",,High Pass,,22.965408,,,Bamidele Alli,3094.0,,,,,Recovery,1,Regular Play,Danny Rose,3594.0,Left Back,9,Tottenham Hotspur,38,"['b0154725-2b85-49f1-a6c0-2b700419d5d1', 'c0bce2b0-5ef2-45ff-bc96-e34c313b255a']",26,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:26.411,Pass,
,,,,,,,,,,,,,,,,,0.809178,,,,,,,,,,,,19fc71be-72dc-4652-9ada-200ae36df63a,51,,"[53.9, 17.9]",3754276,1,,,,,-0.34421867,,Other,,,"[59.2, 16.0]",,Low Pass,,5.6302752,,,Harry Kane,10955.0,,,,,,1,Regular Play,Bamidele Alli,3094.0,Center Attacking Midfield,9,Tottenham Hotspur,38,['033a61d6-4c5f-4c4b-905c-0553e210a7c0'],28,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:28.137,Pass,
,,,,,,,,,,,,,,,,,2.40019,,,,,,,,,,,,11ebf8c3-01fb-43e3-ae01-57d982eae049,56,,"[57.8, 37.0]",3754276,1,,,,,1.0236975,,Right Foot,,,"[76.5, 67.7]",,Ground Pass,,35.946907,,,Kyle Walker,3205.0,,,,,,1,Regular Play,Harry Kane,10955.0,Center Forward,9,Tottenham Hotspur,38,['1dd96724-e33c-4554-ba4c-9d0bd2824b26'],32,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:32.232,Pass,
,,,,,,,,,,,,,,,,,0.883395,,,,,,,,,,,,2f26be56-7660-43b9-888f-abda85fd0d34,60,,"[109.4, 67.6]",3754276,1,,,,,-1.3593699,,Right Foot,True,,"[113.8, 47.1]",,High Pass,,20.966879,Incomplete,,Erik Lamela,3585.0,,,,,,1,Regular Play,Kyle Walker,3205.0,Right Back,9,Tottenham Hotspur,38,"['7422d244-1b61-4524-bffb-c0a5a23d1965', 'e0cc9755-f99c-43e8-be2a-5c5c2beca07c', 'e6f59d26-10bc-4d85-af28-a3e2263d6d76']",37,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:37.361,Pass,True
,,,,,,,,,,,,,,,,,1.021838,,,,,,,,,,,,edc390d3-6d97-461b-983c-a35971237287,63,,"[120.0, 80.0]",3754276,1,,,,,-1.8480219,,Left Foot,,,"[113.0, 55.4]",,High Pass,True,25.576551,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Erik Lamela,3585.0,Right Wing,10,Tottenham Hotspur,38,['50f31a2a-eb62-48ab-b5db-968a465d964b'],57,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:57.626,Pass,
,,,,,,,,,,,,,,,,,2.491371,,,,,,,,,,,,1f86f3d8-2eee-44fe-985f-fbedf30915cb,65,,"[95.3, 51.9]",3754276,2,,,,,-3.098516,,Right Foot,,,"[72.1, 50.9]",,Low Pass,,23.221542,,,Kyle Walker,3205.0,,,,,Recovery,1,From Corner,Bamidele Alli,3094.0,Center Attacking Midfield,10,Tottenham Hotspur,38,['d39437b0-a931-4134-83d9-60545c73382c'],0,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:00.597,Pass,
,,,,,,,,,,,,,,,,,1.360119,,,,,,,,,,,,5f47cd79-2f46-42cf-91e5-bd2ff66be5da,68,,"[72.1, 51.9]",3754276,2,,,,,1.1421106,,Right Foot,,,"[83.8, 77.5]",,Ground Pass,,28.146936,,,Erik Lamela,3585.0,,,,,,1,From Corner,Kyle Walker,3205.0,Right Back,10,Tottenham Hotspur,38,['98402a81-a7f9-4672-b787-f46df4d53443'],4,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:04.131,Pass,
,,,,,,,,,,,,,,,,,0.997646,,,,,,,,,,,,5bc91ab2-f279-425d-8f6c-9876b6f9e36c,71,,"[80.2, 73.6]",3754276,2,,,,,-1.3745955,,Left Foot,,,"[83.4, 57.5]",,Low Pass,,16.414932,,,Bamidele Alli,3094.0,,,,,,1,From Corner,Erik Lamela,3585.0,Right Wing,10,Tottenham Hotspur,38,['6a6fecf4-e627-4bbc-8acf-4f5019174f2b'],6,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:06.800,Pass,
,,,,,,,,,,,,,,,,,0.566349,,,,,,,,,,,,e9704cbf-0827-42bb-9c3e-2cd34977f252,75,,"[83.2, 56.4]",3754276,2,,,,,0.04051835,,Right Foot,,,"[90.6, 56.7]",,Ground Pass,,7.406079,,,Tom Carroll,3310.0,,,,,,1,From Corner,Bamidele Alli,3094.0,Center Attacking Midfield,10,Tottenham Hotspur,38,"['064144e7-9d5d-4bac-b2a9-67c475b4bca5', '5537089e-e963-4864-9e11-c0c353c1207e']",9,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:09.360,Pass,True
,,,,,,,,,,,,,,,,,3.680094,,,,,,,,,,,,5f499381-4d01-4b19-ad62-d2c7643dddfe,80,,"[87.8, 51.0]",3754276,2,,,,,0.99391675,,Left Foot,,,"[101.4, 71.9]",,High Pass,,24.935316,,,Christian Dannemann Eriksen,3043.0,,,,,Recovery,1,From Corner,Toby Alderweireld,20005.0,Right Center Back,10,Tottenham Hotspur,38,['425e6217-2ec7-4b24-9e51-30a0d5cb2c0e'],12,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:12.317,Pass,
,,,,,,,,,,,,,,,,,0.985022,,,,,,,,,,,,e25132f2-d7d3-408a-8554-baf5c2564721,83,,"[100.5, 71.6]",3754276,2,,,,,-1.0926219,,Right Foot,,,"[109.0, 55.2]",,Ground Pass,,18.47187,Incomplete,,,,,,,,,1,From Corner,Christian Dannemann Eriksen,3043.0,Left Wing,10,Tottenham Hotspur,38,['739f8fd1-3771-4ccf-8aab-bf6b37883c1e'],20,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:20.200,Pass,
,,,,,,,,,,,,,,,,,1.057018,,,,,,,,,,,,205ce1d6-c0d9-4f0d-992a-406d75c4d6e0,87,,"[14.7, 31.2]",3754276,2,,,,,0.050803702,,Left Foot,,,"[26.5, 31.8]",,Ground Pass,,11.815245,,,Moussa Sissoko,3091.0,,,,,,1,Regular Play,Jack Colback,9649.0,Left Defensive Midfield,11,Newcastle United,37,"['d4d64914-21ff-4656-8a1b-8a45ebde41b2', 'f5500f43-80dc-421a-92dc-27a584a35684']",22,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:22.676,Pass,True
,,,,,,,,,,,,,,,,,0.729207,,,,,,,,,,,,4e049912-4810-4b53-abc9-2352afeeed63,89,,"[26.5, 31.8]",3754276,2,,,,,2.0996778,,Right Foot,,,"[22.0, 39.5]",,Ground Pass,,8.91852,,,Vurnon Anita,16072.0,,,,,,1,Regular Play,Moussa Sissoko,3091.0,Right Midfield,11,Newcastle United,37,['f582883f-6459-4963-958a-c691584447a3'],23,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:23.733,Pass,
,,,,,,,,,,,,,,,,,2.054269,,,,,,,,,,,,5ac757f2-bb6d-409c-9607-db0fd92e0149,91,,"[22.0, 39.5]",3754276,2,,,,,-0.34166825,,Right Foot,,,"[59.4, 26.2]",,High Pass,,39.694458,Incomplete,,Siem Stefan de Jong,8061.0,,,,,,1,Regular Play,Vurnon Anita,16072.0,Right Defensive Midfield,11,Newcastle United,37,"['b64ede6f-0b44-42ee-bcde-699bd81c6df5', 'c36595f1-df23-46cc-a469-7b81ef2550cf']",24,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:24.462,Pass,
,,,,,,,,,,,,,,,,,2.825739,,,,,,,,,,,,ce675ffd-f650-4910-8158-713572c23da7,95,,"[50.4, 43.6]",3754276,2,,,,,-3.0883436,,Right Foot,,,"[11.0, 41.5]",,Ground Pass,,39.455925,,,Hugo Lloris,3099.0,,,,,,1,Regular Play,Kyle Walker,3205.0,Right Back,12,Tottenham Hotspur,38,['81698704-ac63-486c-9b0f-0751903de997'],29,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:29.508,Pass,
,,,,,,,,,,,,,,,,,1.414075,,,,,,,,,,,,246dd7b2-38ed-4d72-a898-7e13cc2cbc98,98,,"[11.0, 41.5]",3754276,2,,,,,0.22865708,,Left Foot,,,"[38.5, 47.9]",,Ground Pass,,28.234907,,,Eric Dier,10956.0,,,,,,1,Regular Play,Hugo Lloris,3099.0,Goalkeeper,12,Tottenham Hotspur,38,['71f3609f-a415-40d0-a3bf-953837b75c58'],33,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:33.561,Pass,
,,,,,,,,,,,,,,,,,1.330775,,,,,,,,,,,,efd0ede1-9a51-40c3-a4d1-0422deb69a6b,102,,"[38.5, 51.9]",3754276,2,,,,,1.3822241,,Right Foot,,,"[43.5, 78.1]",,Ground Pass,,26.672832,,,Kyle Walker,3205.0,,,,,,1,Regular Play,Eric Dier,10956.0,Right Defensive Midfield,12,Tottenham Hotspur,38,"['8f8dd207-6982-4e4a-8b8e-d0f318fdbda8', 'd6250a76-b42d-43e3-ab75-bf6a969645c8']",36,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:36.443,Pass,True
,,,,,,,,,,,,,,,,,1.731283,,,,,,,,,,,,da519379-06f8-4211-af7e-4917523c89b4,105,,"[43.5, 78.1]",3754276,2,,,,,-0.18610571,,Right Foot,,,"[67.4, 73.6]",,High Pass,,24.31995,Incomplete,,,,,,,,,1,Regular Play,Kyle Walker,3205.0,Right Back,12,Tottenham Hotspur,38,['859ff39e-2c12-47f1-bf62-4a7a1b7a7d86'],39,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:39.432,Pass,
,,,,,,,,,,,,,,,,,0.708623,,,,,,,,,,,,85f53efa-fb32-4219-b2df-4e8c81efa592,108,,"[54.9, 8.9]",3754276,2,,,,,1.5707964,,Left Foot,,,"[54.9, 16.4]",,Ground Pass,,7.5,,,Jack Colback,9649.0,,,,,,1,Regular Play,Paul Dummett,3065.0,Left Back,13,Newcastle United,37,['ff2dc627-6f94-45c2-9f9e-e6343a83aec8'],42,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:42.290,Pass,
,,,,,,,,,,,,,,,,,1.855822,,,,,,,,,,,,12b9a0a7-388a-41de-94bf-65a1a5ada0c3,110,,"[54.9, 16.4]",3754276,2,,,,,2.99242,,Right Foot,,,"[37.6, 19.0]",,Low Pass,,17.494286,,,Fabricio Coloccini,26207.0,,,,,,1,Regular Play,Jack Colback,9649.0,Left Defensive Midfield,13,Newcastle United,37,['20c8ac89-0e6a-4958-bafa-b5dd360336a6'],42,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:42.999,Pass,
,,,,,,,,,,,,,,,,,1.236482,,,,,,,,,,,,06c906c7-ed14-4040-91ad-75a6b6f5ebac,113,,"[43.0, 17.9]",3754276,2,,,,,-1.7056865,,Right Foot,,,"[41.1, 3.9]",,Ground Pass,,14.128341,,,Paul Dummett,3065.0,,,,,,1,Regular Play,Fabricio Coloccini,26207.0,Left Center Back,13,Newcastle United,37,['ac11f726-f79c-4cc8-bb2e-e2d918f8333e'],51,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:51.382,Pass,
