50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.97412,,,,,,,,,,,,,,,c99acb15-ae9f-48f0-bdef-15732f9f4bfc,15,,"[30.9, 55.7]",3753973,0,,,,,-1.6483788,,Left Foot,,,,"[28.7, 27.4]",,Ground Pass,,28.385384,,,John Terry,20287.0,,,,,,,1,From Kick Off,Gary Cahill,3645.0,Right Center Back,2,Chelsea,33,['69e447e6-69dc-414c-8753-7567710ed1fc'],7,,,,,,,,,,,,,,,,,Chelsea,33,00:00:07.225,Pass,
,,,,,,,,,,,,,,,,,,,2.419924,,,,,,,,,,,,,,,ff0c0502-358c-4326-b5e9-b01f793b71f5,18,,"[30.3, 26.4]",3753973,0,,,,,1.6413859,,Left Foot,,,,"[28.2, 56.1]",,Ground Pass,,29.774149,,,Gary Cahill,3645.0,,,,,,,1,From Kick Off,John Terry,20287.0,Left Center Back,2,Chelsea,33,['475d39ec-8c1b-4e4e-83be-b98fbe5e90b4'],10,,,,,,,,,,,,,,,,,Chelsea,33,00:00:10.206,Pass,
,,,,,,,,,,,,,,,,,,,2.487988,,,,,,,,,,,,,,,1cb88dab-19e1-4402-bad4-b8a1cc2fc774,21,,"[49.4, 53.4]",3753973,0,,,,,-1.8373371,,Right Foot,,,,"[41.4, 24.1]",,Ground Pass,,30.37252,,,John Terry,20287.0,,,,,,,1,From Kick Off,Gary Cahill,3645.0,Right Center Back,2,Chelsea,33,['1f6993e6-f446-42f2-a8e6-29684132eaa3'],20,,,,,,,,,,,,,,,,,Chelsea,33,00:00:20.929,Pass,
,,,,,,,,,,,,,,,,,,,1.651383,,,,,,,,,,,,,,,beabd3c7-e5b3-4f53-8f53-81d50748831f,23,,"[41.2, 24.0]",3753973,0,,,,,-1.4153049,,Right Foot,,,,"[44.1, 5.5]",,Ground Pass,,18.725918,,,César Azpilicueta Tanco,3957.0,,,,,,,1,From Kick Off,John Terry,20287.0,Left Center Back,2,Chelsea,33,['f93dc1d1-62bb-4c67-8b3b-28b4df647a93'],23,,,,,,,,,,,,,,,,,Chelsea,33,00:00:23.417,Pass,
,,,,,,,,,,,,,,,,,,,2.108325,,,,,,,,,,,,,,,93d88ede-56ef-4fea-b58b-1ff6aaa38ad4,25,,"[44.1, 5.5]",3753973,0,,,,,0.12199651,,Right Foot,,,,"[70.2, 8.7]",,High Pass,,26.295437,Incomplete,,Robert Kenedy Nunes do Nascimento,3666.0,,,,,,,1,From Kick Off,César Azpilicueta Tanco,3957.0,Left Back,2,Chelsea,33,"['5e421556-c7e4-4304-ba0a-feb504810aed', '6721d6a1-1f2a-4cd1-9a1b-e1421315d38d']",25,,,,,,,,,,,,,,,,,Chelsea,33,00:00:25.069,Pass,
,,,,,,,,,,,,,,,,,,,1.383595,,,,,,,,,,,,,,,d962671b-89c6-475d-8a80-f6f17b57fb33,28,,"[66.9, 0.1]",3753973,0,,True,,,0.9607555,,,,,,"[80.6, 19.7]",,Low Pass,,23.913385,Incomplete,,Loïc Rémy,6623.0,,,,,,Throw-in,1,From Throw In,César Azpilicueta Tanco,3957.0,Left Back,3,Chelsea,33,"['1a2fd608-3389-499d-ad6f-102479434402', 'e3ab771b-b3af-43d0-b061-269450ed1de6']",31,,,,,,,,,,,,,,,,,Chelsea,33,00:00:31.837,Pass,
,,,,,,,,,,,,,,,,,,,1.234993,,,,,,,,,,,,,,,d7a89c53-e4e2-4729-95fc-e197b85dcc3f,38,,"[39.5, 62.2]",3753973,0,,,,,-0.45914313,,Head,,,,"[48.4, 57.8]",,High Pass,,9.928243,,,Diafra Sakho,3962.0,,,,,,Recovery,1,Regular Play,Cheikhou Kouyaté,3684.0,Center Defensive Midfield,4,West Ham United,40,"['71b056ca-0386-41fe-a761-779575d74e7b', '73c1e94c-2d8a-41c8-87db-6fa6d8180bc1']",36,,,,,,,,,,,,,,,,,West Ham United,40,00:00:36.244,Pass,True
,,,,,,,,,,,,,,,,,,,1.01324,,,,,,,,,,,,,,,e56cfcc8-aee0-4e37-84a1-0dadd28796b5,42,,"[48.4, 57.8]",3753973,0,,,,,-2.454971,,Other,,,,"[42.3, 52.8]",,Low Pass,,7.8873315,,,Cheikhou Kouyaté,3684.0,,,,,,,1,Regular Play,Diafra Sakho,3962.0,Center Forward,4,West Ham United,40,"['b389fef9-fd8d-47f8-b960-ba1ec4d4857f', 'ee7f1c0c-4c71-4509-9640-9c3d600ddd9c']",37,,,,,,,,,,,,,,,,,West Ham United,40,00:00:37.608,Pass,True
,,,,,,,,,,,,,,,,,,,0.782582,,,,,,,,,,,,,,,95699fdc-ed9b-4548-a7ce-bce9e749b59d,44,,"[42.3, 52.8]",3753973,0,,,,,-0.34613597,,Right Foot,,,,"[48.4, 50.6]",,Low Pass,,6.484597,,,Manuel Lanzini,3595.0,,,,,,,1,Regular Play,Cheikhou Kouyaté,3684.0,Center Defensive Midfield,4,West Ham United,40,['3cfbb361-43b1-493f-bc2d-273cdc32341e'],38,,,,,,,,,,,,,,,,,West Ham United,40,00:00:38.622,Pass,
,,,,,,,,,,,,,,,,,,,0.542049,,,,,,,,,,,,,,,34a99328-ba73-49ef-b62e-efe3cdb2bdcc,47,,"[48.8, 48.6]",3753973,0,,,,,2.317752,,Right Foot,,,,"[43.8, 54.0]",,Ground Pass,,7.359348,,,Diafra Sakho,3962.0,,,,,,,1,Regular Play,Manuel Lanzini,3595.0,Left Center Midfield,4,West Ham United,40,"['4d252ce1-6ff7-4536-8f28-f45ce3f9fd28', '91a2c6e5-9347-4eb2-9320-d101e85adb14']",39,,,,,,,,,,,,,,,,,West Ham United,40,00:00:39.404,Pass,True
,,,,,,,,,,,,,,,,,,,0.646197,,,,,,,,,,,,,,,81ab0417-cd08-4dad-9a33-bc5a36a7270c,50,,"[72.5, 22.0]",3753973,0,,,,,1.6064954,,Right Foot,,,,"[72.2, 30.4]",,Ground Pass,,8.405355,,,John Michael Nchekwube Obinna,5475.0,,,,,,Recovery,1,Regular Play,Robert Kenedy Nunes do Nascimento,3666.0,Left Wing,4,West Ham United,40,['0b1f1581-b700-4c65-90bf-3dd2622650f5'],40,,,,,,,,,,,,,,,,,Chelsea,33,00:00:40.649,Pass,
,,,,,,,,,,,,,,,,,,,0.830758,,,,,,,,,,,,,,,55e1f615-06e8-493c-83ae-68b62b128b05,54,,"[71.3, 29.5]",3753973,0,,,,,3.0399039,,Right Foot,,,,"[66.4, 30.0]",,Ground Pass,,4.925444,Incomplete,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,John Michael Nchekwube Obinna,5475.0,Left Defensive Midfield,4,West Ham United,40,"['1124bc39-c228-4974-8f70-715056aaa2d3', 'd0591c71-618c-4468-a0c4-47c32e9a32b8']",42,,,,,,,,,,,,,,,,,Chelsea,33,00:00:42.025,Pass,
,,,,,,,,,,,,,,,,,,,1.34193,,,,,,,,,,,,,,,cd7c2e56-897b-4fa3-a69a-b8baecdcb1af,61,,"[80.3, 39.9]",3753973,0,,,,,0.879943,,Right Foot,,,,"[90.8, 52.6]",,Ground Pass,,16.478472,,,Dimitri Payet,3491.0,,,,,,,1,Regular Play,Manuel Lanzini,3595.0,Left Center Midfield,4,West Ham United,40,['35214202-1d6f-4de8-a67f-7126649c07a4'],47,,,,,,,,,,,,,,,,,West Ham United,40,00:00:47.506,Pass,
,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,9a074aeb-8378-41ad-a9d4-240e3efdacfb,64,,"[94.4, 53.0]",3753973,0,,,,,0.10706565,,Right Foot,,,,"[115.8, 55.3]",,Ground Pass,,21.523243,Pass Offside,,Enner Remberto Valencia Lastra,28559.0,,,,,,,1,Regular Play,Dimitri Payet,3491.0,Left Midfield,4,West Ham United,40,['1810e2cf-74bb-4ab8-a480-d4ecdd6412fe'],49,,,,,,,,,,,,,,,,,West Ham United,40,00:00:49.830,Pass,
,,,,,,,,,,,,,,,,,,,3.766806,,,,,,,,,,,,,,,94025c1f-bd2a-4c06-8ee8-1ccb11c30e0a,66,,"[8.4, 32.0]",3753973,1,,True,,,0.6862868,,Right Foot,,,,"[67.0, 80.0]",,High Pass,,75.74932,Out,,,,,,True,,,Free Kick,1,From Free Kick,Thibaut Courtois,3509.0,Goalkeeper,5,Chelsea,33,,17,,,,,,,,,,,,,,,,,Chelsea,33,00:01:17.458,Pass,
,,,,,,,,,,,,,,,,,,,1.240165,,,,,,,,,,,,,,,28046597-4dc0-4e43-8225-c4c707983bb9,67,,"[55.8, 0.1]",3753973,1,,,,,0.12591262,,,,,,"[71.6, 2.1]",,Low Pass,,15.926079,Incomplete,,Diafra Sakho,3962.0,,,,,,Throw-in,1,From Throw In,Aaron Cresswell,3062.0,Left Back,6,West Ham United,40,"['4a6acc0b-06da-4949-95cb-1ee85bd0d811', 'a4af7ffc-ef08-4b8e-8ac1-912c02a5f751']",39,,,,,,,,,,,,,,,,,West Ham United,40,00:01:39.264,Pass,
,,,,,,,,,,,,,,,,,,,2.178474,,,,,,,,,,,,,,,a4af7ffc-ef08-4b8e-8ac1-912c02a5f751,69,,"[48.5, 78.0]",3753973,1,,,,,-1.674321,,Right Foot,,,,"[47.7, 70.3]",,High Pass,,7.741447,,,John Michael Nchekwube Obinna,5475.0,,,,,,Interception,1,Regular Play,Branislav Ivanović,5594.0,Right Back,7,Chelsea,33,"['28046597-4dc0-4e43-8225-c4c707983bb9', 'e3ba154b-81bd-4b72-a9a6-96955e68d77e']",40,,,,,,,,,,,,,,,,,Chelsea,33,00:01:40.504,Pass,
,,,,,,,,,,,,,,,,,,,0.407813,,,,,,,,,,,,,,,45e2fff2-1563-4559-8948-46cbbc31e3a8,72,,"[45.4, 69.3]",3753973,1,,,,,0.98279375,,Right Foot,,,,"[48.8, 74.4]",,Ground Pass,,6.129437,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,John Michael Nchekwube Obinna,5475.0,Left Defensive Midfield,7,Chelsea,33,['0a49d70b-3438-416b-b21d-4369bcd8c0e9'],43,,,,,,,,,,,,,,,,,Chelsea,33,00:01:43.595,Pass,
,,,,,,,,,,,,,,,,,,,1.090562,,,,,,,,,,,,,,,6159da17-db61-4759-8e6e-c82311ec0f87,74,,"[48.8, 74.9]",3753973,1,,,,,3.1010742,,Right Foot,,,,"[34.0, 75.5]",,Ground Pass,,14.812158,,,Gary Cahill,3645.0,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Defensive Midfield,7,Chelsea,33,['68f4785f-1000-4ede-b078-2849e7507fd1'],44,,,,,,,,,,,,,,,,,Chelsea,33,00:01:44.003,Pass,
,,,,,,,,,,,,,,,,,,,2.955592,,,,,,,,,,,,,,,8ee0bdaf-9480-4a4a-a30a-f6df5be1033b,77,,"[32.9, 73.2]",3753973,1,,,,,-2.228044,,Right Foot,,,,"[8.9, 42.1]",,Ground Pass,,39.28371,,,Thibaut Courtois,3509.0,,,,,,,1,Regular Play,Gary Cahill,3645.0,Right Center Back,7,Chelsea,33,['c3402232-4c01-4c79-a1ea-3b0538d501b5'],45,,,,,,,,,,,,,,,,,Chelsea,33,00:01:45.898,Pass,
,,,,,,,,,,,,,,,,,,,2.030298,,,,,,,,,,,,,,,5898ccf0-96a3-4291-9cab-cca38742e5c3,80,,"[8.9, 42.1]",3753973,1,,,,,0.99719065,,Left Foot,,,,"[20.4, 59.9]",,Ground Pass,,21.191744,,,Gary Cahill,3645.0,,,,,,,1,Regular Play,Thibaut Courtois,3509.0,Goalkeeper,7,Chelsea,33,['60324eeb-f213-4775-be0d-d88e4fde2e9d'],49,,,,,,,,,,,,,,,,,Chelsea,33,00:01:49.762,Pass,
,,,,,,,,,,,,,,,,,,,1.414642,,,,,,,,,,,,,,,7ff1ed61-b889-420c-bc3e-3e1780a193bd,83,,"[22.5, 61.9]",3753973,1,,,,,0.72556186,,Right Foot,,,,"[34.0, 72.1]",,Ground Pass,,15.371727,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,Gary Cahill,3645.0,Right Center Back,7,Chelsea,33,['5f654c2c-0774-4fa5-bd84-7b4f8d25455d'],53,,,,,,,,,,,,,,,,,Chelsea,33,00:01:53.114,Pass,
,,,,,,,,,,,,,,,,,,,1.23437,,,,,,,,,,,,,,,1b46e668-5a62-4050-92d9-ffa08147ad61,86,,"[25.2, 54.6]",3753973,1,,,,,-1.6295521,,Right Foot,,,,"[23.7, 29.1]",,Ground Pass,,25.544079,,,John Terry,20287.0,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Defensive Midfield,7,Chelsea,33,['cad856a9-05f0-473e-bec7-88e7fe43cbf3'],58,,,,,,,,,,,,,,,,,Chelsea,33,00:01:58.587,Pass,
,,,,,,,,,,,,,,,,,,,2.330561,,,,,,,,,,,,,,,fffe704c-9c7f-412a-aa26-4c1e64cce724,88,,"[23.7, 29.1]",3753973,1,,,,,2.7766795,,Left Foot,,,,"[5.9, 35.9]",,Ground Pass,,19.054659,,,Thibaut Courtois,3509.0,,,,,,,1,Regular Play,John Terry,20287.0,Left Center Back,7,Chelsea,33,['561f5fd1-c7c5-4d85-bc9e-a2401796a19a'],59,,,,,,,,,,,,,,,,,Chelsea,33,00:01:59.822,Pass,
,,,,,,,,,,,,,,,,,,,4.39203,,,,,,,,,,,,,,,7a8974eb-f7ea-4e9f-9f13-6363295f9269,90,,"[5.9, 35.4]",3753973,2,,,,,0.53047454,,Left Foot,,,,"[65.4, 70.3]",,High Pass,,68.98014,,,Branislav Ivanović,5594.0,,,,,,,1,Regular Play,Thibaut Courtois,3509.0,Goalkeeper,7,Chelsea,33,['019929aa-49be-40c1-bb02-2cd3b8ac243f'],2,,,,,,,,,,,,,,,,,Chelsea,33,00:02:02.152,Pass,
,,,,,,,,,,,,,,,,,,,1.728741,,,,,,,,,,,,,,,6262ab50-72fc-451f-a4b8-c53da6d903f0,92,,"[65.1, 69.9]",3753973,2,,,,,1.5285679,,Head,,,,"[65.4, 77.0]",,Low Pass,,7.106335,,,Loïc Rémy,6623.0,,,,,,,1,Regular Play,Branislav Ivanović,5594.0,Right Back,7,Chelsea,33,['f30c0256-a88f-4c55-aa57-951244455b27'],6,,,,,,,,,,,,,,,,,Chelsea,33,00:02:06.584,Pass,
,,,,,,,,,,,,,,,,,,,1.165608,,,,,,,,,,,,,,,d0479793-fa13-425e-8f67-96657ad31994,95,,"[81.1, 69.7]",3753973,2,,,,,-2.4586384,,Right Foot,,,,"[75.2, 64.9]",,Ground Pass,,7.605919,,,Willian Borges da Silva,3472.0,,,,,,,1,Regular Play,Loïc Rémy,6623.0,Center Forward,7,Chelsea,33,['1d6d2001-db3a-4f31-88b3-4b2b5727720c'],11,,,,,,,,,,,,,,,,,Chelsea,33,00:02:11.027,Pass,
,,,,,,,,,,,,,,,,,,,2.208875,,,,,,,,,,,,,,,f83c5c6b-b965-4bb5-8891-366c07dab015,98,,"[79.4, 62.3]",3753973,2,,,,,-1.0141209,,Right Foot,,,,"[105.6, 20.2]",,High Pass,,49.586792,,,Oscar dos Santos Emboaba Júnior,40122.0,,,True,,,,1,Regular Play,Willian Borges da Silva,3472.0,Right Wing,7,Chelsea,33,['67965a5b-1c39-4460-8a66-4163e91d238c'],13,,,,,,,,,,,,,,,,,Chelsea,33,00:02:13.332,Pass,
,,,,,,,,,,,,,,,,,,,2.062457,,,,,,,,,,,,,,,7552129c-1459-4f17-956a-d4e4b7397ab0,101,,"[114.5, 14.0]",3753973,2,,,,,2.133804,,Right Foot,,True,,"[106.8, 26.2]",,Ground Pass,,14.426711,Incomplete,,César Azpilicueta Tanco,3957.0,,,,,,,1,Regular Play,Oscar dos Santos Emboaba Júnior,40122.0,Center Attacking Midfield,7,Chelsea,33,"['1a8d02b9-6f4b-4f38-acbb-0f1021221b16', '3018238e-2a33-4d16-b0ce-ce6d54473642']",16,,,,,,,,,,,,,,,,,Chelsea,33,00:02:16.986,Pass,
,,,,,,,,,,,,,,,,,,,2.442865,,,,,,,,,,,,,,,d84599d1-d63a-47dd-ad32-620f5ddccffc,105,,"[15.4, 33.8]",3753973,2,,True,,,-0.5935427,,Head,,,,"[23.7, 28.2]",,Low Pass,,10.012492,,,John Terry,20287.0,,,,,,Recovery,1,Regular Play,Thibaut Courtois,3509.0,Goalkeeper,8,Chelsea,33,['746bcd0b-799e-466d-8688-a2545a6a6616'],24,,,,,,,,,,,,,,,,,Chelsea,33,00:02:24.619,Pass,
,,,,,,,,,,,,,,,,,,,1.455017,,,,,,,,,,,,,,,73a3f88e-396f-482a-895b-d7d0980f84fb,107,,"[30.9, 28.3]",3753973,2,,,,,-0.29696223,,Right Foot,,,,"[49.2, 22.7]",,Ground Pass,,19.13766,,,John Michael Nchekwube Obinna,5475.0,,,,,,,1,Regular Play,John Terry,20287.0,Left Center Back,8,Chelsea,33,['a641a3b7-5d3d-4adf-b978-31b3c7961287'],28,,,,,,,,,,,,,,,,,Chelsea,33,00:02:28.747,Pass,
,,,,,,,,,,,,,,,,,,,2.141989,,,,,,,,,,,,,,,bdd005ed-cd12-487e-8145-2c9c0477fbcd,110,,"[42.9, 28.3]",3753973,2,,,,,1.5109224,,Right Foot,,,,"[45.1, 65.0]",,Ground Pass,,36.76588,,,Gary Cahill,3645.0,,,,,,,1,Regular Play,John Michael Nchekwube Obinna,5475.0,Left Defensive Midfield,8,Chelsea,33,['dd39188f-fa05-43d9-9b88-6c85888d958f'],31,,,,,,,,,,,,,,,,,Chelsea,33,00:02:31.584,Pass,
