bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b50e5f92-f91b-477c-99c1-51f054602eb0,1,,,,3754247,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 20201, 'name': 'Maarten Stekelenburg'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 3329, 'name': 'Cédric Ricardo Alves Soares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 16181, 'name': 'Jordy Clasie'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3842, 'name': 'Shane Long'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 11062, 'name': 'Graziano Pellè'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Southampton,25,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2be2b8da-e038-4812-8afd-7e5101eb9481,2,,,,3754247,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 4035, 'name': 'Ryan Shawcross'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3636, 'name': 'Charlie Adam'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 27}, {'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3670, 'name': 'Jonathan Walters'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Stoke City,30,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,896baffa-8ee7-48ac-843d-4f3290319fdc,3,,,,3754247,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,['10f3d018-3787-46e7-ab6f-656ac4d616f5'],0,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,10f3d018-3787-46e7-ab6f-656ac4d616f5,4,,,,3754247,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,['896baffa-8ee7-48ac-843d-4f3290319fdc'],0,,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,08a00b73-e4a3-457d-b04d-35327a5ea8fe,1657,,,,3754247,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,110,Southampton,25,['e805e6f4-a504-4a94-bbf3-227c52263b8b'],0,,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e805e6f4-a504-4a94-bbf3-227c52263b8b,1658,,,,3754247,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,110,Southampton,25,['08a00b73-e4a3-457d-b04d-35327a5ea8fe'],0,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.410029,,,,,,,,,,,,,,c07b5c71-fea4-4590-9ad9-ae731dd53069,5,,,"[60.0, 40.0]",3754247,0,,,,,1.5232133,,Right Foot,,,,"[60.1, 42.1]",,Ground Pass,,2.1023796,,,,Graziano Pellè,11062.0,,,,,,Kick Off,1,From Kick Off,Steven Davis,3828.0,Center Attacking Midfield,2,Southampton,25,['affc97e3-8d41-484b-a9d3-17e1a82d3f34'],0,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.529,Pass,
,,,,,,,,,,,,,,,,,,1.43169,,,,,,,,,,,,,,b7350eb4-74aa-4394-88a4-cf3245484fe6,7,,,"[59.5, 42.4]",3754247,0,,,,,-2.5234485,,Right Foot,,,,"[46.0, 32.8]",,Ground Pass,,16.565325,,,,Jordy Clasie,16181.0,,,,,,,1,From Kick Off,Graziano Pellè,11062.0,Center Forward,2,Southampton,25,['f62d9e44-6e75-4bb8-826f-e6076606ddeb'],0,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.939,Pass,
,,,,,,,,,,,,,,,,,,2.052311,,,,,,,,,,,,,,0abf59aa-6e70-4719-a2a8-eb01fd284bfa,10,,,"[45.5, 34.2]",3754247,0,,,,,2.0441523,,Right Foot,,,,"[32.9, 58.8]",,Ground Pass,,27.639103,,,,Dušan Tadić,3831.0,,,,,,,1,From Kick Off,Jordy Clasie,16181.0,Left Defensive Midfield,2,Southampton,25,['f4a6d06a-34b3-45b5-b8f7-3fbee05a71ee'],3,,,,,,,,,,,,,,,,,Southampton,25,00:00:03.120,Pass,
,,,,,,,,,,,,,,,,,,1.531687,,,,,,,,,,,,,,38ebc797-22de-4618-8d96-d809dda862f4,13,,,"[32.9, 64.9]",3754247,0,,,,,-0.32010582,,Right Foot,,,,"[69.4, 52.8]",,High Pass,,38.45335,,,,Steven Davis,3828.0,,,,,,,1,From Kick Off,Dušan Tadić,3831.0,Left Wing,2,Southampton,25,['3d1e1ef5-5a36-46c9-acfd-8211c257b4b7'],6,,,,,,,,,,,,,,,,,Southampton,25,00:00:06.994,Pass,
