50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a591dc65-c9a3-4bad-865b-6b62995383e9,1,,,3753983,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3340, 'name': 'Kyle Naughton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 7063, 'name': 'Jefferson Antonio Montero Vite'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 20521, 'name': 'Bafétimbi Gomis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Swansea City,26,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9404b321-9946-4886-9777-3db81b189f99,2,,,3753983,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 3437, 'name': 'Francis Joseph Coquelin'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 34}, {'player': {'id': 11386, 'name': 'Santiago Cazorla González'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 5581, 'name': 'Joel Nathaniel Campbell Samuels'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 28}, {'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Arsenal,1,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,604b7109-bc9f-4ab5-b0ac-e2eac4f65c15,3,,,3753983,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,['a1e837cb-231d-43b3-9ad7-3006c3b34e6c'],0,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a1e837cb-231d-43b3-9ad7-3006c3b34e6c,4,,,3753983,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,['604b7109-bc9f-4ab5-b0ac-e2eac4f65c15'],0,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,87f440bb-a696-4c30-8db3-50e94e468f61,1927,,,3753983,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,94,Swansea City,26,['609e3cff-1d4f-4654-8a4a-7cf37e121475'],0,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,609e3cff-1d4f-4654-8a4a-7cf37e121475,1928,,,3753983,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,94,Swansea City,26,['87f440bb-a696-4c30-8db3-50e94e468f61'],0,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.326918,,,,,,,,,,,,,eb7d402e-7985-448b-bbb7-cb5a42efd48e,5,,"[60.0, 40.0]",3753983,0,,,,,1.19029,,Left Foot,,,"[60.4, 41.0]",,Ground Pass,,1.0770329,,,,Mesut Özil,3496.0,,,,,,Kick Off,1,From Kick Off,Olivier Giroud,3604.0,Center Forward,2,Arsenal,1,['a9eb7be9-3fa3-487d-851d-c3f8de83c85f'],0,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.607,Pass,
,,,,,,,,,,,,,,,,1.821518,,,,,,,,,,,,,8e39fd33-6324-4230-8844-324c28017103,8,,"[60.0, 41.4]",3753983,0,,,,,3.1297588,,Right Foot,,,"[43.1, 41.6]",,Ground Pass,,16.901184,,,,Francis Joseph Coquelin,3437.0,,,,,,,1,From Kick Off,Mesut Özil,3496.0,Center Attacking Midfield,2,Arsenal,1,['29230da0-ac99-46c4-843f-890254abe052'],1,,,,,,,,,,,,,,,,,Arsenal,1,00:00:01.119,Pass,
,,,,,,,,,,,,,,,,2.47981,,,,,,,,,,,,,ac8c8813-11d8-486a-8197-34c8bd0af55d,10,,"[43.1, 41.6]",3753983,0,,,,,1.9963671,,Right Foot,,,"[33.4, 63.0]",,Ground Pass,,23.495745,,,,Héctor Bellerín Moruno,3511.0,,,,,,,1,From Kick Off,Francis Joseph Coquelin,3437.0,Right Center Midfield,2,Arsenal,1,['49c730f5-d8be-4a84-ae73-aed8965a9d33'],2,,,,,,,,,,,,,,,,,Arsenal,1,00:00:02.941,Pass,
,,,,,,,,,,,,,,,,1.226611,,,,,,,,,,,,,2984d69c-5edb-49a5-a80f-f00a12b9a175,12,,"[33.0, 60.7]",3753983,0,,,,,-2.6718102,,Right Foot,,,"[13.5, 50.8]",,Ground Pass,,21.869156,,,,Per Mertesacker,3475.0,,,,,,,1,From Kick Off,Héctor Bellerín Moruno,3511.0,Right Back,2,Arsenal,1,['fb55fcb3-eee7-4d11-ba5e-20399dfb09db'],5,,,,,,,,,,,,,,,,,Arsenal,1,00:00:05.420,Pass,
