ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,a82ce2be-1c01-4007-8a74-f381eafec1f2,1,,,,3754080,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur,38,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3308, 'name': 'Kieran Trippier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3611, 'name': 'Kevin Wimmer'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 3086, 'name': 'Ben Davies'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 33}, {'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 3037, 'name': 'Mousa Sidi Yaya Dembélé'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 4831, 'name': 'Nacer Chadli'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Tottenham Hotspur,38,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,02f79b28-a29a-4b55-97fd-c63df9988bf1,2,,,,3754080,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur,38,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 16}, {'player': {'id': 23488, 'name': 'Mario Suárez Mata'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 29}, {'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Watford,23,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,d0b2a5fa-4d78-4850-9079-c0239c8a424f,3,,,,3754080,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur,38,['52da0b13-a7b9-4b9a-a27b-86b2f6920e5f'],0,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,52da0b13-a7b9-4b9a-a27b-86b2f6920e5f,4,,,,3754080,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur,38,['d0b2a5fa-4d78-4850-9079-c0239c8a424f'],0,,,,,,,,,,,,,,,,,,Watford,23,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,f4ab23b5-1213-4a4d-b1cc-2de44dabca0b,1870,,,,3754080,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,101,Watford,23,['195af118-42ca-4233-a636-ecf5644ac23f'],0,,,,,,,,,,,,,,,,,,Watford,23,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,195af118-42ca-4233-a636-ecf5644ac23f,1871,,,,3754080,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,101,Watford,23,['f4ab23b5-1213-4a4d-b1cc-2de44dabca0b'],0,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.277985,,,,,,,,,,,43fe2b52-9c72-495a-b684-8c00fe85ef8f,5,,,"[61.0, 40.1]",3754080,0,,,,,-2.9408693,,Right Foot,,,,"[37.9, 35.4]",,Ground Pass,,23.57329,,,Harry Kane,10955.0,,,,,Kick Off,1,From Kick Off,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,2,Tottenham Hotspur,38,['13be85b1-4538-4335-89ed-f3b338b200e1'],0,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.179,Pass,
,,,,,,,,,,,,,,1.428446,,,,,,,,,,,7a7f2eb1-bcaf-4bc1-8aea-ee4bc5e8e5ff,7,,,"[38.4, 34.9]",3754080,0,,,,,-0.40609807,,Right Foot,,,,"[48.4, 30.6]",,Ground Pass,,10.885311,,,Kevin Wimmer,3611.0,,,,,,1,From Kick Off,Harry Kane,10955.0,Center Forward,2,Tottenham Hotspur,38,['bdd7c8c3-54f6-4b03-acec-5c595d88763f'],0,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.457,Pass,
,,,,,,,,,,,,,,1.25913,,,,,,,,,,,7442dc11-46bf-4322-aa5f-4572b6484605,10,,,"[40.6, 30.7]",3754080,0,,,,,-0.4636476,,Left Foot,,,,"[46.0, 28.0]",,Ground Pass,,6.0373836,,,Mousa Sidi Yaya Dembélé,3037.0,,,,,,1,From Kick Off,Kevin Wimmer,3611.0,Left Center Back,2,Tottenham Hotspur,38,['8ce251bc-f7c7-482e-9af6-bf938e783ad2'],2,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:02.144,Pass,
,,,,,,,,,,,,,,1.67083,,,,,,,,,,,39f5ed40-faa5-4e65-84f0-c53fef7ec427,13,,,"[42.7, 28.0]",3754080,0,,,,,2.5727448,,Right Foot,,,,"[36.6, 31.9]",,Ground Pass,,7.2401657,,,Kevin Wimmer,3611.0,,,,,,1,From Kick Off,Mousa Sidi Yaya Dembélé,3037.0,Left Defensive Midfield,2,Tottenham Hotspur,38,['9ab878b3-c985-457d-8f24-6a1d2910bc78'],3,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:03.523,Pass,
