ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.823796,,,,,,,,,,,,,,95a5406f-9588-458b-9240-d452382dad1b,19,,"[39.6, 26.9]",3754088,0,,,,,1.9660575,,Right Foot,,,,"[27.0, 57.1]",,Ground Pass,,32.72308,,,,Chancel Mbemba Mangulu,3044.0,,,,,,1,From Kick Off,Cheik Ismaël Tioté,42900.0,Right Center Midfield,2,Newcastle United,37,['51f637aa-6670-4589-932d-37b42cecf361'],5,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:05.681,Pass,
,,,,,,,,,,,,,,,,,0.827973,,,,,,,,,,,,,,3fba1e6b-b564-41dc-afe9-789fbd80fcf4,22,,"[27.0, 57.1]",3754088,0,,,,,-1.5311346,,Right Foot,,,,"[27.5, 44.5]",,Ground Pass,,12.609917,,,,Fabricio Coloccini,26207.0,,,,,,1,From Kick Off,Chancel Mbemba Mangulu,3044.0,Right Center Back,2,Newcastle United,37,['3ffdbee2-dbbc-42ac-9070-7fb7346fae6d'],9,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:09.433,Pass,
,,,,,,,,,,,,,,,,,3.115357,,,,,,,,,,,,,,19b7abb5-81f5-4a4f-8f75-0a0c840127b2,25,,"[35.5, 45.1]",3754088,0,,,,,-0.3986921,,Right Foot,,,,"[88.2, 22.9]",,High Pass,,57.18505,,Incomplete,,Aleksandar Mitrović,4269.0,,,,,,1,From Kick Off,Fabricio Coloccini,26207.0,Left Center Back,2,Newcastle United,37,"['bf3c30dc-4da5-4f7d-b00a-4e9833dea5c2', 'c596c7b1-acf1-4b76-acf8-ff455bd18ea5']",12,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:12.705,Pass,
,,,,,,,,,,,,,,,,,1.884593,,,,,,,,,,,,,,bf3c30dc-4da5-4f7d-b00a-4e9833dea5c2,28,,"[31.9, 57.2]",3754088,0,,,,True,1.0058919,,,,,,"[36.4, 64.3]",,Low Pass,,8.405951,,Incomplete,,Ashley Young,3612.0,,,,,Recovery,1,From Kick Off,Chris Smalling,10958.0,Right Center Back,2,Newcastle United,37,"['0511f660-e02d-4503-b981-1b6e13ee4d31', '19b7abb5-81f5-4a4f-8f75-0a0c840127b2', 'bcc55e95-3293-437b-8cea-502ca29e31fe', 'f4a2caf7-bdfc-47d0-8df2-af15276b412c']",15,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:15.821,Pass,True
,,,,,,,,,,,,,,,,,1.790422,,,,,,,,,,,,,,b3e167bc-eeb4-4077-9519-4e2e57ca4f59,32,,"[75.1, 3.5]",3754088,0,,,,,2.819842,,Right Foot,,,,"[56.8, 9.6]",,Ground Pass,,19.289894,,,,Paul Dummett,3065.0,,,,,,1,From Kick Off,Georginio Wijnaldum,3567.0,Center Attacking Midfield,2,Newcastle United,37,['d1578669-266a-4591-b9df-c0ce8a08e798'],19,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:19.654,Pass,
,,,,,,,,,,,,,,,,,0.861587,,,,,,,,,,,,,,6b242542-de70-440c-819a-b76ab3ddf310,35,,"[56.8, 9.6]",3754088,0,,,,,2.3026743,,Left Foot,,,,"[51.5, 15.5]",,Ground Pass,,7.930952,,,,Cheik Ismaël Tioté,42900.0,,,,,,1,From Kick Off,Paul Dummett,3065.0,Left Back,2,Newcastle United,37,['2194f63c-c499-459a-bda8-aff3ff00fe83'],21,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:21.626,Pass,
,,,,,,,,,,,,,,,,,1.060572,,,,,,,,,,,,,,5fd2917f-2c94-4f59-bcab-32703c6c44cd,38,,"[51.5, 15.5]",3754088,0,,,,,2.8181946,,Right Foot,,,,"[33.3, 21.6]",,Ground Pass,,19.195051,,,,Fabricio Coloccini,26207.0,,,,,,1,From Kick Off,Cheik Ismaël Tioté,42900.0,Right Center Midfield,2,Newcastle United,37,['5a10434f-f871-48d9-aa22-a930896b3685'],22,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:22.940,Pass,
,,,,,,,,,,,,,,,,,1.481171,,,,,,,,,,,,,,eb5f1fcd-cf46-433e-a70d-b20ff2240ba8,41,,"[36.5, 30.7]",3754088,0,,,,,-1.2607411,,Right Foot,,,,"[39.8, 20.4]",,Ground Pass,,10.815729,,,,Cheik Ismaël Tioté,42900.0,,,,,,1,From Kick Off,Fabricio Coloccini,26207.0,Left Center Back,2,Newcastle United,37,['a4ede624-a441-4e48-879f-2429de110093'],27,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:27.749,Pass,
,,,,,,,,,,,,,,,,,1.53626,,,,,,,,,,,,,,ff28ba03-6be8-4324-8e10-302dd2e91f4d,44,,"[39.4, 26.9]",3754088,0,,,,,2.425051,,Right Foot,,,,"[27.0, 37.7]",,Ground Pass,,16.443844,,,,Fabricio Coloccini,26207.0,,,,,,1,From Kick Off,Cheik Ismaël Tioté,42900.0,Right Center Midfield,2,Newcastle United,37,['e5b5ba78-40c3-40d1-8ded-dcb4010deef5'],31,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:31.035,Pass,
,,,,,,,,,,,,,,,,,1.646379,,,,,,,,,,,,,,2895ef3b-92b6-4c97-8c35-63a79de56da6,47,,"[38.6, 35.8]",3754088,0,,,,,-1.3223089,,Right Foot,,,,"[43.7, 15.7]",,Ground Pass,,20.736923,,,,Cheik Ismaël Tioté,42900.0,,,,,,1,From Kick Off,Fabricio Coloccini,26207.0,Left Center Back,2,Newcastle United,37,['a0cb4321-8d5a-4743-a5cf-afc92d8ff3d1'],36,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:36.457,Pass,
,,,,,,,,,,,,,,,,,2.51952,,,,,,,,,,,,,,6666ede3-48d2-4708-b183-732b3a089fe0,51,,"[39.2, 21.4]",3754088,0,,,,,1.6728373,,Right Foot,,,,"[34.5, 67.3]",,High Pass,,46.140003,,,,Chancel Mbemba Mangulu,3044.0,,True,,,,1,From Kick Off,Cheik Ismaël Tioté,42900.0,Right Center Midfield,2,Newcastle United,37,"['169b29a0-f123-45f1-844e-ce99802a16d6', 'bfb82a8d-a5a7-4e87-910c-d2320bab4f1b']",40,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:40.917,Pass,True
,,,,,,,,,,,,,,,,,1.03725,,,,,,,,,,,,,,c013656e-387e-4cf0-9946-5b6314461f8f,54,,"[47.3, 65.8]",3754088,0,,,,,-0.16411562,,Right Foot,,,,"[63.0, 63.2]",,Ground Pass,,15.913831,,,,Moussa Sissoko,3091.0,,,,,,1,From Kick Off,Chancel Mbemba Mangulu,3044.0,Right Center Back,2,Newcastle United,37,['76ae0d6a-079d-479c-b466-e266cccb19c1'],45,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:45.956,Pass,
,,,,,,,,,,,,,,,,,1.177754,,,,,,,,,,,,,,21329208-1ee6-4673-ae55-7fab592d5e1a,60,,"[69.6, 51.9]",3754088,1,,True,,,0.92006207,,Right Foot,,,,"[83.0, 69.5]",,Ground Pass,,22.120579,,,,Moussa Sissoko,3091.0,,,,,Free Kick,1,From Free Kick,Jack Colback,9649.0,Left Center Midfield,3,Newcastle United,37,['04373ecf-5e0f-4e0d-9adc-48cc97577075'],4,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:04.487,Pass,
,,,,,,,,,,,,,,,,,0.71932,,,,,,,,,,,,,,c88e8fe0-21e0-4a42-af6a-d9f0e419b2aa,64,,"[83.0, 69.5]",3754088,1,,,,,2.2609422,,Right Foot,,,,"[75.9, 78.1]",,Ground Pass,,11.15213,,,,Daryl Janmaat,3650.0,,,,,,1,From Free Kick,Moussa Sissoko,3091.0,Right Wing,3,Newcastle United,37,['54b18704-e84b-47e7-a8fd-02729a7e4d51'],7,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:07.104,Pass,
,,,,,,,,,,,,,,,,,2.905369,,,,,,,,,,,,,,ace03a93-36b5-4398-abec-5cd8c570eb28,67,,"[75.9, 78.1]",3754088,1,,,,,-0.032040313,,Right Foot,,,,"[107.1, 77.1]",,High Pass,,31.21602,,Incomplete,,Moussa Sissoko,3091.0,,,,,,1,From Free Kick,Daryl Janmaat,3650.0,Right Back,3,Newcastle United,37,"['5306ece0-674d-4f6a-83f7-5837b87e9a7b', '8140cf47-b52b-42b9-9b36-8727537b0c66']",7,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:07.944,Pass,
,,,,,,,,,,,,,,,,,1.086441,,,,,,,,,,,,,,d9767f84-69b4-4d45-a9a4-a52edb89b98c,71,,"[87.9, 80.0]",3754088,1,,,,,-0.82091624,,,,,,"[97.4, 69.8]",,Low Pass,,13.938795,,,,Aleksandar Mitrović,4269.0,,,,,Throw-in,1,From Throw In,Daryl Janmaat,3650.0,Right Back,4,Newcastle United,37,['3d937c4f-f69f-4ce4-bd4c-caa712cbdcf6'],26,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:26.997,Pass,
,,,,,,,,,,,,,,,,,1.226272,,,,,,,,,,,,,,061ec44f-52ac-42ae-8af8-757ad3a1940a,75,,"[98.7, 69.8]",3754088,1,,,,,2.5491652,,Right Foot,,,,"[88.3, 76.8]",,Ground Pass,,12.536347,,,,Daryl Janmaat,3650.0,,,,,,1,From Throw In,Aleksandar Mitrović,4269.0,Center Forward,4,Newcastle United,37,"['0cca9c97-e59a-4ced-88c6-347be34123bf', '935001c8-4216-4e5c-bf35-968332cfdd75']",28,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:28.124,Pass,True
,,,,,,,,,,,,,,,,,0.558644,,,,,,,,,,,,,,2ae44b2f-8c70-4abe-8548-f6f42e07bb36,78,,"[92.6, 74.8]",3754088,1,,,,,0.0,,Left Foot,,,,"[98.7, 74.8]",,Ground Pass,,6.1,,,,Moussa Sissoko,3091.0,,,,,,1,From Throw In,Daryl Janmaat,3650.0,Right Back,4,Newcastle United,37,['440d592e-5eee-40f8-95d3-33a12e346192'],30,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:30.688,Pass,
,,,,,,,,,,,,,,,,,0.164306,,,,,,,,,,,,,,628f9e9d-0fa7-4bd6-a370-d18ac9669faa,83,,"[116.9, 77.7]",3754088,1,,,,,-1.4337301,,Right Foot,,,,"[117.3, 74.8]",,Ground Pass,,2.9274561,,Incomplete,,Aleksandar Mitrović,4269.0,,,,,,1,From Throw In,Moussa Sissoko,3091.0,Right Wing,4,Newcastle United,37,"['3d444018-7bc1-4cf7-924d-1f8155593a15', '4fca9754-233e-4199-92a7-9e03230dd84b', 'b1ff009c-a55e-4880-9d5d-11afc57a50b9']",35,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:35.782,Pass,True
,,,,,,,,,,,,,,,,,2.708508,,,,,,,,,,,,,,05d7450b-a6f9-493d-ac5e-a5c966cc65bb,86,,"[120.0, 80.0]",3754088,1,,,,,-1.725445,,Left Foot,,,,"[111.8, 27.4]",,High Pass,True,53.235325,,Incomplete,,,,,True,Inswinging,,Corner,1,From Corner,Jack Colback,9649.0,Left Center Midfield,5,Newcastle United,37,['eed15ca3-af3f-4863-9b42-a69e9c9a2ec8'],55,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:55.983,Pass,
,,,,,,,,,,,,,,,,,1.256786,,,,,,,,,,,,,,57800a4d-2337-4524-91a7-aba89f67d4be,93,,"[74.9, 6.7]",3754088,2,,,,,2.168132,,Right Foot,,,,"[63.2, 23.9]",,Ground Pass,,20.802164,,,,Cheik Ismaël Tioté,42900.0,,,,,,1,From Corner,Georginio Wijnaldum,3567.0,Center Attacking Midfield,5,Newcastle United,37,['fa065252-ca53-445a-8aa7-8a6ac9ee393b'],7,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:07.239,Pass,
,,,,,,,,,,,,,,,,,1.461299,,,,,,,,,,,,,,bf285338-7290-47d3-80fb-335cf2e20d26,96,,"[55.7, 36.3]",3754088,2,,,,,1.7873466,,Right Foot,,,,"[51.3, 56.3]",,Ground Pass,,20.478281,,,,Daryl Janmaat,3650.0,,,,,,1,From Corner,Cheik Ismaël Tioté,42900.0,Right Center Midfield,5,Newcastle United,37,['65e94f44-0260-4612-a818-6166898a28bf'],10,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:10.188,Pass,
,,,,,,,,,,,,,,,,,2.519667,,,,,,,,,,,,,,91dcd387-ad7e-4d0a-b5bb-e3d41c06ca89,100,,"[46.2, 59.4]",3754088,2,,,,,-2.6348171,,Right Foot,,,,"[19.9, 44.8]",,Ground Pass,,30.080725,,,,Rob Elliot,3096.0,,,,,,1,From Corner,Daryl Janmaat,3650.0,Right Back,5,Newcastle United,37,['5a5a0e03-f751-4f71-8f13-2f6a0c740017'],13,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:13.096,Pass,
,,,,,,,,,,,,,,,,,1.672782,,,,,,,,,,,,,,4d58a9e9-824b-49fb-8acb-e3c8353e74e9,104,,"[20.2, 42.6]",3754088,2,,,,,-0.87605804,,Left Foot,,,,"[38.7, 20.4]",,Ground Pass,,28.897924,,,,Georginio Wijnaldum,3567.0,,,,,,1,From Corner,Rob Elliot,3096.0,Goalkeeper,5,Newcastle United,37,['b84b6f1e-81a1-4c22-bbdb-d513ab34956a'],16,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:16.993,Pass,
,,,,,,,,,,,,,,,,,1.236234,,,,,,,,,,,,,,d9a37554-7259-4f29-ac3d-39cc5d832097,107,,"[39.2, 14.6]",3754088,2,,,,,-0.63674444,,Right Foot,,,,"[51.1, 5.8]",,Ground Pass,,14.800338,,,,Fabricio Coloccini,26207.0,,,,,,1,From Corner,Georginio Wijnaldum,3567.0,Center Attacking Midfield,5,Newcastle United,37,['075d22cc-1106-4bfe-a067-37119a40803e'],19,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:19.926,Pass,
,,,,,,,,,,,,,,,,,0.934616,,,,,,,,,,,,,,861f9bb5-c799-4219-ae33-a375885ec925,110,,"[62.1, 9.4]",3754088,2,,,,,1.5707964,,Right Foot,,,,"[62.1, 18.1]",,Ground Pass,,8.7,,,,Georginio Wijnaldum,3567.0,,,,,,1,From Corner,Fabricio Coloccini,26207.0,Left Center Back,5,Newcastle United,37,['03f2d705-154c-434d-81f1-dcc98bf78563'],24,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:24.042,Pass,
,,,,,,,,,,,,,,,,,0.979076,,,,,,,,,,,,,,8a950548-79a0-41d7-a4ae-7b4dd429f351,114,,"[57.2, 8.6]",3754088,2,,,,,2.1012588,,Right Foot,,,,"[51.1, 19.0]",,Ground Pass,,12.056949,,,,Cheik Ismaël Tioté,42900.0,,,,,,1,From Corner,Georginio Wijnaldum,3567.0,Center Attacking Midfield,5,Newcastle United,37,['5ba88106-0a24-4c4e-b6ad-a00a179361dd'],27,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:27.783,Pass,
,,,,,,,,,,,,,,,,,2.19771,,,,,,,,,,,,,,5ef30227-7472-442e-9bba-5f9d603ae881,117,,"[45.8, 19.2]",3754088,2,,,,,1.7706882,,Right Foot,,,,"[38.0, 57.7]",,Ground Pass,,39.282185,,,,Chancel Mbemba Mangulu,3044.0,,,,,,1,From Corner,Cheik Ismaël Tioté,42900.0,Right Center Midfield,5,Newcastle United,37,['8b448adf-74a7-4d56-89cd-40a849695a1c'],31,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:31.034,Pass,
,,,,,,,,,,,,,,,,,0.680025,,,,,,,,,,,,,,7b84c421-4e61-4a47-a8ed-4b81b58f7783,120,,"[47.1, 59.1]",3754088,2,,,,,0.6425188,,Right Foot,,,,"[63.4, 71.3]",,Ground Pass,,20.36001,,Incomplete,,Daryl Janmaat,3650.0,,,,,,1,From Corner,Chancel Mbemba Mangulu,3044.0,Right Center Back,5,Newcastle United,37,"['7f7a9160-85c8-4642-8420-4ba2bfc55a57', 'a548de31-6f76-4689-89c2-4ac2d904c3c1']",35,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:35.035,Pass,
,,,,,,,,,,,,,,,,,0.757947,,,,,,,,,,,,,,33198331-70ce-4d2a-9a8c-1b3f8c818a95,123,,"[52.4, 80.0]",3754088,2,,,,,-1.6316966,,,,,,"[51.9, 71.8]",,Low Pass,,8.21523,,,,Jack Colback,9649.0,,,,,Throw-in,1,From Throw In,Daryl Janmaat,3650.0,Right Back,6,Newcastle United,37,['c8107d0b-8201-4e4b-b499-51e57b231155'],47,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:47.380,Pass,
,,,,,,,,,,,,,,,,,0.482627,,,,,,,,,,,,,,ed8e05b3-5c38-4820-b682-381a49eb272e,126,,"[51.9, 71.8]",3754088,2,,,,,1.5707964,,Left Foot,,,,"[51.9, 78.7]",,Ground Pass,,6.9,,,,Daryl Janmaat,3650.0,,,,,,1,From Throw In,Jack Colback,9649.0,Left Center Midfield,6,Newcastle United,37,['d2b4173f-876c-4427-b8f7-c131465f5f50'],48,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:48.297,Pass,
,,,,,,,,,,,,,,,,,0.840209,,,,,,,,,,,,,,e91352df-70e0-4451-9d7d-a4a659c226a2,129,,"[52.4, 78.6]",3754088,2,,,,,-2.1341126,,Right Foot,,,,"[50.0, 74.8]",,Ground Pass,,4.494441,,,,Jack Colback,9649.0,,,,,,1,From Throw In,Daryl Janmaat,3650.0,Right Back,6,Newcastle United,37,['2660f8fa-4b02-4b44-9b5f-b34d63aadc00'],48,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:48.820,Pass,
