bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.204833,,,,,,,,,,,,8cc3648c-93c0-4f6a-884e-4d41da5c3f69,17,,"[36.0, 30.6]",3754113,0,,,,,1.5161245,,Left Foot,,,"[37.1, 50.7]",,Ground Pass,,20.130077,,José Miguel da Rocha Fonte,3960.0,,,,,,1,From Kick Off,Virgil van Dijk,3669.0,Left Center Back,2,Southampton,25,['ecf29bd8-d92d-47d9-a51d-c292122bf598'],10,,,,,,,,,,,,,,,,,,Southampton,25,00:00:10.992,Pass,
,,,,,,,,,,,,,,,,,,1.00478,,,,,,,,,,,,66ab264c-61c4-4a4e-ad79-d686f56e2079,20,,"[50.3, 50.6]",3754113,0,,,,,-2.3321028,,Right Foot,,,"[42.2, 42.1]",,Ground Pass,,11.74138,,Virgil van Dijk,3669.0,,,,,,1,From Kick Off,José Miguel da Rocha Fonte,3960.0,Right Center Back,2,Southampton,25,['7008f736-824d-40e3-bab0-1689f10984ca'],15,,,,,,,,,,,,,,,,,,Southampton,25,00:00:15.977,Pass,
,,,,,,,,,,,,,,,,,,1.20762,,,,,,,,,,,,f437c22a-8564-4061-9a22-14e5416501e7,23,,"[49.1, 41.0]",3754113,0,,,,,1.1692806,,Right Foot,,,"[56.7, 58.9]",,Ground Pass,,19.446594,,James Ward-Prowse,3328.0,,,,,,1,From Kick Off,Virgil van Dijk,3669.0,Left Center Back,2,Southampton,25,['57dea01c-68a8-4d0c-a744-41485bfbee4a'],19,,,,,,,,,,,,,,,,,,Southampton,25,00:00:19.463,Pass,
,,,,,,,,,,,,,,,,,,1.310466,,,,,,,,,,,,09053d7d-8b8a-47a2-8899-8af42fc7f3b7,27,,"[56.5, 61.3]",3754113,0,,,,,-2.960974,,Right Foot,,,"[45.0, 59.2]",,Ground Pass,,11.690166,,José Miguel da Rocha Fonte,3960.0,,,,,,1,From Kick Off,James Ward-Prowse,3328.0,Left Defensive Midfield,2,Southampton,25,"['c00994b7-debc-421a-86b8-d98a1bc73b4b', 'f7b901a8-5762-4ae7-b974-6a2e79df5b9d']",20,,,,,,,,,,,,,,,,,,Southampton,25,00:00:20.790,Pass,True
,,,,,,,,,,,,,,,,,,2.982202,,,,,,,,,,,,7def0b38-fc9a-4df0-ad76-c9b172d1b1c8,30,,"[48.0, 57.6]",3754113,0,,,,,-0.9980051,,Right Foot,,,"[81.6, 5.5]",,High Pass,,61.99492,,Ryan Bertrand,20045.0,,True,,,,1,From Kick Off,José Miguel da Rocha Fonte,3960.0,Right Center Back,2,Southampton,25,['da596c29-0098-4569-a59c-97558f54a390'],25,,,,,,,,,,,,,,,,,,Southampton,25,00:00:25.276,Pass,
,,,,,,,,,,,,,,,,,,1.288235,,,,,,,,,,,,65f0f601-5200-4db7-83b7-8b546393fd25,36,,"[86.0, 7.5]",3754113,0,,,,,0.9189272,,Right Foot,True,,"[106.3, 34.1]",,High Pass,,33.46117,Incomplete,,,,,,,Free Kick,1,From Free Kick,James Ward-Prowse,3328.0,Left Defensive Midfield,3,Southampton,25,['576bcde6-649c-4884-a714-6565704c23db'],59,,,,,,,,,,,,,,,,,,Southampton,25,00:00:59.916,Pass,
,,,,,,,,,,,,,,,,,,1.98262,,,,,,,,,,,,2174fc13-02e4-4f3c-8e63-982b2204f146,38,,"[94.8, 28.7]",3754113,1,,,,,-0.35877067,,Left Foot,,,"[105.2, 24.8]",,Low Pass,,11.107204,,Sadio Mané,3629.0,,,,,Recovery,1,From Free Kick,Steven Davis,3828.0,Center Attacking Midfield,3,Southampton,25,['f9fac865-9f8a-4bcf-98ed-576a8097cbf7'],2,,,,,,,,,,,,,,,,,,Southampton,25,00:01:02.503,Pass,
,,,,,,,,,,,,,,,,,,2.607476,,,,,,,,,,,,dbf30899-7db2-4da1-a588-2309b29de825,41,,"[118.3, 25.1]",3754113,1,,,,,2.0841162,be0116ac-8c01-4f66-9737-3da63aabbab5,Left Foot,True,True,"[106.8, 45.5]",,Ground Pass,,23.418156,,Dušan Tadić,3831.0,True,,,,,1,From Free Kick,Sadio Mané,3629.0,Right Wing,3,Southampton,25,['ee798e84-4037-4ace-a3a2-4bcb256cec56'],6,,,,,,,,,,,,,,,,,,Southampton,25,00:01:06.750,Pass,
,,,,,,,,,,,,,,,,,,3.860527,,,,,,,,,,,,ee0ec47f-28b3-4563-85e5-dd007c26e01f,45,,"[6.0, 36.0]",3754113,1,,,,,-0.53713906,,Left Foot,,,"[59.9, 3.9]",,High Pass,,62.73452,Incomplete,Jordan Ayew,3450.0,,,,,Goal Kick,1,From Goal Kick,Bradley Guzan,12608.0,Goalkeeper,4,Aston Villa,59,"['8d272921-9f99-4645-b233-21bbce2ffd07', 'b96eb3f7-e547-464e-a384-0142a9a02d80']",52,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:52.852,Pass,
,,,,,,,,,,,,,,,,,,2.012811,,,,,,,,,,,,8d272921-9f99-4645-b233-21bbce2ffd07,47,,"[60.2, 76.2]",3754113,1,,,,,-0.92268693,,Head,,,"[73.3, 58.9]",,High Pass,,21.70023,,Graziano Pellè,11062.0,,,,,Recovery,1,Regular Play,James Ward-Prowse,3328.0,Left Defensive Midfield,5,Southampton,25,"['329b6b0a-cec9-4cb6-bd7c-52c3e3ca69a7', 'ee0ec47f-28b3-4563-85e5-dd007c26e01f']",56,,,,,,,,,,,,,,,,,,Southampton,25,00:01:56.712,Pass,
,,,,,,,,,,,,,,,,,,2.18412,,,,,,,,,,,,ac676d78-1f1b-4b26-8a1a-a1f5987d513b,50,,"[73.3, 58.9]",3754113,1,,,,,-2.3282688,,Right Foot,,,"[64.6, 49.7]",,Low Pass,,12.662148,,Victor Wanyama,3098.0,,,,,,1,Regular Play,Graziano Pellè,11062.0,Center Forward,5,Southampton,25,['708bc16e-3926-41aa-bce2-edf97f05656c'],59,,,,,,,,,,,,,,,,,,Southampton,25,00:01:59.269,Pass,
,,,,,,,,,,,,,,,,,,2.772384,,,,,,,,,,,,80c9f5ef-5555-498b-a574-0440073c21dd,53,,"[66.0, 47.4]",3754113,2,,,,,-1.014573,,Right Foot,,,"[87.2, 13.3]",,Low Pass,,40.152832,,Dušan Tadić,3831.0,,,,,,1,Regular Play,Victor Wanyama,3098.0,Right Defensive Midfield,5,Southampton,25,['ff1608ad-1efc-4a43-ac20-1fd17005a800'],1,,,,,,,,,,,,,,,,,,Southampton,25,00:02:01.530,Pass,
,,,,,,,,,,,,,,,,,,1.482889,,,,,,,,,,,,e8bfd414-be25-45cc-93c2-521b5c6d8f60,56,,"[91.1, 12.1]",3754113,2,,,,,0.9139372,33c9fc78-cdd6-4466-b38d-3eed75ee3f03,Left Foot,True,,"[110.3, 37.0]",,Low Pass,,31.442804,,Graziano Pellè,11062.0,True,,,,,1,Regular Play,Dušan Tadić,3831.0,Left Wing,5,Southampton,25,['bb63cd74-81ca-4bc8-ae8f-55b31933d6a8'],4,,,,,,,,,,,,,,,,,,Southampton,25,00:02:04.359,Pass,
,,,,,,,,,,,,,,,,,,2.647051,,,,,,,,,,,,b93303c0-4858-441e-b595-7eab26c35182,60,,"[6.0, 36.0]",3754113,2,,,,,-0.37674582,,Left Foot,,,"[61.1, 14.2]",,High Pass,,59.255802,,Rudy Gestede,19362.0,,,,,Goal Kick,1,From Goal Kick,Bradley Guzan,12608.0,Goalkeeper,6,Aston Villa,59,['14a7a779-c3b3-4223-b613-d40d296c5075'],37,,,,,,,,,,,,,,,,,,Aston Villa,59,00:02:37.481,Pass,
,,,,,,,,,,,,,,,,,,1.05184,,,,,,,,,,,,16985cb6-eb3e-4fa7-b002-cc4b8c3f9817,63,,"[61.1, 14.2]",3754113,2,,,,,0.0,,Right Foot,,,"[70.3, 14.2]",,Ground Pass,,9.2,,Jordan Ayew,3450.0,,,,,,1,From Goal Kick,Rudy Gestede,19362.0,Center Forward,6,Aston Villa,59,['ed50acd7-433f-488c-998d-8e7934efdf48'],40,,,,,,,,,,,,,,,,,,Aston Villa,59,00:02:40.170,Pass,
,,,,,,,,,,,,,,,,,,1.147267,,,,,,,,,,,,dd0fe26d-0afb-4712-b779-51b50ac0c677,67,,"[47.3, 66.8]",3754113,2,,,,,1.7033478,,Right Foot,,,"[46.9, 69.8]",,Low Pass,,3.026549,,James Ward-Prowse,3328.0,,,,,Recovery,1,Regular Play,Victor Wanyama,3098.0,Right Defensive Midfield,7,Southampton,25,['6d1284bb-f270-48d3-a6b2-9b21ac317ea9'],42,,,,,,,,,,,,,,,,,,Southampton,25,00:02:42.128,Pass,
,,,,,,,,,,,,,,,,,,1.855977,,,,,,,,,,,,43e353c5-2bbf-41a2-9a9b-e102384cba05,70,,"[46.9, 70.0]",3754113,2,,,,,2.4610715,,Right Foot,,,"[40.6, 75.1]",,Low Pass,,8.105554,,Cédric Ricardo Alves Soares,3329.0,,,,,,1,Regular Play,James Ward-Prowse,3328.0,Left Defensive Midfield,7,Southampton,25,['6c73b68c-99a9-4466-9679-1392ae1db4d5'],43,,,,,,,,,,,,,,,,,,Southampton,25,00:02:43.355,Pass,
,,,,,,,,,,,,,,,,,,1.896036,,,,,,,,,,,,1f209c6e-ea56-4346-940d-1f6575b60abf,74,,"[42.0, 77.4]",3754113,2,,,,,0.02756194,,Right Foot,,,"[81.9, 78.5]",,High Pass,,39.91516,Incomplete,Sadio Mané,3629.0,,,,,,1,Regular Play,Cédric Ricardo Alves Soares,3329.0,Right Back,7,Southampton,25,"['6350338b-35fc-40e2-9bfb-8505c580e73e', '6bf39441-6178-4ce9-8e83-a3bbfcef79f5', 'bf116448-e43a-42a5-b1cc-16a7a0b32b90']",45,,,,,,,,,,,,,,,,,,Southampton,25,00:02:45.269,Pass,True
,,,,,,,,,,,,,,,,,,1.176153,,,,,,,,,,,,bf116448-e43a-42a5-b1cc-16a7a0b32b90,76,,"[38.2, 1.6]",3754113,2,,,,,0.30919892,,Head,,,"[45.4, 3.9]",,High Pass,,7.558439,Incomplete,Idrissa Gana Gueye,3436.0,,,,,Recovery,1,Regular Play,Leandro Bacuna,9533.0,Left Back,7,Southampton,25,"['1f209c6e-ea56-4346-940d-1f6575b60abf', '93851566-b4e9-4e0d-9331-b2af9faa05bf', 'a454609b-f22d-4c06-b02b-7ae8d1bb8b8c']",47,,,,,,,,,,,,,,,,,,Aston Villa,59,00:02:47.165,Pass,
,,,,,,,,,,,,,,,,,,0.940639,,,,,,,,,,,,a454609b-f22d-4c06-b02b-7ae8d1bb8b8c,78,,"[74.7, 76.2]",3754113,2,,,,,-0.18196468,,Head,,,"[87.2, 73.9]",,High Pass,,12.709839,,Graziano Pellè,11062.0,,,,,Recovery,1,Regular Play,Steven Davis,3828.0,Center Attacking Midfield,7,Southampton,25,"['bf116448-e43a-42a5-b1cc-16a7a0b32b90', 'c9e42b27-5091-4698-8cd2-d1d8931e1784']",48,,,,,,,,,,,,,,,,,,Southampton,25,00:02:48.341,Pass,
,,,,,,,,,,,,,,,,,,1.553166,,,,,,,,,,,,593c10e9-1857-4106-b35f-636561a86086,83,,"[92.3, 67.5]",3754113,2,,,,,-2.5742292,,Left Foot,,,"[82.1, 61.0]",,Ground Pass,,12.09504,Incomplete,Steven Davis,3828.0,,,,,,1,Regular Play,Graziano Pellè,11062.0,Center Forward,7,Southampton,25,"['476deea9-bf4f-46ad-a9a5-041c243cd1f3', 'd7b20995-7d02-4629-a014-ac9b3843b39d', 'eae359fd-ba6b-40d2-ad56-e0e22bd97ea5']",53,,,,,,,,,,,,,,,,,,Southampton,25,00:02:53.148,Pass,True
,,,,,,,,,,,,,,,,,,1.253755,,,,,,,,,,,,a55ce0d6-2cb8-417a-9e92-c06fe70f2658,88,,"[39.1, 33.4]",3754113,2,,,,,2.3792672,,Right Foot,,,"[25.8, 46.1]",,Ground Pass,,18.389671,,Alan Hutton,9642.0,,,,,,1,Regular Play,Jordan Veretout,7153.0,Right Center Midfield,7,Southampton,25,['73a55a4d-710e-494d-8d35-20f9469d2f28'],56,,,,,,,,,,,,,,,,,,Aston Villa,59,00:02:56.119,Pass,
,,,,,,,,,,,,,,,,,,2.014041,,,,,,,,,,,,008e2622-de31-427c-a6e9-58d2bb40c7d9,92,,"[25.5, 48.2]",3754113,2,,,,,-0.76331973,,Right Foot,,,"[41.7, 32.7]",,Ground Pass,,22.42075,Incomplete,,,,,,,,1,Regular Play,Alan Hutton,9642.0,Right Back,7,Southampton,25,['6a55e8fd-0d28-4d8a-b269-949e0535f52f'],58,,,,,,,,,,,,,,,,,,Aston Villa,59,00:02:58.127,Pass,
,,,,,,,,,,,,,,,,,,1.626564,,,,,,,,,,,,ae8cd9d0-d5ef-401c-9782-a4269a62ce3c,95,,"[77.0, 53.0]",3754113,3,,,,,1.4758446,,Right Foot,,,"[78.6, 69.8]",,Ground Pass,,16.876019,,Cédric Ricardo Alves Soares,3329.0,,,,,,1,Regular Play,James Ward-Prowse,3328.0,Left Defensive Midfield,7,Southampton,25,['aeaaf944-4aea-4404-bfa1-f010141174fb'],1,,,,,,,,,,,,,,,,,,Southampton,25,00:03:01.448,Pass,
,,,,,,,,,,,,,,,,,,0.924496,,,,,,,,,,,,41ef085b-6140-4abf-8f3a-2a4f00b38830,98,,"[84.2, 75.5]",3754113,3,,,,,-2.6146495,,Right Foot,,,"[78.7, 72.3]",,Ground Pass,,6.3631754,,Steven Davis,3828.0,,,,,,1,Regular Play,Cédric Ricardo Alves Soares,3329.0,Right Back,7,Southampton,25,['19aa6a9b-08ab-4891-9ce4-420daaae10bb'],5,,,,,,,,,,,,,,,,,,Southampton,25,00:03:05.165,Pass,
,,,,,,,,,,,,,,,,,,0.686038,,,,,,,,,,,,518318a5-4d77-4c6b-8c3b-f4c37e0ccf8f,101,,"[79.8, 71.9]",3754113,3,,,,,-0.8050035,,Right Foot,,,"[92.3, 58.9]",,Low Pass,,18.034689,,Dušan Tadić,3831.0,,,,,,1,Regular Play,Steven Davis,3828.0,Center Attacking Midfield,7,Southampton,25,['661b39e3-341c-4aec-aa9f-48a7d11aa989'],7,,,,,,,,,,,,,,,,,,Southampton,25,00:03:07.426,Pass,
,,,,,,,,,,,,,,,,,,0.783992,,,,,,,,,,,,e2829425-3def-417b-946c-fe4b2a544415,110,,"[110.9, 73.2]",3754113,3,,,,,-2.1072319,,Right Foot,,,"[106.5, 65.8]",,Ground Pass,,8.609298,,Dušan Tadić,3831.0,,,,,,1,Regular Play,Cédric Ricardo Alves Soares,3329.0,Right Back,7,Southampton,25,['b0d5bdd1-7a2b-4851-bb62-47f3404a40b2'],13,,,,,,,,,,,,,,,,,,Southampton,25,00:03:13.671,Pass,
,,,,,,,,,,,,,,,,,,0.168826,,,,,,,,,,,,046bc9bb-dc7d-4bba-a3b0-e6eedf6034ff,113,,"[106.8, 64.5]",3754113,3,,,,,-0.9613378,,Left Foot,,,"[110.5, 59.2]",,Ground Pass,,6.463745,Incomplete,Steven Davis,3828.0,,,,,,1,Regular Play,Dušan Tadić,3831.0,Left Wing,7,Southampton,25,"['1ce2dc0f-d6bb-44a7-a904-7f3bbd84fa93', 'c68f0f65-dd7b-4e3b-a8ea-aa4a0a7aa47c']",15,,,,,,,,,,,,,,,,,,Southampton,25,00:03:15.693,Pass,
,,,,,,,,,,,,,,,,,,1.606465,,,,,,,,,,,,742e3085-196b-4a19-aaee-87a4ed518554,117,,"[2.7, 16.8]",3754113,3,,,,,0.50416595,,Left Foot,,,"[14.3, 23.2]",,Low Pass,,13.248396,Unknown,Jordan Veretout,7153.0,,,,,,1,Regular Play,Joleon Lescott,20285.0,Left Center Back,8,Aston Villa,59,['f209337d-ac85-4f1a-bab9-525c16ed8332'],18,,,,,,,,,,,,,,,,,,Aston Villa,59,00:03:18.420,Pass,
,,,,,,,,,,,,,,,,,,3.266172,,,,,,,,,,,,bd0cfa33-5f46-40ca-b0ac-e65bb1bdb13d,122,,"[17.7, 17.7]",3754113,3,,,,,-0.06582118,,Right Foot,,,"[79.9, 13.6]",,High Pass,,62.334984,,Rudy Gestede,19362.0,,,,,Free Kick,1,From Free Kick,Bradley Guzan,12608.0,Goalkeeper,9,Aston Villa,59,['5bdefc14-6c03-43e0-a2ce-6032fce992b0'],54,,,,,,,,,,,,,,,,,,Aston Villa,59,00:03:54.942,Pass,
,,,,,,,,,,,,,,,,,,0.60785,,,,,,,,,,,,7d4f87a2-fe0f-4a63-8400-297b563c6dcc,125,,"[79.9, 13.6]",3754113,3,,,,True,0.4636476,,,,,"[87.3, 17.3]",,Low Pass,,8.273452,,Jordan Ayew,3450.0,,,,,,1,From Free Kick,Rudy Gestede,19362.0,Center Forward,9,Aston Villa,59,"['29090e12-5f3d-4105-a1a4-5b707938a637', '7bdfcd82-30fa-4405-bdbe-41aceb40fd47']",58,,,,,,,,,,,,,,,,,,Aston Villa,59,00:03:58.209,Pass,True
,,,,,,,,,,,,,,,,,,1.148662,,,,,,,,,,,,bd968a88-2688-427d-b089-4a5a57d064bf,130,,"[89.6, 0.1]",3754113,4,,,,,1.3329604,,,,,"[91.2, 6.7]",,Low Pass,,6.7911706,,Jordan Veretout,7153.0,,,,,Throw-in,1,From Throw In,Leandro Bacuna,9533.0,Left Back,10,Aston Villa,59,['a8e0aad3-86cf-42b1-a121-641ee062af8b'],15,,,,,,,,,,,,,,,,,,Aston Villa,59,00:04:15.725,Pass,
,,,,,,,,,,,,,,,,,,0.756897,,,,,,,,,,,,94d77cc5-e78e-42ab-8cb0-b84858acb5aa,132,,"[92.4, 7.8]",3754113,4,,,,,-1.6006383,,Other,,,"[92.2, 1.1]",,Low Pass,,6.7029843,,Leandro Bacuna,9533.0,,,,,,1,From Throw In,Jordan Veretout,7153.0,Right Center Midfield,10,Aston Villa,59,['1b03f324-82ab-4b4a-8d37-3d627a7a4960'],16,,,,,,,,,,,,,,,,,,Aston Villa,59,00:04:16.874,Pass,
