50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8958783d-7d68-4bfb-b2a2-06df040dee3d,1,,,3754161,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3340, 'name': 'Kyle Naughton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 4631, 'name': 'Leon Britton'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 3462, 'name': 'Jack Frank Porteous Cork'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 3449, 'name': 'Wayne Routledge'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 15}]}",Swansea City,26,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,25d9d0fa-b110-498b-9123-e513d0e3970f,2,,,3754161,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 16}, {'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 29}, {'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 24}, {'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Watford,23,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1a15aa03-16de-499b-8e39-4f81b0fbb270,3,,,3754161,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,['7e41ba97-75b4-47fc-b9a2-550ef046a821'],0,,,,,,,,,,,,,,,,Watford,23,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7e41ba97-75b4-47fc-b9a2-550ef046a821,4,,,3754161,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,['1a15aa03-16de-499b-8e39-4f81b0fbb270'],0,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1598cbb4-9f33-448c-95c0-65fd1ad019c7,1816,,,3754161,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,87,Watford,23,['757f9568-408b-4671-8a56-d0e464267643'],0,,,,,,,,,,,,,,,,Watford,23,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,757f9568-408b-4671-8a56-d0e464267643,1817,,,3754161,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,87,Watford,23,['1598cbb4-9f33-448c-95c0-65fd1ad019c7'],0,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.849632,,,,,,,,,,,,,d03a73a6-a6dc-4ba6-bb8a-961e9d42d178,5,,"[60.0, 40.0]",3754161,0,,,,,-1.5707964,,Right Foot,,,,"[60.0, 37.3]",,Ground Pass,,2.7,,,,Troy Deeney,3454.0,,,,,,Kick Off,1,From Kick Off,Odion Jude Ighalo,5458.0,Right Center Forward,2,Watford,23,['786c7c70-3d6f-4598-8b7f-9eeda5972831'],1,,,,,,,,,,,,,,,,Watford,23,00:00:01.109,Pass,
,,,,,,,,,,,,,,,,,,1.313715,,,,,,,,,,,,,871a5f2c-14a5-46d3-b121-bdb9b8c78f18,8,,"[59.4, 37.9]",3754161,0,,,,,-2.5517313,,Right Foot,,,,"[47.0, 29.6]",,Ground Pass,,14.921461,,,,Ben Watson,3626.0,,,,,,,1,From Kick Off,Troy Deeney,3454.0,Left Center Forward,2,Watford,23,['9cc187b5-f1a8-4345-9ebf-10a1ac9ee5c9'],3,,,,,,,,,,,,,,,,Watford,23,00:00:03.322,Pass,
,,,,,,,,,,,,,,,,,,2.988411,,,,,,,,,,,,,125b7ae7-d504-4222-ac75-46df61f2433e,10,,"[48.9, 30.0]",3754161,0,,,,,1.0325212,,Right Foot,,,,"[73.5, 71.2]",,High Pass,,47.985413,,,,Etienne Capoue,3721.0,,,True,,,,1,From Kick Off,Ben Watson,3626.0,Left Center Midfield,2,Watford,23,['eada56c8-e9c5-454f-888b-640e8c2d0774'],4,,,,,,,,,,,,,,,,Watford,23,00:00:04.636,Pass,
,,,,,,,,,,,,,,,,,,1.854564,,,,,,,,,,,,,5d3b664b-24a6-475a-a9fc-84b889d4318c,13,,"[73.5, 71.2]",3754161,0,,,,True,-1.2844127,,,,,,"[78.3, 54.9]",,High Pass,,16.992058,,,,Troy Deeney,3454.0,,,,,,,1,From Kick Off,Etienne Capoue,3721.0,Right Midfield,2,Watford,23,"['9db4813f-2710-4b92-8b39-247385bb638d', 'e1763218-f4da-4514-8bf0-60df8e157825']",7,,,,,,,,,,,,,,,,Watford,23,00:00:07.624,Pass,True
