50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.544336,,,,,,,,,,,,,,,,04548282-8013-4327-84fb-849567adf9ac,18,,"[100.2, 54.0]",3754054,0,,,,,0.59540987,,Right Foot,,,,"[103.3, 56.1]",,Low Pass,,3.744329,,Incomplete,,,,,,,,,1,From Kick Off,Fabio Borini,7171.0,Left Wing,2,Sunderland,41,"['8d155dd2-1c1b-4033-a651-2d7ecad50f46', 'f75028fa-a95c-4524-b9d9-862a01a220ed']",10,,,,,,,,,,,,,,,,,,Sunderland,41,00:00:10.669,Pass,True
,,,,,,,,,,,,,,,,0.755461,,,,,,,,,,,,,,,,f75028fa-a95c-4524-b9d9-862a01a220ed,19,,"[16.8, 24.0]",3754054,0,,,,,-0.47951928,,Left Foot,,,,"[19.3, 22.7]",,Ground Pass,,2.8178005,,,,Fernando Luiz Rosa,3054.0,,,,,Recovery,1,Regular Play,Eliaquim Mangala,3389.0,Left Center Back,3,Manchester City,36,"['03886abf-6c16-4035-9d53-a337786cf77f', '04548282-8013-4327-84fb-849567adf9ac']",11,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:11.214,Pass,
,,,,,,,,,,,,,,,,1.278503,,,,,,,,,,,,,,,,a8eb9565-4082-42f9-994b-5adf2442e984,22,,"[21.6, 22.4]",3754054,0,,,,,0.08460322,,Right Foot,,,,"[49.9, 24.8]",,Ground Pass,,28.401585,,,,Wilfried Guemiand Bony,3598.0,,,,,,1,Regular Play,Fernando Luiz Rosa,3054.0,Left Center Midfield,3,Manchester City,36,['d94360c4-27c6-44e5-9c77-c10971e2564c'],12,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:12.826,Pass,
,,,,,,,,,,,,,,,,0.736653,,,,,,,,,,,,,,,,e612295f-c13c-418f-b3fb-0d3c2f8aa00c,30,,"[44.4, 25.8]",3754054,0,,,,,-2.5259728,,Right Foot,,,,"[40.3, 22.9]",,Ground Pass,,5.0219517,,,,Fernando Luiz Rosa,3054.0,,,,,,1,Regular Play,Wilfried Guemiand Bony,3598.0,Center Forward,3,Manchester City,36,['19ca14be-10d5-4208-bfd7-9050e6d9a541'],16,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:16.519,Pass,
,,,,,,,,,,,,,,,,1.510283,,,,,,,,,,,,,,,,2d06ebff-2c5a-4df6-81d8-1a25aca6974c,32,,"[40.3, 22.7]",3754054,0,,,,,-0.84781694,,Right Foot,,,,"[56.8, 4.0]",,Ground Pass,,24.938725,,,,David Josué Jiménez Silva,3064.0,,,,,,1,Regular Play,Fernando Luiz Rosa,3054.0,Left Center Midfield,3,Manchester City,36,['cb3cb01e-5002-48ae-bd4b-b93c4093ca40'],17,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:17.256,Pass,
,,,,,,,,,,,,,,,,1.201298,,,,,,,,,,,,,,,,f1859258-cc74-45e7-b40c-2615807e0995,35,,"[64.9, 4.0]",3754054,0,,,,,0.88735366,,Left Foot,,,,"[78.5, 20.7]",,Ground Pass,,21.537178,,,,Raheem Sterling,3233.0,,,,,,1,Regular Play,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,3,Manchester City,36,['751686e1-decf-427d-95a5-7b6b2c371686'],20,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:20.540,Pass,
,,,,,,,,,,,,,,,,1.249464,,,,,,,,,,,,,,,,efba9a5e-1d09-4c3d-ba0b-3905452ff992,37,,"[78.5, 20.7]",3754054,0,,,,,-2.4787302,,Right Foot,,,,"[67.1, 11.8]",,Low Pass,,14.46271,,,,David Josué Jiménez Silva,3064.0,,,,,,1,Regular Play,Raheem Sterling,3233.0,Left Wing,3,Manchester City,36,['271aa88f-e63a-4daa-8fd2-e0f14f4bc4c4'],21,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:21.741,Pass,
,,,,,,,,,,,,,,,,1.253209,,,,,,,,,,,,,,,,c8e95caf-b24c-4046-96aa-1fdc8c08f003,40,,"[65.9, 11.2]",3754054,0,,,,,-1.9308556,,Right Foot,,,,"[62.7, 2.7]",,Ground Pass,,9.0824,,,,Aleksandar Kolarov,5596.0,,,,,,1,Regular Play,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,3,Manchester City,36,['a5dd4414-01f6-47c0-9d2b-cf108b0d4eec'],25,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:25.006,Pass,
,,,,,,,,,,,,,,,,0.949772,,,,,,,,,,,,,,,,1bd94311-fa81-4b42-bcaa-d335deefae03,43,,"[63.2, 4.6]",3754054,0,,,,,2.819842,,Left Foot,,,,"[46.4, 10.2]",,Ground Pass,,17.708755,,,,Eliaquim Mangala,3389.0,,,,,,1,Regular Play,Aleksandar Kolarov,5596.0,Left Back,3,Manchester City,36,['b91290d0-5892-4984-b7c0-98dc1403998f'],28,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:28.042,Pass,
,,,,,,,,,,,,,,,,1.732634,,,,,,,,,,,,,,,,198d3e09-8140-4d72-9ab6-f33fc24bb909,46,,"[44.2, 11.9]",3754054,0,,,,,1.825233,,Left Foot,,,,"[37.1, 39.2]",,Ground Pass,,28.208155,,,,Nicolás Hernán Otamendi,3090.0,,,,,,1,Regular Play,Eliaquim Mangala,3389.0,Left Center Back,3,Manchester City,36,['81b0ed41-0f2d-4c16-80a6-ad9a7b96cdcc'],30,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:30.485,Pass,
,,,,,,,,,,,,,,,,0.943616,,,,,,,,,,,,,,,,c4b4eff2-50ef-4773-9123-be96030da457,49,,"[37.1, 39.3]",3754054,0,,,,,-0.77452904,,Right Foot,,,,"[46.4, 30.2]",,Ground Pass,,13.011534,,,,Fernando Luiz Rosa,3054.0,,,,,,1,Regular Play,Nicolás Hernán Otamendi,3090.0,Right Center Back,3,Manchester City,36,['5ac16385-1918-4911-9a5c-9bea01652436'],33,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:33.153,Pass,
,,,,,,,,,,,,,,,,0.967395,,,,,,,,,,,,,,,,ba128d2a-56af-44ea-aa54-7761f443e80b,51,,"[46.4, 30.2]",3754054,0,,,,,0.9859835,,Right Foot,,,,"[56.0, 44.7]",,Ground Pass,,17.38994,,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,Regular Play,Fernando Luiz Rosa,3054.0,Left Center Midfield,3,Manchester City,36,['6e6f2da5-c877-4612-b5de-c9d682b88b1d'],34,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:34.096,Pass,
,,,,,,,,,,,,,,,,1.064492,,,,,,,,,,,,,,,,5333dd42-53d6-4f31-8d46-5d9560ae34a4,54,,"[63.2, 42.0]",3754054,0,,,,,-0.24497867,,Left Foot,,,,"[79.2, 38.0]",,Ground Pass,,16.492422,,,,Wilfried Guemiand Bony,3598.0,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Right Center Midfield,3,Manchester City,36,['086f5c1a-814c-441d-b989-b166bb3d68b1'],36,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:36.926,Pass,
,,,,,,,,,,,,,,,,0.732788,,,,,,,,,,,,,,,,73c64178-790d-4bf5-8b33-2c1910ca8f08,57,,"[79.2, 38.8]",3754054,0,,,,,1.8321223,,Right Foot,,,,"[76.9, 47.4]",,Ground Pass,,8.902246,,,,Kevin De Bruyne,3089.0,,,,,,1,Regular Play,Wilfried Guemiand Bony,3598.0,Center Forward,3,Manchester City,36,"['95c135f2-0a2e-4d27-b591-05bd10fa8686', 'a27204b4-b9b9-41af-8e22-3d1b6aeaae85']",37,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:37.991,Pass,True
,,,,,,,,,,,,,,,,3.493927,,,,,,,,,,,,,,,,d2ba0677-aeb9-40d4-aa34-f16ae0b9d4da,60,,"[79.2, 42.8]",3754054,0,,,,,-0.5665548,,Right Foot,,,,"[116.3, 19.2]",,High Pass,,43.970104,,,,Raheem Sterling,3233.0,,,,,,1,Regular Play,Kevin De Bruyne,3089.0,Right Wing,3,Manchester City,36,['2f0b8c19-b217-4dab-b4e0-207af5715b4c'],39,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:39.513,Pass,
,,,,,,,,,,,,,,,,1.466223,,,,,,,,,,,,,,,,bd139af9-f449-41c9-a62b-88bf912bf57f,64,,"[116.9, 14.4]",3754054,0,,,,,2.2958028,,Right Foot,,True,,"[106.8, 25.8]",,Ground Pass,,15.230561,,Incomplete,,David Josué Jiménez Silva,3064.0,,,,,,1,Regular Play,Raheem Sterling,3233.0,Left Wing,3,Manchester City,36,"['22b0a21c-21f2-4185-90cd-59342f6f9144', '6a3a7a30-75c6-4ebb-81af-f0aba5ca3928', 'e94da528-3ed1-4ef2-8524-ae5db1b7fe28']",43,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:43.924,Pass,True
,,,,,,,,,,,,,,,,1.247886,,,,,,,,,,,,,,,,15c3f87d-de08-4190-8b2c-036c5093003a,67,,"[87.7, 0.1]",3754054,0,,,,,1.9454775,,,,,,"[84.2, 9.0]",,Low Pass,,9.563472,,,,David Josué Jiménez Silva,3064.0,,,,,Throw-in,1,From Throw In,Aleksandar Kolarov,5596.0,Left Back,4,Manchester City,36,['1384639a-bf6b-48cf-9ab5-22204fd6438c'],54,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:54.813,Pass,
,,,,,,,,,,,,,,,,0.892586,,,,,,,,,,,,,,,,3772686f-0bd3-40e5-9064-b86c2307c21a,70,,"[84.2, 9.0]",3754054,0,,,,,-1.1930296,,Left Foot,,,,"[86.7, 2.7]",,Ground Pass,,6.7779055,,,,Aleksandar Kolarov,5596.0,,,,,,1,From Throw In,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,4,Manchester City,36,['baca77d8-0b61-4308-ac67-80eec8938c70'],56,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:56.642,Pass,
,,,,,,,,,,,,,,,,0.968016,,,,,,,,,,,,,,,,5a638241-8afb-47fb-9066-2f43fe9551f6,73,,"[89.6, 2.7]",3754054,0,,,,,1.0796328,,Left Foot,,,,"[91.9, 7.0]",,Ground Pass,,4.876474,,Incomplete,,Raheem Sterling,3233.0,,,,,,1,From Throw In,Aleksandar Kolarov,5596.0,Left Back,4,Manchester City,36,"['069c50f9-ab63-44d7-bdf4-13885fddc823', 'bb8f283c-7e6a-4a1f-8a2b-aa11698d5111']",58,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:58.506,Pass,
,,,,,,,,,,,,,,,,2.379231,,,,,,,,,,,,,,,,dfdc850e-6068-4e22-a9b1-835a1f641a63,79,,"[31.1, 73.1]",3754054,1,,,,,-0.10708875,,Right Foot,,,,"[71.1, 68.8]",,High Pass,,40.23046,,,,Steven Fletcher,9554.0,,,,,,1,From Throw In,Billy Jones,10503.0,Right Back,4,Manchester City,36,['fa3676b8-83a3-461d-9020-188c0495f55f'],0,,,,,,,,,,,,,,,,,,Sunderland,41,00:01:00.517,Pass,
,,,,,,,,,,,,,,,,0.846307,,,,,,,,,,,,,,,,fb9798a7-a230-4445-b721-48b0fe64e9a7,83,,"[45.7, 10.6]",3754054,1,,,,,0.55258435,,Left Foot,,,,"[51.7, 14.3]",,Low Pass,,7.0491133,,,,Fernando Luiz Rosa,3054.0,,,,,Recovery,1,From Throw In,Eliaquim Mangala,3389.0,Left Center Back,4,Manchester City,36,['31f42bcc-af18-486d-bbd5-89757ccee804'],5,,,,,,,,,,,,,,,,,,Manchester City,36,00:01:05.328,Pass,
,,,,,,,,,,,,,,,,2.786886,,,,,,,,,,,,,,,,4dbc8536-1c68-4458-95c1-21c5fc6394b4,85,,"[51.7, 14.3]",3754054,1,,,,,-2.547251,,Right Foot,,,,"[37.2, 4.5]",,Low Pass,,17.501143,,,,Eliaquim Mangala,3389.0,,,,,,1,From Throw In,Fernando Luiz Rosa,3054.0,Left Center Midfield,4,Manchester City,36,['1325065d-d8c6-46c0-a31d-fc32156dc71a'],6,,,,,,,,,,,,,,,,,,Manchester City,36,00:01:06.174,Pass,
,,,,,,,,,,,,,,,,1.991859,,,,,,,,,,,,,,,,f4222420-39ff-4cd0-b0f1-ecb7165c76cf,91,,"[42.8, 3.3]",3754054,1,,True,,,1.7465594,,Right Foot,,,,"[36.3, 39.9]",,Ground Pass,,37.172707,,,,Nicolás Hernán Otamendi,3090.0,,,,,Free Kick,1,From Free Kick,Eliaquim Mangala,3389.0,Left Center Back,5,Manchester City,36,['c78824e2-b21b-4bee-a12b-173920764353'],16,,,,,,,,,,,,,,,,,,Manchester City,36,00:01:16.530,Pass,
,,,,,,,,,,,,,,,,1.648018,,,,,,,,,,,,,,,,19974259-83ba-4402-8e8a-b87cbd4656db,93,,"[36.3, 39.9]",3754054,1,,,,,1.2174773,,Right Foot,,,,"[46.7, 68.1]",,Ground Pass,,30.056614,,,,Bacary Sagna,7110.0,,,,,,1,From Free Kick,Nicolás Hernán Otamendi,3090.0,Right Center Back,5,Manchester City,36,['cd27db3d-cd7d-4dc4-9636-8b6166998c12'],18,,,,,,,,,,,,,,,,,,Manchester City,36,00:01:18.998,Pass,
,,,,,,,,,,,,,,,,2.019902,,,,,,,,,,,,,,,,b52c602b-ace1-4b93-a5a5-5ba4d700decf,96,,"[48.6, 68.1]",3754054,1,,,,,-1.801887,,Right Foot,,,,"[45.4, 54.5]",,Ground Pass,,13.971399,,,,Nicolás Hernán Otamendi,3090.0,,,,,,1,From Free Kick,Bacary Sagna,7110.0,Right Back,5,Manchester City,36,['fcc755e6-1624-402b-8124-d0c409d0656e'],21,,,,,,,,,,,,,,,,,,Manchester City,36,00:01:21.904,Pass,
,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,2230e40f-aa24-415f-8586-6530db286d5a,99,,"[48.6, 56.0]",3754054,1,,,,,-1.2141762,,Right Foot,,,,"[50.5, 50.9]",,Ground Pass,,5.4424257,,,,Fernando Luiz Rosa,3054.0,,,,,,1,From Free Kick,Nicolás Hernán Otamendi,3090.0,Right Center Back,5,Manchester City,36,['9b575916-df73-4e81-a7b8-538ae968ccbb'],24,,,,,,,,,,,,,,,,,,Manchester City,36,00:01:24.961,Pass,
,,,,,,,,,,,,,,,,1.077921,,,,,,,,,,,,,,,,5cc30981-b6dd-4a40-baff-8df95996a0b8,102,,"[52.8, 59.6]",3754054,1,,,,,0.9259742,,Right Foot,,,,"[61.9, 71.7]",,Ground Pass,,15.140013,,,,Bacary Sagna,7110.0,,,,,,1,From Free Kick,Fernando Luiz Rosa,3054.0,Left Center Midfield,5,Manchester City,36,['9dd0f604-45dd-42f1-8916-206e10ade7d4'],27,,,,,,,,,,,,,,,,,,Manchester City,36,00:01:27.376,Pass,
,,,,,,,,,,,,,,,,1.097751,,,,,,,,,,,,,,,,c3d0dcbf-2977-41e9-907b-64a7a5c936a2,104,,"[61.9, 71.7]",3754054,1,,,,,-2.2915366,,Right Foot,,,,"[55.4, 64.3]",,Ground Pass,,9.849365,,,,Fernando Luiz Rosa,3054.0,,,,,,1,From Free Kick,Bacary Sagna,7110.0,Right Back,5,Manchester City,36,['6cd624f1-c725-4806-9916-d41a3b67e007'],28,,,,,,,,,,,,,,,,,,Manchester City,36,00:01:28.453,Pass,
,,,,,,,,,,,,,,,,1.312302,,,,,,,,,,,,,,,,aef51eb1-28bc-4421-b66d-61714e9f903a,107,,"[56.5, 64.3]",3754054,1,,,,,-0.6664653,,Right Foot,,,,"[74.3, 50.3]",,Ground Pass,,22.645971,,,,Wilfried Guemiand Bony,3598.0,,,,,,1,From Free Kick,Fernando Luiz Rosa,3054.0,Left Center Midfield,5,Manchester City,36,['988c35af-4b46-4866-9db0-8605028024f7'],31,,,,,,,,,,,,,,,,,,Manchester City,36,00:01:31.132,Pass,
,,,,,,,,,,,,,,,,2.270536,,,,,,,,,,,,,,,,c19db097-8d9c-4793-81be-36190863669c,109,,"[74.3, 50.6]",3754054,1,,,,,0.5547922,,Right Foot,,,,"[102.7, 68.2]",,Low Pass,,33.411377,,,,Kevin De Bruyne,3089.0,,,,,,1,From Free Kick,Wilfried Guemiand Bony,3598.0,Center Forward,5,Manchester City,36,['1019a71e-648f-413e-8ca0-57a039bb86d6'],32,,,,,,,,,,,,,,,,,,Manchester City,36,00:01:32.444,Pass,
,,,,,,,,,,,,,,,,3.570292,,,,,,,,,,,,,,,,787a8f54-df10-4538-bd0f-5b6690780c59,114,,"[15.2, 39.9]",3754054,2,,,,,0.014748193,,Right Foot,,,,"[83.0, 40.9]",,High Pass,,67.80737,,,,Steven Fletcher,9554.0,,,,,Free Kick,1,From Free Kick,Vito Mannone,9539.0,Goalkeeper,6,Sunderland,41,['819dcc9c-ff30-4075-91dd-e22af9f1780f'],4,,,,,,,,,,,,,,,,,,Sunderland,41,00:02:04.945,Pass,
,,,,,,,,,,,,,,,,1.502715,,,,,,,,,,,,,,,,8fd60c39-bb27-4c84-9e8d-727151b9ec79,119,,"[43.0, 46.6]",3754054,2,,,,,0.54455173,,Right Foot,,,,"[57.2, 55.2]",,Low Pass,,16.601204,,,,Wilfried Guemiand Bony,3598.0,,,,,Recovery,1,Regular Play,Fernando Luiz Rosa,3054.0,Left Center Midfield,7,Manchester City,36,['c03530ae-c830-4a57-a9f4-7a68a6d86733'],9,,,,,,,,,,,,,,,,,,Manchester City,36,00:02:09.440,Pass,
