50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4572d2fa-3038-4877-98d6-f408eb339b9e,1,,,3754329,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United,40,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 20066, 'name': 'Darren Randolph'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 35}, {'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3843, 'name': 'Angelo Obinze Ogbonna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 28}, {'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 27}, {'player': {'id': 3963, 'name': 'Victor Moses'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 3962, 'name': 'Diafra Sakho'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",West Ham United,40,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,02e59dca-25da-4e21-8b75-4f8b7b0b81d2,2,,,3754329,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United,40,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 9467, 'name': 'Timothy Michael Krul'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 4840, 'name': 'Massadio Haïdara'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 16072, 'name': 'Vurnon Anita'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 3254, 'name': 'Florian Thauvin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 30289, 'name': 'Papiss Demba Cissé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Newcastle United,37,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6b24f88c-379e-4bae-831a-1d044d6b54d2,3,,,3754329,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United,40,['7e2ce3d5-8383-41b3-9043-a60e8ba6dd8e'],0,,,,,,,,,,,,,,,,,West Ham United,40,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7e2ce3d5-8383-41b3-9043-a60e8ba6dd8e,4,,,3754329,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United,40,['6b24f88c-379e-4bae-831a-1d044d6b54d2'],0,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,68020a03-7b5a-4ff4-bad9-033f33188ba5,1661,,,3754329,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,95,West Ham United,40,['de4c0f34-ba06-4e95-bfb4-dd59869e1114'],0,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,de4c0f34-ba06-4e95-bfb4-dd59869e1114,1662,,,3754329,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,95,West Ham United,40,['68020a03-7b5a-4ff4-bad9-033f33188ba5'],0,,,,,,,,,,,,,,,,,West Ham United,40,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.868479,,,,,,,,,,,,,70b3f77f-67f5-43df-8a31-d953b2a79223,5,,"[60.0, 40.0]",3754329,0,,,,,-2.508844,,Right Foot,,,,"[51.0, 33.4]",,Ground Pass,,11.1606455,,,Jack Colback,9649.0,,,,,,Kick Off,1,From Kick Off,Papiss Demba Cissé,30289.0,Center Forward,2,Newcastle United,37,['eae215f6-dce9-4698-95b5-9692fcdd4d4a'],0,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.752,Pass,
,,,,,,,,,,,,,,,,,1.322971,,,,,,,,,,,,,bb6de6e0-23c3-479b-9c62-386b60248d4d,8,,"[50.6, 30.7]",3754329,0,,,,,-1.2977877,,Left Foot,,,,"[57.6, 5.7]",,Ground Pass,,25.96151,,,Florian Thauvin,3254.0,,,,,,,1,From Kick Off,Jack Colback,9649.0,Left Defensive Midfield,2,Newcastle United,37,['f5879f45-ba52-4115-8167-41b8a3136f93'],2,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:02.347,Pass,
,,,,,,,,,,,,,,,,,1.056076,,,,,,,,,,,,,a1bf0017-ca86-40c1-af17-03255dbeae93,11,,"[57.6, 5.3]",3754329,0,,,,,2.108383,,Left Foot,,,,"[51.4, 15.7]",,Ground Pass,,12.107849,,,Jack Colback,9649.0,,,,,,,1,From Kick Off,Florian Thauvin,3254.0,Left Wing,2,Newcastle United,37,['e40ba740-3744-431e-9840-872fe2966c0c'],4,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:04.765,Pass,
,,,,,,,,,,,,,,,,,1.740489,,,,,,,,,,,,,2e2544a4-01af-4c7d-be00-f4be52d0795b,14,,"[50.6, 16.4]",3754329,0,,,,,-2.7821887,,Right Foot,,,,"[33.3, 9.9]",,Ground Pass,,18.4808,,,Massadio Haïdara,4840.0,,,,,,,1,From Kick Off,Jack Colback,9649.0,Left Defensive Midfield,2,Newcastle United,37,"['11959abc-13b2-444b-88fd-01756cfa59fa', '54c5cef3-a8aa-49e5-9664-f323606f7c4d']",5,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:05.821,Pass,True
