50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,73da7f97-67c5-463c-8bcb-f4f35ac4fe8a,1,,,3754254,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,39,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4892, 'name': 'Sergio Germán Romero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 20}, {'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 36}, {'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 12}, {'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 3382, 'name': 'Luke Shaw'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 3600, 'name': 'Morgan Schneiderlin'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 18414, 'name': 'Bastian Schweinsteiger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 31}, {'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 6330, 'name': 'Adnan Januzaj'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 2988, 'name': 'Memphis Depay'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Manchester United,39,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,011a138e-fe24-4ce8-916b-053ca457d252,2,,,3754254,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,39,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 9467, 'name': 'Timothy Michael Krul'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 3722, 'name': 'Steven Taylor'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 27}, {'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 4840, 'name': 'Massadio Haïdara'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 16072, 'name': 'Vurnon Anita'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 42899, 'name': 'Gabriel Antoine Obertan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 45}]}",Newcastle United,37,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,d2c73124-840a-48e0-b08c-c4ff28845fdf,3,,,3754254,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,39,['c3dccf60-2fe6-4b72-9e56-c261534c4920'],0,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,c3dccf60-2fe6-4b72-9e56-c261534c4920,4,,,3754254,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,39,['d2c73124-840a-48e0-b08c-c4ff28845fdf'],0,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,0cc2478c-05bf-41c2-8bb7-e042b1a0b6cd,1907,,,3754254,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Manchester United,39,['a3ce1f12-86ef-48da-b04f-00aa895bffd7'],0,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,a3ce1f12-86ef-48da-b04f-00aa895bffd7,1908,,,3754254,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Manchester United,39,['0cc2478c-05bf-41c2-8bb7-e042b1a0b6cd'],0,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.70888,,,,,,,,,,,52ad5456-9416-4fc1-b6fb-701567b5718b,5,,"[61.0, 40.1]",3754254,0,,,,,1.7126933,,Right Foot,,,"[60.7, 42.2]",Ground Pass,,2.1213202,,,,Georginio Wijnaldum,3567.0,,,,,,Kick Off,1,From Kick Off,Aleksandar Mitrović,4269.0,Center Forward,2,Newcastle United,37,['3a29904c-5080-41fb-8dde-d4b024a00603'],0,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.393,Pass,
,,,,,,,,,,,,,,1.73177,,,,,,,,,,,a17c601d-64b4-4a4e-a38b-fa9f3c08c6a7,8,,"[60.7, 42.2]",3754254,0,,,,,-2.8286915,,Right Foot,,,"[36.9, 34.5]",Ground Pass,,25.014595,,,,Fabricio Coloccini,26207.0,,,,,,,1,From Kick Off,Georginio Wijnaldum,3567.0,Center Attacking Midfield,2,Newcastle United,37,['2fc96fa9-b314-472f-abb8-9007421b0b26'],1,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:01.182,Pass,
,,,,,,,,,,,,,,0.920914,,,,,,,,,,,435ae739-35b6-4568-b38a-072254ed7019,11,,"[34.6, 39.1]",3754254,0,,,,,1.8925469,,Right Foot,,,"[30.1, 52.6]",Ground Pass,,14.230249,,,,Steven Taylor,3722.0,,,,,,,1,From Kick Off,Fabricio Coloccini,26207.0,Left Center Back,2,Newcastle United,37,['f0c3dca1-6641-4b59-8c62-c72b7cf96390'],3,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:03.858,Pass,
,,,,,,,,,,,,,,3.180633,,,,,,,,,,,2af87a87-cd6c-4d20-b66f-af67350778f2,14,,"[33.6, 59.0]",3754254,0,,,,,0.17763785,,Right Foot,,,"[93.2, 69.7]",High Pass,,60.552868,,Incomplete,,Gabriel Antoine Obertan,42899.0,,,,,,,1,From Kick Off,Steven Taylor,3722.0,Right Center Back,2,Newcastle United,37,"['204c505a-a9fd-42d5-9940-a6070812abf9', '58cf5aa5-a75f-43ad-9be9-6646e65c598b']",6,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:06.886,Pass,
