50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,dca9dbc4-5d4a-4823-a073-ee312f80d608,1,,,3754050,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 9539, 'name': 'Vito Mannone'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 3658, 'name': 'DeAndre Yedlin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 13846, 'name': 'Jan Kirchhoff'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 16295, 'name': ""Dame N''Doye""}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 18751, 'name': 'Jack Rodwell'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 22}, {'player': {'id': 3337, 'name': 'Jermain Defoe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Sunderland,41,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,42029e20-ad6b-4759-b6dc-8bf9c158598a,2,,,3754050,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3488, 'name': 'Wayne Hennessey'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3443, 'name': 'Joel Ward'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3693, 'name': 'Damien Delaney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 3448, 'name': 'Martin Kelly'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 34}, {'player': {'id': 3277, 'name': 'Yohan Cabaye'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 5489, 'name': 'Mile Jedinak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 3507, 'name': 'Wilfried Zaha'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 15892, 'name': 'Jordon Mutch'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 3589, 'name': 'Yannick Bolasie Yala'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 20641, 'name': 'Connor Wickham'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 21}]}",Crystal Palace,31,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e312e2a2-2de2-4c22-a172-6e2a1f865c8b,3,,,3754050,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,['a83de923-2c05-4bfc-9f75-9adfd96bbeaf'],0,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a83de923-2c05-4bfc-9f75-9adfd96bbeaf,4,,,3754050,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,['e312e2a2-2de2-4c22-a172-6e2a1f865c8b'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,81fe9bd1-14a0-4358-b8b0-51d440b53e8c,1420,,,3754050,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,104,Sunderland,41,['7423eaab-2278-4fa5-956f-3893baf1c594'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7423eaab-2278-4fa5-956f-3893baf1c594,1421,,,3754050,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,104,Sunderland,41,['81fe9bd1-14a0-4358-b8b0-51d440b53e8c'],0,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.406782,,,,,,,,,,,,,b3602016-a1de-4128-9834-3a4025ce1fcc,5,,"[60.0, 40.0]",3754050,0,,,,,-0.1746722,,Right Foot,,,"[61.7, 39.7]",,Ground Pass,,1.7262677,,,Jermain Defoe,3337.0,,,,,,Kick Off,1,From Kick Off,Yann Gérard M''Vila,4429.0,Right Center Midfield,2,Sunderland,41,['5cb60148-f93f-4e70-b4a7-fa59429d503b'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.733,Pass,
,,,,,,,,,,,,,,,,,,1.496813,,,,,,,,,,,,,6d8bb888-20d5-41c2-a49e-0800977d786f,8,,"[63.1, 43.4]",3754050,0,,,,,1.1483771,,Right Foot,,,"[76.0, 72.1]",,Ground Pass,,31.465855,,,Dame N''Doye,16295.0,,,,,,,1,From Kick Off,Jermain Defoe,3337.0,Center Forward,2,Sunderland,41,['40428d2a-7016-4bf7-b9d1-8fe5f678d78a'],2,,,,,,,,,,,,,,,,,Sunderland,41,00:00:02.364,Pass,
,,,,,,,,,,,,,,,,,,1.068356,,,,,,,,,,,,,3feba180-cbbe-4455-b910-a3fbaaedfe27,15,,"[37.6, 0.1]",3754050,0,,True,,,0.20997351,,,,,"[68.1, 6.6]",,High Pass,,31.184933,Incomplete,,Jordon Mutch,15892.0,,,,,,Throw-in,1,From Throw In,Martin Kelly,3448.0,Left Back,3,Crystal Palace,31,"['40a881a7-9177-4408-a5e3-9c5f6e18b1a8', 'c7b2f3dd-53ab-47df-9a09-e37128b93d12']",34,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:34.949,Pass,
,,,,,,,,,,,,,,,,,,2.472625,,,,,,,,,,,,,40a881a7-9177-4408-a5e3-9c5f6e18b1a8,18,,"[52.0, 73.5]",3754050,0,,,,True,0.020545054,,,,,"[81.2, 74.1]",,High Pass,,29.206163,,,Jermain Defoe,3337.0,,,,,,Recovery,1,From Counter,Jan Kirchhoff,13846.0,Center Defensive Midfield,4,Sunderland,41,"['3feba180-cbbe-4455-b910-a3fbaaedfe27', 'd598a92e-7b90-45a3-8b15-ba2d98c5ca39', 'ecf4e1d1-d82c-4c49-94d9-ab3ca91603bb']",36,,,,,,,,,,,,,,,,,Sunderland,41,00:00:36.017,Pass,True
