ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,32caa854-f4d7-46b8-8bb2-3de35fb5f466,1,,,,3754210,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10499, 'name': 'Ivo Daniel Ferreira Mendonca Pinto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3576, 'name': 'Martin Olsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 28}, {'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 12}, {'player': {'id': 4807, 'name': 'Cameron Jerome'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Norwich City,56,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fd4f4e79-099c-40ea-927c-988d7a772c80,2,,,,3754210,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3267, 'name': 'Luis Antonio Valencia Mosquera'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 12}, {'player': {'id': 3602, 'name': 'Faustino Marcos Alberto Rojo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 36}, {'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 3606, 'name': 'Ander Herrera Agüera'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 35}, {'player': {'id': 2988, 'name': 'Memphis Depay'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Manchester United,39,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,436cbfa6-ce94-4f04-b301-b5c4f74a3a8c,3,,,,3754210,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,['29940e07-9426-4584-95bb-eb564f7e683e'],0,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,29940e07-9426-4584-95bb-eb564f7e683e,4,,,,3754210,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,['436cbfa6-ce94-4f04-b301-b5c4f74a3a8c'],0,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fb8a3c73-786f-4b1c-8e72-be3b9be60cb9,1756,,,,3754210,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,103,Manchester United,39,['c8c16d68-63ae-482e-9e98-7e250334695b'],0,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c8c16d68-63ae-482e-9e98-7e250334695b,1757,,,,3754210,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,103,Manchester United,39,['fb8a3c73-786f-4b1c-8e72-be3b9be60cb9'],0,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.206289,,,,,,,,,,,,,491268a0-3918-4ce2-b482-e9f09bfabf45,5,,,"[60.0, 40.0]",3754210,0,,,,,2.4668517,,Right Foot,,"[59.0, 40.8]",,Ground Pass,,1.2806249,,,,Wes Hoolahan,10966.0,,,,,Kick Off,1,From Kick Off,Jonathan Howson,9578.0,Left Center Midfield,2,Norwich City,56,['7cb71fdf-69ec-40d7-a96f-e3e8101be0c6'],0,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.269,Pass,
,,,,,,,,,,,,,,1.141294,,,,,,,,,,,,,a6335db6-8a3a-4322-b076-6370c34f6ac1,7,,,"[58.7, 42.0]",3754210,0,,,,,-2.9375746,,Right Foot,,"[52.9, 40.8]",,Ground Pass,,5.9228373,,,,Gary O''Neil,9452.0,,,,,,1,From Kick Off,Wes Hoolahan,10966.0,Center Attacking Midfield,2,Norwich City,56,['017b8027-8780-4a38-90ef-995326d5a1ef'],0,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.475,Pass,
,,,,,,,,,,,,,,3.487946,,,,,,,,,,,,,033e587a-b038-4d19-bf5f-ed446a7c46dc,9,,,"[52.9, 40.8]",3754210,0,,,,,-0.7480324,,Right Foot,,"[86.2, 9.9]",,High Pass,,45.427963,,,,Cameron Jerome,4807.0,,,,,,1,From Kick Off,Gary O''Neil,9452.0,Right Center Midfield,2,Norwich City,56,['760ab0ee-a678-4bff-a587-60c7f191acf2'],1,,,,,,,,,,,,,,,,Norwich City,56,00:00:01.616,Pass,
,,,,,,,,,,,,,,6.382591,,,,,,,,,,,,,4d4dfb18-ddbc-4658-b7a6-c9cf4735f69c,15,,,"[26.4, 74.8]",3754210,0,,,,,0.036303654,,Right Foot,,"[109.0, 77.8]",,High Pass,,82.654465,,Incomplete,,Wayne Mark Rooney,3538.0,,,,,,1,Regular Play,Luis Antonio Valencia Mosquera,3267.0,Right Back,3,Manchester United,39,"['07ab7850-24a8-41ac-9011-1cf4f33f7a34', '2c512113-fb76-41dc-814f-3737ab2d4dcf']",8,,,,,,,,,,,,,,,,Manchester United,39,00:00:08.473,Pass,
