ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,8a300524-7817-44eb-9f07-177a19b8650d,1,,,3754202,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stoke City,30,,0,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 4035, 'name': 'Ryan Shawcross'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 3670, 'name': 'Jonathan Walters'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 27}, {'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3265, 'name': 'José Luis Sanmartín Mato'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Stoke City,30,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,5d70da6f-b8da-486b-a1d1-239d48d4c60e,2,,,3754202,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stoke City,30,,0,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 6631, 'name': 'Mathieu Flamini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 5581, 'name': 'Joel Nathaniel Campbell Samuels'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 28}, {'player': {'id': 3525, 'name': 'Alex Oxlade-Chamberlain'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 15}, {'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Arsenal,1,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,cd11870e-301e-4c8e-8de8-dc70d4c2e194,3,,,3754202,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stoke City,30,['d9ed69ed-83d9-4b83-ad3b-ea2e2d080764'],0,,,,,,,,,,,,,,,Stoke City,30,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,d9ed69ed-83d9-4b83-ad3b-ea2e2d080764,4,,,3754202,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stoke City,30,['cd11870e-301e-4c8e-8de8-dc70d4c2e194'],0,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,49ef297c-128f-4fba-bf19-5e05b8684442,1784,,,3754202,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,Stoke City,30,['970364ca-884a-4db5-b3d2-46a46c4c861f'],0,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,970364ca-884a-4db5-b3d2-46a46c4c861f,1785,,,3754202,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,Stoke City,30,['49ef297c-128f-4fba-bf19-5e05b8684442'],0,,,,,,,,,,,,,,,Stoke City,30,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.517659,,,,,,,,,,a8616cba-6f83-4751-b66f-f41cb911c106,5,,"[61.0, 40.1]",3754202,0,,,,,1.9974238,,Left Foot,,,,"[60.0, 42.3]",Ground Pass,,2.4166093,,,,Alex Oxlade-Chamberlain,3525.0,,,,,Kick Off,1,From Kick Off,Olivier Giroud,3604.0,Center Forward,2,Arsenal,1,['6ccbeccc-08a1-4a88-8eee-269515a46000'],1,,,,,,,,,,,,,,,Arsenal,1,00:00:01.192,Pass,
,,,,,,,,,,,,,,,,,,1.519998,,,,,,,,,,ee098721-b2d1-4de7-8ec7-a23167ce78e0,7,,"[60.3, 42.9]",3754202,0,,,,,-2.9936433,,Right Foot,,,,"[39.5, 39.8]",Ground Pass,,21.029741,,,,Laurent Koscielny,3394.0,,,,,,1,From Kick Off,Alex Oxlade-Chamberlain,3525.0,Center Attacking Midfield,2,Arsenal,1,['44cd02c4-17ef-469c-bd50-2ac767dd1449'],1,,,,,,,,,,,,,,,Arsenal,1,00:00:01.710,Pass,
,,,,,,,,,,,,,,,,,,2.270185,,,,,,,,,,d0e201ba-27a2-4e91-9a7a-9dfe715658bc,9,,"[38.9, 41.9]",3754202,0,,,,,-0.673863,,Right Foot,,,,"[80.6, 8.6]",High Pass,,53.364594,,Incomplete,,Theo Walcott,3668.0,,,,,,1,From Kick Off,Laurent Koscielny,3394.0,Left Center Back,2,Arsenal,1,"['8d165273-aeca-4088-8e11-0bb565ec19c6', 'b1ef362d-46de-4f50-8205-38cc98e6dd4d']",3,,,,,,,,,,,,,,,Arsenal,1,00:00:03.230,Pass,
,,,,,,,,,,,,,,,,,,1.573839,,,,,,,,,,02e32672-1053-4ab1-8cb4-50e027347bcc,14,,"[37.3, 68.3]",3754202,0,,,,,0.06981641,,Head,,,,"[65.9, 70.3]",High Pass,,28.669846,,,,Jonathan Walters,3670.0,,,,,Recovery,1,From Kick Off,Ryan Shawcross,4035.0,Right Center Back,2,Arsenal,1,['2897afe1-cdd7-449d-b692-d004cf2ba9ed'],11,,,,,,,,,,,,,,,Stoke City,30,00:00:11.441,Pass,
