bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.722912,,,,,,,,,,,,,,,cd1aae78-9860-4417-8514-6d26fb99f48c,17,,"[49.4, 15.7]",3754067,0,,,,1.643453,,Right Foot,,,"[47.1, 47.3]",,Ground Pass,,31.683592,,,,Scott Dann,3407.0,,,,,,1,From Throw In,Brede Hangeland,43695.0,Left Center Back,3,Crystal Palace,31,['45de8cd2-fc9a-44db-88f9-9c067cf12af1'],20,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:20.071,Pass,
,,,,,,,,,,,,,,,2.587632,,,,,,,,,,,,,,,ecff4cb1-11f6-4643-b55a-73925c53cd49,20,,"[50.5, 49.4]",3754067,0,,,,0.25722486,,Right Foot,,,"[100.3, 62.5]",,High Pass,,51.494175,,Incomplete,,,,,,,,,1,From Throw In,Scott Dann,3407.0,Right Center Back,3,Crystal Palace,31,['80bf5254-d6ac-486c-a2bf-f72e2bf3b4ef'],23,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:23.794,Pass,
,,,,,,,,,,,,,,,0.790437,,,,,,,,,,,,,,,88b8d25b-ecea-4a5b-b374-80301630db27,24,,"[46.0, 20.9]",3754067,0,,,,1.31314,,Right Foot,,,"[49.9, 35.7]",,Low Pass,,15.305228,,,,Mark Noble,3874.0,,,,,,1,Regular Play,Dimitri Payet,3491.0,Left Wing,4,West Ham United,40,['1ae0e43f-4d6e-4bb6-a1e9-41f223f2e36f'],29,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:29.185,Pass,
,,,,,,,,,,,,,,,4.51171,,,,,,,,,,,,,,,1434d647-6850-40fb-b62e-367d4c3c50a7,27,,"[49.7, 35.4]",3754067,0,,,,-0.54009765,,Right Foot,,,"[95.4, 8.0]",,High Pass,,53.284615,,,,Manuel Lanzini,3595.0,,,,,,1,Regular Play,Mark Noble,3874.0,Left Defensive Midfield,4,West Ham United,40,['866abe9c-d95f-426b-a7c2-9dc6b7ae4de8'],30,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:30.091,Pass,
,,,,,,,,,,,,,,,0.626749,,,,,,,,,,,,,,,241ef275-d440-47c5-9e73-b684bc8fa2fe,31,,"[116.4, 23.0]",3754067,0,,,,1.8265108,a882481f-7c2e-459c-8c5d-ba3c7b40b6f9,Left Foot,True,True,"[112.4, 38.3]",,Ground Pass,,15.814234,,,,Dimitri Payet,3491.0,True,,,,,1,Regular Play,Manuel Lanzini,3595.0,Center Attacking Midfield,4,West Ham United,40,['9678a803-729e-476f-b516-415a8977a1b9'],37,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:37.543,Pass,
,,,,,,,,,,,,,,,3.15653,,,,,,,,,,,,,,,7063b49e-64a7-4645-8893-63cf3101cbfe,35,,"[7.0, 36.1]",3754067,1,,,,0.29626662,,Right Foot,,,"[88.9, 61.1]",,High Pass,,85.63066,,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Wayne Hennessey,3488.0,Goalkeeper,5,Crystal Palace,31,['17f9a564-d315-4282-ae86-21357e00feb8'],4,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:04.362,Pass,
,,,,,,,,,,,,,,,1.547611,,,,,,,,,,,,,,,fec14ea1-df54-4735-a317-67068e0dc173,37,,"[46.0, 31.9]",3754067,1,,,,-1.104004,,Head,,,"[52.4, 19.2]",,High Pass,,14.221462,,Incomplete,,,,,,,,Recovery,1,From Goal Kick,Mark Noble,3874.0,Left Defensive Midfield,5,Crystal Palace,31,['36dfe513-614c-4d90-ac93-9f9d07cfa62f'],9,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:09.295,Pass,
,,,,,,,,,,,,,,,0.753739,,,,,,,,,,,,,,,04824efe-3612-4424-a573-0eda395b3b01,40,,"[70.4, 59.6]",3754067,1,,,,-0.7429994,,Right Foot,,,"[79.0, 51.7]",,Ground Pass,,11.677756,,,,Yannick Bolasie Yala,3589.0,,,,,,1,From Goal Kick,James McArthur,3464.0,Left Defensive Midfield,5,Crystal Palace,31,['8f36524e-7108-4db2-ba45-2fa1dba5fa5c'],12,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:12.304,Pass,
,,,,,,,,,,,,,,,0.843954,,,,,,,,,,,,,,,c7594af8-5959-4ddb-9123-a9ce6bd62ad4,43,,"[84.3, 51.7]",3754067,1,,,,-0.54756224,,Right Foot,,,"[100.7, 41.7]",,Ground Pass,,19.208332,,Pass Offside,,Dwight Gayle,3092.0,,,,,,1,From Goal Kick,Yannick Bolasie Yala,3589.0,Left Wing,5,Crystal Palace,31,['db9ca9a1-0186-403b-85a6-25715c64ee60'],14,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:14.285,Pass,
,,,,,,,,,,,,,,,3.293347,,,,,,,,,,,,,,,9957d00f-c450-455b-b482-06248137e406,45,,"[25.0, 33.3]",3754067,1,,,,-0.21359713,,Right Foot,,,"[87.7, 19.7]",,High Pass,,64.158005,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Adrián San Miguel del Castillo,3623.0,Goalkeeper,6,West Ham United,40,['ea598fd3-0322-457f-91b4-fefe68f2b847'],42,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:42.932,Pass,
,,,,,,,,,,,,,,,1.822895,,,,,,,,,,,,,,,ea598fd3-0322-457f-91b4-fefe68f2b847,46,,"[32.4, 60.4]",3754067,1,,,True,-0.021425292,,,,,"[60.4, 59.8]",,High Pass,,28.006428,,Incomplete,,Dwight Gayle,3092.0,,,,,Recovery,1,From Free Kick,Scott Dann,3407.0,Right Center Back,6,West Ham United,40,"['452a3ba1-b68f-44cc-831a-08b8fcfe8be7', '7b568d5b-e903-47d4-b6fb-bd8f17c54f2f', '9957d00f-c450-455b-b482-06248137e406', 'd495b094-46a3-40b3-895e-ac4cfab32547']",46,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:46.225,Pass,True
,,,,,,,,,,,,,,,3.597424,,,,,,,,,,,,,,,bfb32bd0-7d0f-4968-8011-0db79baf3c3b,52,,"[85.5, 13.9]",3754067,1,,,True,-0.6018208,,,,,"[103.7, 1.4]",,High Pass,,22.079176,,Incomplete,,,,,,,,Recovery,1,From Free Kick,Diafra Sakho,3962.0,Center Forward,6,West Ham United,40,"['2aea5959-f9da-4b06-b859-4c78b7de34ec', '6ec78be4-3e1e-41ee-8145-66dbad46e30f']",50,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:50.131,Pass,True
,,,,,,,,,,,,,,,2.386991,,,,,,,,,,,,,,,2aea5959-f9da-4b06-b859-4c78b7de34ec,53,,"[16.4, 78.7]",3754067,1,,,,-1.9866477,,Left Foot,,,"[4.3, 51.3]",,Ground Pass,,29.952797,,,,Wayne Hennessey,3488.0,,,,,Recovery,1,Regular Play,Martin Kelly,3448.0,Right Back,7,Crystal Palace,31,"['10339369-42e7-476d-8f7d-1ba733c74380', 'bfb32bd0-7d0f-4968-8011-0db79baf3c3b']",53,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:53.728,Pass,
,,,,,,,,,,,,,,,3.927272,,,,,,,,,,,,,,,ef68e533-d886-4084-86f0-9a55842ebf14,55,,"[4.3, 51.3]",3754067,1,,,,0.18305163,,Right Foot,,,"[64.8, 62.5]",,High Pass,,61.52796,,Incomplete,,Dwight Gayle,3092.0,,,,,,1,Regular Play,Wayne Hennessey,3488.0,Goalkeeper,7,Crystal Palace,31,"['50457c89-198d-40ab-8343-6f49309c4574', '533f5b0f-cd3e-4dba-89da-74b9761d6b47']",56,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:56.115,Pass,
,,,,,,,,,,,,,,,1.351985,,,,,,,,,,,,,,,bf67124d-16ad-412f-8220-eae8e2b5f563,60,,"[48.4, 50.9]",3754067,2,,,,0.74837804,,Right Foot,,,"[69.4, 70.4]",,Ground Pass,,28.65746,,,,Wilfried Zaha,3507.0,,,,,,1,Regular Play,Brede Hangeland,43695.0,Left Center Back,7,Crystal Palace,31,['7357ebdc-6edf-4755-a950-39447e676c63'],4,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:04.129,Pass,
,,,,,,,,,,,,,,,0.824068,,,,,,,,,,,,,,,15067ecc-94aa-41e9-ab81-af6deedea933,66,,"[58.4, 10.7]",3754067,2,,,,0.7448798,,Right Foot,,,"[66.1, 17.8]",,Ground Pass,,10.473777,,,,Mark Noble,3874.0,,,,,Recovery,1,Regular Play,Diafra Sakho,3962.0,Center Forward,7,Crystal Palace,31,['122c2a55-0ddc-4eaf-b3f1-cd7ee3b5a6c2'],8,,,,,,,,,,,,,,,,,,West Ham United,40,00:02:08.620,Pass,
,,,,,,,,,,,,,,,2.481484,,,,,,,,,,,,,,,f0f2a5ec-47ce-45eb-9143-d254eb87abef,69,,"[63.8, 24.0]",3754067,2,,,,-1.2515583,,Right Foot,,,"[71.7, 0.1]",,High Pass,,25.17181,,Out,,Dimitri Payet,3491.0,,,,,,1,Regular Play,Mark Noble,3874.0,Left Defensive Midfield,7,Crystal Palace,31,['09dcd1ec-0cc3-470b-88c5-d7689dd0a4fe'],9,,,,,,,,,,,,,,,,,,West Ham United,40,00:02:09.476,Pass,
,,,,,,,,,,,,,,,2.38075,,,,,,,,,,,,,,,ea075e74-b2b7-4159-a704-b3b0fcaf3340,71,,"[50.9, 80.0]",3754067,2,True,,,-2.962875,,,,,"[19.9, 74.4]",,Low Pass,,31.501745,,,,Scott Dann,3407.0,,,,,Throw-in,1,From Throw In,Martin Kelly,3448.0,Right Back,8,Crystal Palace,31,['714afb05-4019-4448-9f8f-d21f6ab9d294'],25,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:25.938,Pass,
,,,,,,,,,,,,,,,1.839608,,,,,,,,,,,,,,,11645840-6383-4b22-9de4-80c7474a725c,73,,"[47.8, 75.2]",3754067,2,,,,0.12630811,,Right Foot,,,"[85.6, 80.0]",,High Pass,,38.103542,,Out,,,,,,,,,1,From Throw In,Scott Dann,3407.0,Right Center Back,8,Crystal Palace,31,,37,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:37.139,Pass,
,,,,,,,,,,,,,,,1.790016,,,,,,,,,,,,,,,690b8750-ea28-4c59-bb63-e4df1fdd6638,74,,"[51.6, 0.1]",3754067,2,,,,0.10706565,,,,,"[73.0, 2.4]",,High Pass,,21.523243,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Aaron Cresswell,3062.0,Left Back,9,West Ham United,40,['8f44a251-4982-43b4-ac72-6dd9e63ff478'],58,,,,,,,,,,,,,,,,,,West Ham United,40,00:02:58.005,Pass,
,,,,,,,,,,,,,,,0.565028,,,,,,,,,,,,,,,8f44a251-4982-43b4-ac72-6dd9e63ff478,75,,"[47.1, 77.7]",3754067,2,,,,-0.14189705,,Head,,,"[52.7, 76.9]",,Low Pass,,5.656854,,Incomplete,,Wilfried Zaha,3507.0,,,,,Recovery,1,From Throw In,Martin Kelly,3448.0,Right Back,9,West Ham United,40,"['4966bff5-2eb8-44e3-920a-c99f9e94d34d', '690b8750-ea28-4c59-bb63-e4df1fdd6638', 'c78bcc02-d2d4-4fba-9b26-2171aed423f5']",59,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:59.795,Pass,
,,,,,,,,,,,,,,,1.679986,,,,,,,,,,,,,,,d7309fe7-d9c6-4bc3-a9ec-9b7b371bcc20,79,,"[48.4, 75.2]",3754067,3,,,,-2.4324102,,Right Foot,,,"[33.6, 62.5]",,Ground Pass,,19.50205,,,,Brede Hangeland,43695.0,,,,,Recovery,1,Regular Play,Yohan Cabaye,3277.0,Right Defensive Midfield,10,Crystal Palace,31,"['68d1e99f-ff11-4b21-b733-3fb15cdc9303', 'f9f0ade5-9024-4fd3-9563-e5452fd0a383']",1,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:01.783,Pass,True
,,,,,,,,,,,,,,,1.16952,,,,,,,,,,,,,,,2e0ed431-9b72-40f0-b6fd-7cd53f50e7c0,82,,"[35.3, 53.8]",3754067,3,,,,-0.43609554,,Right Foot,,,"[55.9, 44.2]",,Ground Pass,,22.727076,,,,Yannick Bolasie Yala,3589.0,,,,,,1,Regular Play,Brede Hangeland,43695.0,Left Center Back,10,Crystal Palace,31,['78f76691-73d7-4445-b6a6-51eb69596e71'],4,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:04.263,Pass,
,,,,,,,,,,,,,,,1.664218,,,,,,,,,,,,,,,193a439c-defa-499e-827a-51bd752990c7,84,,"[55.9, 44.2]",3754067,3,,,,1.2757062,,Right Foot,,,"[62.8, 66.9]",,High Pass,,23.725513,,Incomplete,,Wilfried Zaha,3507.0,,,,,,1,Regular Play,Yannick Bolasie Yala,3589.0,Left Wing,10,Crystal Palace,31,"['7fba9c3f-2bfe-4906-b30c-add921005b46', 'a37044c5-2ce6-40d4-b67c-fb13bc7752d7']",5,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:05.432,Pass,
,,,,,,,,,,,,,,,1.144136,,,,,,,,,,,,,,,a37044c5-2ce6-40d4-b67c-fb13bc7752d7,86,,"[57.3, 13.2]",3754067,3,,,,-2.7720063,,Right Foot,,,"[46.2, 8.9]",,Low Pass,,11.903781,,,,Aaron Cresswell,3062.0,,,,,Recovery,1,Regular Play,Dimitri Payet,3491.0,Left Wing,11,West Ham United,40,"['193a439c-defa-499e-827a-51bd752990c7', 'da5fa7c3-7c1d-4c7d-a63b-79a607cd4fea']",7,,,,,,,,,,,,,,,,,,West Ham United,40,00:03:07.097,Pass,
,,,,,,,,,,,,,,,3.159141,,,,,,,,,,,,,,,26638dd8-5ccc-4da0-bd05-11f0b422c535,89,,"[42.8, 15.7]",3754067,3,,,,2.7285347,,Left Foot,,,"[10.4, 29.9]",,Ground Pass,,35.375134,,,,Adrián San Miguel del Castillo,3623.0,,,,,,1,Regular Play,Aaron Cresswell,3062.0,Left Back,11,West Ham United,40,['50ca9ce9-29cf-46c1-9b35-c733e6cefc94'],8,,,,,,,,,,,,,,,,,,West Ham United,40,00:03:08.952,Pass,
,,,,,,,,,,,,,,,4.087867,,,,,,,,,,,,,,,8b209bdd-0062-4b8e-be99-1015a785f074,93,,"[11.4, 29.8]",3754067,3,,,,0.11521978,,Right Foot,,,"[66.7, 36.2]",,Low Pass,,55.669113,,Incomplete,,Diafra Sakho,3962.0,,,,,,1,Regular Play,Adrián San Miguel del Castillo,3623.0,Goalkeeper,11,West Ham United,40,"['0f3eb445-9104-4b8c-b487-94ab9e0ab002', '227cba28-c20d-4a5d-a8f7-e508fef8e837', 'd58f89a9-d39a-4c6d-bdd7-68729900365c']",12,,,,,,,,,,,,,,,,,,West Ham United,40,00:03:12.151,Pass,True
,,,,,,,,,,,,,,,1.434517,,,,,,,,,,,,,,,227cba28-c20d-4a5d-a8f7-e508fef8e837,95,,"[53.4, 43.9]",3754067,3,,,True,0.6623122,,,,,"[64.3, 52.4]",,Low Pass,,13.822446,,Incomplete,,Yohan Cabaye,3277.0,,,,,Recovery,1,Regular Play,Brede Hangeland,43695.0,Left Center Back,11,West Ham United,40,"['008adb80-a0d5-4380-8ef4-4eb116ce29b4', '2d348d14-686f-4643-becd-89da6c717b9b', '8b209bdd-0062-4b8e-be99-1015a785f074', 'b3d631e9-a411-40c2-ae4d-325b1b27381a']",16,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:16.239,Pass,True
,,,,,,,,,,,,,,,1.643101,,,,,,,,,,,,,,,3dc6de19-640a-41fe-b86f-fa277d4c3f1b,104,,"[69.9, 23.0]",3754067,3,,,,-1.2110206,,Right Foot,,,"[78.1, 1.2]",,Ground Pass,,23.2912,,,,Aaron Cresswell,3062.0,,,,,,1,Regular Play,Manuel Lanzini,3595.0,Center Attacking Midfield,11,West Ham United,40,['e155aae3-6f02-4639-b80c-384dea8a8864'],20,,,,,,,,,,,,,,,,,,West Ham United,40,00:03:20.403,Pass,
,,,,,,,,,,,,,,,2.953635,,,,,,,,,,,,,,,6cdd04e3-2774-4bc3-acb6-c973c143492c,107,,"[94.8, 5.9]",3754067,3,,,,0.05154161,,Right Foot,,,"[120.0, 7.2]",,Ground Pass,,25.23351,,Out,,Manuel Lanzini,3595.0,,,,,,1,Regular Play,Aaron Cresswell,3062.0,Left Back,11,West Ham United,40,['5b52ccae-e799-4827-bb66-8c7ad8b9290f'],23,,,,,,,,,,,,,,,,,,West Ham United,40,00:03:23.568,Pass,
,,,,,,,,,,,,,,,4.158908,,,,,,,,,,,,,,,f46d6a37-cc94-47d9-9a20-7dd582b17770,109,,"[7.0, 36.1]",3754067,3,,,,-0.0375159,,Right Foot,,,"[81.6, 33.3]",,High Pass,,74.65253,,,,Dwight Gayle,3092.0,,,,,Goal Kick,1,From Goal Kick,Wayne Hennessey,3488.0,Goalkeeper,12,Crystal Palace,31,['da6e6ca9-8c4a-4784-8e38-a07798a7dd36'],49,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:49.679,Pass,
,,,,,,,,,,,,,,,1.951145,,,,,,,,,,,,,,,4cd80ee7-e340-4cd9-ab20-21abc17e6bfd,111,,"[81.6, 33.3]",3754067,3,,,True,-0.19558068,,,,,"[102.8, 29.1]",,Low Pass,,21.612034,,Incomplete,,Yannick Bolasie Yala,3589.0,,,,,,1,From Goal Kick,Dwight Gayle,3092.0,Center Forward,12,Crystal Palace,31,"['3c0fff3f-212b-40c0-8836-d407b8801471', '810bc62b-d261-4ceb-8d3e-0a1fe533886d', '8cf36865-01df-4e6f-814f-d764b9b3849f']",53,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:53.838,Pass,True
