50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f1a8d5f0-0bbc-42ab-b97e-0a85667b742b,1,,,3754012,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3970, 'name': 'Fraser Forster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 44}, {'player': {'id': 3329, 'name': 'Cédric Ricardo Alves Soares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 16181, 'name': 'Jordy Clasie'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3272, 'name': 'Oriol Romeu Vidal'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3842, 'name': 'Shane Long'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 3651, 'name': 'Matt Targett'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 33}, {'player': {'id': 3966, 'name': 'Charlie Austin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 28}]}",Southampton,25,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fa65630c-23ec-48a0-91ea-c3b15917eeec,2,,,3754012,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3957, 'name': 'César Azpilicueta Tanco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 3645, 'name': 'Gary Cahill'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 5594, 'name': 'Branislav Ivanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 12325, 'name': 'Abdul Rahman Baba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 5475, 'name': 'John Michael Nchekwube Obinna'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3472, 'name': 'Willian Borges da Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Chelsea,33,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,591c0580-b00e-4c97-b440-1804c22c9dd7,3,,,3754012,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,['96f30a36-765c-4fef-868f-54f90bb541ed'],0,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,96f30a36-765c-4fef-868f-54f90bb541ed,4,,,3754012,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,['591c0580-b00e-4c97-b440-1804c22c9dd7'],0,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fdde9d8d-7bf6-4568-bdaa-58b2e0b2ed66,1832,,,3754012,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,75,Chelsea,33,['ba612d6a-623c-40d9-9c9c-fe2c0498afb4'],0,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ba612d6a-623c-40d9-9c9c-fe2c0498afb4,1833,,,3754012,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,75,Chelsea,33,['fdde9d8d-7bf6-4568-bdaa-58b2e0b2ed66'],0,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.45025,,,,,,,,,,,,04cbd05f-7e2b-4286-bbe8-ed07090847ac,5,,"[61.0, 40.1]",3754012,0,,,,0.8960554,,Right Foot,,,"[62.2, 41.6]",,Ground Pass,,1.9209373,,,,Charlie Austin,3966.0,,,,,Kick Off,1,From Kick Off,Steven Davis,3828.0,Center Attacking Midfield,2,Southampton,25,['1b926ab8-75bd-4776-b7c7-d56bd2fe4c37'],0,,,,,,,,,,,,,,,,Southampton,25,00:00:00.239,Pass,
,,,,,,,,,,,,,,,,,,1.13825,,,,,,,,,,,,8dbf98bc-49b7-4f8d-876c-62362d0c5d3d,7,,"[62.2, 42.3]",3754012,0,,,,-3.024884,,Right Foot,,,"[47.7, 40.6]",,Ground Pass,,14.599315,,,,Jordy Clasie,16181.0,,,,,,1,From Kick Off,Charlie Austin,3966.0,Center Forward,2,Southampton,25,['b4ade0ff-ff0a-4187-838e-b456d15a59c8'],0,,,,,,,,,,,,,,,,Southampton,25,00:00:00.689,Pass,
,,,,,,,,,,,,,,,,,,1.635933,,,,,,,,,,,,3395f91f-5e7a-470a-b72b-79dec84cbc69,10,,"[47.7, 43.7]",3754012,0,,,,2.3033338,,Right Foot,,,"[29.8, 63.6]",,Ground Pass,,26.766024,,,,Virgil van Dijk,3669.0,,,,,,1,From Kick Off,Jordy Clasie,16181.0,Right Defensive Midfield,2,Southampton,25,['5d1c6fe0-687c-4ecc-906c-8751e7cb4c70'],2,,,,,,,,,,,,,,,,Southampton,25,00:00:02.765,Pass,
,,,,,,,,,,,,,,,,,,1.252183,,,,,,,,,,,,8395bbc0-35c7-4692-9451-e79aa51507cd,13,,"[31.6, 66.8]",3754012,0,,,,-0.2519553,,Right Foot,,,"[51.8, 61.6]",,Ground Pass,,20.858572,,,,Jordy Clasie,16181.0,,,,,,1,From Kick Off,Virgil van Dijk,3669.0,Right Center Back,2,Southampton,25,['f157de75-b921-4e56-aee7-f9b65f0a3d10'],7,,,,,,,,,,,,,,,,Southampton,25,00:00:07.044,Pass,
