50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fce560c2-cba4-4a08-b172-32d03050473d,1,,,,3754136,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Newcastle United,37,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 21}, {'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 16072, 'name': 'Vurnon Anita'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 8061, 'name': 'Siem Stefan de Jong'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 5}, {'player': {'id': 30289, 'name': 'Papiss Demba Cissé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Newcastle United,37,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,76904250-01c5-431d-a504-cd3c2298557f,2,,,,3754136,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Newcastle United,37,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 24380, 'name': 'Tetchi Jores Charlemagne Ulrich Okore'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Aston Villa,59,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,09247296-5228-4b08-b2d9-bb1566925e9c,3,,,,3754136,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Newcastle United,37,['06163594-1a7a-40ed-aabd-7a70c96ab90d'],0,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,06163594-1a7a-40ed-aabd-7a70c96ab90d,4,,,,3754136,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Newcastle United,37,['09247296-5228-4b08-b2d9-bb1566925e9c'],0,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b7a33189-63e6-4996-b7a6-3db5ab5ec347,1660,,,,3754136,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,103,Aston Villa,59,['29df1e3f-9993-4628-8c49-df607ffc171d'],0,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,29df1e3f-9993-4628-8c49-df607ffc171d,1661,,,,3754136,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,103,Aston Villa,59,['b7a33189-63e6-4996-b7a6-3db5ab5ec347'],0,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.419783,,,,,,,,,,,,,f7dedf84-7beb-4654-8481-571e31388784,5,,,"[60.0, 40.0]",3754136,0,,,,,1.2924967,,Right Foot,,,"[60.6, 42.1]",,Ground Pass,,2.184033,,,Papiss Demba Cissé,30289.0,,,,,Kick Off,1,From Kick Off,Siem Stefan de Jong,8061.0,Center Attacking Midfield,2,Newcastle United,37,['9ecc55b4-933b-4a8e-bce4-f058174cdbc0'],1,,,,,,,,,,,,,,,,Newcastle United,37,00:00:01.043,Pass,
,,,,,,,,,,,,,,,,1.810558,,,,,,,,,,,,,935166a2-8e6b-42f0-a65d-9e4d9d0e9362,7,,,"[60.2, 41.7]",3754136,0,,,,,3.012682,,Right Foot,,,"[54.8, 42.4]",,Ground Pass,,5.4451814,,,Jack Colback,9649.0,,,,,,1,From Kick Off,Papiss Demba Cissé,30289.0,Center Forward,2,Newcastle United,37,['7489d2ef-cad5-46d1-8355-cab691a65957'],1,,,,,,,,,,,,,,,,Newcastle United,37,00:00:01.463,Pass,
,,,,,,,,,,,,,,,,2.229872,,,,,,,,,,,,,2c8d6269-fbdd-478a-94b5-52470217829c,10,,,"[54.8, 42.4]",3754136,0,,,,,0.6157064,,Left Foot,,,"[92.4, 69.0]",,High Pass,,46.05779,Incomplete,,Papiss Demba Cissé,30289.0,,,,,,1,From Kick Off,Jack Colback,9649.0,Left Defensive Midfield,2,Newcastle United,37,"['a9f87e0b-5b29-4b03-9812-6c094536161f', 'c12507e4-7452-4802-bbc6-c295fdc058d8']",4,,,,,,,,,,,,,,,,Newcastle United,37,00:00:04.186,Pass,
,,,,,,,,,,,,,,,,1.548935,,,,,,,,,,,,,c12507e4-7452-4802-bbc6-c295fdc058d8,12,,,"[27.7, 11.1]",3754136,0,,,,,0.71492684,,Head,,,"[36.8, 19.0]",,High Pass,,12.050726,,,Idrissa Gana Gueye,3436.0,,,,,Recovery,1,Regular Play,Leandro Bacuna,9533.0,Left Back,3,Aston Villa,59,"['2c8d6269-fbdd-478a-94b5-52470217829c', 'c4cc224c-404f-49e2-93c7-95bef7319d9e']",6,,,,,,,,,,,,,,,,Aston Villa,59,00:00:06.415,Pass,
