ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.97028,,,,,,,,,,,,,a5d2e027-7079-4b77-8e65-b7b773e8cd46,18,,,"[65.9, 20.5]",3754243,0,,,,,-1.3588387,,Right Foot,,,"[69.3, 4.7]",,Ground Pass,,16.161682,,,Moussa Sissoko,3091.0,,,,,,1,From Kick Off,Papiss Demba Cissé,30289.0,Center Forward,2,Newcastle United,37,['2a744ffa-a9ab-4b25-92a4-3aeea63a2026'],7,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:07.222,Pass,
,,,,,,,,,,,,,,,1.207777,,,,,,,,,,,,,79874020-5f19-427e-b22f-0b6e1d63d92e,21,,,"[69.3, 4.7]",3754243,0,,,,,1.6970444,,Right Foot,,,"[66.0, 30.7]",,Ground Pass,,26.208586,,,Jonjo Shelvey,3057.0,,,,,,1,From Kick Off,Moussa Sissoko,3091.0,Left Wing,2,Newcastle United,37,['f037b4ca-9f87-4ff0-aab5-fd868b7bae92'],8,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:08.977,Pass,
,,,,,,,,,,,,,,,1.301639,,,,,,,,,,,,,071ab703-4217-4f4a-b454-4e23e0f39b00,24,,,"[73.7, 29.0]",3754243,0,,,,,-1.0665207,,Right Foot,,,"[87.0, 4.9]",,Ground Pass,,27.526352,,,Moussa Sissoko,3091.0,,,,,,1,From Kick Off,Jonjo Shelvey,3057.0,Right Defensive Midfield,2,Newcastle United,37,['a3a952db-4ffc-4761-affe-5f5923a8a1aa'],12,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:12.147,Pass,
,,,,,,,,,,,,,,,2.276752,,,,,,,,,,,,,27480b32-4697-4779-8aaf-50884eeeb590,31,,,"[56.3, 13.0]",3754243,0,,True,,,0.40379408,,Right Foot,,,"[89.3, 27.1]",,High Pass,,35.88607,,Incomplete,Georginio Wijnaldum,3567.0,,,,,Recovery,1,Other,Vurnon Anita,16072.0,Left Back,4,Newcastle United,37,"['0b94b868-8a2f-4a6b-99a9-76d0c5bee965', '57e367c7-1488-4b68-89c0-5860847b2466']",54,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:54.053,Pass,
,,,,,,,,,,,,,,,2.063277,,,,,,,,,,,,,8f8bfb5c-19fe-4a3a-a76b-7c78e99fed9d,37,,,"[81.5, 0.1]",3754243,1,,,,,2.8132632,,,,,"[63.3, 6.3]",,Low Pass,,19.227064,,,Cheik Ismaël Tioté,42900.0,,,,,Throw-in,1,From Throw In,Vurnon Anita,16072.0,Left Back,5,Newcastle United,37,['868ff146-5deb-4f50-b43f-0838cd9f5f1b'],6,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:06.288,Pass,
,,,,,,,,,,,,,,,2.596066,,,,,,,,,,,,,17780793-c6c7-49a7-94d2-275f2ec8a3cf,40,,,"[60.5, 14.3]",3754243,1,,,,,1.9418198,,Right Foot,,,"[46.3, 50.8]",,Ground Pass,,39.16491,,,Steven Taylor,3722.0,,,,,,1,From Throw In,Cheik Ismaël Tioté,42900.0,Left Defensive Midfield,5,Newcastle United,37,['e051c5b9-628d-4cb9-a55f-6182320fd6ba'],9,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:09.536,Pass,
,,,,,,,,,,,,,,,1.32762,,,,,,,,,,,,,0bff47db-a254-480b-a5a2-e37a481ef9f9,43,,,"[45.2, 53.8]",3754243,1,,,,,1.2554766,,Right Foot,,,"[51.3, 72.5]",,Ground Pass,,19.669773,,,Daryl Janmaat,3650.0,,,,,,1,From Throw In,Steven Taylor,3722.0,Right Center Back,5,Newcastle United,37,['f30b53ad-c6ac-445b-9050-6dcececf1eff'],13,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:13.322,Pass,
,,,,,,,,,,,,,,,1.44512,,,,,,,,,,,,,3f3fba67-73f7-49f9-be0f-f5e00d2db3d4,46,,,"[51.3, 72.5]",3754243,1,,,,,-2.6317055,,Right Foot,,,"[36.1, 64.0]",,High Pass,,17.415224,,,Steven Taylor,3722.0,,,,,,1,From Throw In,Daryl Janmaat,3650.0,Right Back,5,Newcastle United,37,['0dc8f9da-3cce-4edc-adec-ec615ba9a376'],14,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:14.689,Pass,
,,,,,,,,,,,,,,,1.763862,,,,,,,,,,,,,7c3ff381-e7ea-4bc3-9124-80c1811f5a1a,49,,,"[33.6, 64.0]",3754243,1,,,,,-1.3844135,,Right Foot,,,"[36.9, 46.5]",,Ground Pass,,17.808426,,,Cheik Ismaël Tioté,42900.0,,,,,,1,From Throw In,Steven Taylor,3722.0,Right Center Back,5,Newcastle United,37,['b090755b-8823-4036-96d5-f29ffc20de2d'],17,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:17.800,Pass,
,,,,,,,,,,,,,,,1.525209,,,,,,,,,,,,,576ecb00-48a4-45b7-b2c2-32f59e3210bb,53,,,"[36.9, 46.7]",3754243,1,,,,,-1.4567106,,Right Foot,,,"[40.2, 17.9]",,Ground Pass,,28.988445,,,Chancel Mbemba Mangulu,3044.0,,,,,,1,From Throw In,Cheik Ismaël Tioté,42900.0,Left Defensive Midfield,5,Newcastle United,37,"['1ea079c0-c28c-4961-8908-935fd2a9ce4f', 'e7bd860e-b51c-4865-b295-757db30d709b']",20,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:20.127,Pass,True
,,,,,,,,,,,,,,,1.392955,,,,,,,,,,,,,2ac5c58a-0e70-408c-b044-41884f1f1ea2,56,,,"[57.9, 17.9]",3754243,1,,,,,-0.42449713,,Right Foot,,,"[75.6, 9.9]",,Ground Pass,,19.423954,,,Vurnon Anita,16072.0,,,,,,1,From Throw In,Chancel Mbemba Mangulu,3044.0,Left Center Back,5,Newcastle United,37,['20e61dca-b3bd-4a4e-9c1b-4886007a8c51'],25,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:25.124,Pass,
,,,,,,,,,,,,,,,0.523121,,,,,,,,,,,,,d83a0530-9a28-4053-9e8f-a4721baffa39,59,,,"[75.6, 9.9]",3754243,1,,,,,0.8012698,,Right Foot,,,"[81.8, 16.3]",,Ground Pass,,8.910667,,,Moussa Sissoko,3091.0,,,,,,1,From Throw In,Vurnon Anita,16072.0,Left Back,5,Newcastle United,37,['3be0770a-7865-47e9-bb8e-ec7ae38d89b1'],26,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:26.658,Pass,
,,,,,,,,,,,,,,,1.250724,,,,,,,,,,,,,4811c9b5-7451-4fea-a017-e4bd765e6337,67,,,"[84.4, 27.9]",3754243,1,,,,,1.9843384,,Right Foot,,,"[78.3, 41.8]",,Ground Pass,,15.179591,,,Andros Townsend,3297.0,,,,,,1,From Throw In,Moussa Sissoko,3091.0,Left Wing,5,Newcastle United,37,"['8cd431e4-0594-4daa-a9de-a585dc083ae1', 'dee505d0-c58c-49d7-a0ff-248fb07583ec']",30,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:30.265,Pass,True
,,,,,,,,,,,,,,,2.493583,,,,,,,,,,,,,826a1eea-713c-422b-ac26-23e9e3135a88,73,,,"[81.6, 31.4]",3754243,1,,,,,-1.0273187,,Left Foot,,,"[99.0, 2.6]",,Ground Pass,,33.64818,,,Papiss Demba Cissé,30289.0,,,,,Recovery,1,From Throw In,Andros Townsend,3297.0,Right Wing,5,Newcastle United,37,['816ac87e-0c4e-442d-b43b-3edb6a4f1452'],34,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:34.054,Pass,
,,,,,,,,,,,,,,,2.296965,,,,,,,,,,,,,3d3f4b91-2954-4e86-b1d5-a3ae7c77f381,76,,,"[101.7, 13.4]",3754243,1,,,,,0.07982998,,Right Foot,,,"[114.2, 14.4]",,Ground Pass,,12.539936,,Incomplete,Andros Townsend,3297.0,,,,,,1,From Throw In,Papiss Demba Cissé,30289.0,Center Forward,5,Newcastle United,37,"['1fc7a555-7a9e-4c8e-bc4f-13d926e86afb', 'ab832a84-f82c-45b8-b7a6-654460d6888f']",39,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:39.298,Pass,
,,,,,,,,,,,,,,,0.730811,,,,,,,,,,,,,67f56ae2-f33f-451c-b4be-80fa71ec3379,80,,,"[110.0, 0.1]",3754243,1,,,,,1.2220253,,,,,"[114.0, 11.1]",,Low Pass,,11.7046995,,,Georginio Wijnaldum,3567.0,,,,,Throw-in,1,From Throw In,Vurnon Anita,16072.0,Left Back,6,Newcastle United,37,['3da781a6-8340-4bf7-a1ba-f381a56f98a8'],57,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:57.770,Pass,
,,,,,,,,,,,,,,,0.783268,,,,,,,,,,,,,fabd1d4f-faae-4e84-9f9a-0d87da5a11e4,84,,,"[113.2, 12.2]",3754243,1,,,,,-1.8633581,,Right Foot,,,"[110.7, 3.9]",,Ground Pass,,8.668333,,,Vurnon Anita,16072.0,,,,,,1,From Throw In,Georginio Wijnaldum,3567.0,Center Attacking Midfield,6,Newcastle United,37,['024226d0-d54b-4586-8381-8b27ba818716'],58,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:58.521,Pass,
,,,,,,,,,,,,,,,0.056353,,,,,,,,,,,,,7feeb00e-b32c-4b9c-9282-094adec0c6f3,88,,,"[110.7, 4.0]",3754243,2,,,,,0.6435011,,Right Foot,,,"[111.9, 4.9]",,Low Pass,,1.5,,Incomplete,Moussa Sissoko,3091.0,,,,,,1,From Throw In,Vurnon Anita,16072.0,Left Back,6,Newcastle United,37,"['2edbad53-ae3a-4411-b204-7d551f19edeb', 'd51ff3a2-3c41-4f41-8be3-29eda259fdb5', 'edbf81a4-2311-4fbd-9149-f144b442aa46']",0,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:00.305,Pass,True
,,,,,,,,,,,,,,,3.1675,,,,,,,,,,,,,22b039ef-e5dd-4e20-b4ea-4a98d3a03c18,92,,,"[87.0, 5.9]",3754243,2,,,,,0.5585993,,Right Foot,,,"[99.0, 13.4]",,High Pass,,14.150971,,,Vurnon Anita,16072.0,,,,,Recovery,1,From Throw In,Jonjo Shelvey,3057.0,Right Defensive Midfield,6,Newcastle United,37,"['2b10b3f0-60bc-4e08-ae2b-c1e24904ae24', '38c98164-fb04-4d7b-9fff-166f012f9bba']",3,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:03.973,Pass,True
,,,,,,,,,,,,,,,1.568241,,,,,,,,,,,,,4434e48b-1963-4505-ba52-bbe07300f87f,97,,,"[21.1, 60.6]",3754243,2,,,,,0.15351047,,Right Foot,,,"[56.0, 66.0]",,High Pass,,35.315292,,,Dieumerci Mbokani Bezua,23663.0,,,,,Recovery,1,From Throw In,Jonathan Howson,9578.0,Right Defensive Midfield,6,Newcastle United,37,['be0cc6fc-833a-4058-9150-0fdc9657ce07'],8,,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:08.299,Pass,
,,,,,,,,,,,,,,,1.50262,,,,,,,,,,,,,e7be4c3f-d15b-4251-bad9-d992a00ee087,100,,,"[55.3, 65.7]",3754243,2,,,,,0.81871915,,Other,,,"[58.2, 68.8]",,Low Pass,,4.244997,,Incomplete,Steven Naismith,9528.0,,,,,,1,From Throw In,Dieumerci Mbokani Bezua,23663.0,Center Forward,6,Newcastle United,37,"['b219e542-7caf-4a4d-a7e7-8f154a45f831', 'ed7a1144-b448-4a09-be45-de21f76222c1', 'f5c7bb85-8262-4c12-bc39-f2f09e4da6dc']",9,,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:09.867,Pass,True
,,,,,,,,,True,,,,,,1.820869,,,,,,,,,,,,,ed7a1144-b448-4a09-be45-de21f76222c1,103,,,"[61.9, 11.3]",3754243,2,,,,,2.484323,,Right Foot,,,"[43.5, 25.5]",,Low Pass,,23.242203,,,Steven Taylor,3722.0,,,,,Interception,1,From Throw In,Cheik Ismaël Tioté,42900.0,Left Defensive Midfield,6,Newcastle United,37,"['687c5ff7-3831-4fcb-93b0-7013f24e6120', 'e7be4c3f-d15b-4251-bad9-d992a00ee087']",11,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:11.370,Pass,
,,,,,,,,,,,,,,,3.010616,,,,,,,,,,,,,82720fd5-0ba6-4d1f-96c6-cd03e11ef1fb,106,,,"[43.9, 26.2]",3754243,2,,,,,2.746162,,Right Foot,,,"[10.6, 40.1]",,Low Pass,,36.08462,,,Karl Darlow,3649.0,,,,,,1,From Throw In,Steven Taylor,3722.0,Right Center Back,6,Newcastle United,37,['35906841-e074-4aa3-9ba6-a192972c48f1'],13,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:13.345,Pass,
,,,,,,,,,,,,,,,3.632415,,,,,,,,,,,,,d058ef57-6792-4e15-b880-c7a1014ad7f8,109,,,"[10.1, 47.0]",3754243,2,,,,,0.45106965,,Right Foot,,,"[54.9, 68.7]",,High Pass,,49.778812,,Incomplete,Andros Townsend,3297.0,,,,,,1,From Throw In,Karl Darlow,3649.0,Goalkeeper,6,Newcastle United,37,"['5dd4f21c-73a6-4e80-9b82-483776827306', 'ddb3aad7-bf2d-421c-b46f-2c5fd1bf4bf0']",18,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:18.879,Pass,
,,,,,,,,,,,,,,,2.754835,,,,,,,,,,,,,ddb3aad7-bf2d-421c-b46f-2c5fd1bf4bf0,111,,,"[65.2, 11.4]",3754243,2,,,,,0.039978687,,Head,,,"[87.7, 12.3]",,High Pass,,22.517992,,Incomplete,Steven Naismith,9528.0,,,,,Recovery,1,From Throw In,Martin Olsson,3576.0,Left Back,6,Newcastle United,37,"['83e73550-08ca-4120-a771-920f8843857d', 'cd83dae5-4499-46fa-8cf4-ae4778658d05', 'd058ef57-6792-4e15-b880-c7a1014ad7f8']",22,,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:22.511,Pass,
,,,,,,,,,,,,,,,2.089954,,,,,,,,,,,,,83e73550-08ca-4120-a771-920f8843857d,113,,,"[32.4, 67.8]",3754243,2,,,,,-0.3618784,,Head,,,"[64.1, 55.8]",,High Pass,,33.89528,,,Papiss Demba Cissé,30289.0,,,,,Recovery,1,From Throw In,Steven Taylor,3722.0,Right Center Back,6,Newcastle United,37,"['34b6cf53-2f43-4c0b-96c2-34dfdee9dcd8', 'ddb3aad7-bf2d-421c-b46f-2c5fd1bf4bf0']",25,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:25.266,Pass,
,,,,,,,,,,,,,,,0.492938,,,,,,,,,,,,,534d97e9-4f10-43f7-bf94-f8c5a38d3295,117,,,"[64.1, 56.2]",3754243,2,,,,,2.83354,,Left Foot,,,"[61.9, 56.9]",,Ground Pass,,2.3086793,,Incomplete,Georginio Wijnaldum,3567.0,,,,,,1,From Throw In,Papiss Demba Cissé,30289.0,Center Forward,6,Newcastle United,37,"['1b24f5b1-64d7-4aea-99b9-071f5fe70bad', 'c0355494-6659-4e02-a8c9-8d2c87062963', 'd3b11f50-c590-4164-b5d6-26d6769b249c']",27,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:27.389,Pass,True
,,,,,,,,,,,,,,,0.979186,,,,,,,,,,,,,b3b0f4d3-0d07-499d-a6e4-a52d7a69bc1b,121,,,"[51.6, 20.1]",3754243,2,,,,,2.4730308,,Right Foot,,,"[39.7, 29.5]",,Ground Pass,,15.164762,,,Ryan Bennett,9930.0,,,,,,1,Regular Play,Gary O''Neil,9452.0,Left Defensive Midfield,7,Norwich City,56,['0e544a5e-30ad-4c5c-a405-d76e04d19e7b'],29,,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:29.140,Pass,
,,,,,,,,,,,,,,,1.660216,,,,,,,,,,,,,c945b401-0d83-452a-bd52-9354a92e3090,124,,,"[36.0, 34.5]",3754243,2,,,,,0.6297021,,Right Foot,,,"[68.8, 58.4]",,High Pass,,40.583862,,,Matt Jarvis,22594.0,,,,,,1,Regular Play,Ryan Bennett,9930.0,Right Center Back,7,Norwich City,56,['68ecf415-8f6c-4339-b268-8b69097c8ff0'],32,,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:32.363,Pass,
,,,,,,,,,,,,,,,1.043937,,,,,,,,,,,,,3cd6fbed-9944-4b95-8c1a-f6d91fa1d338,127,,,"[67.6, 57.5]",3754243,2,,,,,-2.4890964,,Left Foot,,,"[57.0, 49.4]",,Ground Pass,,13.34054,,,Jonathan Howson,9578.0,,,,,,1,Regular Play,Matt Jarvis,22594.0,Right Midfield,7,Norwich City,56,['3083077e-4116-4410-afa1-7bba3792dfdb'],35,,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:35.447,Pass,
,,,,,,,,,,,,,,,1.45831,,,,,,,,,,,,,9c54f289-3824-40f4-9e8f-e1c22c12ac06,129,,,"[57.0, 49.4]",3754243,2,,,,,1.7187457,,Right Foot,,,"[53.9, 70.2]",,Ground Pass,,21.029741,,,Andre Wisdom,4808.0,,,,,,1,Regular Play,Jonathan Howson,9578.0,Right Defensive Midfield,7,Norwich City,56,['39aa4635-3dd8-49bf-b55b-13affdfa9fe3'],36,,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:36.491,Pass,
,,,,,,,,,,,,,,,1.497468,,,,,,,,,,,,,411e1ad0-c2c4-48f6-8b6e-afc947f1176d,132,,,"[54.1, 70.2]",3754243,2,,,,,0.114392035,,Right Foot,,,"[77.6, 72.9]",,Ground Pass,,23.654598,,,Dieumerci Mbokani Bezua,23663.0,,,,,,1,Regular Play,Andre Wisdom,4808.0,Right Back,7,Norwich City,56,['e80eb799-8e4b-45b5-9239-7296631febf3'],38,,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:38.422,Pass,
