bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.722423,,,,,,,,,,,,,924a38be-fd87-44fd-8f06-00cb570af549,16,,"[40.7, 22.6]",3754069,0,,,,,1.6682782,,Right Foot,,,,"[37.6, 54.3]",,Ground Pass,,31.851217,,,Per Mertesacker,3475.0,,,,,,1,From Kick Off,Laurent Koscielny,3394.0,Left Center Back,2,Arsenal,1,['044fe956-f5fa-480f-a66a-202fdefef59c'],7,,,,,,,,,,,,,,,,,Arsenal,1,00:00:07.279,Pass,
,,,,,,,,,,,,,,,,0.909932,,,,,,,,,,,,,3020f2b8-628b-4a34-8925-b078ef994486,19,,"[48.6, 60.9]",3754069,0,,,,,0.06994939,,Right Foot,,,,"[64.3, 62.0]",,Ground Pass,,15.738488,,,Alex Oxlade-Chamberlain,3525.0,,,,,,1,From Kick Off,Per Mertesacker,3475.0,Right Center Back,2,Arsenal,1,['9ce4e400-bdb9-4d66-bb9a-a1d124826c1b'],12,,,,,,,,,,,,,,,,,Arsenal,1,00:00:12.921,Pass,
,,,,,,,,,,,,,,,,1.087284,,,,,,,,,,,,,f52343c9-5dfa-466b-b93e-96e405a14c31,22,,"[59.6, 61.2]",3754069,0,,,,,2.7736118,,Right Foot,,,,"[51.3, 64.4]",,Ground Pass,,8.895505,,,Per Mertesacker,3475.0,,,,,,1,From Kick Off,Alex Oxlade-Chamberlain,3525.0,Right Wing,2,Arsenal,1,['18274da1-0008-4bbe-8d65-2186da3459f7'],14,,,,,,,,,,,,,,,,,Arsenal,1,00:00:14.642,Pass,
,,,,,,,,,,,,,,,,2.126382,,,,,,,,,,,,,f5cbf67e-4f72-46ec-9e01-328a2eb5e1fa,24,,"[49.5, 64.2]",3754069,0,,,,,0.26934803,,Left Foot,,,,"[85.0, 74.0]",,High Pass,,36.827843,,,Héctor Bellerín Moruno,3511.0,,,,,,1,From Kick Off,Per Mertesacker,3475.0,Right Center Back,2,Arsenal,1,['384d91e0-45a8-4eef-9d40-83c9a5aa3092'],15,,,,,,,,,,,,,,,,,Arsenal,1,00:00:15.729,Pass,
,,,,,,,,,,,,,,,,1.971342,,,,,,,,,,,,,f4bad23e-2dbd-4d8a-ae64-70754d5c9164,27,,"[111.2, 67.6]",3754069,0,,,,,-1.4301133,,Right Foot,True,,,"[116.1, 33.0]",,High Pass,,34.945244,Incomplete,,,,,,,,,1,From Kick Off,Héctor Bellerín Moruno,3511.0,Right Back,2,Arsenal,1,['f2ddffe8-7a0f-4334-beea-a30596e00a55'],22,,,,,,,,,,,,,,,,,Arsenal,1,00:00:22.853,Pass,
,,,,,,,,,,,,,,,,1.713843,,,,,,,,,,,,,853ce1b0-4a1f-47d5-a086-727ab5f2452b,29,,"[120.0, 0.1]",3754069,0,,,,,1.8925469,,Left Foot,,,,"[108.9, 33.4]",,High Pass,,35.10128,Incomplete,True,,,,,Outswinging,,Corner,1,From Corner,Mesut Özil,3496.0,Center Attacking Midfield,3,Arsenal,1,['38d45ba3-5aca-474a-8853-08d36f0f948e'],48,,,,,,,,,,,,,,,,,Arsenal,1,00:00:48.163,Pass,
,,,,,,,,,,,,,,,,1.491596,,,,,,,,,,,,,05ccad89-d47c-48e7-9ebc-f795774e86a0,32,,"[104.8, 42.5]",3754069,0,,,,,-0.9888912,,Head,,,,"[109.8, 34.9]",,High Pass,,9.097252,,,Alex Oxlade-Chamberlain,3525.0,,,,,Recovery,1,From Corner,Per Mertesacker,3475.0,Right Center Back,3,Arsenal,1,['af6bd9ea-20b0-4e68-9041-5b84d6a36842'],50,,,,,,,,,,,,,,,,,Arsenal,1,00:00:50.974,Pass,
,,,,,,,,,,,,,,,,1.3783,,,,,,,,,,,,,966aa9ec-755c-4309-87f9-20dbd4f736d6,35,,"[109.8, 33.6]",3754069,0,,,,True,0.36717382,,,,,,"[115.0, 35.6]",,High Pass,,5.5713553,Incomplete,,,,,,,,,1,From Corner,Alex Oxlade-Chamberlain,3525.0,Right Wing,3,Arsenal,1,"['09847246-4316-4e90-adeb-097c469104bb', '9e6c237e-9954-4ca3-9076-472abd6a7e0f']",52,,,,,,,,,,,,,,,,,Arsenal,1,00:00:52.533,Pass,True
,,,,,,,,,,,,,,,,3.694735,,,,,,,,,,,,,7541f511-19a7-4bcd-b9b1-8dd67d20b270,38,,"[15.8, 53.1]",3754069,1,,,,,0.024885053,,Drop Kick,,,,"[84.1, 54.8]",,High Pass,,68.32115,Incomplete,,Aleksandar Mitrović,4269.0,,,,,,1,From Keeper,Rob Elliot,3096.0,Goalkeeper,4,Newcastle United,37,"['259ea2a2-0f61-4782-b648-8006cb3e800f', '44d53957-4406-4619-a9d7-43d2a15a6ba5']",9,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:09.747,Pass,
,,,,,,,,,,,,,,,,1.430677,,,,,,,,,,,,,259ea2a2-0f61-4782-b648-8006cb3e800f,41,,"[36.0, 25.3]",3754069,1,,,,True,0.10786003,,,,,,"[51.7, 27.0]",,Low Pass,,15.79177,,,Mesut Özil,3496.0,,,,,Recovery,1,Regular Play,Laurent Koscielny,3394.0,Left Center Back,5,Arsenal,1,"['3b2d29e0-602c-4758-96a6-82cf9a06a66b', '72b05359-b794-43bf-a1af-2ee29762c13d', '7541f511-19a7-4bcd-b9b1-8dd67d20b270']",13,,,,,,,,,,,,,,,,,Arsenal,1,00:01:13.442,Pass,True
,,,,,,,,,,,,,,,,1.939712,,,,,,,,,,,,,659f891c-e5b5-49fe-b476-068700eb1e64,45,,"[50.3, 26.8]",3754069,1,,,,,2.0543842,,Left Foot,,,,"[35.7, 54.6]",,Low Pass,,31.400637,,,Héctor Bellerín Moruno,3511.0,,,,,,1,Regular Play,Mesut Özil,3496.0,Center Attacking Midfield,5,Arsenal,1,"['17c3a9f2-b269-4d74-a82f-eb86538c6ac3', '2cd9bbc0-7342-4dd7-bb1d-5a0a59a23eb8']",14,,,,,,,,,,,,,,,,,Arsenal,1,00:01:14.936,Pass,True
,,,,,,,,,,,,,,,,1.18408,,,,,,,,,,,,,1ad13043-dbc3-4061-9a45-162cf7196bf7,47,,"[34.3, 53.4]",3754069,1,,,,,-2.2161772,,Right Foot,,,,"[27.9, 44.9]",,Ground Pass,,10.640018,,,Per Mertesacker,3475.0,,,,,,1,Regular Play,Héctor Bellerín Moruno,3511.0,Right Back,5,Arsenal,1,['f3234a47-bf2f-4da0-bfb9-52d9a9049197'],16,,,,,,,,,,,,,,,,,Arsenal,1,00:01:16.875,Pass,
,,,,,,,,,,,,,,,,1.032055,,,,,,,,,,,,,c8182f67-55b2-4ce2-8089-a7d3eaa9f0be,50,,"[27.4, 46.0]",3754069,1,,,,,1.238911,,Left Foot,,,,"[33.5, 63.7]",,Ground Pass,,18.721645,,,Héctor Bellerín Moruno,3511.0,,,,,,1,Regular Play,Per Mertesacker,3475.0,Right Center Back,5,Arsenal,1,['36792ad9-b3b2-47b3-b36f-ed75158cb0bf'],19,,,,,,,,,,,,,,,,,Arsenal,1,00:01:19.370,Pass,
,,,,,,,,,,,,,,,,2.4333,,,,,,,,,,,,,2e022f0b-15c0-4570-b1ec-4fdc40ec75f7,53,,"[64.8, 67.8]",3754069,1,,,,,-2.822845,,Right Foot,,,,"[44.8, 61.2]",,Ground Pass,,21.060863,,,Per Mertesacker,3475.0,,,,,,1,Regular Play,Héctor Bellerín Moruno,3511.0,Right Back,5,Arsenal,1,['5881fcb3-cfc4-4130-98c1-26d884d80db5'],28,,,,,,,,,,,,,,,,,Arsenal,1,00:01:28.587,Pass,
,,,,,,,,,,,,,,,,1.065051,,,,,,,,,,,,,646fc0cc-993a-4561-a973-d2a36b874dd9,56,,"[45.9, 61.7]",3754069,1,,,,,0.40725586,,Left Foot,,,,"[56.1, 66.1]",,Ground Pass,,11.108555,,,Aaron Ramsey,3517.0,,,,,,1,Regular Play,Per Mertesacker,3475.0,Right Center Back,5,Arsenal,1,['bde645b0-7b2a-4f0a-9877-8d35fa3c09a9'],32,,,,,,,,,,,,,,,,,Arsenal,1,00:01:32.406,Pass,
,,,,,,,,,,,,,,,,1.24619,,,,,,,,,,,,,aba3b227-e04f-40d7-b974-2d6969a81179,59,,"[56.9, 66.1]",3754069,1,,,,,-2.4937813,,Right Foot,,,,"[49.5, 60.5]",,Ground Pass,,9.2800865,,,Per Mertesacker,3475.0,,,,,,1,Regular Play,Aaron Ramsey,3517.0,Left Defensive Midfield,5,Arsenal,1,['e1d25e36-8cfb-43cb-9977-6f0c79c2ad99'],33,,,,,,,,,,,,,,,,,Arsenal,1,00:01:33.511,Pass,
,,,,,,,,,,,,,,,,0.964151,,,,,,,,,,,,,a0b31f1e-dc18-4a5d-94f4-4a782cc670fb,62,,"[48.9, 58.5]",3754069,1,,,,,-0.053425048,,Left Foot,,,,"[67.6, 57.5]",,Ground Pass,,18.726719,,,Mesut Özil,3496.0,,,,,,1,Regular Play,Per Mertesacker,3475.0,Right Center Back,5,Arsenal,1,['0afeb96e-1de4-4af2-9b52-db7fc194670e'],35,,,,,,,,,,,,,,,,,Arsenal,1,00:01:35.425,Pass,
,,,,,,,,,,,,,,,,0.940383,,,,,,,,,,,,,75dc4a11-0c4e-4a12-9559-54f506fbaca3,64,,"[67.6, 57.5]",3754069,1,,,,,-0.7732037,,Left Foot,,,,"[75.9, 49.4]",,Ground Pass,,11.597413,,,Alex Oxlade-Chamberlain,3525.0,,,,,,1,Regular Play,Mesut Özil,3496.0,Center Attacking Midfield,5,Arsenal,1,['fd7b6423-30bf-485c-8523-a8c5ee62b9a5'],36,,,,,,,,,,,,,,,,,Arsenal,1,00:01:36.389,Pass,
,,,,,,,,,,,,,,,,1.682753,,,,,,,,,,,,,9c1c8bc6-aa14-4689-8e77-8b42496bbcad,67,,"[75.9, 49.4]",3754069,1,,,,,0.9871605,,Right Foot,,,,"[86.4, 65.3]",,Ground Pass,,19.054132,,,Héctor Bellerín Moruno,3511.0,,,,,,1,Regular Play,Alex Oxlade-Chamberlain,3525.0,Right Wing,5,Arsenal,1,['3af46d1a-d690-4244-8349-11cb92994ac8'],37,,,,,,,,,,,,,,,,,Arsenal,1,00:01:37.420,Pass,
,,,,,,,,,,,,,,,,0.793771,,,,,,,,,,,,,9da6d753-b40f-45e8-acd4-76cdf1c5b6b4,71,,"[117.2, 55.3]",3754069,1,,,,,-1.9067639,6f605deb-25a4-40d7-aa04-7d459234015d,Right Foot,True,True,,"[110.6, 36.4]",,Low Pass,,20.019241,,,Alex Oxlade-Chamberlain,3525.0,True,,,,,1,Regular Play,Héctor Bellerín Moruno,3511.0,Right Back,5,Arsenal,1,['dd8264bd-cfee-4662-a43d-239e16e707a2'],42,,,,,,,,,,,,,,,,,Arsenal,1,00:01:42.934,Pass,
,,,,,,,,,,,,,,,,3.162607,,,,,,,,,,,,,fdd32a6b-0c1a-4bcf-8a2a-95c8022c52c1,75,,"[7.0, 44.1]",3754069,2,,True,,,0.22825903,,Left Foot,,,,"[72.0, 59.2]",,High Pass,,66.73088,,,Aleksandar Mitrović,4269.0,,,,,Goal Kick,1,From Goal Kick,Rob Elliot,3096.0,Goalkeeper,6,Newcastle United,37,['8866672a-dc6d-4bc4-9456-1f93aeb0d564'],18,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:18.461,Pass,
,,,,,,,,,,,,,,,,1.096176,,,,,,,,,,,,,e361dfda-f953-4cad-8ce6-30f757c8fb6c,77,,"[75.0, 58.0]",3754069,2,,,,,-2.6779451,,Other,,,,"[69.0, 55.0]",,Low Pass,,6.708204,Incomplete,,Georginio Wijnaldum,3567.0,,,,,,1,From Goal Kick,Aleksandar Mitrović,4269.0,Center Forward,6,Newcastle United,37,"['44dd5e3c-a683-4d65-9e06-8356e1d4db91', 'd696b662-da3e-4695-bedb-4e738e24833a']",21,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:21.624,Pass,
,,,,,,,,,,,,,,,,1.441367,,,,,,,,,,,,,0ee95bfc-d71c-4556-85f2-4d53c45f9abd,81,,"[53.0, 27.3]",3754069,2,,,,,-1.1240326,,Right Foot,,,,"[63.3, 5.8]",,Ground Pass,,23.839882,,,Theo Walcott,3668.0,,,,,,1,From Goal Kick,Aaron Ramsey,3517.0,Left Defensive Midfield,6,Newcastle United,37,['32a1022e-f88e-4228-883e-e11aec03b1e5'],24,,,,,,,,,,,,,,,,,Arsenal,1,00:02:24.207,Pass,
,,,,,,,,,,,,,,,,0.852889,,,,,,,,,,,,,86c3d169-3dcc-4b5b-bce1-a1f8d5dc895b,87,,"[34.9, 80.0]",3754069,2,,,,,-0.7730531,,,,,,"[43.1, 72.0]",,Low Pass,,11.456003,,,Cheik Ismaël Tioté,42900.0,,,,,Throw-in,1,From Throw In,Daryl Janmaat,3650.0,Right Back,7,Newcastle United,37,['0a927ae4-46a8-4bf4-8762-15641eb3e8a2'],38,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:38.780,Pass,
,,,,,,,,,,,,,,,,1.781685,,,,,,,,,,,,,447e9c37-5985-4ea3-b1db-76343d7c0f24,90,,"[41.0, 71.0]",3754069,2,,,,,2.3761919,,Right Foot,,,,"[35.9, 75.9]",,Low Pass,,7.072482,,,Daryl Janmaat,3650.0,,,,,,1,From Throw In,Cheik Ismaël Tioté,42900.0,Right Defensive Midfield,7,Newcastle United,37,"['27c75ae4-fbd9-4a4b-ae77-08b15eda4d8c', '4cfe76ad-4dbf-4f2c-bc8f-f4b963b21de1']",39,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:39.633,Pass,True
,,,,,,,,,,,,,,,,1.313553,,,,,,,,,,,,,6dba4a53-8d0e-4772-9d1c-7b67be142cf8,92,,"[35.4, 74.6]",3754069,2,,,,,-2.7672591,,Right Foot,,,,"[15.8, 66.9]",,Ground Pass,,21.058252,,,Chancel Mbemba Mangulu,3044.0,,,,,,1,From Throw In,Daryl Janmaat,3650.0,Right Back,7,Newcastle United,37,['69cc7489-b77d-4477-8349-895f6ee84d96'],41,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:41.414,Pass,
,,,,,,,,,,,,,,,,2.382654,,,,,,,,,,,,,418a635a-103e-4d54-80b2-1a6aaff210c0,96,,"[8.6, 74.0]",3754069,2,,,,,-0.10454253,,Right Foot,,,,"[55.3, 69.1]",,High Pass,,46.956364,,,Aleksandar Mitrović,4269.0,,,,,,1,From Throw In,Chancel Mbemba Mangulu,3044.0,Right Center Back,7,Newcastle United,37,"['baff3f12-fe38-4679-b661-0b663cc90229', 'e54d689a-a303-4833-818d-b7e23d1775ea']",45,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:45.688,Pass,True
,,,,,,,,,,,,,,,,1.350029,,,,,,,,,,,,,8d8b7730-bcd7-440c-a88d-ab7ea5af3f28,98,,"[55.8, 68.5]",3754069,2,,,,,-1.4613454,,Other,,,,"[56.8, 59.4]",,Low Pass,,9.15478,,,Georginio Wijnaldum,3567.0,,,,,,1,From Throw In,Aleksandar Mitrović,4269.0,Center Forward,7,Newcastle United,37,['288c8fdb-e7ef-4904-9860-3c05f2b02e16'],48,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:48.071,Pass,
,,,,,,,,,,,,,,,,0.574651,,,,,,,,,,,,,43580182-bc4b-4aa3-88ce-0a9e6eff9cd7,102,,"[69.3, 51.8]",3754069,2,,,,,-1.4716461,,Right Foot,,,,"[71.2, 32.7]",,Ground Pass,,19.19427,,,Ayoze Pérez Gutiérrez,3076.0,,,,,,1,From Throw In,Georginio Wijnaldum,3567.0,Left Midfield,7,Newcastle United,37,"['591bf695-0eae-434a-aa87-5646666fef7a', '6e32de36-9e41-41c0-80bf-fba961ccc5aa']",52,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:52.106,Pass,True
,,,,,,,,,,,,,,,,0.928033,,,,,,,,,,,,,d9003e2c-93be-4c43-93f4-b986ef483398,109,,"[44.2, 53.1]",3754069,2,,,,,-2.9835026,,Right Foot,,,,"[30.4, 50.9]",,Ground Pass,,13.974262,,,Héctor Bellerín Moruno,3511.0,,,,,Recovery,1,Regular Play,Alex Oxlade-Chamberlain,3525.0,Right Wing,8,Arsenal,1,['d59d1276-c360-410c-9c4e-4341866b7397'],55,,,,,,,,,,,,,,,,,Arsenal,1,00:02:55.785,Pass,
,,,,,,,,,,,,,,,,2.505363,,,,,,,,,,,,,ba7e4f56-6a94-4d7d-9e0d-df2c762ddb5c,112,,"[29.4, 51.2]",3754069,2,,,,,0.4949573,,Right Foot,,,,"[47.0, 60.7]",,Ground Pass,,20.00025,,,Alex Oxlade-Chamberlain,3525.0,,,,,,1,Regular Play,Héctor Bellerín Moruno,3511.0,Right Back,8,Arsenal,1,['e4904859-e019-4136-9c6d-afe8024ea035'],56,,,,,,,,,,,,,,,,,Arsenal,1,00:02:56.732,Pass,
,,,,,,,,,,,,,,,,1.443782,,,,,,,,,,,,,d952d853-b0ab-4eb7-b09f-fcd4956f0f70,114,,"[47.3, 60.7]",3754069,2,,,,,0.27600783,,Left Foot,,,,"[64.6, 65.6]",,Ground Pass,,17.980545,,,Aaron Ramsey,3517.0,,,,,,1,Regular Play,Alex Oxlade-Chamberlain,3525.0,Right Wing,8,Arsenal,1,['71d677c3-13d9-4ba1-a29b-d160d6c68cec'],59,,,,,,,,,,,,,,,,,Arsenal,1,00:02:59.237,Pass,
,,,,,,,,,,,,,,,,1.342323,,,,,,,,,,,,,7f396abb-2d63-4545-b5a1-0e767c13f7d7,118,,"[62.6, 70.0]",3754069,3,,,,,-3.012543,,Right Foot,,,,"[49.5, 68.3]",,Ground Pass,,13.209845,,,Héctor Bellerín Moruno,3511.0,,,,,,1,Regular Play,Aaron Ramsey,3517.0,Left Defensive Midfield,8,Arsenal,1,['8b7e62a7-58d6-45ed-9632-3be38c6d94eb'],3,,,,,,,,,,,,,,,,,Arsenal,1,00:03:03.909,Pass,
