bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,ce765197-af17-4a28-87a7-bc9ab095ac7f,1,,,,3754078,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea,33,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 5594, 'name': 'Branislav Ivanović'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3645, 'name': 'Gary Cahill'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 20287, 'name': 'John Terry'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 3957, 'name': 'César Azpilicueta Tanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3381, 'name': 'Nemanja Matić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 3472, 'name': 'Willian Borges da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 40122, 'name': 'Oscar dos Santos Emboaba Júnior'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Chelsea,33,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,69092d92-156d-488c-8c49-fc4272d987db,2,,,,3754078,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea,33,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3340, 'name': 'Kyle Naughton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 7063, 'name': 'Jefferson Antonio Montero Vite'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 20521, 'name': 'Bafétimbi Gomis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Swansea City,26,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,195f1f61-2719-4434-85af-5b57056eef5d,3,,,,3754078,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea,33,['8b076d98-60bf-4b73-9497-a4d9f74cdb71'],0,,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,8b076d98-60bf-4b73-9497-a4d9f74cdb71,4,,,,3754078,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea,33,['195f1f61-2719-4434-85af-5b57056eef5d'],0,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,8bbeecfa-be76-46cd-b7e5-d50b2b015ec8,1798,,,,3754078,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,96,Chelsea,33,['378f8be3-3cc3-4ff9-a131-aa4dfe9c0d45'],0,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,378f8be3-3cc3-4ff9-a131-aa4dfe9c0d45,1799,,,,3754078,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,96,Chelsea,33,['8bbeecfa-be76-46cd-b7e5-d50b2b015ec8'],0,,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.581541,,,,,,,,,,,,,,,,6c6394a8-2807-48d9-a365-a9a3387acf4b,5,,,"[60.0, 40.0]",3754078,0,,,,,-3.070285,,Right Foot,,,,"[57.2, 39.8]",Ground Pass,,2.8071337,,,,Jonjo Shelvey,3057.0,,,,,,Kick Off,1,From Kick Off,Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,2,Swansea City,26,['cd6869bc-dc0a-4255-8a53-1f34cb32c4a4'],0,,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.282,Pass,
,,,,,,,,,,,,,,,,,,,1.929814,,,,,,,,,,,,,,,,dc52b19b-e53c-441c-b3a5-7e19618a6f5a,8,,,"[56.6, 39.9]",3754078,0,,,,,-1.8404202,,Right Foot,,,,"[46.9, 4.8]",Ground Pass,,36.415657,,,,Neil Taylor,9627.0,,,,,,,1,From Kick Off,Jonjo Shelvey,3057.0,Right Center Midfield,2,Swansea City,26,['9ee1faf3-fdc7-41cc-80e4-3d86470de61f'],1,,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:01.636,Pass,
,,,,,,,,,,,,,,,,,,,0.733881,,,,,,,,,,,,,,,,42e54259-ea06-4293-9d9d-3ffa4f2f65f1,11,,,"[46.9, 4.8]",3754078,0,,,,,-0.19955538,,Right Foot,,,,"[55.8, 3.0]",Ground Pass,,9.080198,,,,Jefferson Antonio Montero Vite,7063.0,,,,,,,1,From Kick Off,Neil Taylor,9627.0,Left Back,2,Swansea City,26,['a15167be-0e9c-4e57-a3dc-38dc58673752'],4,,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:04.235,Pass,
,,,,,,,,,,,,,,,,,,,1.778199,,,,,,,,,,,,,,,,8e468e42-90a3-4176-8ff2-49acbca261f4,21,,,"[85.3, 4.7]",3754078,0,,,,,1.0966779,,Left Foot,,,,"[100.9, 35.1]",High Pass,,34.16899,,Incomplete,,Bafétimbi Gomis,20521.0,,,,,,,1,From Kick Off,Jefferson Antonio Montero Vite,7063.0,Left Wing,2,Swansea City,26,"['b4ae885a-ad67-4d7e-bc3a-7f9ed4cc110e', 'd5d67fe7-8bd7-43a2-8143-94cc9dbffcd2']",9,,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:09.180,Pass,
