50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.599998,,,,,,,,,,,,6b62b13f-8d89-4010-8c82-f51362b2afd5,20,,"[31.6, 25.8]",3754121,0,,,,,1.6639515,,Right Foot,,,"[28.9, 54.7]",Ground Pass,,29.02585,,,,Simon Francis,3608.0,,,,,,1,From Kick Off,Steve Cook,3341.0,Left Center Back,2,AFC Bournemouth,28,['41d860fe-4802-48fe-a00b-6a1d6fc6e3c4'],10,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:10.989,Pass,
,,,,,,,,,,,,,,,,1.599997,,,,,,,,,,,,f0fcb7f9-dfce-4e3d-b735-9f2d063152b6,23,,"[27.8, 52.0]",3754121,0,,,,,-2.6103191,,Right Foot,,,"[8.4, 40.6]",Ground Pass,,22.501556,,,,Artur Boruc,20074.0,,,,,,1,From Kick Off,Simon Francis,3608.0,Right Center Back,2,AFC Bournemouth,28,['142cc3c5-367a-45ef-be08-0ff2ccd43afb'],13,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:13.637,Pass,
,,,,,,,,,,,,,,,,4.590712,,,,,,,,,,,,6f939fa4-dec3-4024-933d-97bdbc7f3b12,26,,"[8.1, 41.1]",3754121,0,,,,,0.39923847,,Right Foot,,,"[83.0, 72.7]",High Pass,,81.29311,,Incomplete,,,,,,,,,1,From Kick Off,Artur Boruc,20074.0,Goalkeeper,2,AFC Bournemouth,28,['c20dff25-3fa1-4705-8f55-8a9ebf964f89'],16,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:16.579,Pass,
,,,,,,,,,,,,,,,,1.350689,,,,,,,,,,,,c20dff25-3fa1-4705-8f55-8a9ebf964f89,27,,"[37.1, 7.4]",3754121,0,,,,,0.23281382,,Left Foot,,,"[46.8, 9.7]",Low Pass,,9.968952,,,,Valon Behrami,5540.0,,,,,Recovery,1,From Kick Off,Nathan Aké,3306.0,Left Back,2,AFC Bournemouth,28,"['6f939fa4-dec3-4024-933d-97bdbc7f3b12', 'cb51fa5c-bf9f-439e-8bc4-f03906df3a5f']",21,,,,,,,,,,,,,,,,Watford,23,00:00:21.170,Pass,
,,,,,,,,,,,,,,,,0.659485,,,,,,,,,,,,a8af6d9e-57a1-4f94-b26d-02b28e0c4a00,31,,"[42.2, 8.5]",3754121,0,,,,,-0.61377007,,Right Foot,,,"[46.6, 5.4]",Ground Pass,,5.3823786,,Incomplete,,Nathan Aké,3306.0,,,,,,1,From Kick Off,Valon Behrami,5540.0,Left Center Midfield,2,AFC Bournemouth,28,"['0dfa7098-c890-4b1f-94ae-66dae1b54e50', '9b207f03-bff0-46a8-ae1a-ae44889a3c66']",23,,,,,,,,,,,,,,,,Watford,23,00:00:23.758,Pass,
,,,,,,,,,,,,,,,,0.918129,,,,,,,,,,,,2c2171ca-af8c-4a52-b13d-70611b384ec8,36,,"[72.1, 70.8]",3754121,0,,,,,-2.1757877,,Right Foot,,,"[65.6, 61.4]",Ground Pass,,11.428473,,,,Andrew Surman,3344.0,,,,,,1,From Kick Off,Benik Afobe,3278.0,Left Center Forward,2,AFC Bournemouth,28,['59cfd3f5-31db-4102-845f-809496e0f100'],25,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:25.947,Pass,
,,,,,,,,,,,,,,,,0.915058,,,,,,,,,,,,75b549c7-6466-46ca-8128-1a0d91bc05ef,40,,"[65.7, 62.8]",3754121,0,,,,,-1.874646,,Left Foot,,,"[62.0, 51.0]",Ground Pass,,12.366487,,,,Harry Arter,3304.0,,,,,,1,From Kick Off,Andrew Surman,3344.0,Right Center Midfield,2,AFC Bournemouth,28,"['17a9579a-9feb-475f-99c7-c11c384e9b44', 'eeffc548-e456-4b7e-9893-6d25c7f53cad']",27,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:27.531,Pass,True
,,,,,,,,,,,,,,,,2.524045,,,,,,,,,,,,da32e9d4-1114-4de7-b82b-f8425dc67a99,44,,"[62.4, 51.2]",3754121,0,,,,,0.1533604,,Right Foot,,,"[94.1, 56.1]",High Pass,,32.07647,,,,Joshua King,3346.0,,,,,,1,From Kick Off,Harry Arter,3304.0,Left Center Midfield,2,AFC Bournemouth,28,"['d9ae85fa-f275-46aa-9ffd-f187bf1e0b4a', 'e6cfcfe0-2a1c-4e53-9fdb-0511ff93f6d2']",28,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:28.459,Pass,True
,,,,,,,,,,,,,,,,1.231085,,,,,,,,,,,,7bafe704-7f2a-40b5-ae1d-f6d5d4ea2f90,48,,"[117.7, 59.2]",3754121,0,,,,,-1.9469023,,Right Foot,True,True,"[111.5, 43.5]",Ground Pass,,16.87987,,Incomplete,,Benik Afobe,3278.0,,,,,,1,From Kick Off,Joshua King,3346.0,Right Center Forward,2,AFC Bournemouth,28,"['1815b1da-06d6-4232-a1dc-ae5ae683a00a', '74e16b1f-b51d-46be-9d2e-8c0227e7c7cb']",33,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:33.726,Pass,
,,,,,,,,,,,,,,,,2.087545,,,,,,,,,,,,bdea1921-76ff-4608-9921-46d743083c81,51,,"[111.3, 80.0]",3754121,0,,,,,-2.9203427,,,,,"[74.4, 71.7]",Low Pass,,37.821953,,,,Simon Francis,3608.0,,,,,Throw-in,1,From Throw In,Adam Smith,6409.0,Right Back,3,AFC Bournemouth,28,['5b9862b2-e45f-44a6-b4a2-a6f9ccc64480'],41,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:41.527,Pass,
,,,,,,,,,,,,,,,,0.79221,,,,,,,,,,,,2e7f5a81-0bc5-45f7-aff6-1895071e10d0,54,,"[74.3, 71.6]",3754121,0,,,,,-0.40594998,,Right Foot,,,"[85.7, 66.7]",Low Pass,,12.408464,,,,Andrew Surman,3344.0,,,,,,1,From Throw In,Simon Francis,3608.0,Right Center Back,3,AFC Bournemouth,28,['53f0ff54-4a88-4867-a120-b7902bee9710'],45,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:45.692,Pass,
,,,,,,,,,,,,,,,,0.63047,,,,,,,,,,,,28e61bf4-9b3b-4c02-a58a-f595deb51b7b,58,,"[85.0, 68.1]",3754121,0,,,,,0.6461189,,Left Foot,,,"[91.1, 72.7]",Low Pass,,7.640026,,,,Adam Smith,6409.0,,,,,,1,From Throw In,Andrew Surman,3344.0,Right Center Midfield,3,AFC Bournemouth,28,"['4db6ab0a-92f7-4547-9114-4d997d954fe7', 'c4a3d221-9d2f-4140-bfc6-7444970ffc24']",47,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:47.125,Pass,True
,,,,,,,,,,,,,,,,4.035512,,,,,,,,,,,,30bc863b-a8ed-4c32-a4af-984badd40ae6,62,,"[118.7, 60.4]",3754121,0,,,,,-1.6339095,,Right Foot,True,,"[115.3, 6.6]",High Pass,,53.90733,,,,Junior Stanislas,3463.0,,True,,,,1,From Throw In,Adam Smith,6409.0,Right Back,3,AFC Bournemouth,28,['c8f714a6-c929-41fa-8169-78190dc70640'],51,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:51.635,Pass,
,,,,,,,,,,,,,,,,1.562739,,,,,,,,,,,,5be325b4-e468-4cc1-8dd8-15441741d715,65,,"[115.3, 6.6]",3754121,0,,,,,3.088545,,Right Foot,,,"[92.7, 7.8]",Low Pass,,22.631836,,,,Charlie Daniels,3345.0,,,,,,1,From Throw In,Junior Stanislas,3463.0,Left Midfield,3,AFC Bournemouth,28,['657987be-d4f5-4f7a-a08e-d8b9440ebd05'],55,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:55.711,Pass,
,,,,,,,,,,,,,,,,0.989718,,,,,,,,,,,,2e1c033a-1782-4886-82e0-dc7582d42571,69,,"[92.7, 7.4]",3754121,0,,,,,-0.80078155,,Left Foot,,,"[99.1, 0.8]",Ground Pass,,9.193476,,,,Junior Stanislas,3463.0,,,,,,1,From Throw In,Charlie Daniels,3345.0,Left Back,3,AFC Bournemouth,28,"['90ab04fb-049a-430a-aee1-f31633dfae25', 'd66132d6-4138-4648-bd4a-144b83fd76e3']",58,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:58.409,Pass,True
,,,,,,,,,,,,,,,,1.388983,,,,,,,,,,,,3daf30e8-b683-4412-b9ea-465827f90045,73,,"[92.7, 0.6]",3754121,1,,,,,2.4353936,,Right Foot,,,"[79.1, 12.2]",Ground Pass,,17.875122,,Incomplete,,Harry Arter,3304.0,,,,,,1,From Throw In,Junior Stanislas,3463.0,Left Midfield,3,AFC Bournemouth,28,"['335f8a61-abac-4ed9-8e8b-4d1f4a6ca948', '63b6350c-74cd-4a08-9740-abb3881ead1d', 'f59a0f8d-c722-46d6-b2b3-88a8a72b907b']",1,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:01.636,Pass,True
,,,,,,,,,,,,,,,,1.332826,,,,,,,,,,,,bec3798f-6be8-48e0-be4a-a28476f59d2f,77,,"[41.1, 68.8]",3754121,1,,,,,-0.81278855,,No Touch,,,"[48.2, 61.3]",Ground Pass,,10.327633,True,,,Etienne Capoue,3721.0,,,,,,1,From Counter,Odion Jude Ighalo,5458.0,Right Center Forward,4,Watford,23,['15b3def9-53e8-43e5-b047-a91bbb394ef2'],3,,,,,,,,,,,,,,,,Watford,23,00:01:03.206,Pass,
,,,,,,,,,,,,,,,,1.76045,,,,,,,,,,,,68c79bcf-c13d-4efe-a738-16b0bdc12463,80,,"[48.2, 61.3]",3754121,1,,,,,0.77933764,704986b8-d567-4619-a0e8-339f7c546b31,Right Foot,,,"[64.8, 77.7]",Ground Pass,,23.334951,,,,Odion Jude Ighalo,5458.0,True,,,,,1,From Counter,Etienne Capoue,3721.0,Right Center Midfield,4,Watford,23,['d6508ed5-630a-4c27-81ed-0708c984a936'],5,,,,,,,,,,,,,,,,Watford,23,00:01:05.248,Pass,
,,,,,,,,,,,,,,,,1.41024,,,,,,,,,,,,5a5379bc-1f4d-4198-a9bb-c30cadbb6db7,90,,"[120.0, 80.0]",3754121,1,,,,,-1.8440412,,Right Foot,,,"[111.2, 48.6]",High Pass,,32.609814,,,True,Troy Deeney,3454.0,,,Outswinging,,Corner,1,From Corner,Ben Watson,3626.0,Center Defensive Midfield,5,Watford,23,['3c13d551-3a06-4b1f-8625-4ba718f7e887'],55,,,,,,,,,,,,,,,,Watford,23,00:01:55.247,Pass,
,,,,,,,,,,,,,,,,1.718318,,,,,,,,,,,,227a3703-cc42-466c-8877-28628f376cd4,97,,"[23.5, 75.2]",3754121,2,,,,,-0.2721459,,Right Foot,,,"[45.0, 69.2]",Ground Pass,,22.321514,,Incomplete,,Joshua King,3346.0,,,,,,1,Regular Play,Junior Stanislas,3463.0,Left Midfield,6,AFC Bournemouth,28,"['51a61037-9431-4204-ba58-13ea08962765', '8378b149-5470-4316-ac10-a0f1881359cc']",1,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:01.598,Pass,
,,,,,,,,,,,,,,,,1.2906,,,,,,,,,,,,8b23a87e-d9c8-4c2f-857e-11df0d9ffb98,100,,"[34.7, 80.0]",3754121,2,,True,,,-2.2445328,,,,,"[15.3, 55.7]",High Pass,,31.094212,,,,Artur Boruc,20074.0,,,,,Throw-in,1,From Throw In,Adam Smith,6409.0,Right Back,7,AFC Bournemouth,28,['8969680d-476b-40d3-8a1f-cd1e10277621'],19,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:19.899,Pass,
,,,,,,,,,,,,,,,,3.089526,,,,,,,,,,,,95d43e26-8584-4f2c-a888-c3491d60de89,102,,"[10.1, 45.4]",3754121,2,,,,,-0.69839096,,Right Foot,,,"[45.0, 16.1]",High Pass,,45.56863,,Incomplete,,,,,,,,,1,From Throw In,Artur Boruc,20074.0,Goalkeeper,7,AFC Bournemouth,28,['02f46e4e-e445-4d12-bbe1-4e0035c8f1ad'],23,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:23.198,Pass,
,,,,,,,,,,,,,,,,0.830425,,,,,,,,,,,,02f46e4e-e445-4d12-bbe1-4e0035c8f1ad,103,,"[75.1, 64.0]",3754121,2,,,,,-0.45120013,,Head,,,"[84.8, 59.3]",Low Pass,,10.778683,,,,Troy Deeney,3454.0,,,,,Interception,1,From Throw In,Etienne Capoue,3721.0,Right Center Midfield,7,AFC Bournemouth,28,"['567c80c0-4bf8-4fb6-a97f-45b78cb365cb', '95d43e26-8584-4f2c-a888-c3491d60de89']",26,,,,,,,,,,,,,,,,Watford,23,00:02:26.287,Pass,
,,,,,,,,,,,,,,,,0.773878,,,,,,,,,,,,dd20602e-6703-4b1e-8ac6-bfefdff25069,106,,"[85.2, 58.8]",3754121,2,,,,,-1.2120256,,Head,,,"[87.9, 51.6]",Low Pass,,7.6896033,,Incomplete,,Nordin Amrabat,3302.0,,,,,,1,From Throw In,Troy Deeney,3454.0,Left Center Forward,7,AFC Bournemouth,28,"['79c1aa31-d80b-48f5-b260-130dbe091083', '7f2d88c3-9563-46f1-9f67-1ea0518560c7', 'dfd62498-b0d3-45fc-97a3-c149a12ae31e']",27,,,,,,,,,,,,,,,,Watford,23,00:02:27.118,Pass,True
,,,,,,,,,,True,,,,,,1.673731,,,,,,,,,,,,7f2d88c3-9563-46f1-9f67-1ea0518560c7,109,,"[32.2, 28.5]",3754121,2,,,,,-1.6735262,,Left Foot,,,"[31.2, 18.8]",Low Pass,,9.7514105,,,,Harry Arter,3304.0,,,,,Interception,1,From Throw In,Andrew Surman,3344.0,Right Center Midfield,7,AFC Bournemouth,28,"['2fd7d12d-ef5f-45dd-8536-9a200dcac331', 'a2da87d9-7e5a-4df4-b144-2aab6a1be45f', 'dd20602e-6703-4b1e-8ac6-bfefdff25069']",27,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:27.891,Pass,True
,,,,,,,,,,,,,,,,0.527425,,,,,,,,,,,,0ded7874-5090-4927-85a1-7db9da6f0451,112,,"[31.2, 18.8]",3754121,2,,,,,-1.6250907,,Right Foot,,,"[30.7, 9.6]",Ground Pass,,9.213577,,,,Charlie Daniels,3345.0,,,,,,1,From Throw In,Harry Arter,3304.0,Left Center Midfield,7,AFC Bournemouth,28,"['a2da87d9-7e5a-4df4-b144-2aab6a1be45f', 'f4adf0bf-f39e-4788-864b-4b94798da5cf']",29,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:29.831,Pass,True
,,,,,,,,,,,,,,,,0.625301,,,,,,,,,,,,1104490c-fd8a-44c1-84c1-3da726ab00d1,116,,"[89.1, 80.0]",3754121,2,,,,,-0.9041035,,,,,"[93.9, 73.9]",Low Pass,,7.7620873,,,,Etienne Capoue,3721.0,,,,,Throw-in,1,From Throw In,Juan Carlos Paredes Reasco,36983.0,Right Back,8,Watford,23,['131fc7c3-8774-483d-ae40-3ea420c388a5'],39,,,,,,,,,,,,,,,,Watford,23,00:02:39.588,Pass,
,,,,,,,,,,,,,,,,1.058132,,,,,,,,,,,,6a008163-f7d0-4d03-b44b-c4fc5e78e987,119,,"[93.3, 74.3]",3754121,2,,,,,2.4173427,,Right Foot,,,"[88.1, 78.9]",Low Pass,,6.942622,,,,Juan Carlos Paredes Reasco,36983.0,,,,,,1,From Throw In,Etienne Capoue,3721.0,Right Center Midfield,8,Watford,23,"['4a12a6b7-577b-44fa-a5f1-86d6d1944ae5', 'f2185636-df2d-40af-a842-00e21ca58657']",40,,,,,,,,,,,,,,,,Watford,23,00:02:40.214,Pass,True
,,,,,,,,,,,,,,,,0.064914,,,,,,,,,,,,87f62566-2d91-4434-a409-19268cd34e1b,121,,"[88.3, 78.9]",3754121,2,,,,,-0.41822433,,Right Foot,,,"[90.1, 78.1]",Low Pass,,1.9697715,,Incomplete,,,,,,,,,1,From Throw In,Juan Carlos Paredes Reasco,36983.0,Right Back,8,Watford,23,['ec52ac2a-c9bc-45dd-874f-17424abd6729'],41,,,,,,,,,,,,,,,,Watford,23,00:02:41.272,Pass,
,,,,,,,,,,,,,,,,1.062902,,,,,,,,,,,,2c097629-b7ff-4bde-84c1-7fb0339d924e,126,,"[47.7, 0.8]",3754121,2,,,,,0.4241944,,Left Foot,,,"[63.2, 7.8]",Ground Pass,,17.00735,,,,Joshua King,3346.0,,,,,,1,Regular Play,Harry Arter,3304.0,Left Center Midfield,9,AFC Bournemouth,28,['125d9200-c371-45ba-b161-e90d1e28f42c'],44,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:44.309,Pass,
,,,,,,,,,,,,,,,,0.793414,,,,,,,,,,,,e2e8fc65-a98e-4a10-8772-ff93091f21d2,129,,"[65.7, 3.9]",3754121,2,,,,,-2.739722,,Right Foot,,,"[61.7, 2.2]",Ground Pass,,4.346263,,,,Harry Arter,3304.0,,,,,,1,Regular Play,Joshua King,3346.0,Right Center Forward,9,AFC Bournemouth,28,['a334f6d7-30ee-4898-baf3-dea721b38b75'],47,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:47.301,Pass,
,,,,,,,,,,,,,,,,1.128115,,,,,,,,,,,,6e48ead4-64d8-486d-bf99-3902facd04b2,131,,"[61.7, 2.2]",3754121,2,,,,,1.9383285,,Left Foot,,,"[54.5, 20.9]",Ground Pass,,20.038214,,,,Andrew Surman,3344.0,,,,,,1,Regular Play,Harry Arter,3304.0,Left Center Midfield,9,AFC Bournemouth,28,['2df28ab2-04ad-42ed-a8b7-7b2c167e0a10'],48,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:48.094,Pass,
