ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,284ee73a-e605-4a07-b581-2db5a82df54a,1,,,3754194,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United,40,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 21254, 'name': 'Carl Jenkinson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3963, 'name': 'Victor Moses'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 28}, {'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 27}, {'player': {'id': 4271, 'name': 'Andy Carroll'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",West Ham United,40,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6ce86cfa-53ac-4b77-8e44-35059a94eb8d,2,,,3754194,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United,40,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 24}, {'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4629, 'name': 'José Ramiro Funes Mori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 30702, 'name': 'Brendan Joel Zibusiso Galloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 32}, {'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3726, 'name': 'Gerard Deulofeu Lázaro'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 26696, 'name': 'Arouna Koné'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Everton,29,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f0026e10-2837-4153-aacb-acac8162b9bd,3,,,3754194,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United,40,['366b9df6-c57f-4378-9427-d5ea4dc678a5'],0,,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,366b9df6-c57f-4378-9427-d5ea4dc678a5,4,,,3754194,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United,40,['f0026e10-2837-4153-aacb-acac8162b9bd'],0,,,,,,,,,,,,,,,,,,,Everton,29,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,15517f33-6d0e-438f-abf0-6d06ece21f5b,1744,,,3754194,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,82,West Ham United,40,['5b936f19-36d7-4e2b-8098-a986186a40b1'],0,,,,,,,,,,,,,,,,,,,Everton,29,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5b936f19-36d7-4e2b-8098-a986186a40b1,1745,,,3754194,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,82,West Ham United,40,['15517f33-6d0e-438f-abf0-6d06ece21f5b'],0,,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.729663,,,,,,,,,,,,,68fbcb3a-9170-4b64-b661-b678329ec136,5,,"[61.0, 40.1]",3754194,0,,,,,1.9173352,,Right Foot,,"[59.7, 43.7]",,Ground Pass,,3.8275318,,,Andy Carroll,4271.0,,,,,Kick Off,1,From Kick Off,Manuel Lanzini,3595.0,Center Attacking Midfield,2,West Ham United,40,['80cd579e-8b6a-40f1-9b33-369186f63dac'],0,,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:00.503,Pass,
,,,,,,,,,,,,,,,,0.733301,,,,,,,,,,,,,5e9dea89-07c9-4078-b189-0fcfa586e487,7,,"[59.7, 44.5]",3754194,0,,,,,-2.8939114,,Right Foot,,"[51.0, 42.3]",,Ground Pass,,8.973851,,,Mark Noble,3874.0,,,,,,1,From Kick Off,Andy Carroll,4271.0,Center Forward,2,West Ham United,40,['9dda582b-ac06-49df-866d-3249a661a873'],1,,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:01.233,Pass,
,,,,,,,,,,,,,,,,1.336826,,,,,,,,,,,,,9c450035-ff36-4f51-aa0b-1ddcd8a3c798,10,,"[52.3, 44.2]",3754194,0,,,,,1.771395,,Right Foot,,"[46.2, 74.2]",,Ground Pass,,30.613886,,,Carl Jenkinson,21254.0,,,,,,1,From Kick Off,Mark Noble,3874.0,Left Defensive Midfield,2,West Ham United,40,['d5a01be2-8a50-4119-98c9-6a28fb7008ac'],3,,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:03.065,Pass,
,,,,,,,,,,,,,,,,0.717381,,,,,,,,,,,,,1f622704-bb74-418e-be08-1f98327c01b8,13,,"[46.8, 74.2]",3754194,0,,,,,-0.844154,,Right Foot,,"[53.2, 67.0]",,Ground Pass,,9.633276,,,Mark Noble,3874.0,,,,,,1,From Kick Off,Carl Jenkinson,21254.0,Right Back,2,West Ham United,40,['31eca76a-54d2-4d57-ae68-2b5f6394c543'],7,,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:07.056,Pass,
,,,,,,,,,,,,,,,,0.730288,,,,,,,,,,,,,765b59ed-461b-4b49-be02-72d6b9ca6770,16,,"[53.1, 66.8]",3754194,0,,,,,2.7314653,,Right Foot,,"[46.2, 69.8]",,Ground Pass,,7.5239615,,,Carl Jenkinson,21254.0,,,,,,1,From Kick Off,Mark Noble,3874.0,Left Defensive Midfield,2,West Ham United,40,"['1e395cdb-ebb0-4ab3-a823-57a57a6f1e82', '718f9924-1916-47df-b31c-48d1d41740be']",7,,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:07.773,Pass,True
